seconds,arousal,valence,cheerful,happy,angry,nervous,sad,boredom,confusion,delight,concentration,frustration,surprise,none_1,confrustion,contempt,dejection,disgust,eureka,pride,sorrow,none_2
5,1,2,1,1,1,1,1,x,,,,,,,,,,,,,,x
10,1,2,1,1,1,1,1,x,,,,,,,,,,,,,,x
15,2,2,1,1,1,1,1,,,,,,,x,,,,,,,,x
20,2,3,1,1,1,1,1,,,,,,,x,,,,,,,,x
25,2,3,1,1,1,1,1,,,,,,,x,,,,,,,,x
30,2,3,1,1,1,1,1,,,,,,,x,,,,,,,,x
35,2,3,1,1,1,1,1,,,,,,,x,,,,,,,,x
40,2,3,1,1,1,1,1,,,,,,,x,,,,,,,,x
45,3,2,1,1,1,2,1,,,,x,,,,,,,,,,,x
50,3,1,1,1,1,3,1,,,,x,,,,,,,,,,,x
55,3,1,1,1,1,3,1,,,,x,,,,,,,,,,,x
60,3,1,1,1,1,3,1,,,,x,,,,,,,,,,,x
65,3,1,1,1,1,3,1,,,,x,,,,,,,,,,,x
70,3,1,1,1,1,2,1,,,,x,,,,,,,,,,,x
75,3,2,1,1,1,2,1,,,,x,,,,,,,,,,,x
80,3,2,1,1,1,2,1,,,,x,,,,,,,,,,,x
85,3,2,1,1,1,2,1,,,,x,,,,,,,,,,,x
90,3,2,1,1,1,2,1,,,,x,,,,,,,,,,,x
95,3,2,1,1,1,2,1,,,,x,,,,,,,,,,,x
100,2,3,1,1,1,1,1,,,,x,,,,,,,,,,,x
105,2,3,1,1,1,1,1,,,,x,,,,,,,,,,,x
110,2,3,1,1,1,1,1,,,,x,,,,,,,,,,,x
115,2,3,1,1,1,1,1,,,,x,,,,,,,,,,,x
120,2,3,1,1,1,1,1,,,,x,,,,,,,,,,,x
125,2,4,1,1,1,1,1,,,,x,,,,,,,,,,,x
130,2,4,1,1,1,1,1,,,,x,,,,,,,,,,,x
135,2,4,1,1,1,1,1,,,,x,,,,,,,,,,,x
140,2,4,1,1,1,1,1,,,,x,,,,,,,,,,,x
145,2,4,1,1,1,1,1,,,,x,,,,,,,,,,,x
150,2,4,1,1,1,1,1,,,,x,,,,,,,,,,,x
155,3,4,2,1,1,1,1,,,,,,x,,,,,,,,,x
160,3,3,1,1,1,1,1,,,,x,,,,,,,,,,,x
165,3,4,1,1,1,1,1,,,,x,,,,,,,,,,,x
170,3,4,1,1,1,1,1,,,,x,,,,,,,,,,,x
175,3,4,1,1,1,1,1,,,,x,,,,,,,,,,,x
180,3,4,1,1,1,1,1,,,,x,,,,,,,,,,,x
185,3,4,1,1,1,1,1,,,,x,,,,,,,,,,,x
190,3,4,1,1,1,1,1,,,,x,,,,,,,,,,,x
195,3,4,1,1,1,1,1,,,,x,,,,,,,,,,,x
200,3,4,1,1,1,1,1,,,,x,,,,,,,,,,,x
205,3,4,1,1,1,1,1,,,,x,,,,,,,,,,,x
210,3,4,1,1,1,1,1,,,,x,,,,,,,,,,,x
215,3,4,1,1,1,1,1,,,,x,,,,,,,,,,,x
220,3,4,1,1,1,1,1,,,,x,,,,,,,,,,,x
225,3,4,1,1,1,1,1,,,,x,,,,,,,,,,,x
230,3,4,1,1,1,1,1,,,,x,,,,,,,,,,,x
235,3,4,1,1,1,1,1,,,,x,,,,,,,,,,,x
240,3,4,1,1,1,1,1,,,,x,,,,,,,,,,,x
245,3,4,1,1,1,1,1,,,,x,,,,,,,,,,,x
250,3,3,2,1,1,1,1,,,,,,,x,,,,,,,,x
255,3,3,1,1,1,1,1,,,,x,,,,,,,,,,,x
260,3,3,1,1,1,1,1,,,,x,,,,,,,,,,,x
265,3,3,1,1,1,1,1,,,,x,,,,,,,,,,,x
270,3,3,1,1,1,1,1,,,,x,,,,,,,,,,,x
275,3,3,1,1,1,1,1,,,,x,,,,,,,,,,,x
280,3,3,1,1,1,1,1,,,,x,,,,,,,,,,,x
285,3,3,1,1,1,1,1,,,,x,,,,,,,,,,,x
290,3,3,1,1,1,1,1,,,,x,,,,,,,,,,,x
295,3,3,1,1,1,1,1,,,,x,,,,,,,,,,,x
300,3,3,1,1,1,1,1,,,,x,,,,,,,,,,,x
305,3,3,1,1,1,1,1,,,,x,,,,,,,,,,,x
310,3,3,1,1,1,1,1,,,,x,,,,,,,,,,,x
315,3,3,1,1,1,1,1,,,,x,,,,,,,,,,,x
320,3,3,1,1,1,1,1,,,,x,,,,,,,,,,,x
325,3,3,1,1,1,1,1,,,,x,,,,,,,,,,,x
330,3,3,1,1,1,1,1,,,,x,,,,,,,,,,,x
335,3,3,1,1,1,1,1,,,,x,,,,,,,,,,,x
340,3,3,1,1,1,1,1,,,,x,,,,,,,,,,,x
