timestamp,value,pid
1548898456402,88.0000000000,13
1548898457414,81.0000000000,13
1548898458402,74.0000000000,13
1548898459404,77.0000000000,13
1548898460401,81.0000000000,13
1548898461387,75.0000000000,13
1548898462372,67.0000000000,13
1548898463392,67.0000000000,13
1548898464381,61.0000000000,13
1548898465361,54.0000000000,13
1548898466381,64.0000000000,13
1548898467347,47.0000000000,13
1548898468367,44.0000000000,13
1548898469369,50.0000000000,13
1548898470352,47.0000000000,13
1548898471357,69.0000000000,13
1548898472353,77.0000000000,13
1548898473327,87.0000000000,13
1548898474331,96.0000000000,13
1548898475332,87.0000000000,13
1548898476337,84.0000000000,13
1548898477322,88.0000000000,13
1548898478336,83.0000000000,13
1548898479309,87.0000000000,13
1548898480309,83.0000000000,13
1548898481328,63.0000000000,13
1548898482292,51.0000000000,13
1548898483316,50.0000000000,13
1548898484299,53.0000000000,13
1548898485281,53.0000000000,13
1548898486288,64.0000000000,13
1548898487296,63.0000000000,13
1548898488272,56.0000000000,13
1548898489273,47.0000000000,13
1548898490272,30.0000000000,13
1548898491262,47.0000000000,13
1548898492278,51.0000000000,13
1548898493263,50.0000000000,13
1548898494267,66.0000000000,13
1548898495248,66.0000000000,13
1548898496235,63.0000000000,13
1548898497248,63.0000000000,13
1548898498257,61.0000000000,13
1548898499247,54.0000000000,13
1548898500247,56.0000000000,13
1548898501233,74.0000000000,13
1548898502236,81.0000000000,13
1548898503222,83.0000000000,13
1548898504238,88.0000000000,13
1548898505223,75.0000000000,13
1548898506223,60.0000000000,13
1548898507191,60.0000000000,13
1548898508197,47.0000000000,13
1548898509201,44.0000000000,13
1548898510181,50.0000000000,13
1548898511182,60.0000000000,13
1548898512185,69.0000000000,13
1548898513168,54.0000000000,13
1548898514186,63.0000000000,13
1548898515190,53.0000000000,13
1548898516157,60.0000000000,13
1548898517171,74.0000000000,13
1548898518181,66.0000000000,13
1548898519163,67.0000000000,13
1548898520192,61.0000000000,13
1548898521153,54.0000000000,13
1548898522135,50.0000000000,13
1548898523162,40.0000000000,13
1548898524156,38.0000000000,13
1548898525127,50.0000000000,13
1548898526129,54.0000000000,13
1548898527127,67.0000000000,13
1548898528135,78.0000000000,13
1548898529132,81.0000000000,13
1548898530106,81.0000000000,13
1548898531103,66.0000000000,13
1548898532120,60.0000000000,13
1548898533088,56.0000000000,13
1548898534090,47.0000000000,13
1548898535112,53.0000000000,13
1548898536077,44.0000000000,13
1548898537103,43.0000000000,13
1548898538086,43.0000000000,13
1548898539067,38.0000000000,13
1548898540089,51.0000000000,13
1548898541091,50.0000000000,13
1548898542081,53.0000000000,13
1548898543061,54.0000000000,13
1548898544077,51.0000000000,13
1548898545063,60.0000000000,13
1548898546068,69.0000000000,13
1548898547032,74.0000000000,13
1548898548058,61.0000000000,13
1548898549044,64.0000000000,13
1548898550036,57.0000000000,13
1548898551031,56.0000000000,13
1548898552046,66.0000000000,13
1548898553036,70.0000000000,13
1548898554011,63.0000000000,13
1548898555020,64.0000000000,13
1548898556017,53.0000000000,13
1548898557020,37.0000000000,13
1548898558005,43.0000000000,13
1548898558989,50.0000000000,13
1548898560007,53.0000000000,13
1548898560997,64.0000000000,13
1548898562000,51.0000000000,13
1548898563010,43.0000000000,13
1548898563987,56.0000000000,13
1548898564966,53.0000000000,13
1548898565985,64.0000000000,13
1548898567002,70.0000000000,13
1548898567973,64.0000000000,13
1548898568977,53.0000000000,13
1548898569944,51.0000000000,13
1548898570956,51.0000000000,13
1548898571970,51.0000000000,13
1548898572932,56.0000000000,13
1548898573954,53.0000000000,13
1548898574953,69.0000000000,13
1548898575922,69.0000000000,13
1548898576923,83.0000000000,13
1548898577926,74.0000000000,13
1548898578932,54.0000000000,13
1548898579912,50.0000000000,13
1548898580931,44.0000000000,13
1548898581897,48.0000000000,13
1548898582903,50.0000000000,13
1548898583919,44.0000000000,13
1548898584888,26.0000000000,13
1548898585908,21.0000000000,13
1548898586873,20.0000000000,13
1548898587876,35.0000000000,13
1548898588891,53.0000000000,13
1548898589888,63.0000000000,13
1548898590882,61.0000000000,13
1548898591870,47.0000000000,13
1548898592869,51.0000000000,13
1548898593883,54.0000000000,13
1548898594856,60.0000000000,13
1548898595857,69.0000000000,13
1548898596871,56.0000000000,13
1548898597863,56.0000000000,13
1548898598861,61.0000000000,13
1548898599840,51.0000000000,13
1548898600850,66.0000000000,13
1548898601842,56.0000000000,13
1548898602841,44.0000000000,13
1548898603841,60.0000000000,13
1548898604825,57.0000000000,13
1548898605811,69.0000000000,13
1548898606820,70.0000000000,13
1548898607809,70.0000000000,13
1548898608816,64.0000000000,13
1548898609786,70.0000000000,13
1548898610791,75.0000000000,13
1548898611804,60.0000000000,13
1548898612788,56.0000000000,13
1548898613792,38.0000000000,13
1548898614780,41.0000000000,13
1548898615761,37.0000000000,13
1548898616771,37.0000000000,13
1548898617782,48.0000000000,13
1548898618768,56.0000000000,13
1548898619752,74.0000000000,13
1548898620756,78.0000000000,13
1548898621741,78.0000000000,13
1548898622742,75.0000000000,13
1548898623751,70.0000000000,13
1548898624748,75.0000000000,13
1548898625733,74.0000000000,13
1548898626722,51.0000000000,13
1548898627744,54.0000000000,13
1548898628721,50.0000000000,13
1548898629722,41.0000000000,13
1548898630725,51.0000000000,13
1548898631715,47.0000000000,13
1548898632709,44.0000000000,13
1548898633703,50.0000000000,13
1548898634695,44.0000000000,13
1548898635682,35.0000000000,13
1548898636691,35.0000000000,13
1548898637707,24.0000000000,13
1548898638728,37.0000000000,13
1548898639690,43.0000000000,13
1548898640692,41.0000000000,13
1548898641663,37.0000000000,13
1548898642682,34.0000000000,13
1548898643662,41.0000000000,13
1548898644659,38.0000000000,13
1548898645650,57.0000000000,13
1548898646641,61.0000000000,13
1548898647666,56.0000000000,13
1548898648657,63.0000000000,13
1548898649627,57.0000000000,13
1548898650626,56.0000000000,13
1548898651631,54.0000000000,13
1548898652615,48.0000000000,13
1548898653632,47.0000000000,13
1548898654639,35.0000000000,13
1548898655618,35.0000000000,13
1548898656609,47.0000000000,13
1548898657633,41.0000000000,13
1548898658608,60.0000000000,13
1548898659611,60.0000000000,13
1548898660599,66.0000000000,13
1548898661605,77.0000000000,13
1548898662586,60.0000000000,13
1548898663589,69.0000000000,13
1548898664587,56.0000000000,13
1548898665595,47.0000000000,13
1548898666557,51.0000000000,13
1548898667562,30.0000000000,13
1548898668577,30.0000000000,13
1548898669556,37.0000000000,13
1548898670569,43.0000000000,13
1548898671566,61.0000000000,13
