timestamp,delta,lowAlpha,highAlpha,lowBeta,highBeta,lowGamma,middleGamma,theta,isValid,pid
1548898456402,29646,34533,26826,7503,2262,3527,3566,49284,1,13
1548898457414,8694,15148,11326,25463,1976,5012,427241,40158,1,13
1548898458402,22292,31870,15991,19516,2319,7085,9372,21222,1,13
1548898459404,18793,20910,14001,6198,4814,2710,8007,23221,1,13
1548898460401,17254,19865,21192,12906,1970,4550,6078,10945,1,13
1548898461387,9131,20331,6317,8399,4155,4682,10725,36840,1,13
1548898462372,22650,31219,6278,18759,1755,3668,2595,24390,1,13
1548898463392,62915,16407,28487,35719,1990,5407,12049,58817,1,13
1548898464381,6141,13443,8497,6576,2384,8035,7359,27926,1,13
1548898465361,8223,214056,12363,26404,5736,6301,32284,42229,1,13
1548898466381,22864,3055,30274,17280,2891,5942,337302,88896,1,13
1548898467347,12134,17400,9514,29971,3309,6119,419685,419710,1,13
1548898468367,16811,16163,9964,8106,4211,8608,774746,30269,1,13
1548898469369,20847,60735,20477,9190,2512,4657,161728,135141,1,13
1548898470352,42389,15567,13873,9800,2456,2671,18696,25527,1,13
1548898471357,20381,11765,17116,9668,2485,7685,13616,9790,1,13
1548898472353,13952,30696,16018,8780,5682,5226,1800,6270,1,13
1548898473327,25794,16524,16917,21185,1491,3577,47624,13843,1,13
1548898474331,10055,29623,39376,7174,1817,3610,21828,36392,1,13
1548898475332,39776,89563,20330,16584,1776,6646,9054,11594,1,13
1548898476337,27579,34063,24280,10951,1558,2670,12271,30029,1,13
1548898477322,17352,21347,24453,13572,1774,5539,11306,12572,1,13
1548898478336,47618,35002,26466,16353,3232,5006,7164,12213,1,13
1548898479309,38161,26675,16970,15084,2919,2397,30100,17229,1,13
1548898480309,54443,29488,28433,14273,3164,15086,49952,50471,1,13
1548898481328,8832,10525,3142,8727,516,818,299898,70249,1,13
1548898482292,14359,3082,9478,21447,1393,2024,178129,148640,1,13
1548898483316,13113,20220,11434,21229,4055,6616,26063,37742,1,13
1548898484299,19147,15963,22750,36748,5939,5884,1175965,44456,1,13
1548898485281,48882,21402,27251,33722,3370,17637,1275651,25800,1,13
1548898486288,11352,20458,7517,2149,8247,2922,643970,13063,1,13
1548898487296,47230,111063,15094,48464,11509,25185,1379752,222752,1,13
1548898488272,7036,16849,8151,6856,7909,5143,1254269,98770,1,13
1548898489273,2693,1233,1476,1656,442,1108,354226,10727,1,13
1548898490272,84597,63129,5143,14819,5717,6408,30613,59488,1,13
