seconds,arousal,valence,cheerful,happy,angry,nervous,sad,boredom,confusion,delight,concentration,frustration,surprise,none_1,confrustion,contempt,dejection,disgust,eureka,pride,sorrow,none_2
5,3,3,1,1,1,3,1,,x,,,,,,,,,,,,,x
10,3,3,1,1,1,2,1,,,,x,,,,,,,,,,,x
15,3,3,1,1,1,2,1,,,,x,,,,,,,,,,,x
20,3,3,1,1,1,3,1,,x,,,,,,,,,,,,,x
25,3,3,1,1,1,2,1,,,,,,,x,,,,,,,,x
30,3,3,1,1,1,2,1,,,,x,,,,,,,,,,,x
35,3,3,1,1,1,2,1,,,,x,,,,,,,,,,,x
40,3,3,1,1,1,1,1,,,,x,,,,,,,,,,,x
45,2,3,1,1,1,1,1,,,,x,,,,,,,,,,,x
50,2,3,1,1,1,1,1,,,,x,,,,,,,,,,,x
55,2,3,1,1,1,1,1,,,,x,,,,,,,,,,,x
60,2,3,1,1,1,1,1,,,,x,,,,,,,,,,,x
65,2,3,1,1,1,2,1,,,,x,,,,,,,,,,,x
70,2,3,1,1,1,2,1,,,,x,,,,,,,,,,,x
75,2,3,1,1,1,2,1,,,,x,,,,,,,,,,,x
80,2,3,1,1,1,1,1,,,,x,,,,,,,,,,,x
85,2,3,1,1,1,4,1,,,,x,,,,,,,,,,,x
90,3,3,1,1,1,2,1,,,,x,,,,,,,,,,,x
95,3,3,1,1,1,3,1,,,,x,,,,,,,,,,,x
100,3,3,1,1,1,2,1,,x,,,,,,,,,,,,,x
105,3,3,1,1,1,4,1,,,,x,,,,,,,,,,,x
110,4,3,1,1,1,3,1,,,,x,,,,,,,,,,,x
115,4,3,1,1,1,3,1,,,,x,,,,,,,,,,,x
120,4,2,1,1,1,3,1,,,,x,,,,,,,,,,,x
125,4,3,1,1,1,4,1,,x,,,,,,,,,,,,,x
130,3,3,1,1,1,3,1,,x,,,,,,,,,,,,,x
135,2,3,1,1,1,3,1,,,,x,,,,,,,,,,,x
140,2,3,1,1,1,1,1,,,,x,,,,,,,,,,,x
145,2,3,1,1,1,3,1,,,,x,,,,,,,,,,,x
150,4,3,1,1,1,1,1,,,,x,,,,,,,,,,,x
155,2,3,1,1,1,1,1,,,,x,,,,,,,,,,,x
160,2,3,1,1,1,1,1,,,,x,,,,,,,,,,,x
165,2,3,1,1,1,1,1,,,,x,,,,,,,,,,,x
170,2,3,1,1,1,1,1,,,,x,,,,,,,,,,,x
175,2,3,1,1,1,1,1,,,,x,,,,,,,,,,,x
180,2,3,1,1,1,1,1,,,,x,,,,,,,,,,,x
185,2,3,1,1,1,1,1,,,,x,,,,,,,,,,,x
190,2,3,1,1,1,1,1,,,,x,,,,,,,,,,,x
195,2,3,1,1,1,1,1,,,,x,,,,,,,,,,,x
200,2,3,1,1,1,1,1,,,,x,,,,,,,,,,,x
205,2,3,1,1,1,1,1,,,,x,,,,,,,,,,,x
210,2,3,1,1,1,1,1,,,,x,,,,,,,,,,,x
215,2,3,1,1,1,2,1,,,,x,,,,,,,,,,,x
220,2,3,1,1,1,1,1,,,,x,,,,,,,,,,,x
225,2,3,1,1,1,1,1,,,,x,,,,,,,,,,,x
230,2,3,1,1,1,1,1,,,,x,,,,,,,,,,,x
235,2,3,1,1,1,1,1,,,,x,,,,,,,,,,,x
240,2,3,1,1,1,1,1,,,,x,,,,,,,,,,,x
245,2,3,1,1,1,1,1,,,,x,,,,,,,,,,,x
250,4,3,1,1,1,2,1,,,,,,,x,,,,,,,,x
255,4,3,1,1,1,2,1,,,,x,,,,,,,,,,,x
260,3,3,1,1,1,2,1,,,,x,,,,,,,,,,,x
265,3,3,1,1,1,2,1,,,,x,,,,,,,,,,,x
270,3,3,1,1,1,1,1,,,,x,,,,,,,,,,,x
275,3,3,1,1,1,1,1,,,,x,,,,,,,,,,,x
280,3,3,1,1,1,2,1,,,,x,,,,,,,,,,,x
285,3,3,1,1,1,2,1,,,,x,,,,,,,,,,,x
290,3,3,1,1,1,2,1,,,,x,,,,,,,,,,,x
295,3,3,1,1,1,2,1,,,,x,,,,,,,,,,,x
300,3,3,1,1,1,2,1,,,,x,,,,,,,,,,,x
305,3,3,1,1,1,2,1,,,,x,,,,,,,,,,,x
310,3,3,1,1,1,2,1,,,,x,,,,,,,,,,,x
315,3,3,1,1,1,2,1,,,,x,,,,,,,,,,,x
320,3,3,1,1,1,2,1,,,,x,,,,,,,,,,,x
325,3,3,1,1,1,2,1,,,,x,,,,,,,,,,,x
330,3,3,1,1,1,1,1,,,,x,,,,,,,,,,,x
335,3,3,1,1,1,2,1,,,,x,,,,,,,,,,,x
340,3,3,1,1,1,2,1,,,,x,,,,,,,,,,,x
345,3,3,1,1,1,2,1,,,,x,,,,,,,,,,,x
350,3,3,1,1,1,2,1,,,,x,,,,,,,,,,,x
355,3,3,1,1,1,2,1,,,,x,,,,,,,,,,,x
360,2,3,1,1,1,1,1,,,,x,,,,,,,,,,,x
365,2,3,1,1,1,1,1,,,,x,,,,,,,,,,,x
370,2,3,1,1,1,1,1,,,,x,,,,,,,,,,,x
375,2,3,1,1,1,1,1,,,,x,,,,,,,,,,,x
380,2,3,1,1,1,1,1,,,,x,,,,,,,,,,,x
385,2,3,1,1,1,1,1,,,,x,,,,,,,,,,,x
390,2,3,1,1,1,1,1,,,,x,,,,,,,,,,,x
395,2,3,1,1,1,1,1,,,,x,,,,,,,,,,,x
400,2,3,1,1,1,1,1,,,,x,,,,,,,,,,,x
405,2,3,1,1,1,1,1,,,,x,,,,,,,,,,,x
410,2,3,1,1,1,1,1,,,,x,,,,,,,,,,,x
415,2,3,1,1,1,1,1,,,,x,,,,,,,,,,,x
420,2,3,1,1,1,1,1,,,,x,,,,,,,,,,,x
425,2,3,1,1,1,1,1,,,,x,,,,,,,,,,,x
430,2,3,1,1,1,1,1,,,,x,,,,,,,,,,,x
435,2,3,1,1,1,1,1,,,,x,,,,,,,,,,,x
440,2,3,1,1,1,1,1,,,,x,,,,,,,,,,,x
445,2,3,1,1,1,1,1,,,,x,,,,,,,,,,,x
450,2,3,1,1,1,1,1,,,,x,,,,,,,,,,,x
455,2,3,1,1,1,1,1,,,,x,,,,,,,,,,,x
460,2,3,1,1,1,1,1,,,,x,,,,,,,,,,,x
465,2,3,1,1,1,1,1,,,,x,,,,,,,,,,,x
470,2,3,1,1,1,1,1,,,,x,,,,,,,,,,,x
475,2,3,1,1,1,2,1,,,,x,,,,,,,,,,,x
480,2,3,1,1,1,2,1,,,,x,,,,,,,,,,,x
485,2,3,1,1,1,1,1,,,,x,,,,,,,,,,,x
490,4,3,1,1,1,1,1,,,,x,,,,,,,,,,,x
495,2,3,1,1,1,1,1,,,,x,,,,,,,,,,,x
500,3,3,1,1,1,1,1,,,,x,,,,,,,,,,,x
505,3,3,1,1,1,1,1,,,,x,,,,,,,,,,,x
510,3,3,1,1,1,2,1,,,,x,,,,,,,,,,,x
515,2,3,1,1,1,2,1,,,,x,,,,,,,,,,,x
520,2,3,1,1,1,2,1,,,,x,,,,,,,,,,,x
525,2,3,1,1,1,2,1,,,,x,,,,,,,,,,,x
530,2,3,1,1,1,2,1,,,,x,,,,,,,,,,,x
535,2,3,1,1,1,2,1,,,,x,,,,,,,,,,,x
540,2,3,1,1,1,2,1,,,,x,,,,,,,,,,,x
545,2,3,1,1,1,2,1,,,,x,,,,,,,,,,,x
550,2,3,1,1,1,2,1,,,,x,,,,,,,,,,,x
