seconds,arousal,valence,cheerful,happy,angry,nervous,sad,boredom,confusion,delight,concentration,frustration,surprise,none_1,confrustion,contempt,dejection,disgust,eureka,pride,sorrow,none_2
5,4,4,2,1,1,1,1,,,,x,,,,,,,,,,,x
10,4,4,2,1,1,1,1,,,,x,,,,,,,,,,,x
15,4,4,2,1,1,1,1,,,,x,,,,,,,,,,,x
20,4,4,2,1,1,1,1,,,,x,,,,,,,,,,,x
25,4,4,2,1,1,1,1,,,,x,,,,,,,,,,,x
30,4,4,2,1,1,1,1,,,,x,,,,,,,,,,,x
35,4,4,2,1,1,1,1,,,,x,,,,,,,,,,,x
40,4,4,2,1,1,1,1,,,,x,,,,,,,,,,,x
45,4,4,2,1,1,1,1,,,,x,,,,,,,,,,,x
50,4,4,2,1,1,1,1,,,,x,,,,,,,,,,,x
55,4,4,2,1,1,1,1,,,,x,,,,,,,,,,,x
60,4,3,1,1,1,1,1,,,,x,,,,,,,,,,,x
65,4,3,1,1,1,1,1,,,,x,,,,,,,,,,,x
70,4,3,1,1,1,1,1,,,,x,,,,,,,,,,,x
75,4,4,2,1,1,1,1,,,,x,,,,,,,,,,,x
80,4,3,1,1,1,1,1,,,,x,,,,,,,,,,,x
85,4,3,1,1,1,1,1,,,,x,,,,,,,,,,,x
90,4,4,2,1,1,1,1,,,,x,,,,,,,,,,,x
95,4,3,1,1,1,1,1,,,,x,,,,,,,,,,,x
100,4,3,1,1,1,1,1,,,,x,,,,,,,,,,,x
105,4,3,1,1,1,1,1,,,,x,,,,,,,,,,,x
110,4,3,1,1,1,1,1,,,,x,,,,,,,,,,,x
115,4,3,1,1,1,1,1,,,,x,,,,,,,,,,,x
120,4,3,1,1,1,1,1,,,,x,,,,,,,,,,,x
125,4,3,1,1,1,1,1,,,,x,,,,,,,,,,,x
130,4,3,1,1,1,1,1,,,,x,,,,,,,,,,,x
135,4,3,1,1,1,1,1,,,,x,,,,,,,,,,,x
140,4,4,2,1,1,1,1,,,,x,,,,,,,,,,,x
145,4,4,2,1,1,1,1,,,,x,,,,,,,,,,,x
150,4,4,2,1,1,1,1,,,,x,,,,,,,,,,,x
155,4,4,2,1,1,1,1,,,,x,,,,,,,,,,,x
160,4,4,2,1,1,1,1,,,,x,,,,,,,,,,,x
165,4,3,2,1,1,1,1,,,,x,,,,,,,,,,,x
170,4,3,2,1,1,1,1,,,,x,,,,,,,,,,,x
175,4,3,2,1,1,1,1,,,,x,,,,,,,,,,,x
180,4,3,2,1,1,1,1,,,,x,,,,,,,,,,,x
185,4,3,1,1,1,1,1,,,,x,,,,,,,,,,,x
190,4,3,1,1,1,1,1,,,,x,,,,,,,,,,,x
195,4,4,2,1,1,1,1,,,,x,,,,,,,,,,,x
200,4,4,2,1,1,1,1,,,,x,,,,,,,,,,,x
205,4,4,2,1,1,1,1,,,,x,,,,,,,,,,,x
210,4,4,2,1,1,1,1,,,,x,,,,,,,,,,,x
215,4,4,2,1,1,1,1,,,,x,,,,,,,,,,,x
220,4,4,2,1,1,1,1,,,,x,,,,,,,,,,,x
225,4,4,2,1,1,1,1,,,,x,,,,,,,,,,,x
230,4,4,2,1,1,1,1,,,,x,,,,,,,,,,,x
