results/alternatives/0/confidence,results/alternatives/0/transcript,results/alternatives/0/words/0/confidence,results/alternatives/0/words/0/endTime,results/alternatives/0/words/0/startTime,results/alternatives/0/words/0/word,results/alternatives/0/words/1/confidence,results/alternatives/0/words/1/endTime,results/alternatives/0/words/1/startTime,results/alternatives/0/words/1/word,results/alternatives/0/words/2/confidence,results/alternatives/0/words/2/endTime,results/alternatives/0/words/2/startTime,results/alternatives/0/words/2/word,results/channelTag,results/languageCode,results/resultEndTime,results/alternatives/0/words/3/confidence,results/alternatives/0/words/3/endTime,results/alternatives/0/words/3/startTime,results/alternatives/0/words/3/word,results/alternatives/0/words/4/confidence,results/alternatives/0/words/4/endTime,results/alternatives/0/words/4/startTime,results/alternatives/0/words/4/word,results/alternatives/0/words/5/confidence,results/alternatives/0/words/5/endTime,results/alternatives/0/words/5/startTime,results/alternatives/0/words/5/word,results/alternatives/0/words/6/confidence,results/alternatives/0/words/6/endTime,results/alternatives/0/words/6/startTime,results/alternatives/0/words/6/word,results/alternatives/0/words/7/confidence,results/alternatives/0/words/7/endTime,results/alternatives/0/words/7/startTime,results/alternatives/0/words/7/word,results/alternatives/0/words/8/confidence,results/alternatives/0/words/8/endTime,results/alternatives/0/words/8/startTime,results/alternatives/0/words/8/word,results/alternatives/0/words/9/confidence,results/alternatives/0/words/9/endTime,results/alternatives/0/words/9/startTime,results/alternatives/0/words/9/word,results/alternatives/0/words/10/confidence,results/alternatives/0/words/10/endTime,results/alternatives/0/words/10/startTime,results/alternatives/0/words/10/word,results/alternatives/0/words/11/confidence,results/alternatives/0/words/11/endTime,results/alternatives/0/words/11/startTime,results/alternatives/0/words/11/word,results/alternatives/0/words/12/confidence,results/alternatives/0/words/12/endTime,results/alternatives/0/words/12/startTime,results/alternatives/0/words/12/word,results/alternatives/0/words/13/confidence,results/alternatives/0/words/13/endTime,results/alternatives/0/words/13/startTime,results/alternatives/0/words/13/word,results/alternatives/0/words/14/confidence,results/alternatives/0/words/14/endTime,results/alternatives/0/words/14/startTime,results/alternatives/0/words/14/word,results/alternatives/0/words/15/confidence,results/alternatives/0/words/15/endTime,results/alternatives/0/words/15/startTime,results/alternatives/0/words/15/word,results/alternatives/0/words/16/confidence,results/alternatives/0/words/16/endTime,results/alternatives/0/words/16/startTime,results/alternatives/0/words/16/word,results/alternatives/0/words/17/confidence,results/alternatives/0/words/17/endTime,results/alternatives/0/words/17/startTime,results/alternatives/0/words/17/word,results/alternatives/0/words/18/confidence,results/alternatives/0/words/18/endTime,results/alternatives/0/words/18/startTime,results/alternatives/0/words/18/word,results/alternatives/0/words/19/confidence,results/alternatives/0/words/19/endTime,results/alternatives/0/words/19/startTime,results/alternatives/0/words/19/word,results/alternatives/0/words/20/confidence,results/alternatives/0/words/20/endTime,results/alternatives/0/words/20/startTime,results/alternatives/0/words/20/word,results/alternatives/0/words/21/confidence,results/alternatives/0/words/21/endTime,results/alternatives/0/words/21/startTime,results/alternatives/0/words/21/word,results/alternatives/0/words/22/confidence,results/alternatives/0/words/22/endTime,results/alternatives/0/words/22/startTime,results/alternatives/0/words/22/word,results/alternatives/0/words/23/confidence,results/alternatives/0/words/23/endTime,results/alternatives/0/words/23/startTime,results/alternatives/0/words/23/word,results/alternatives/0/words/24/confidence,results/alternatives/0/words/24/endTime,results/alternatives/0/words/24/startTime,results/alternatives/0/words/24/word,results/alternatives/0/words/25/confidence,results/alternatives/0/words/25/endTime,results/alternatives/0/words/25/startTime,results/alternatives/0/words/25/word,results/alternatives/0/words/26/confidence,results/alternatives/0/words/26/endTime,results/alternatives/0/words/26/startTime,results/alternatives/0/words/26/word,results/alternatives/0/words/27/confidence,results/alternatives/0/words/27/endTime,results/alternatives/0/words/27/startTime,results/alternatives/0/words/27/word,results/alternatives/0/words/28/confidence,results/alternatives/0/words/28/endTime,results/alternatives/0/words/28/startTime,results/alternatives/0/words/28/word,results/alternatives/0/words/29/confidence,results/alternatives/0/words/29/endTime,results/alternatives/0/words/29/startTime,results/alternatives/0/words/29/word,results/alternatives/0/words/30/confidence,results/alternatives/0/words/30/endTime,results/alternatives/0/words/30/startTime,results/alternatives/0/words/30/word,results/alternatives/0/words/31/confidence,results/alternatives/0/words/31/endTime,results/alternatives/0/words/31/startTime,results/alternatives/0/words/31/word,results/alternatives/0/words/32/confidence,results/alternatives/0/words/32/endTime,results/alternatives/0/words/32/startTime,results/alternatives/0/words/32/word,results/alternatives/0/words/33/confidence,results/alternatives/0/words/33/endTime,results/alternatives/0/words/33/startTime,results/alternatives/0/words/33/word,results/alternatives/0/words/34/confidence,results/alternatives/0/words/34/endTime,results/alternatives/0/words/34/startTime,results/alternatives/0/words/34/word,results/alternatives/0/words/35/confidence,results/alternatives/0/words/35/endTime,results/alternatives/0/words/35/startTime,results/alternatives/0/words/35/word,results/alternatives/0/words/36/confidence,results/alternatives/0/words/36/endTime,results/alternatives/0/words/36/startTime,results/alternatives/0/words/36/word,results/alternatives/0/words/37/confidence,results/alternatives/0/words/37/endTime,results/alternatives/0/words/37/startTime,results/alternatives/0/words/37/word,results/alternatives/0/words/38/confidence,results/alternatives/0/words/38/endTime,results/alternatives/0/words/38/startTime,results/alternatives/0/words/38/word,results/alternatives/0/words/39/confidence,results/alternatives/0/words/39/endTime,results/alternatives/0/words/39/startTime,results/alternatives/0/words/39/word,results/alternatives/0/words/40/confidence,results/alternatives/0/words/40/endTime,results/alternatives/0/words/40/startTime,results/alternatives/0/words/40/word,results/alternatives/0/words/41/confidence,results/alternatives/0/words/41/endTime,results/alternatives/0/words/41/startTime,results/alternatives/0/words/41/word,results/alternatives/0/words/42/confidence,results/alternatives/0/words/42/endTime,results/alternatives/0/words/42/startTime,results/alternatives/0/words/42/word,results/alternatives/0/words/43/confidence,results/alternatives/0/words/43/endTime,results/alternatives/0/words/43/startTime,results/alternatives/0/words/43/word,results/alternatives/0/words/44/confidence,results/alternatives/0/words/44/endTime,results/alternatives/0/words/44/startTime,results/alternatives/0/words/44/word,results/alternatives/0/words/45/confidence,results/alternatives/0/words/45/endTime,results/alternatives/0/words/45/startTime,results/alternatives/0/words/45/word,results/alternatives/0/words/46/confidence,results/alternatives/0/words/46/endTime,results/alternatives/0/words/46/startTime,results/alternatives/0/words/46/word,results/alternatives/0/words/47/confidence,results/alternatives/0/words/47/endTime,results/alternatives/0/words/47/startTime,results/alternatives/0/words/47/word,results/alternatives/0/words/48/confidence,results/alternatives/0/words/48/endTime,results/alternatives/0/words/48/startTime,results/alternatives/0/words/48/word,results/alternatives/0/words/49/confidence,results/alternatives/0/words/49/endTime,results/alternatives/0/words/49/startTime,results/alternatives/0/words/49/word,results/alternatives/0/words/50/confidence,results/alternatives/0/words/50/endTime,results/alternatives/0/words/50/startTime,results/alternatives/0/words/50/word,results/alternatives/0/words/51/confidence,results/alternatives/0/words/51/endTime,results/alternatives/0/words/51/startTime,results/alternatives/0/words/51/word,results/alternatives/0/words/52/confidence,results/alternatives/0/words/52/endTime,results/alternatives/0/words/52/startTime,results/alternatives/0/words/52/word,results/alternatives/0/words/53/confidence,results/alternatives/0/words/53/endTime,results/alternatives/0/words/53/startTime,results/alternatives/0/words/53/word,results/alternatives/0/words/54/confidence,results/alternatives/0/words/54/endTime,results/alternatives/0/words/54/startTime,results/alternatives/0/words/54/word,results/alternatives/0/words/55/confidence,results/alternatives/0/words/55/endTime,results/alternatives/0/words/55/startTime,results/alternatives/0/words/55/word,results/alternatives/0/words/56/confidence,results/alternatives/0/words/56/endTime,results/alternatives/0/words/56/startTime,results/alternatives/0/words/56/word,results/alternatives/0/words/57/confidence,results/alternatives/0/words/57/endTime,results/alternatives/0/words/57/startTime,results/alternatives/0/words/57/word,results/alternatives/0/words/58/confidence,results/alternatives/0/words/58/endTime,results/alternatives/0/words/58/startTime,results/alternatives/0/words/58/word,results/alternatives/0/words/59/confidence,results/alternatives/0/words/59/endTime,results/alternatives/0/words/59/startTime,results/alternatives/0/words/59/word,results/alternatives/0/words/60/confidence,results/alternatives/0/words/60/endTime,results/alternatives/0/words/60/startTime,results/alternatives/0/words/60/word,results/alternatives/0/words/61/confidence,results/alternatives/0/words/61/endTime,results/alternatives/0/words/61/startTime,results/alternatives/0/words/61/word,results/alternatives/0/words/62/confidence,results/alternatives/0/words/62/endTime,results/alternatives/0/words/62/startTime,results/alternatives/0/words/62/word,results/alternatives/0/words/63/confidence,results/alternatives/0/words/63/endTime,results/alternatives/0/words/63/startTime,results/alternatives/0/words/63/word,results/alternatives/0/words/64/confidence,results/alternatives/0/words/64/endTime,results/alternatives/0/words/64/startTime,results/alternatives/0/words/64/word,results/alternatives/0/words/65/confidence,results/alternatives/0/words/65/endTime,results/alternatives/0/words/65/startTime,results/alternatives/0/words/65/word,results/alternatives/0/words/66/confidence,results/alternatives/0/words/66/endTime,results/alternatives/0/words/66/startTime,results/alternatives/0/words/66/word,results/alternatives/0/words/67/confidence,results/alternatives/0/words/67/endTime,results/alternatives/0/words/67/startTime,results/alternatives/0/words/67/word,results/alternatives/0/words/68/confidence,results/alternatives/0/words/68/endTime,results/alternatives/0/words/68/startTime,results/alternatives/0/words/68/word,results/alternatives/0/words/69/confidence,results/alternatives/0/words/69/endTime,results/alternatives/0/words/69/startTime,results/alternatives/0/words/69/word,results/alternatives/0/words/70/confidence,results/alternatives/0/words/70/endTime,results/alternatives/0/words/70/startTime,results/alternatives/0/words/70/word,results/alternatives/0/words/71/confidence,results/alternatives/0/words/71/endTime,results/alternatives/0/words/71/startTime,results/alternatives/0/words/71/word,results/alternatives/0/words/72/confidence,results/alternatives/0/words/72/endTime,results/alternatives/0/words/72/startTime,results/alternatives/0/words/72/word,results/alternatives/0/words/73/confidence,results/alternatives/0/words/73/endTime,results/alternatives/0/words/73/startTime,results/alternatives/0/words/73/word,results/alternatives/0/words/74/confidence,results/alternatives/0/words/74/endTime,results/alternatives/0/words/74/startTime,results/alternatives/0/words/74/word,results/alternatives/0/words/75/confidence,results/alternatives/0/words/75/endTime,results/alternatives/0/words/75/startTime,results/alternatives/0/words/75/word
0.91283864,time starts now,0.91283858,0.400s,0.100s,time,0.91283858,0.800s,0.400s,starts,0.91283858,1.100s,0.800s,now,2,en-us,1.533469s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.91283858, so,0.91283858,2.800s,2.300s,so,,,,,,,,,2,en-us,3.838684s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.91283858,time starts now so,0.91283858,0.400s,0s,time,0.91283858,0.800s,0.400s,starts,0.91283858,1.100s,0.800s,now,1,en-us,3.848707s,0.91283858,2.800s,2.200s,so,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.79365736, in my opinion regarding recording the Jeju Island Refugee crisis I I argued that South Korea should help South Korea should I said except these refugees and provide them for humanitarian support as they are great in 1991 convention regarding the status of refugees and I will I will provide,0.91283858,4.800s,4.600s,in,0.91283858,5.100s,4.800s,my,0.91283858,5.600s,5.100s,opinion,2,en-us,30.869842s,0.91283858,6.600s,5.600s,regarding,0.91283858,7.400s,6.700s,recording,0.91283858,7.900s,7.400s,the,0.7618373,9.100s,8.500s,Jeju,0.74324149,9.600s,9.100s,Island,0.91283858,10.100s,9.600s,Refugee,0.91283858,10.700s,10.100s,crisis,0.75972766,11s,10.700s,I,0.75301737,12.200s,11.700s,I,0.5918802,12.600s,12.200s,argued,0.60598272,13.100s,12.600s,that,0.91283858,13.700s,13.400s,South,0.83459294,14.200s,13.700s,Korea,0.59557045,14.700s,14.200s,should,0.91283858,16s,15.700s,help,0.91283858,16.100s,16s,South,0.72797817,16.700s,16.100s,Korea,0.58807951,17.300s,16.700s,should,0.50033998,17.600s,17.400s,I,0.70489085,18.100s,17.600s,said,0.84605378,19.200s,18.700s,except,0.71790075,19.400s,19.200s,these,0.91283858,20s,19.400s,refugees,0.65072441,20.400s,20s,and,0.91283858,20.800s,20.400s,provide,0.76290768,21s,20.800s,them,0.70020109,21.200s,21s,for,0.91283858,22s,21.200s,humanitarian,0.70020109,22.400s,22s,support,0.77346951,22.600s,22.400s,as,0.72247821,22.900s,22.600s,they,0.91283858,23s,22.900s,are,0.86274695,23.300s,23s,great,0.72802693,23.400s,23.300s,in,0.91283858,24.800s,24s,1991,0.91283858,25.400s,24.800s,convention,0.79782909,26.100s,25.400s,regarding,0.91283858,26.300s,26.100s,the,0.71414876,26.700s,26.300s,status,0.91283858,26.800s,26.700s,of,0.52890271,27.500s,26.800s,refugees,0.91283858,28.600s,28.400s,and,0.91283858,28.700s,28.600s,I,0.72618514,29.200s,28.700s,will,0.72802693,29.500s,29.300s,I,0.77346951,29.700s,29.500s,will,0.61285079,30.300s,29.700s,provide,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.76126814, in my opinion regarding regarding the Jeju Island Refugee crisis I I argue that South Korea should help South Korea should I sit except these refugees and provide them for humanitarian support as they are great in the 1991 convention regarding the status of refugees and I will I will provide,0.91283858,4.800s,4.600s,in,0.91283858,5.100s,4.800s,my,0.91283858,5.700s,5.100s,opinion,1,en-us,30.909932s,0.91283858,6.600s,5.700s,regarding,0.91283858,7.400s,6.700s,regarding,0.91283858,7.900s,7.400s,the,0.91275436,9.100s,8.500s,Jeju,0.91275436,9.600s,9.100s,Island,0.91283858,10.100s,9.600s,Refugee,0.91283858,10.700s,10.100s,crisis,0.72014207,11.100s,10.700s,I,0.71926665,12.300s,11.800s,I,0.91283858,12.600s,12.300s,argue,0.72631532,13.100s,12.600s,that,0.91283858,13.700s,13.400s,South,0.91283858,14.200s,13.700s,Korea,0.72544998,14.700s,14.200s,should,0.91283858,16s,15.700s,help,0.91283858,16.100s,16s,South,0.89352566,16.700s,16.100s,Korea,0.72375196,17.400s,16.700s,should,0.375,17.600s,17.400s,I,0.375,18.100s,17.600s,sit,0.37470692,19.200s,18.700s,except,0.57927102,19.500s,19.200s,these,0.91283858,20s,19.500s,refugees,0.4783628,20.300s,20s,and,0.91283858,20.800s,20.300s,provide,0.72397912,21s,20.800s,them,0.68516487,21.200s,21s,for,0.91283858,22s,21.200s,humanitarian,0.5932942,22.400s,22s,support,0.68516302,22.600s,22.400s,as,0.36146608,22.900s,22.600s,they,0.91283858,23s,22.900s,are,0.91283858,23.300s,23s,great,0.91283858,23.400s,23.300s,in,0.5197438,23.700s,23.400s,the,0.81194186,24.800s,24s,1991,0.79189938,25.400s,24.800s,convention,0.72684509,26.100s,25.400s,regarding,0.91283858,26.300s,26.100s,the,0.6700666,26.700s,26.300s,status,0.91283858,26.800s,26.700s,of,0.36469468,27.500s,26.800s,refugees,0.73986703,28.600s,28.400s,and,0.91283858,28.700s,28.600s,I,0.69369578,29.100s,28.700s,will,0.69934219,29.500s,29.400s,I,0.72378629,29.700s,29.500s,will,0.43498325,30.300s,29.700s,provide,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.82645649, 33 reason for the first of first and foremost South Korea has signed the 1991 conventions on the status of refugees and therefore South Korea should be able to should fully applies to to to act as accordingly to this Refugee convention this is this is especially important since South Korea is fully capable to it's very stable and fully capable to accept,0.91283858,31.800s,31.300s,33,0.91283858,32.200s,31.800s,reason,0.91283858,32.400s,32.200s,for,2,en-us,61.048119s,0.91283858,32.600s,32.400s,the,0.91283858,33s,32.600s,first,0.71307576,33.100s,33s,of,0.76536047,33.400s,33.100s,first,0.88868368,33.500s,33.400s,and,0.91283858,34s,33.500s,foremost,0.8792094,34.200s,34s,South,0.91283858,34.500s,34.200s,Korea,0.91283858,34.800s,34.500s,has,0.74122787,35.300s,34.800s,signed,0.91283858,35.400s,35.300s,the,0.91283858,36.300s,35.400s,1991,0.74818927,37.100s,36.300s,conventions,0.91283858,37.200s,37.100s,on,0.91283858,37.300s,37.200s,the,0.91283858,37.700s,37.300s,status,0.73074049,37.900s,37.700s,of,0.70411271,38.600s,37.900s,refugees,0.87935203,39.200s,39s,and,0.91283858,39.600s,39.200s,therefore,0.91283858,39.900s,39.600s,South,0.91283858,40.300s,39.900s,Korea,0.72597098,40.500s,40.300s,should,0.91283858,40.600s,40.500s,be,0.72535056,41s,40.600s,able,0.71329439,41.400s,41s,to,0.76989901,42.500s,42.300s,should,0.91283858,42.800s,42.500s,fully,0.91283858,43.400s,42.800s,applies,0.91283858,43.800s,43.400s,to,0.73056567,45.500s,44.900s,to,0.6923027,46.200s,45.800s,to,0.89760053,46.700s,46.300s,act,0.91283858,46.900s,46.700s,as,0.91283858,47.600s,46.900s,accordingly,0.89265186,47.800s,47.600s,to,0.82126933,48.200s,47.800s,this,0.91283858,49.400s,49s,Refugee,0.71329439,50.200s,49.400s,convention,0.91283858,51.200s,50.900s,this,0.74334782,51.500s,51.200s,is,0.79038638,52.100s,51.800s,this,0.75855362,52.300s,52.100s,is,0.74210453,53s,52.400s,especially,0.70525867,53.600s,53s,important,0.71049678,54.100s,53.600s,since,0.91283858,54.400s,54.100s,South,0.71179765,54.800s,54.400s,Korea,0.72597098,55s,54.800s,is,0.91283858,55.300s,55s,fully,0.72389942,55.900s,55.300s,capable,0.753151,56.300s,55.900s,to,0.74108464,57.500s,56.900s,it's,0.72428459,57.800s,57.500s,very,0.74687791,58.200s,57.800s,stable,0.87935203,58.400s,58.200s,and,0.91283858,58.700s,58.400s,fully,0.72098309,59.200s,58.700s,capable,0.753151,59.700s,59.200s,to,0.75727475,60.500s,59.900s,accept,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.79916388, 23 reason for the first up first and foremost South Korea has signs the 1991 convergent on the status of refugees and therefore South Korea should be able to should fully applies to to to act as accordingly to this Refugee convention this is this is especially important with in South Korea is fully capable to it's very stable and fully capable to accept,0.72497374,31.800s,31.300s,23,0.91283858,32.200s,31.800s,reason,0.91283858,32.400s,32.200s,for,1,en-us,61.058141s,0.78148037,32.600s,32.400s,the,0.87813514,33s,32.600s,first,0.91283858,33.100s,33s,up,0.81091142,33.400s,33.100s,first,0.91283858,33.500s,33.400s,and,0.91283858,34s,33.500s,foremost,0.89008904,34.200s,34s,South,0.91283858,34.500s,34.200s,Korea,0.90509099,34.800s,34.500s,has,0.6933319,35.300s,34.800s,signs,0.91283858,35.400s,35.300s,the,0.85148019,36.300s,35.400s,1991,0.72625124,37.100s,36.300s,convergent,0.91283858,37.200s,37.100s,on,0.91283858,37.300s,37.200s,the,0.91185242,37.700s,37.300s,status,0.67481577,37.900s,37.700s,of,0.58756238,38.600s,37.900s,refugees,0.91283858,39.100s,39s,and,0.91283858,39.600s,39.100s,therefore,0.87890655,39.900s,39.600s,South,0.89328182,40.300s,39.900s,Korea,0.69935566,40.500s,40.300s,should,0.91283858,40.600s,40.500s,be,0.69149584,41s,40.600s,able,0.61343014,41.400s,41s,to,0.72454458,42.600s,42.300s,should,0.91283858,42.900s,42.600s,fully,0.91283858,43.500s,42.900s,applies,0.91283858,43.800s,43.500s,to,0.70385361,45.500s,44.900s,to,0.54639626,46.200s,45.800s,to,0.81037903,46.700s,46.300s,act,0.91283858,46.900s,46.700s,as,0.91283858,47.600s,46.900s,accordingly,0.72832066,47.800s,47.600s,to,0.72375405,48.200s,47.800s,this,0.91283858,49.500s,49s,Refugee,0.61844575,50.200s,49.500s,convention,0.7976442,51.200s,51s,this,0.65310323,51.500s,51.200s,is,0.7397629,52.100s,51.800s,this,0.7397629,52.300s,52.100s,is,0.71623737,53s,52.400s,especially,0.5936473,53.600s,53s,important,0.72375405,53.800s,53.600s,with,0.91283858,54s,53.800s,in,0.71878314,54.400s,54s,South,0.81037903,54.800s,54.400s,Korea,0.91283858,55s,54.800s,is,0.91283858,55.300s,55s,fully,0.67857391,55.800s,55.300s,capable,0.70997399,56.300s,55.800s,to,0.71147269,57.500s,56.900s,it's,0.67420715,57.800s,57.500s,very,0.71516144,58.200s,57.800s,stable,0.91283858,58.400s,58.200s,and,0.91283858,58.700s,58.400s,fully,0.65310329,59.200s,58.700s,capable,0.72375405,59.700s,59.200s,to,0.72375405,60.500s,59.900s,accept,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.91283852, very small number of 500 refugees and,0.91283858,61.500s,61.100s,very,0.91283858,61.800s,61.500s,small,0.91283858,62.100s,61.800s,number,2,en-us,64.866758s,0.91283858,62.200s,62.100s,of,0.91283858,62.800s,62.200s,500,0.91283858,63.500s,62.800s,refugees,0.91283858,64.100s,63.800s,and,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.91283852, very small number of 500 refugees and,0.91283858,61.500s,61.200s,very,0.91283858,61.800s,61.500s,small,0.91283858,62.100s,61.800s,number,1,en-us,64.876780s,0.91283858,62.200s,62.100s,of,0.91283858,62.800s,62.200s,500,0.91283858,63.500s,62.800s,refugees,0.91283858,64.100s,63.800s,and,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.83586985, refugees also and South Korea has been locked in sand the political decisions of politicians to change their stance if there is not it's not,0.91283858,66.900s,66.200s,refugees,0.85484779,67.800s,67.100s,also,0.87404478,69.100s,68.600s,and,2,en-us,76.883947s,0.91283858,69.400s,69.100s,South,0.91283858,69.600s,69.400s,Korea,0.87664288,69.800s,69.600s,has,0.86620224,70s,69.800s,been,0.91283858,70.200s,70s,locked,0.91283858,70.400s,70.200s,in,0.91283858,70.700s,70.400s,sand,0.8750512,70.700s,70.700s,the,0.91283858,71.200s,70.700s,political,0.91283858,72.200s,71.700s,decisions,0.88298333,72.300s,72.200s,of,0.91283858,72.900s,72.300s,politicians,0.89868015,73.100s,72.900s,to,0.75207543,73.400s,73.100s,change,0.83151388,73.800s,73.400s,their,0.71884197,74.400s,74s,stance,0.71406525,74.600s,74.400s,if,0.69251841,74.900s,74.600s,there,0.62112355,75.200s,74.900s,is,0.69494182,75.700s,75.200s,not,0.91283858,76s,75.800s,it's,0.61482608,76.400s,76s,not,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
