timestamp,delta,lowAlpha,highAlpha,lowBeta,highBeta,lowGamma,middleGamma,theta,isValid,pid
1553835139181,1,1,1,1,0,1,5,4,1,29
1553835140174,0,2,1,1,0,0,2,4,1,29
1553835141166,35799,15378,3963,8961,2003,2880,221237,82174,1,29
1553835142292,50448,101373,28158,48940,9620,50333,353948,268550,1,29
1553835143155,720,4962,1074,701,1141,1532,55217,18696,1,29
1553835144172,5897,2072,3439,3283,2068,5725,604118,61700,1,29
1553835145139,3612,12726,4475,8712,3463,2392,132593,33015,1,29
1553835146171,15360,30412,31234,45535,11233,23774,856620,299966,1,29
1553835147189,363,5831,6861,3226,4616,2742,117030,69029,1,29
1553835148132,80777,26955,16920,58623,12484,20424,1583055,282333,1,29
1553835149155,46525,40526,14786,15404,10365,11269,480061,105423,1,29
1553835150224,3873,8656,10104,3106,2740,3589,127404,56073,1,29
1553835151143,8561,19636,4640,4707,2657,7839,1166666,51558,1,29
1553835152144,17841,57286,33246,25533,11087,5688,150945,82828,1,29
1553835153108,22408,17683,11801,10516,6087,16774,64331,69664,1,29
1553835154113,17645,19147,22700,16096,8988,7385,748840,64347,1,29
1553835155137,5127,3724,2962,3253,2134,1178,95457,41024,1,29
1553835156096,11432,5254,5778,11727,2903,2711,426740,85460,1,29
1553835157100,15097,4218,10073,34197,9486,8245,201433,106302,1,29
1553835158084,16182,2843,5080,29537,4056,2810,952401,52105,1,29
1553835159084,6502,41110,12009,26669,10096,8327,231195,142324,1,29
1553835160108,6904,1404,4836,7235,3683,4143,221757,23406,1,29
1553835161071,33116,75765,60094,59746,39744,29606,1053690,282355,1,29
1553835162072,10414,3752,4360,4758,1509,4544,369761,27275,1,29
1553835163097,43746,74001,13887,60600,8671,11135,383778,155256,1,29
1553835164078,18877,16571,4246,6582,2014,4542,310322,103596,1,29
1553835165066,7413,5832,4168,13323,1072,3009,67822,20951,1,29
1553835166083,2523,667,758,1550,384,1009,43328,5521,1,29
