seconds,arousal,valence,cheerful,happy,angry,nervous,sad,boredom,confusion,delight,concentration,frustration,surprise,none_1,confrustion,contempt,dejection,disgust,eureka,pride,sorrow,none_2
5,3,4,2,1,1,3,1,,,,,x,,,,,,,,,,x
10,3,4,2,1,1,3,1,,,,,x,,,,,,,,,,x
15,3,4,2,1,1,3,1,,,,,x,,,,,,,,,,x
20,3,4,2,1,1,3,1,,,,,x,,,,,,,,,,x
25,3,4,2,1,1,3,1,,,,,x,,,,,,,,,,x
30,3,4,2,1,1,3,1,,,,,x,,,,,,,,,,x
35,3,4,2,1,1,3,1,,,,,x,,,,,,,,,,x
40,3,4,2,1,1,3,1,,,,,x,,,,,,,,,,x
45,3,4,2,1,1,3,1,,,,,x,,,,,,,,,,x
50,3,4,2,1,1,3,1,,,,,x,,,,,,,,,,x
55,3,4,2,1,1,3,1,,,,,x,,,,,,,,,,x
60,3,4,2,1,1,3,1,,,,,x,,,,,,,,,,x
65,3,4,2,1,1,3,1,,,,,x,,,,,,,,,,x
70,3,4,2,1,1,3,1,,,,,x,,,,,,,,,,x
75,3,4,2,1,1,3,1,,,,,x,,,,,,,,,,x
80,3,4,2,1,1,3,1,,,,,x,,,,,,,,,,x
85,3,4,2,1,1,3,1,,,,,x,,,,,,,,,,x
90,3,4,2,1,1,3,1,,,,,x,,,,,,,,,,x
95,3,4,2,1,1,3,1,,,,,x,,,,,,,,,,x
100,3,4,2,1,1,3,1,,,,,x,,,,,,,,,,x
105,2,4,2,1,1,3,1,,,,,x,,,,,,,,,,x
110,2,4,2,1,1,3,1,,,,,x,,,,,,,,,,x
115,2,4,2,1,1,3,1,,,,,x,,,,,,,,,,x
120,2,4,2,1,1,3,1,,,,,x,,,,,,,,,,x
125,2,4,2,1,1,3,1,,,,,x,,,,,,,,,,x
130,4,4,2,1,2,3,1,,,,,x,,,,,,,,,,x
135,4,3,2,1,2,3,1,,,,,x,,,,,,,,,,x
140,2,3,1,1,2,1,1,,,,,x,,,,,,,,,,x
145,2,3,1,1,2,1,1,,,,x,,,,,,,,,,,x
150,3,2,1,1,1,1,1,,,,x,,,,,,,,,,,x
155,2,3,1,1,1,1,1,,,,x,,,,,,,,,,,x
160,2,3,1,1,1,1,1,,,,,x,,,,,,,,,,x
165,2,3,1,1,1,1,1,,,,,x,,,,,,,,,,x
170,2,3,1,1,1,1,1,,,,,x,,,,,,,,,,x
175,2,3,1,1,1,1,1,,,,,x,,,,,,,,,,x
180,2,3,1,1,1,1,1,,,,,x,,,,,,,,,,x
185,2,3,1,1,1,1,1,,,,,x,,,,,,,,,,x
190,2,3,1,1,1,1,1,,,,,x,,,,,,,,,,x
195,2,3,1,1,1,1,1,,,,,x,,,,,,,,,,x
200,2,3,1,1,1,1,1,,,,,x,,,,,,,,,,x
205,2,3,1,1,1,1,1,,,,,x,,,,,,,,,,x
210,2,3,1,1,1,1,1,,,,,x,,,,,,,,,,x
215,4,3,1,1,2,1,1,,,,,x,,,,,,,,,,x
220,4,3,1,1,2,2,1,,,,,x,,,,,,,,,,x
225,4,3,1,1,2,2,1,,,,,x,,,,,,,,,,x
230,4,3,1,1,2,2,1,,,,,x,,,,,,,,,,x
235,4,3,1,1,2,2,1,,,,,x,,,,,,,,,,x
240,4,3,1,1,2,2,1,,,,,x,,,,,,,,,,x
245,4,3,1,1,2,2,1,,,,,x,,,,,,,,,,x
250,4,3,1,1,2,2,1,,,,,x,,,,,,,,,,x
255,4,3,1,1,2,2,1,,,,,x,,,,,,,,,,x
260,4,3,1,1,2,2,1,,,,,x,,,,,,,,,,x
265,4,3,1,1,2,2,1,,,,,x,,,,,,,,,,x
270,4,3,1,1,2,2,1,,,,,x,,,,,,,,,,x
275,4,3,1,1,2,2,1,,,,,x,,,,,,,,,,x
280,4,3,1,1,2,2,1,,,,,x,,,,,,,,,,x
285,4,3,1,1,2,2,1,,,,,x,,,,,,,,,,x
290,4,3,1,1,2,2,1,,,,,x,,,,,,,,,,x
295,2,4,1,1,1,1,1,,,,x,,,,,,,,,,,x
300,2,4,1,1,1,1,1,,,,x,,,,,,,,,,,x
305,2,4,1,1,1,1,1,,,,x,,,,,,,,,,,x
310,2,4,1,1,1,1,1,,,,x,,,,,,,,,,,x
315,2,4,1,1,1,1,1,,,,x,,,,,,,,,,,x
320,2,4,1,1,1,1,1,,,,x,,,,,,,,,,,x
325,2,4,1,1,1,1,1,,,,x,,,,,,,,,,,x
330,2,4,1,1,1,1,1,,,,x,,,,,,,,,,,x
335,2,4,1,1,1,1,1,,,,x,,,,,,,,,,,x
340,2,4,1,1,1,1,1,,,,x,,,,,,,,,,,x
345,2,4,1,1,1,1,1,,,,x,,,,,,,,,,,x
350,2,4,1,1,1,1,1,,,,x,,,,,,,,,,,x
355,2,4,1,1,1,1,1,,,,x,,,,,,,,,,,x
360,2,4,1,1,1,1,1,,,,x,,,,,,,,,,,x
365,2,4,1,1,1,1,1,,,,x,,,,,,,,,,,x
370,2,4,1,1,1,1,1,,,,x,,,,,,,,,,,x
375,2,4,1,1,1,1,1,,,,x,,,,,,,,,,,x
380,2,4,1,1,1,1,1,,,,x,,,,,,,,,,,x
385,2,4,1,1,1,1,1,,,,x,,,,,,,,,,,x
390,2,4,1,1,1,1,1,,,,x,,,,,,,,,,,x
395,2,4,1,1,1,1,1,,,,x,,,,,,,,,,,x
400,2,4,1,1,1,1,1,,,,x,,,,,,,,,,,x
405,3,4,1,1,1,2,1,,,,,x,,,,,,,,,,x
410,3,4,1,1,1,2,1,,,,,x,,,,,,,,,,x
415,3,4,1,1,1,2,1,,,,,x,,,,,,,,,,x
420,3,4,1,1,1,2,1,,,,,x,,,,,,,,,,x
425,3,4,1,1,1,2,1,,,,,x,,,,,,,,,,x
430,3,4,1,1,1,2,1,,,,,x,,,,,,,,,,x
435,3,4,1,1,1,2,1,,,,,x,,,,,,,,,,x
440,3,4,1,1,1,2,1,,,,,x,,,,,,,,,,x
445,3,4,1,1,1,2,1,,,,,x,,,,,,,,,,x
450,3,4,1,1,1,2,1,,,,,x,,,,,,,,,,x
455,3,4,1,1,1,2,1,,,,,x,,,,,,,,,,x
460,3,4,1,1,1,2,1,,,,,x,,,,,,,,,,x
465,3,4,1,1,1,2,1,,,,,x,,,,,,,,,,x
470,3,4,1,1,1,2,1,,,,,x,,,,,,,,,,x
475,3,4,1,1,1,2,1,,,,,x,,,,,,,,,,x
480,3,4,1,1,1,2,1,,,,,x,,,,,,,,,,x
