timestamp,delta,lowAlpha,highAlpha,lowBeta,highBeta,lowGamma,middleGamma,theta,isValid,pid
1549934968675,0,0,0,1,0,0,1,0,1,15
1549934969726,0,0,1,1,0,1,0,1,1,15
1549934970666,263195,234070,51399,90683,16247,15250,1381772,442606,1,15
1549934971682,1797,1399,512,409,263,328,66750,18807,1,15
1549934972671,7153,7140,4825,10571,3161,4087,48868,83497,1,15
1549934973652,1479,4156,1354,1733,238,294,182126,22758,1,15
1549934974659,5424,2786,5818,4261,2525,3033,24792,9912,1,15
1549934975676,29213,22844,2170,6765,931,2625,522655,28143,1,15
1549934976672,5020,5879,3927,4606,1750,3340,1776,6302,1,15
1549934977645,8084,1408,6380,1923,3245,3624,2534,4129,1,15
1549934978645,2982,452,643,2008,404,1548,19954,22245,1,15
1549934979636,5347,18911,11479,12530,1575,4739,102592,113930,1,15
1549934980650,9709,11265,5293,7033,1058,3995,18234,21382,1,15
1549934981652,7396,2058,7991,7834,1455,3903,14749,6372,1,15
1549934982640,4699,2774,7711,3128,1978,4713,10377,4371,1,15
1549934983646,6841,24440,7958,10136,1419,4659,23379,16737,1,15
1549934984621,10468,8484,1789,3120,893,1420,169073,23766,1,15
1549934985612,8073,4650,4550,4591,948,2410,10281,9396,1,15
1549934986629,4352,8417,5025,3249,1453,2870,1572,3261,1,15
1549934987600,4847,14691,3728,4999,1408,2125,2963,7162,1,15
1549934988621,1567,2296,2332,922,1010,2203,5034,18544,1,15
1549934989619,2544,2740,2262,1945,296,977,100422,5292,1,15
1549934990593,4591,13248,7161,6296,1946,1881,8804,26502,1,15
1549934991590,9086,6817,4240,2804,857,1827,6634,8861,1,15
1549934992614,2247,1339,4558,2022,1537,1383,11867,6541,1,15
1549934993591,6035,8885,6910,6841,922,1971,2676,15459,1,15
1549934994579,4764,1132,2449,2062,329,737,81055,3285,1,15
1549934995580,5704,8266,3500,4034,2531,959,11768,8559,1,15
1549934996572,1352,7417,2663,2561,2253,1689,2486,11641,1,15
1549934997584,5939,12472,3786,7132,1463,1864,14551,22975,1,15
1549934998570,9089,2186,2461,3253,524,3199,1753,10688,1,15
1549934999593,1686,2973,1069,2791,442,1203,22887,7417,1,15
1549935000555,6888,16593,3101,2291,1989,2637,1820,9193,1,15
1549935001573,2024,2485,1479,2598,1116,1395,9907,7205,1,15
1549935002551,18089,3375,3961,8530,1114,3389,40454,10903,1,15
1549935003560,14886,7626,6540,15029,2739,4071,115793,35234,1,15
1549935004548,1318,418,2603,2169,329,967,31437,5754,1,15
1549935005530,1707,1108,2412,8188,2620,3937,15051,15267,1,15
1549935006535,12651,18851,6307,10760,2305,2388,5991,10413,1,15
1549935007531,4590,6086,2526,6792,795,2315,21204,9988,1,15
1549935008525,3800,4673,5340,8420,1248,1213,14760,16583,1,15
1549935009522,6388,3399,1830,1376,372,1666,57564,48666,1,15
1549935010526,5539,1540,3360,9872,791,3519,2043,2823,1,15
1549935011529,7997,3313,10090,6916,1662,3439,11988,15541,1,15
1549935012514,921,2089,1075,2008,221,389,157893,30891,1,15
1549935013514,4414,5597,8283,12793,1447,5114,4504,4808,1,15
1549935014496,5591,20571,2839,3054,1862,1805,24110,11237,1,15
1549935015510,16823,13215,1491,7082,1258,2099,9882,16826,1,15
1549935016497,3697,5251,8692,5733,4729,3868,20483,35560,1,15
1549935017487,5688,14244,1620,2668,822,1044,234951,87360,1,15
1549935018512,11123,1709,4837,8923,2121,2143,5349,19240,1,15
1549935019479,2896,5176,4030,2835,3170,3099,2995,2911,1,15
1549935020491,3991,1469,4210,2444,2573,1751,10240,3983,1,15
1549935021479,17084,4416,5765,10875,1567,4599,24916,48104,1,15
1549935022469,1205,10446,1670,2221,281,235,33681,27750,1,15
1549935023468,273,587,669,1289,632,610,8581,1930,1,15
1549935024469,4641,614,3162,2663,1618,1164,18469,7798,1,15
1549935025454,3996,5625,2578,3961,1668,1582,16544,8828,1,15
1549935026454,5171,4150,4870,2054,1446,1679,13313,9931,1,15
1549935027440,1737,5874,1234,5232,261,1595,150026,36997,1,15
1549935028445,1603,19001,3242,4281,2588,2410,2971,8139,1,15
1549935029452,2303,2845,2656,1690,2316,3671,76224,28711,1,15
1549935030430,9836,18466,9902,7046,4710,5176,108995,27402,1,15
1549935031448,2214,3955,4774,2699,5085,3264,904536,85173,1,15
1549935032434,5831,6299,13462,4358,8606,12088,18653,7832,1,15
1549935033419,20884,27085,7793,15400,3056,13310,17050,35216,1,15
1549935034438,1259,865,2174,1140,472,1596,18509,2481,1,15
1549935035423,2762,3478,9843,5390,7803,6806,11196,11470,1,15
1549935036405,1838,4118,6979,2303,5697,7171,83770,49569,1,15
1549935037433,50176,99928,39525,33379,12627,9956,2581001,652569,1,15
1549935038426,7453,4580,4121,7425,2007,1766,3670,22139,1,15
1549935039410,2575,7646,6711,5141,925,2402,1093,12282,1,15
1549935040403,14180,8420,4452,7253,2186,1432,4663,22237,1,15
1549935041401,1065,1303,210,876,156,269,86608,2030,1,15
1549935042402,3805,8853,4032,6373,1337,3046,2967,3754,1,15
1549935043434,3652,13284,2139,4459,327,737,135502,31394,1,15
1549935044389,4756,1857,3719,2843,2170,6022,3077,12246,1,15
1549935045398,6278,8592,5532,5657,1331,8912,3976,5008,1,15
1549935046397,25217,16155,7390,12909,3235,5847,17836,43386,1,15
1549935047360,14923,47783,6786,9174,1837,2534,186682,73718,1,15
1549935048380,2658,5143,7222,3259,1914,2759,5165,3764,1,15
1549935049364,3629,10099,9113,7441,1149,3805,8436,21110,1,15
1549935050350,7492,4289,3227,4357,1192,2116,1681,4259,1,15
1549935051351,2832,21162,2860,9763,596,3933,3470,9869,1,15
1549935052360,3434,13264,3402,4142,1185,1389,210094,73923,1,15
1549935053379,3240,4011,1195,5320,679,852,39685,3985,1,15
1549935054381,29678,27713,9145,25131,3566,8326,1492002,84726,1,15
1549935055360,78037,33185,31037,30527,14781,39122,2030755,431800,1,15
1549935056343,26149,100212,11888,21096,10065,20611,1547622,222756,1,15
1549935057349,25978,15682,2668,3401,4946,1443,310349,156295,1,15
1549935058349,31637,19421,31309,28814,21499,17062,1092566,199838,1,15
1549935059332,44699,96595,35145,23642,14093,21298,1260374,114395,1,15
1549935060336,1514,2754,949,1317,483,1105,95903,4536,1,15
1549935061340,21143,23541,8429,10688,5728,8507,1626164,416764,1,15
1549935062308,5485,2204,1842,2444,1273,2098,10592,1895,1,15
1549935063309,3493,5525,4586,7026,3755,4042,96112,74949,1,15
1549935064319,1505,2833,1770,1333,491,486,58473,17374,1,15
1549935065312,11752,19828,10351,6804,2844,3490,207411,64829,1,15
1549935066300,10693,57120,14241,6503,7455,10620,258985,74748,1,15
1549935067298,34159,6073,5565,11256,1420,6119,606460,42519,1,15
1549935068283,1022,3559,2025,1251,1535,1473,45717,28156,1,15
1549935069304,6163,17442,3686,11430,5544,4791,464649,73635,1,15
1549935070284,5820,10175,33074,24373,19533,31847,682991,50517,1,15
1549935071274,3574,9785,7427,3953,5225,4029,93632,43712,1,15
1549935072274,1380,7175,3367,7105,1008,1811,37048,64242,1,15
1549935073279,142376,25915,49015,69730,31469,22606,1065316,481216,1,15
1549935074280,55055,30494,15009,27332,12466,8066,873608,266845,1,15
1549935075280,3782,18075,3198,6035,2300,4037,30304,20594,1,15
1549935076267,5233,2420,6938,8007,5473,6999,149168,55607,1,15
1549935077267,42545,42315,19369,46185,20183,20786,823723,667994,1,15
1549935078256,76149,28031,10335,4126,20475,10794,363191,65763,1,15
1549935079252,13885,22323,3946,4473,994,2475,50384,55581,1,15
1549935080249,8826,7588,2343,6014,1422,1163,79817,72826,1,15
1549935081243,3501,2527,970,6134,2128,2955,60636,20398,1,15
1549935082244,47647,42286,21399,9103,9984,15578,950723,248986,1,15
1549935083247,6509,2706,3261,1584,1106,1166,28447,30800,1,15
1549935084247,4448,33711,8343,7983,4866,9453,65475,17212,1,15
1549935085235,2534,554,433,3785,441,325,135304,19541,1,15
1549935086237,52812,48717,24998,29703,7157,20353,440245,665295,1,15
1549935087226,12143,16065,8755,18419,3568,11041,239979,90834,1,15
1549935088218,14826,72878,16351,32307,6301,14308,720430,346013,1,15
1549935089211,9517,4316,5879,7081,920,1739,223507,28063,1,15
