timestamp,delta,lowAlpha,highAlpha,lowBeta,highBeta,lowGamma,middleGamma,theta,isValid,pid
1552117026241,454,483,185,390,34,19,198,406,1,19
1552117027228,5831,5644,3307,2332,435,341,321981,9395,1,19
1552117028235,30,32,29,33,9,12,184,121,1,19
1552117029237,0,0,2,1,1,0,3,4,1,19
1552117030261,24379,20676,9561,22203,377,359,12817,19444,1,19
1552117031215,407109,225052,172951,479555,27048,62432,737943,249966,1,19
1552117032234,2,0,0,1,0,0,0,4,1,19
1552117033203,1688,2290,3247,3500,576,145,7033,8475,1,19
1552117034202,25645,46043,17005,19954,4052,7618,197816,26312,1,19
1552117035206,40346,10699,14462,11642,1893,6241,149665,65465,1,19
1552117036190,176828,49817,87526,259037,10355,15804,1587946,487732,1,19
1552117037178,18212,5237,13780,14481,3258,7776,211657,84980,1,19
1552117038210,163401,270840,194558,172910,67482,121425,2018616,756455,1,19
1552117039179,15877,5272,14086,19617,2280,5687,167437,18926,1,19
1552117040183,214426,69326,304357,259366,13478,18723,1037024,94071,1,19
1552117041184,51004,2773,16799,6133,3088,7844,310681,50508,1,19
1552117042553,30247,73677,33182,58045,4696,6275,1279307,25280,1,19
1552117043218,292299,101657,128225,118035,7290,26705,1577246,122071,1,19
1552117044151,6240,10244,8812,11286,2162,1676,130443,56702,1,19
1552117045165,38329,11720,22669,43528,2386,3744,595652,84823,1,19
1552117046142,55139,67148,47021,22669,5851,6704,885006,281300,1,19
1552117047159,31050,43973,33416,21664,1285,2074,1029141,141087,1,19
1552117048145,44180,9446,18403,10855,1427,3426,990184,164774,1,19
1552117049129,2549,9832,40144,22897,1300,4559,528764,138146,1,19
1552117050135,122799,212653,105139,145145,16393,80767,1311868,469377,1,19
1552117051116,80218,50101,50878,103898,6213,6596,1180212,96224,1,19
1552117052141,15564,17193,15200,7579,1733,1123,299357,84157,1,19
1552117053172,48096,65746,23560,69219,5896,11000,2941196,197182,1,19
1552117054124,10085,24989,23240,25022,4129,8130,1055712,124100,1,19
1552117055110,177230,388717,333622,275887,72206,56243,2137720,750952,1,19
1552117056113,16229,8626,17392,35525,2858,5040,705486,79091,1,19
1552117057117,14313,25693,12310,14542,2515,5467,2268097,340680,1,19
1552117058096,133866,64890,89300,164187,20577,28091,2469058,874804,1,19
1552117059100,112155,33483,47209,99203,13219,39697,240711,49240,1,19
1552117060101,155412,253984,324195,129832,56344,124014,1113168,681867,1,19
