delta,lowAlpha,highAlpha,lowBeta,highBeta,lowGamma,middleGamma,theta
5923.833,6426.833,7073.833,8414.167,9023.5,5362.5,118523.5,21820.0
10953.167,18453.5,8236.0,13321.167,6174.333,7196.667,507922.667,61649.0
8687.667,30540.833,11894.667,18744.667,6804.667,8451.333,474160.667,111545.667
11178.5,10707.667,11828.0,10591.0,5554.167,10718.0,120176.167,33189.0
32807.833,20597.333,13232.0,21034.667,3891.167,4839.167,427179.5,129480.667
13244.5,8727.0,6309.333,6686.0,3202.833,4556.333,188550.333,41737.833
16855.833,29833.0,12943.5,17992.0,6384.667,7460.667,460781.167,211184.167
8160.5,9752.0,9732.333,10262.667,4649.167,6409.167,124438.0,34206.0
21733.333,48228.5,14138.667,25265.5,5079.333,9869.833,643635.167,190683.333
20263.833,23333.667,8003.667,7591.667,2803.833,4616.833,307082.833,30446.5
5274.333,5454.833,7847.167,6550.333,3033.333,4872.0,68623.333,14325.0
10566.0,17001.333,11028.333,11805.333,4418.5,6167.833,414103.5,56101.333
11659.833,29931.5,8152.5,15726.167,3815.833,6377.667,308627.333,69371.5
4016.667,5474.833,5032.5,8345.833,3400.5,4563.0,57401.667,15959.333
11288.5,16108.167,13213.0,16211.167,6571.833,9651.833,182599.333,65729.667
12669.833,23493.333,18031.0,11997.167,3268.0,14640.333,579036.5,121349.167
15009.333,10256.167,11751.5,12554.167,4362.5,5720.333,428515.833,28435.667
7672.0,11953.333,7219.833,8336.5,6133.833,6851.5,134040.0,35774.5
19005.0,39239.167,9785.167,19412.667,4149.5,4403.667,743983.333,96643.0
10057.5,15073.5,7387.333,11114.667,4634.5,5053.667,197926.0,48875.833
9874.667,11488.833,7744.0,9384.333,5391.667,7366.167,196703.833,76901.5
15404.667,25046.667,12735.5,10841.667,5387.333,10916.5,155775.5,121754.667
22369.667,22649.833,19039.667,15834.833,15535.833,18879.833,487507.833,92536.5
24098.667,36797.833,18824.333,24412.833,13235.167,11058.0,695033.333,229332.0
23207.167,38165.667,12943.167,10643.333,6626.5,12391.5,816437.167,57023.5
12973.0,32088.5,9282.333,11904.333,10795.833,6093.667,865984.5,95525.667
21252.833,15726.167,8762.333,10242.167,4019.167,7997.5,546009.333,79598.667
15388.667,28064.0,21434.667,15366.667,8204.833,15316.0,575323.333,108883.667
15510.5,23595.667,8677.667,8408.167,7088.5,7830.667,196577.333,88121.0
18250.5,35053.5,14193.5,28834.833,19336.667,16972.5,851953.5,191499.333
13464.667,20032.0,8786.667,9796.167,5637.5,5144.333,325837.0,58119.167
14403.333,12668.5,5726.667,10892.0,4768.833,5767.833,247205.167,201336.833
21308.0,21125.333,15252.667,18594.833,6999.167,11058.167,545150.0,112823.5
32781.5,34992.0,18782.167,17173.5,13476.833,22674.0,582370.667,168840.333
5767.833,7339.167,5568.333,5650.5,3165.667,4491.5,204756.833,50239.167
14395.667,24836.833,13169.0,22821.0,10047.667,13637.333,659418.667,312744.5
18460.667,21054.5,13578.0,19216.333,7670.0,11462.5,921733.167,107675.0
32375.833,38014.0,17637.333,28637.167,18610.333,14280.667,913435.0,154246.667
16907.5,31757.0,14930.667,12690.833,8610.0,12826.667,585760.333,169084.5
19073.5,16399.5,10816.667,15258.167,7299.667,9902.833,920831.833,111420.0
7255.5,23752.167,9057.167,13664.833,6344.167,10769.833,241760.667,49355.667
10844.333,18644.5,12456.167,12699.5,6302.667,10840.333,816295.5,128874.333
22112.667,17341.667,9453.333,7580.667,6787.833,11520.167,611557.0,120134.5
21574.0,50447.833,10722.5,23472.5,8272.5,9517.667,117560.833,152622.167
8821.5,7601.833,10460.333,14760.833,8272.5,10167.5,12116.167,8668.5
13530.833,25762.0,13505.667,11476.5,9887.5,11968.167,813842.167,62249.667
25836.0,14310.833,16085.333,31774.0,10509.0,11649.5,385172.667,244129.0
24352.167,63928.833,14180.833,21273.0,6526.167,14199.5,444158.0,150642.0
17514.333,20122.5,25629.333,13814.667,7246.5,9315.333,228717.667,57108.167
9463.0,8998.143,9407.143,4101.714,7877.714,6871.143,85281.0,47106.286
16272.167,15579.0,8250.167,12803.167,6115.833,6305.833,509884.0,102785.333
9359.0,11400.0,8020.667,15574.167,4729.833,6311.5,88786.167,66772.0
9425.0,8396.333,7367.0,13227.0,4198.0,5116.0,96625.333,37436.167
7082.833,8448.833,9475.833,10460.333,3618.333,5910.167,44430.833,18220.0
7355.5,6687.833,7830.167,5259.167,4035.833,6610.167,122829.333,19689.167
12085.833,9159.333,13237.833,16681.167,4745.167,6392.167,234312.333,103505.333
11025.333,13398.833,6837.333,20533.333,5115.0,5512.0,311957.333,50531.5
17520.5,36743.5,12854.333,17325.667,6903.667,9247.0,383825.5,105376.333
14341.5,20490.167,14971.5,20560.5,17054.333,17584.0,855014.333,195587.167
30611.5,44336.667,22339.5,27275.333,17746.333,21805.333,359139.833,156867.167
15653.833,11726.5,16333.167,30612.333,7059.167,16185.5,1020679.5,129450.833
14766.667,56711.0,14902.667,9160.333,7385.5,8243.0,715118.167,72956.167
21330.333,37714.333,21133.5,27624.0,9784.667,15940.5,1082006.0,196530.0
22080.833,40357.167,10377.333,24516.333,11814.167,6751.167,1203554.0,170923.0
19869.833,30137.167,16534.5,17459.167,10229.333,14170.5,651031.0,265104.5
82180.833,78694.5,38655.0,40850.333,26598.5,63586.333,991384.5,380719.333
24926.833,54558.5,20201.667,33474.667,11121.667,16568.833,1213924.0,208470.5
16295.833,13104.5,17082.833,12524.833,10362.167,13111.5,614727.833,83226.667
30072.833,29765.167,18574.333,15248.833,12552.0,18625.5,515031.333,180911.5
8655.833,18157.0,18435.5,16067.333,13723.0,12868.833,689381.5,151861.5
11213.833,19949.833,13109.667,20373.0,10112.5,15467.5,684365.333,110943.667
22981.667,44942.833,20951.0,31141.0,19070.167,31415.333,892065.167,185284.333
32908.167,72405.5,21309.0,40019.833,12181.5,14104.667,762127.5,373974.833
16316.833,25232.0,12197.667,14852.833,9236.5,11232.833,524516.667,104001.667
10799.833,18785.0,8973.0,7867.833,6576.333,6120.0,646630.0,66359.833
14142.667,19647.5,18577.333,15872.0,11177.833,21209.833,678555.167,244739.333
22506.0,49916.833,18470.5,13624.667,16753.0,27668.833,668422.5,184834.5
15608.333,11868.333,10549.5,9101.333,7238.667,11050.667,626110.5,81062.167
23578.0,38206.5,19140.667,15078.167,12549.167,24904.333,514842.5,84444.5
13005.167,24274.167,16648.167,18388.0,13142.167,14920.167,474035.833,85615.333
21443.667,42519.167,14979.0,11281.667,10166.5,13516.333,683883.167,64405.667
28361.333,33956.0,17849.167,31236.5,7697.5,8364.167,686278.167,168374.5
14396.833,15892.5,13643.667,14610.5,9920.333,12313.667,303490.333,86871.5
5909.333,8150.5,10510.0,3564.833,5313.0,7512.333,253916.833,34529.833
8722.333,20520.833,12591.333,7479.0,4909.833,12230.833,376984.0,40845.333
51261.667,65853.5,29013.5,31426.667,19020.167,17883.167,817977.0,315073.5
7104.667,17118.833,12769.0,8940.5,10314.333,12121.0,783209.167,112145.667
11127.5,29032.667,14136.167,14020.167,10088.833,12406.667,667779.833,115383.333
11754.0,24108.833,19405.167,18434.167,11799.667,11039.333,241849.667,100100.833
8930.167,10168.333,11668.333,9667.167,10151.667,12013.833,252369.167,51573.833
3088.667,7164.833,15104.833,6070.0,9712.333,9373.333,140026.667,54869.0
6950.5,20404.5,15750.167,16104.333,13292.833,15244.167,166238.5,120228.5
8450.5,12052.5,8880.833,9206.833,8095.667,11018.333,223976.333,55225.333
13758.333,13408.0,12733.833,10179.0,7336.667,9646.0,276089.0,68216.333
9500.0,14416.0,8941.5,12189.167,8704.833,10716.333,275302.0,64854.0
8026.333,10197.5,13595.333,10988.5,6391.5,16037.0,311509.833,30561.833
8322.5,26834.833,10430.0,9561.333,7112.667,13139.833,190153.833,73983.833
9975.833,7800.833,8716.167,8208.5,5279.833,6343.5,137136.667,57104.833
19639.429,9956.286,8494.0,12521.714,6119.143,7327.714,140668.143,65463.286
10129.0,10155.6,7114.2,8480.2,5444.0,7695.0,163720.6,54078.4
10806.857,5805.143,8176.857,10395.571,5813.286,7256.857,138223.429,37158.143
23661.167,30629.333,19808.833,15630.5,15294.5,17273.667,858196.833,205412.5
25241.5,43834.833,11807.833,25821.0,7668.667,14366.5,1087924.167,166699.833
19119.833,30202.667,21737.5,20453.0,11935.5,12246.667,725921.167,137381.5
