delta,lowAlpha,highAlpha,lowBeta,highBeta,lowGamma,middleGamma,theta,seconds,arousal,valence,happy,angry,nervous,sad
23695.833,27499.667,21345.167,17714.0,6399.0,12955.5,656033.167,131374.833,5.0,3.667,3.0,1.0,1.667,2.667,1.0
22282.5,29266.333,15232.667,15818.667,5099.833,7044.0,783154.5,171685.833,10.0,4.0,3.0,1.0,1.667,2.333,1.0
16055.5,17126.5,11008.5,14365.0,5365.833,6152.167,450767.167,69910.0,15.0,4.0,3.0,1.0,1.667,2.333,1.0
13742.333,59537.167,27777.833,31621.167,21530.333,16399.5,1072132.833,187961.5,20.0,4.0,3.0,1.0,1.667,2.667,1.0
23147.167,31579.833,14773.667,11270.167,9418.667,6247.333,1212705.167,153259.167,25.0,3.667,3.0,1.0,1.667,2.0,1.0
15666.167,31167.667,10217.333,16940.5,4571.333,17906.5,833880.833,186263.333,30.0,3.667,3.0,1.0,1.667,2.0,1.0
63432.667,49932.0,25081.667,54954.333,11845.833,14468.333,1380101.5,238737.333,35.0,3.667,3.0,1.0,1.667,2.0,1.0
15836.833,10552.333,13178.167,15022.833,8184.5,7520.0,438637.667,70627.833,40.0,3.667,3.0,1.0,2.0,1.667,1.0
25419.167,34364.167,15542.667,14630.833,10440.5,13960.667,704265.333,159556.833,45.0,3.667,3.0,1.0,2.0,2.0,1.0
23561.167,57481.833,11046.5,15482.5,3937.667,4157.5,754765.0,133132.5,50.0,4.0,3.0,1.0,2.0,2.0,1.0
27753.833,36032.167,16481.5,14175.333,8925.333,9497.0,779458.333,54747.0,55.0,3.333,3.0,1.0,2.0,1.667,1.0
29700.167,37193.0,14240.333,15247.5,3464.167,8490.667,800428.833,109255.333,60.0,3.667,3.0,1.0,2.0,2.0,1.0
11335.0,46134.0,15601.167,22695.833,7396.833,8082.0,1116895.167,145591.5,65.0,3.333,3.0,1.0,2.0,2.0,1.0
16525.667,10424.333,8149.5,10440.667,4123.833,4788.5,564406.0,75280.333,70.0,3.0,2.667,1.0,2.0,3.0,1.0
26145.833,18541.167,12459.333,16431.167,5373.5,10298.667,531834.833,90979.667,75.0,3.0,2.667,1.0,2.0,3.0,1.0
26325.5,34806.333,19636.5,23560.333,5498.5,6675.0,711607.0,81093.333,80.0,3.667,2.667,1.0,2.0,2.333,1.0
40494.167,101062.0,21970.667,40368.5,7856.0,15668.333,691997.0,191947.833,85.0,3.667,2.667,1.0,2.0,3.333,1.0
18672.0,32044.5,16965.667,18489.333,3206.833,4800.0,1127120.5,73273.833,90.0,3.333,2.667,1.0,2.0,2.667,1.0
66779.0,93939.833,49522.833,52816.667,40257.0,52502.5,1186318.167,471916.0,95.0,4.0,2.667,1.0,2.0,3.333,1.0
24968.333,46428.0,31576.333,21364.667,23322.167,17816.333,840696.5,159000.167,100.0,3.0,3.0,1.0,1.667,2.0,1.0
39207.333,37653.833,21193.167,13020.333,6865.5,9433.167,965000.5,124683.167,105.0,3.0,3.0,1.0,1.667,2.667,1.0
25320.167,24468.167,23643.833,22569.833,7216.5,15626.5,822273.0,129798.667,110.0,4.0,3.0,1.0,2.0,2.333,1.0
24804.667,23445.667,10943.833,18307.333,3552.667,7115.167,1607419.333,97316.667,115.0,4.0,3.0,1.0,2.0,2.333,1.0
70885.667,104701.5,38140.167,47565.5,27897.167,36813.833,888159.667,535432.833,120.0,3.333,2.667,1.0,2.0,2.333,1.0
24974.5,17498.5,12428.333,17075.833,6487.333,8308.0,1099747.833,122284.667,125.0,3.333,2.667,1.0,2.0,3.0,1.0
26106.0,31797.333,17777.167,18108.667,9643.667,10129.833,565083.667,172857.167,130.0,3.0,2.667,1.0,2.0,2.333,1.0
27044.0,43176.0,21622.333,10889.333,4149.167,7195.333,106519.5,22866.167,135.0,2.0,2.333,1.0,1.667,1.667,1.0
14976.333,36869.167,16554.5,13764.833,5812.0,5284.167,398457.833,47154.0,140.0,2.0,2.333,1.0,1.667,1.0,1.0
10700.333,13963.833,17535.667,85743.5,2365.167,7496.333,687540.167,66710.167,145.0,2.0,2.333,1.0,1.667,1.667,1.0
23128.333,28663.5,10029.0,34529.667,1905.167,6213.0,591779.167,47822.333,150.0,3.333,2.333,1.0,1.333,1.0,1.0
18213.667,15030.333,10238.833,15236.167,3442.667,5415.167,528698.667,115276.0,155.0,2.667,2.333,1.0,1.333,1.0,1.0
19263.333,28076.667,17818.0,22787.833,4285.0,5743.333,357475.333,64406.5,160.0,2.667,2.333,1.0,1.333,1.0,1.0
15613.167,19048.167,8828.333,13269.5,2659.5,3590.833,282694.833,46288.833,165.0,2.667,2.333,1.0,1.333,1.0,1.0
14418.167,24772.0,14995.167,17974.667,2559.833,5846.0,666948.667,73250.0,170.0,2.667,2.333,1.0,1.333,1.0,1.0
32342.333,46281.5,9939.667,17701.5,3092.0,7164.167,795129.0,90290.0,175.0,3.0,2.333,1.0,1.333,1.0,1.0
36648.333,34698.667,26352.0,30285.5,7860.167,13339.167,733334.667,181748.667,180.0,3.0,2.333,1.0,1.333,1.0,1.0
26131.667,56189.5,16208.5,19097.0,7708.0,10234.333,556626.5,90993.5,185.0,3.0,2.333,1.0,1.333,1.0,1.0
32990.667,56328.0,29263.667,28678.667,13620.0,21117.667,948194.5,212874.167,190.0,3.0,2.333,1.0,1.333,1.0,1.0
22764.667,27336.833,16008.167,23510.833,10066.833,10950.0,682889.333,136818.167,195.0,2.667,2.333,1.0,1.333,1.0,1.0
28803.333,36832.167,18895.333,17904.333,7184.667,6390.0,298464.833,81952.333,200.0,2.667,2.333,1.0,1.333,1.0,1.0
17038.0,30847.5,10928.667,22411.167,3902.833,6565.0,427998.167,58236.833,205.0,2.333,3.0,1.0,1.0,1.0,1.0
23123.833,35179.333,15550.5,20088.333,2867.667,6176.5,842752.0,80230.667,210.0,2.333,3.0,1.0,1.0,1.0,1.0
23798.0,29585.0,13342.333,17848.333,2443.167,3642.667,611986.833,73942.0,215.0,2.333,3.0,1.0,1.0,1.333,1.0
80398.333,135618.0,40758.833,36728.5,10214.0,15412.667,917803.167,261740.667,220.0,2.667,3.0,1.0,1.0,1.333,1.0
15130.0,16986.167,6774.0,11950.167,4614.833,7500.0,424786.167,94032.333,225.0,2.667,3.0,1.0,1.0,1.333,1.0
24881.5,32132.333,11162.667,10064.167,6750.667,5500.0,705159.0,94811.167,230.0,2.667,3.0,1.0,1.0,1.0,1.0
28631.833,49100.167,19402.333,27741.0,12103.833,12893.667,900095.667,198600.167,235.0,2.667,3.0,1.0,1.0,1.0,1.0
106990.333,70889.5,64694.667,64092.5,35125.333,43249.5,1108559.167,351560.0,240.0,2.667,3.0,1.0,1.0,1.0,1.0
31562.667,76384.667,26118.0,34419.0,16135.5,17503.0,1198606.667,265896.5,245.0,2.667,3.0,1.0,1.0,1.0,1.0
31971.857,45850.857,35683.0,42234.286,14922.286,18756.286,778570.571,120701.571,250.0,4.333,3.333,1.0,1.667,1.333,1.0
37824.167,31385.333,19266.0,19051.333,9588.0,17143.333,1084984.667,107820.167,255.0,4.0,3.333,1.0,1.667,1.333,1.0
23445.167,23341.833,16551.5,25755.167,3650.0,6812.833,700363.5,161238.5,260.0,3.667,3.333,1.0,1.667,1.333,1.0
27210.833,27510.667,25702.833,25252.0,18987.0,24530.833,1042246.667,140588.0,265.0,4.333,3.333,1.0,1.667,1.333,1.0
48320.833,35588.833,25246.833,40865.833,7474.667,18539.167,1019455.0,182659.167,270.0,4.333,3.333,1.0,1.667,1.0,1.0
16889.167,26713.167,12131.833,14363.333,3995.5,5357.333,1166408.167,69024.167,275.0,4.0,3.333,1.0,1.667,1.667,1.0
19176.0,34586.833,27706.833,26064.5,6598.667,11931.667,775882.667,209034.833,280.0,4.0,3.333,1.0,1.667,2.0,1.0
48024.0,122530.5,47633.5,25125.833,16334.333,32046.167,667095.167,189391.667,285.0,3.667,3.0,1.0,1.667,2.0,1.0
68311.667,82632.167,41759.0,31134.5,26277.667,27864.5,1363802.5,226952.0,290.0,3.667,3.0,1.0,1.667,1.333,1.0
90690.833,34859.0,45096.5,33073.333,10913.333,19708.5,1426644.167,189288.667,295.0,3.667,3.0,1.0,1.667,1.333,1.0
28421.167,43165.5,22181.0,15284.167,8228.833,11807.833,1024055.667,106527.333,300.0,3.667,3.0,1.0,1.667,1.333,1.0
22378.167,25797.167,15298.167,11326.333,4257.333,8367.333,667590.333,170086.333,305.0,4.0,3.333,1.0,1.667,1.333,1.0
12561.667,48521.5,15043.167,19138.333,5044.333,9242.667,787809.833,101418.333,310.0,4.0,3.0,1.0,1.667,1.333,1.0
24125.167,42443.167,20192.667,20679.0,2847.167,6603.667,788602.5,91170.333,315.0,3.667,3.0,1.0,1.667,1.667,1.0
18737.833,19123.833,19389.5,12169.833,2561.167,4851.0,277718.833,42555.5,320.0,3.667,3.0,1.0,1.667,1.333,1.0
11805.667,30493.333,13564.5,12281.5,3941.167,5657.0,385125.833,46933.5,325.0,4.0,3.333,1.0,1.667,1.333,1.0
22495.833,6309.0,7884.333,9823.333,3292.0,4312.333,494333.167,35264.0,330.0,4.0,3.333,1.0,1.667,1.0,1.0
15771.5,19977.5,11328.333,14318.5,3425.167,5077.0,237537.0,72770.5,335.0,4.0,3.333,1.0,1.667,2.0,1.0
33209.667,44926.167,13805.333,21957.667,3384.333,5745.5,599073.0,66104.5,340.0,4.0,3.333,1.0,1.667,1.333,1.0
28004.833,42747.167,27476.833,18608.333,10148.667,14044.0,588542.333,109938.167,345.0,4.0,3.333,1.0,2.0,1.667,1.0
27417.0,21191.0,14731.167,28432.333,7520.833,11237.333,265613.667,81862.333,350.0,4.0,3.333,1.0,2.0,1.667,1.0
23140.167,37723.333,30576.333,12281.5,7571.667,12349.333,728588.167,120505.5,355.0,4.0,3.333,1.0,2.0,1.667,1.0
19568.667,36977.0,19800.333,29189.333,14011.0,13532.833,796840.0,271138.5,360.0,3.0,3.0,1.0,2.0,1.333,1.0
29304.333,32223.5,23137.667,22918.0,5788.667,12622.0,805097.5,80306.667,365.0,2.667,2.667,1.0,1.667,1.0,1.0
19720.333,31356.167,18363.167,19503.0,5571.0,6622.167,507998.833,57399.333,370.0,2.667,2.667,1.0,1.667,1.0,1.0
16716.333,32949.667,21608.667,17661.167,3737.333,13065.0,230731.167,75569.167,375.0,2.667,2.667,1.0,1.667,1.0,1.0
23252.333,26121.667,11148.333,18939.667,3234.333,7496.167,290213.333,108218.0,380.0,2.667,2.667,1.0,1.667,1.0,1.0
29076.0,63499.333,24280.167,19447.333,5622.833,10691.333,646872.167,183294.167,385.0,2.667,2.667,1.0,1.667,1.0,1.0
15108.667,23173.833,14269.167,14663.333,4143.333,12121.0,587987.333,86132.667,390.0,2.667,2.667,1.0,1.667,1.333,1.0
20787.333,20387.833,12552.333,19203.0,3429.833,6606.0,328846.667,90937.167,395.0,2.667,2.667,1.0,1.667,1.333,1.0
13681.0,23881.0,9500.833,12273.0,7190.667,13627.833,956265.333,141085.833,400.0,2.667,2.667,1.0,1.333,1.333,1.0
5212.667,10644.833,7441.0,8895.667,4485.667,10549.167,521471.333,29082.5,405.0,2.667,2.667,1.0,1.333,1.333,1.0
26498.167,44590.0,15228.167,23109.167,8176.667,14307.667,490459.333,107661.0,410.0,2.667,2.667,1.0,1.333,1.0,1.0
24017.667,41461.0,16215.833,23176.0,6497.167,6783.5,1099947.333,172787.0,415.0,2.667,2.667,1.0,1.333,1.0,1.0
44081.167,55900.167,29039.833,31042.833,13931.667,23090.167,1174441.167,204655.167,420.0,2.667,2.667,1.0,1.333,1.0,1.0
25135.167,27548.167,10514.667,10876.667,6540.667,13093.0,697569.833,183107.667,425.0,3.0,2.667,1.0,1.333,1.333,1.0
50235.167,48775.167,38213.667,26674.167,22052.333,34532.167,1387331.833,248443.333,430.0,3.0,2.667,1.0,1.333,1.333,1.0
108886.0,101722.167,36806.333,59477.667,22936.0,33462.0,845574.5,515924.667,435.0,3.0,2.667,1.0,1.333,1.0,1.0
42197.833,42557.667,24112.0,44812.333,13410.667,26331.0,1258131.667,222465.5,440.0,3.0,2.667,1.0,1.333,1.0,1.0
59938.333,42676.167,18218.5,54533.667,7478.667,10891.667,789060.333,89543.5,445.0,2.667,2.667,1.0,1.333,1.333,1.0
34784.167,52510.333,24405.167,27153.333,19276.833,23638.167,1304657.0,326572.667,450.0,2.333,3.0,1.0,1.0,1.333,1.0
17104.0,37121.667,18263.667,27137.833,7404.0,9304.333,878978.0,132753.667,455.0,2.333,3.0,1.0,1.0,1.333,1.0
12905.833,14214.5,6458.5,9246.333,2114.667,4832.667,348867.167,65198.5,460.0,2.333,3.0,1.0,1.0,1.333,1.0
24457.667,11444.333,16586.333,8869.167,4664.5,8994.167,495319.167,152178.167,465.0,2.333,3.0,1.0,1.0,1.333,1.0
26454.0,30533.667,17707.0,20841.833,8908.5,8551.0,957791.0,67670.167,470.0,2.667,3.0,1.0,1.0,1.667,1.0
48489.667,49731.0,40291.667,30646.0,11123.333,19533.0,1069072.833,121399.333,475.0,3.333,2.667,1.0,1.0,2.0,1.0
16548.667,23038.5,13421.5,21029.167,6333.5,8113.333,1312178.333,88361.167,480.0,3.333,2.667,1.0,1.0,2.0,1.0
23691.5,50093.667,26910.5,21856.333,17782.667,13600.833,773729.0,184295.833,485.0,3.0,2.667,1.0,1.333,2.0,1.0
22209.333,34163.5,11765.0,9898.833,8029.0,10911.0,1368677.833,128769.167,490.0,3.667,2.667,1.0,1.333,2.0,1.0
36225.167,41952.667,16842.167,27578.833,12492.167,19684.667,996616.833,116224.0,495.0,3.0,2.667,1.0,1.333,2.0,1.0
20062.429,36980.429,10807.286,17757.0,4569.429,8551.857,634641.429,133812.286,500.0,3.333,3.0,1.0,1.333,1.667,1.0
10927.667,21955.667,9920.833,10112.667,2743.667,8165.833,526801.833,100940.5,505.0,3.333,3.0,1.0,1.333,1.667,1.0
