delta,lowAlpha,highAlpha,lowBeta,highBeta,lowGamma,middleGamma,theta
23619.6,37504.8,9343.4,31700.4,8364.2,12615.4,547335.4,90165.8
58819.0,21258.429,22723.714,62294.429,13457.857,19654.857,1139290.286,385914.857
10226.5,17429.667,10567.667,22623.167,4578.667,9386.167,321438.833,56776.5
26735.833,17558.0,9652.833,13653.833,3321.5,7752.167,710615.333,50670.333
10341.167,11186.333,9612.667,20437.333,5404.167,8940.0,203374.0,96310.167
10317.167,17944.167,10956.667,8930.667,5613.0,9239.667,796174.167,75827.333
20050.0,30171.167,17059.5,7234.667,5769.0,5831.333,358291.167,58912.333
18252.167,43604.667,14152.5,7716.167,15441.833,12406.167,457260.5,70476.5
22703.833,19141.0,14272.833,10695.5,5520.0,4842.167,178229.0,44968.333
12008.167,17846.333,8560.167,16349.0,3977.333,8269.167,23239.167,32751.333
21865.833,21917.667,19637.333,18646.833,5212.833,10607.0,422807.0,109993.667
15290.167,16036.0,6987.0,7712.5,3739.333,6018.667,124861.333,34834.0
8935.333,15009.0,12261.667,10297.167,3960.667,5212.833,83626.167,109690.5
13546.667,9357.5,9622.0,8129.833,4835.5,7563.0,28215.0,18467.5
11358.667,15331.0,8190.167,10321.333,6096.5,7290.167,46807.833,32599.167
11545.167,20238.667,6899.0,6033.833,3322.833,2868.333,542151.667,91030.833
19088.0,13238.333,14428.5,13895.333,4805.333,7340.167,90739.667,65343.0
20779.5,13337.667,10072.333,7650.5,3478.333,6713.333,249837.667,24601.5
25592.5,17616.167,12373.5,15083.0,3199.833,8316.667,336314.667,58945.667
30818.0,41227.5,25035.333,27395.0,5984.5,11005.167,683300.667,109736.833
36052.833,26460.333,22307.833,21097.667,9804.667,19541.333,441107.333,222890.5
22560.333,23144.5,15853.833,13910.167,5958.333,10108.5,611963.333,184241.333
11008.0,16187.833,5232.667,9807.5,4026.333,6013.667,546593.5,64811.333
30160.0,26838.667,29185.167,20110.0,7564.667,16076.333,534410.333,104643.5
72163.0,44440.5,18564.667,24087.333,11681.333,15067.167,1103446.333,250479.167
