delta,lowAlpha,highAlpha,lowBeta,highBeta,lowGamma,middleGamma,theta
95175.833,29027.667,75152.167,46126.167,11769.667,23984.833,734568.833,519664.833
68946.167,65742.167,39015.667,48485.667,21089.167,15976.333,1003323.333,253778.333
65624.5,72052.333,35858.667,24747.5,24501.5,25120.0,518620.333,169661.5
14517.0,21946.167,16610.333,14320.5,3457.167,12416.167,719989.0,149505.167
9639.0,9328.5,9825.333,6495.333,4445.333,9041.333,584050.167,75102.0
31615.833,41768.333,19116.667,33608.5,11384.0,14170.833,1154694.5,192322.167
19469.0,20976.833,25115.0,24486.833,8647.333,11859.167,694838.667,133394.833
41492.0,49383.333,18332.833,30286.5,11054.833,22450.5,1501950.0,143435.333
9074.0,14780.833,11574.0,13712.0,3539.167,6602.833,685149.667,109341.833
28156.5,30708.5,14675.667,30606.833,7846.167,16587.167,709050.333,158258.667
20124.833,19465.5,15551.833,16055.333,4736.0,8432.333,1020436.167,86527.333
53098.5,31054.167,22369.167,35063.5,14001.667,19436.833,1121191.833,235562.667
44848.667,14438.667,13706.667,23889.333,8750.833,8720.0,584372.667,119729.833
14279.333,26100.833,12458.833,9367.333,5329.0,9029.167,758629.833,142969.5
63953.5,39378.667,55791.0,51655.5,22557.0,13396.833,855301.833,323416.667
26271.0,47755.333,17957.333,20903.333,7237.167,11794.333,1073171.667,101497.0
46219.667,68174.5,26863.333,48265.5,15692.667,24304.333,964448.833,505917.667
40183.667,45724.5,24677.333,32207.833,10814.667,14950.833,1568850.5,273933.5
32021.667,26869.0,14815.333,11396.333,5382.0,12710.0,819935.5,102606.5
80246.333,66987.833,36099.167,102237.833,25172.167,31274.0,1324401.167,272988.167
34822.333,51018.667,30941.333,29527.167,20595.833,30925.0,1322023.667,309762.667
13206.333,23317.667,18103.667,12395.0,6165.333,15371.167,641626.167,71511.833
17354.167,59792.5,34063.167,10731.167,17955.167,19455.0,715106.0,184340.5
43235.333,38454.167,25761.667,44871.167,6994.667,14793.167,524585.0,143852.667
34188.167,41172.5,16168.167,17943.5,8803.5,19993.0,426800.667,93171.833
18953.833,57001.667,26516.167,28546.333,10534.667,19748.167,910619.333,200117.667
29553.167,43663.5,24231.5,17458.667,13164.0,22139.0,786774.333,212887.0
25645.833,46501.167,18460.333,18116.667,5745.333,8894.167,493616.333,100127.0
78392.333,146296.0,53476.0,80427.333,34137.167,65283.667,1534759.333,488805.0
30740.833,18628.833,32666.167,19654.167,15056.333,23994.5,1063260.0,158488.333
20987.167,38702.5,20980.667,17812.833,11177.167,15875.0,758881.333,104773.5
11413.333,12328.0,9298.333,7021.833,2601.333,5509.167,498148.0,58519.5
41503.833,55872.5,50392.333,30887.167,30229.167,40855.667,857637.333,205593.667
24690.833,37764.667,22031.833,25916.0,10833.667,19441.0,612540.333,194497.167
22176.0,35766.5,23160.333,31758.667,8031.667,13541.333,434626.667,103156.167
19560.167,26382.0,23038.167,23804.5,12691.167,24792.833,898951.167,173232.0
22524.333,30258.833,14422.5,9738.5,4523.333,5248.667,167902.0,91366.333
24319.833,61291.5,15582.167,19434.0,7300.5,20652.5,412369.5,163201.5
13929.167,46879.5,23470.667,26497.833,12141.833,13021.333,597845.333,127943.667
21135.333,21271.333,14675.0,14603.833,8011.167,11533.5,604167.5,68011.167
25022.5,26162.833,18574.833,24107.667,10954.667,10202.167,938962.833,163353.5
19207.5,8309.833,13120.333,9198.5,6936.0,6596.667,860608.5,74671.0
30820.333,53881.167,32114.0,41009.167,18979.5,26695.167,813015.833,343557.333
76869.5,61284.333,34077.333,26981.833,22555.0,31683.0,982743.667,372735.667
38664.333,69440.0,29155.667,15439.167,19420.5,31070.333,605454.833,187474.833
17608.0,22849.167,14986.0,25311.667,7163.5,11906.333,972267.833,210697.833
29809.167,24968.5,23268.167,27362.0,9457.167,19013.333,1559857.667,163534.5
57633.167,50325.5,30461.167,59010.0,60972.667,62846.333,646908.333,315307.167
41263.333,27179.833,26212.5,28079.5,11216.667,23861.0,820644.333,194134.333
64829.333,131011.167,55216.833,64956.5,38585.5,51676.833,1205647.667,671336.833
18875.714,34180.857,15131.0,10868.0,12229.286,14499.0,503751.571,80741.286
25974.0,32329.0,11342.667,13390.667,6324.667,16760.667,556527.5,116929.167
27856.667,23311.833,15390.5,11249.5,10229.667,10159.833,490656.167,116780.667
14827.667,47668.667,13589.333,20023.833,7280.667,18101.667,917549.167,113018.167
18094.167,41251.333,26642.833,10604.833,14302.167,30340.333,541289.333,75109.0
49898.333,44691.0,39784.667,24142.5,14309.167,28567.833,634716.333,307342.167
16614.667,39624.333,18604.0,16598.667,8046.167,23486.833,949984.0,168121.5
10922.333,35531.5,28633.667,15119.833,13164.333,19054.667,778255.833,237016.0
18362.5,20022.0,19180.667,14231.333,10875.833,27758.667,878052.333,87674.167
25616.167,31095.833,20188.167,18119.0,10709.5,11257.5,467684.0,79318.0
23897.833,42002.5,19769.5,14816.167,13577.833,19050.667,670749.333,67759.167
11382.167,14411.667,13491.833,15690.333,5723.0,11473.5,194260.333,110031.833
51675.667,65528.0,57375.833,39192.333,29411.167,29000.167,1208449.0,368513.167
34665.5,67557.167,37803.833,24360.5,13879.5,16973.667,938790.333,238642.333
30855.667,35739.667,65123.333,20781.667,29270.5,33012.0,850955.5,235917.333
12404.0,7026.5,19006.5,8422.833,7800.5,8287.167,560232.5,90166.167
30340.833,42093.833,51890.5,23222.333,21609.833,40035.833,855344.5,290682.0
12799.5,18773.333,26796.5,19333.667,13411.167,29799.5,781050.0,129003.167
14274.667,67178.333,21587.5,34531.0,9813.333,17429.333,908751.667,144292.667
43930.5,95344.333,38196.667,51926.0,30585.667,14808.333,1143534.333,302022.333
22110.833,52748.833,28193.167,24433.0,7850.333,14186.0,823701.0,176692.667
28650.667,26201.0,18282.667,26924.167,16401.667,18297.5,492524.5,192048.5
32511.333,77397.333,12917.333,20224.667,9846.167,15280.167,890340.0,94687.667
23596.333,21670.167,23251.5,24224.667,10821.167,16081.5,712257.833,145223.833
37210.5,22696.333,19363.333,16912.167,11627.5,24117.333,396965.833,125331.0
25878.167,13563.167,14589.333,12696.833,6853.833,11071.333,533496.667,80808.333
23615.5,39387.5,19108.167,25673.0,7806.5,13470.5,959201.5,191656.833
33576.833,25759.5,27752.0,77904.333,22224.667,35768.333,807524.667,127840.0
28309.667,56359.0,24883.0,24808.667,10248.5,23569.667,1004994.833,93377.0
10649.167,14660.5,8097.167,15210.5,6735.5,7372.833,804376.833,82419.667
19353.667,25969.167,18374.667,21361.5,6290.0,11329.333,273174.667,166429.5
111363.0,52955.5,165918.5,70441.0,53622.0,42983.333,935206.0,341451.667
37194.0,78802.167,22548.0,37209.167,13363.333,16870.667,1110095.0,158691.0
22667.833,40064.0,22080.167,33032.167,8124.167,10954.833,992218.0,102569.833
53524.333,50998.0,21345.333,50451.5,13443.833,31767.833,985493.5,231875.5
22045.0,41998.833,24090.667,33100.333,9797.833,15319.5,1153869.0,224050.333
3871.5,5147.5,7128.333,2527.667,3753.5,6822.833,697056.833,30359.0
36238.0,51957.167,50878.5,26647.5,27584.5,43475.167,835648.833,305493.667
15719.167,31215.333,23815.5,34656.5,3048.5,6479.667,577708.167,31105.667
15167.333,55857.167,17423.833,5997.5,6997.833,14218.0,722919.5,170248.667
20458.5,29791.833,13149.333,8044.833,6585.667,13842.667,884995.833,158700.833
20589.667,19810.667,21886.167,29307.667,8885.0,18231.167,890814.167,103167.0
5766.0,25050.167,4791.833,5010.167,2096.0,3527.0,637263.333,80649.667
8986.833,7933.333,6421.5,5027.333,1749.5,3081.333,571876.333,88258.167
11941.333,24864.667,8399.167,9220.5,5338.667,5315.0,626286.5,108016.5
19177.5,30037.167,12875.667,13340.833,8012.833,7994.5,1481421.833,157990.167
16841.667,14508.167,10478.667,6465.0,4232.333,5511.667,684699.667,46931.167
20774.167,26281.333,21701.167,13465.667,6481.833,9321.5,654321.167,121529.0
32714.571,43024.714,23672.143,39616.143,15595.714,25552.429,834740.286,198607.429
