delta,lowAlpha,highAlpha,lowBeta,highBeta,lowGamma,middleGamma,theta,seconds,arousal,valence,happy,angry,nervous,sad
16107.6,22452.0,15732.4,11384.6,7604.0,7983.2,169349.0,54403.6,5.0,3.0,3.333,2.333,1.0,2.0,1.0
24901.857,78303.714,21616.429,22745.286,12766.286,13781.0,470755.429,259970.429,10.0,3.0,3.0,2.333,1.0,2.0,1.0
36439.5,23135.5,25890.0,40843.0,11706.5,16263.167,713546.0,276934.167,15.0,3.0,3.0,2.0,1.0,2.0,1.0
14576.833,12693.833,11113.5,11069.5,4004.167,5044.0,232003.333,44496.667,20.0,3.0,3.0,2.0,1.0,2.0,1.0
11117.667,12861.833,7349.0,9439.5,2965.333,5588.667,455485.833,71231.333,25.0,3.0,3.0,2.0,1.0,2.0,1.0
13765.0,36012.667,13806.333,12367.667,11068.0,8431.667,385542.0,91144.667,30.0,2.667,3.0,1.667,1.333,2.0,1.333
24359.167,26194.167,29072.167,41345.167,12613.167,13930.333,769801.833,255407.5,35.0,2.667,3.0,1.667,1.333,2.0,1.333
16270.833,47999.333,12866.0,15741.0,9532.167,13848.833,537540.5,194323.5,40.0,2.667,3.0,1.667,1.333,2.0,1.333
11201.167,25878.167,13469.5,19131.0,6581.0,8352.833,293516.833,111339.5,45.0,2.667,3.0,1.667,1.333,2.333,1.333
10264.333,34482.0,10171.5,10006.667,4521.833,7092.667,468036.667,82898.333,50.0,3.0,2.667,1.667,1.667,1.667,1.667
15884.5,15371.667,13369.0,14143.5,9024.833,10661.5,274660.833,48272.167,55.0,2.667,2.667,1.667,1.667,1.667,1.667
16310.333,24653.333,12279.5,11248.5,5081.667,10248.167,548347.333,62830.5,60.0,2.667,2.667,1.667,1.667,1.667,1.667
7560.833,17459.0,9201.5,8035.167,6896.667,7753.167,125845.833,39942.667,65.0,2.667,2.667,1.667,1.667,1.667,1.667
9204.167,11493.833,7452.667,10621.167,4804.5,5079.0,92667.667,42019.667,70.0,2.667,2.667,1.667,1.667,1.667,1.667
35866.333,40599.333,12323.5,24346.0,7061.333,5677.333,566369.167,157681.333,75.0,2.667,2.667,1.667,1.667,1.667,1.667
15580.833,24868.333,13172.833,17461.667,7083.0,15864.333,483155.167,103058.0,80.0,2.667,2.667,1.667,1.667,1.667,1.667
27199.833,27828.167,13491.667,17504.5,10403.667,17953.333,628720.667,102744.667,85.0,2.667,2.667,1.667,1.667,1.667,1.667
10509.0,14007.5,12621.667,10530.0,6083.5,10254.833,701648.167,66568.667,90.0,3.0,2.667,1.667,1.667,1.667,1.667
16338.333,19610.333,15376.833,12344.667,12654.333,21538.0,548576.333,87444.167,95.0,3.0,2.667,1.667,1.667,1.667,1.667
34810.333,26549.5,20197.333,33749.333,15267.5,17775.5,454519.167,117643.5,100.0,3.333,3.0,2.0,1.333,1.667,1.0
21808.167,78134.833,15520.667,19555.5,11163.833,14400.833,547337.5,216433.833,105.0,3.0,3.0,2.333,1.333,1.667,1.0
33900.167,76226.833,30871.0,60498.333,20181.333,34908.667,1477993.5,206236.5,110.0,3.0,3.0,2.333,1.333,2.0,1.0
24450.0,47450.667,20513.5,15696.5,7846.167,18151.167,278804.667,111793.167,115.0,3.0,3.0,2.333,1.333,2.0,1.0
26020.667,37351.333,16402.0,27445.0,8760.167,22504.833,960835.667,223889.667,120.0,3.0,3.0,2.333,1.333,2.0,1.0
12599.833,17645.833,20988.5,12594.167,9255.667,12108.833,681424.833,54591.0,125.0,3.0,3.0,2.333,1.333,2.0,1.0
37097.833,67199.0,34068.667,28487.333,14036.5,13807.833,714823.333,231225.0,130.0,3.0,3.0,2.333,1.333,2.0,1.0
29916.667,30711.5,23921.5,26693.5,4817.833,8510.0,855450.5,235869.0,135.0,3.0,3.0,2.333,1.333,2.0,1.0
16268.5,26801.5,19939.5,21501.5,6131.167,7758.0,253541.167,65297.833,140.0,3.0,3.0,2.333,1.333,2.0,1.0
12271.833,12782.167,10293.167,13842.0,5014.667,9908.0,446455.833,66835.333,145.0,3.0,3.0,2.333,1.333,2.0,1.0
13160.333,8013.833,17198.0,14044.167,5477.0,11488.0,232514.667,71976.833,150.0,3.0,3.0,2.333,1.333,2.0,1.0
7670.333,26772.167,12627.833,10827.833,5508.167,5602.667,51544.833,38213.667,155.0,2.667,3.0,2.0,1.333,1.667,1.667
15329.0,24658.0,15442.833,22695.5,12939.333,15276.167,139182.833,41229.5,160.0,2.667,3.0,2.0,1.333,1.667,1.667
23027.0,25493.667,19709.5,11842.333,10200.5,7336.167,215537.167,74174.333,165.0,3.0,3.0,2.667,1.333,1.333,1.667
15105.333,10733.0,7204.0,8097.0,4384.333,4958.833,23367.5,26319.333,170.0,3.333,3.333,2.667,1.333,1.333,1.667
5514.5,16747.667,8526.667,7047.333,3542.833,3573.0,296434.667,89292.667,175.0,3.0,3.333,2.667,1.333,1.333,1.667
34148.5,50954.5,33014.0,27949.0,17906.167,22561.833,1261172.333,357491.333,180.0,3.0,3.333,2.667,1.333,1.333,1.667
36705.833,26737.667,23237.333,64613.5,24582.0,27924.0,1165609.833,197837.667,185.0,3.333,3.667,3.0,1.333,1.333,1.667
31255.667,82914.667,34225.5,39014.667,18825.167,40986.0,882575.333,293398.833,190.0,3.667,3.667,3.0,1.333,1.333,1.667
38963.857,82810.0,42798.714,29276.0,23767.143,36075.286,1204097.286,340321.143,195.0,3.667,3.667,3.0,1.333,1.333,1.667
86470.5,153688.5,36353.333,67861.0,17063.167,82304.667,1282150.5,490651.5,200.0,3.0,3.0,2.333,1.333,1.333,1.0
81267.333,154346.667,62445.167,43322.333,25736.667,59571.167,1115848.833,661658.333,205.0,3.0,3.0,2.0,1.333,1.333,1.0
6860.5,22683.167,9802.5,9898.833,4260.667,6668.667,136736.0,200843.667,210.0,2.667,2.667,2.0,1.333,1.333,1.0
5248.5,16819.167,6861.667,5699.167,3144.5,3130.333,160014.333,128128.5,215.0,2.667,2.667,2.0,1.333,1.333,1.0
8165.167,11764.333,4905.167,7007.667,2122.833,3647.0,673914.5,134419.167,220.0,2.667,2.667,2.0,1.333,1.333,1.0
