delta,lowAlpha,highAlpha,lowBeta,highBeta,lowGamma,middleGamma,theta,seconds,arousal,valence,happy,angry,nervous,sad
14354.333,11996.0,8959.667,14025.167,5699.667,10602.833,373637.5,40222.167,5.0,2.333,3.333,1.333,1.0,1.0,1.0
41399.0,128214.8,34772.8,37200.4,15421.6,17395.6,876006.0,194931.8,10.0,2.333,3.333,1.333,1.0,1.0,1.0
46981.571,52294.286,42876.571,24949.857,22393.714,26501.429,1066968.857,197773.571,15.0,1.667,3.333,1.333,1.0,1.0,1.0
15460.333,17351.667,16256.833,10813.0,9982.5,8778.167,121860.833,39711.5,20.0,1.667,3.333,1.333,1.0,1.0,1.0
10674.333,8498.0,18001.167,15116.833,13868.333,9574.167,97117.167,46147.0,25.0,1.667,3.333,1.333,1.0,1.0,1.0
11764.667,28020.833,7055.667,10813.0,11669.5,5808.0,337864.0,43261.333,30.0,2.333,3.333,1.333,1.0,1.0,1.0
66604.5,88676.833,53411.333,37596.167,21194.167,46366.167,692964.5,258368.0,35.0,2.333,3.333,1.333,1.0,1.0,1.0
9837.667,19472.167,10458.167,12732.5,6011.0,6818.333,34808.0,50281.833,40.0,1.667,3.333,1.333,1.0,1.0,1.0
23369.667,27134.5,29273.333,23582.167,7476.833,15602.833,580024.0,272573.667,45.0,1.667,3.333,1.333,1.0,1.0,1.0
16830.0,17995.5,13127.667,7777.333,11014.333,9752.0,82387.5,45521.0,50.0,2.0,3.333,1.333,1.0,1.0,1.0
106882.0,284767.333,211687.5,157349.0,76713.5,96742.833,991626.0,470953.0,55.0,2.667,3.333,1.333,1.0,1.667,1.0
128546.0,76454.0,196212.333,275012.167,30092.167,41118.0,1401202.333,379662.833,60.0,2.333,3.333,1.333,1.0,1.667,1.0
28544.833,29851.0,24355.0,19506.5,10259.5,18226.5,461436.167,130028.0,65.0,2.333,3.333,1.333,1.0,1.667,1.0
20014.333,22128.5,14000.833,22734.167,10926.833,9520.333,75718.0,72058.833,70.0,1.667,3.333,1.333,1.0,1.667,1.0
44923.833,22083.167,13321.5,28913.833,4993.333,7650.333,158960.833,51785.333,75.0,2.0,3.333,1.333,1.0,1.667,1.0
24539.5,22192.667,17682.833,25656.833,10261.833,16028.333,895106.0,83222.0,80.0,2.333,3.333,1.333,1.0,1.667,1.0
22685.167,66445.667,27798.667,16400.833,13193.5,11054.167,597841.833,124259.0,85.0,2.0,3.333,1.333,1.0,1.667,1.0
37536.5,6253.667,13936.333,15973.5,8056.333,9086.0,766048.833,65998.667,90.0,1.667,3.333,1.333,1.0,1.667,1.0
12734.833,22279.667,16173.667,15685.0,6533.833,13705.667,499103.333,60737.667,95.0,3.0,3.333,2.0,1.0,1.667,1.0
30819.0,42532.333,13132.0,21835.5,7115.167,19671.167,891615.833,192205.5,100.0,2.333,3.333,2.333,1.0,1.0,1.0
9739.833,18501.0,9811.333,13102.0,5944.333,7541.0,469677.0,79132.5,105.0,2.333,3.333,1.667,1.0,1.0,1.0
32170.167,31340.5,19427.833,24242.333,12839.667,20043.833,1188306.333,314479.333,110.0,2.333,3.333,1.667,1.0,1.0,1.0
22630.167,31087.5,13360.333,14560.0,6402.833,9165.5,241377.167,72817.667,115.0,3.0,3.333,1.667,1.0,1.0,1.0
8680.5,45988.5,15368.0,21738.5,6668.167,12025.333,333342.0,109885.667,120.0,3.0,3.333,1.667,1.0,1.0,1.0
13210.5,25883.0,14515.333,14864.833,7093.5,9956.167,274379.5,67018.167,125.0,2.333,3.333,1.667,1.0,1.0,1.0
46222.5,53040.0,38000.333,20343.5,17762.5,19647.5,778165.0,196205.667,130.0,2.333,3.333,1.667,1.0,1.0,1.0
17727.167,19447.333,10585.167,10733.667,7422.833,13736.333,683795.5,95078.0,135.0,2.333,3.333,1.667,1.0,1.667,1.0
23387.333,33788.333,24374.333,29641.0,19281.167,17039.5,496403.167,214615.167,140.0,2.333,3.333,1.667,1.0,1.667,1.0
24292.667,26679.0,22257.333,19851.833,9929.333,12440.167,509028.667,158139.0,145.0,3.0,3.333,1.667,1.0,1.667,1.0
14480.667,16008.167,12455.833,18482.0,10566.833,12914.0,394622.5,115533.0,150.0,2.333,3.333,1.667,1.0,1.667,1.0
52716.667,86751.0,35677.5,34530.5,16796.667,25423.167,1011233.0,203098.833,155.0,2.333,3.333,1.667,1.0,1.0,1.0
23160.667,24722.833,16197.833,23685.667,11883.333,16147.833,698144.833,70940.833,160.0,2.667,3.333,1.667,1.0,1.0,1.0
27012.167,35438.333,19838.833,16898.167,14646.833,19334.5,334904.0,176994.167,165.0,2.0,3.667,1.667,1.0,1.0,1.0
33406.333,24697.833,17211.0,23903.667,9237.167,12460.667,609131.167,129422.167,170.0,2.0,3.667,1.667,1.0,1.0,1.0
13758.333,17219.333,14690.833,10427.0,8081.333,9815.5,204664.0,68696.333,175.0,2.333,3.667,1.667,1.0,1.0,1.0
10673.0,10630.5,9183.167,8905.667,5508.667,10229.5,21140.5,14997.833,180.0,2.333,3.333,1.667,1.0,1.0,1.0
10264.333,15622.0,8779.5,9187.833,5289.0,5384.833,368490.333,106881.167,185.0,2.333,3.0,1.333,1.0,1.333,1.0
10704.0,20104.333,6963.333,7571.5,1783.833,3128.667,31510.667,14869.833,190.0,2.667,3.0,1.333,1.0,1.667,1.0
26385.571,18788.429,17104.286,20411.286,8691.429,10390.429,536341.857,130456.286,195.0,2.333,3.0,1.333,1.0,1.667,1.0
12392.833,13458.5,11121.5,10057.167,7085.333,14091.5,147414.667,77505.333,200.0,2.333,3.333,1.333,1.0,1.667,1.0
13225.833,11186.833,5669.667,10503.833,1839.333,2610.167,61799.833,19361.167,205.0,2.333,3.333,1.333,1.0,1.667,1.0
27594.5,52269.167,20718.167,18934.833,18563.667,15964.667,524423.5,155400.667,210.0,2.0,3.333,1.333,1.0,1.667,1.0
10435.167,19429.0,13037.667,11867.667,7476.833,9765.833,102338.333,28668.833,215.0,2.333,3.0,1.333,1.0,1.0,1.0
11556.167,24469.333,17971.5,11265.333,19298.167,14389.167,167002.333,33034.0,220.0,2.333,3.0,1.333,1.0,1.0,1.0
20850.833,30439.5,15549.667,15189.333,10406.333,13755.5,175110.833,82699.333,225.0,2.333,3.0,1.333,1.0,1.0,1.0
36230.5,40819.333,26530.0,32027.667,12041.5,22416.833,1072277.167,194059.667,230.0,2.333,3.0,1.333,1.0,1.0,1.0
33034.667,61530.833,25522.667,27847.833,23972.833,24693.5,1078313.833,234800.667,235.0,2.333,3.0,1.333,1.0,1.0,1.0
20635.833,14555.333,9105.0,9979.333,8879.833,9270.833,373161.0,181363.333,240.0,2.333,3.0,1.333,1.0,1.0,1.0
23449.667,23501.667,17063.833,14746.5,11796.833,11196.667,269708.333,84570.333,245.0,2.333,3.0,1.333,1.0,1.0,1.0
10618.833,9534.0,7386.833,12740.667,5866.5,4685.667,139953.667,31190.333,250.0,2.0,3.0,1.333,1.0,1.667,1.0
