delta,lowAlpha,highAlpha,lowBeta,highBeta,lowGamma,middleGamma,theta
53210.5,56533.333,49266.833,42552.667,25198.667,55463.167,1539147.5,243180.167
16316.667,19785.167,8632.833,14077.167,5516.5,11051.167,696597.833,72821.5
44207.333,51978.333,11045.833,20544.167,22480.5,14292.833,457069.0,112145.833
8348.167,16010.667,15243.167,16750.0,14491.0,12083.5,688455.333,381786.333
23123.833,40869.0,24182.0,27969.333,12655.667,20682.0,922137.667,286890.167
17554.5,20958.167,13973.333,12555.333,15049.833,7449.333,457567.0,82666.5
12355.667,13876.667,20179.333,13932.667,15374.167,15686.833,367074.333,266152.0
31570.333,50742.333,32679.333,25809.833,28254.667,29857.667,1023197.167,335084.333
20525.167,49302.5,19575.5,21169.333,14686.833,18959.167,997013.5,263918.167
57575.5,28216.0,22292.167,23413.833,22380.833,32296.167,679402.833,142122.167
20840.333,15253.5,8119.0,11457.0,7800.0,7761.5,457271.667,127639.167
26602.333,62123.667,21622.833,19693.167,11975.667,18368.667,731554.833,254395.667
15088.5,26748.167,9714.167,7859.167,8058.0,11062.0,580550.833,160134.5
24044.0,40629.833,11949.5,16889.5,10378.0,9828.333,731753.5,180195.167
30970.167,18080.5,7135.833,11010.5,9129.333,9608.333,761393.167,125614.333
11278.167,20496.333,10421.167,14558.5,5662.667,5688.333,399312.167,145459.0
19478.5,56338.833,11353.167,15147.0,10484.333,10987.333,1016701.167,142473.5
68095.0,41400.333,18363.667,59843.167,18644.0,24996.333,1538712.667,485606.167
14331.667,51721.0,16005.667,16389.333,16448.833,11651.167,1170526.5,242045.0
33749.667,41719.167,14311.833,17687.667,10503.5,16298.667,887117.667,158711.0
16580.833,51082.0,14746.167,15137.5,12526.167,10822.333,853859.667,143855.5
22016.5,40218.667,9697.333,18056.5,6790.667,9506.5,506594.0,128646.667
33388.167,34267.333,8633.0,6890.833,7918.833,11815.167,792191.833,72823.667
29092.333,20969.667,8821.5,7204.333,11293.167,11529.333,700933.167,79553.667
