delta,lowAlpha,highAlpha,lowBeta,highBeta,lowGamma,middleGamma,theta
23925.667,51563.0,23317.167,17044.167,13959.667,24083.5,953055.5,120561.667
29981.833,36000.167,39891.167,17523.667,20700.167,38864.833,1351862.0,199551.667
26861.0,39011.0,14385.167,16043.833,14715.5,21210.333,879680.0,83602.5
21192.0,18568.167,10011.167,15969.833,10017.667,13149.333,424275.167,70616.0
15528.0,22262.667,15333.667,12679.667,6815.5,11721.167,427812.833,107418.833
16135.5,9210.0,6257.167,9287.667,4680.167,5976.0,738349.833,33710.167
28100.5,57513.333,41156.333,36675.833,18020.167,34436.333,1259646.333,108771.667
32379.333,77213.0,32486.5,47301.667,19817.667,38457.167,1452413.5,319430.833
19841.833,35964.833,24835.5,30788.833,16315.167,15616.333,656153.5,202836.0
24100.0,8219.0,24607.167,18474.667,10447.833,17436.333,1037098.833,207501.833
32571.833,37162.667,21179.167,30177.833,13662.667,27149.333,1347904.333,252894.333
16156.667,13511.333,20533.833,17720.333,8127.333,17907.833,389758.833,96059.333
14041.833,17298.833,9592.333,10894.333,4488.167,10391.5,322834.333,55052.667
30952.333,54249.667,27096.5,24788.833,9892.0,16030.833,686523.333,142219.333
9539.0,32225.833,15804.667,8845.667,5030.0,8011.167,416069.833,58232.0
21620.167,29410.833,27010.5,15926.833,7304.667,24703.5,163936.667,47432.333
15600.5,8671.833,13191.0,11754.5,4108.0,6889.5,81156.833,42595.0
19475.5,35206.0,17800.667,30808.5,18073.667,29310.333,714544.5,118620.5
25390.0,24505.0,17499.667,30757.167,8390.5,10601.5,834394.667,97365.833
56831.833,51606.833,42340.833,36243.167,14848.333,24463.5,712879.667,134489.0
39586.833,33802.667,14484.667,28044.833,7975.833,25593.833,1010794.167,147636.667
45213.667,54653.167,34229.333,21131.0,17643.333,28673.0,1109107.167,156589.667
27033.167,13939.833,18251.833,26511.333,17470.167,30190.833,519662.667,162804.5
25488.167,27776.333,18451.167,26183.0,14658.0,18194.0,991488.833,216227.5
56959.5,46905.0,29016.0,38708.5,23634.833,49817.667,1083688.667,700763.167
38001.667,57091.5,32272.667,23186.833,17404.333,29827.667,543798.333,287239.5
37542.333,54975.333,21545.0,13962.333,11837.833,17231.5,541906.0,100751.833
83694.5,145690.333,32886.167,46481.667,25780.0,48452.667,641176.667,307637.333
52319.667,95174.667,31973.0,39365.833,26789.333,43010.333,1335563.833,316055.0
24115.0,16293.0,16311.167,15823.833,9272.5,9105.167,599108.167,68133.333
25813.167,36744.833,25435.833,18858.333,13000.167,26389.333,1067382.333,215306.167
15629.667,11745.0,11487.5,18783.333,8345.167,8870.0,228687.0,73651.0
13144.833,23885.667,12607.0,14838.5,10276.833,11458.667,505429.667,101831.333
17544.833,29356.167,14398.167,15882.333,10114.0,10000.833,553809.167,61883.667
9932.333,28899.833,12406.5,5783.0,5752.333,12825.5,887662.167,70219.333
14101.333,39709.5,9763.5,10656.833,8109.0,5483.5,602710.667,88875.167
11874.833,9289.5,8647.167,8055.5,5223.5,10447.167,389636.667,110125.167
26218.667,16451.167,12796.333,15879.167,3280.833,7207.833,188886.167,54704.833
18316.0,24157.5,14356.0,6443.5,4488.0,6983.5,376650.333,63432.667
9425.0,19199.5,5473.333,10213.0,4342.333,4527.5,221258.333,41214.167
15491.333,11596.833,17863.0,10576.167,3751.833,6500.667,261460.5,81478.167
26307.333,19423.167,35233.167,25737.833,11061.167,13418.5,663686.333,157139.0
