delta,lowAlpha,highAlpha,lowBeta,highBeta,lowGamma,middleGamma,theta,seconds,arousal,valence,happy,angry,nervous,sad
8949.833,9415.833,12251.833,9430.5,4138.5,12175.167,118399.667,31502.667,5.0,3.0,3.333,2.333,1.0,2.0,1.0
35670.0,71981.5,48926.167,22611.333,18136.0,34186.333,1248797.833,274814.833,10.0,3.0,3.333,2.333,1.0,2.0,1.0
76086.333,43509.833,40115.667,24623.5,20598.5,19090.5,1313554.833,212279.667,15.0,3.0,3.333,2.333,1.0,2.0,1.0
48588.833,18314.333,34378.5,29174.0,21812.0,42800.333,792200.333,420957.0,20.0,3.0,3.333,2.333,1.0,2.0,1.0
12836.833,20775.5,25951.833,13929.333,11270.667,15242.667,387002.0,112256.833,25.0,3.0,3.333,2.0,1.0,2.0,1.0
11576.667,16894.5,38260.667,19852.167,8209.833,14753.667,103683.333,47633.833,30.0,3.0,3.333,2.333,1.0,2.0,1.0
7052.667,10644.0,9437.167,13042.833,4846.333,13102.0,493305.667,81437.667,35.0,2.333,3.333,2.0,1.0,2.0,1.0
32862.167,22889.333,24074.667,35305.5,12169.0,38709.167,1228679.167,173425.833,40.0,3.0,3.333,2.333,1.0,1.667,1.0
33226.667,42412.0,39529.0,19689.0,19358.833,36372.5,1261725.167,214000.667,45.0,3.0,3.333,2.0,1.0,1.667,1.0
54848.0,58171.0,60713.333,32793.167,35444.5,59038.5,930040.5,128809.333,50.0,3.0,3.333,2.0,1.0,1.667,1.0
25907.333,18986.0,28411.0,22928.333,7121.333,19130.333,377696.5,126926.167,55.0,3.0,3.333,2.0,1.0,1.667,1.0
17293.333,37429.833,21020.0,16649.833,12825.833,19878.5,555554.833,94061.667,60.0,2.333,3.0,1.667,1.0,1.667,1.0
17872.333,14862.833,33619.667,20181.5,9675.0,18347.833,217492.833,115673.833,65.0,2.333,3.0,1.667,1.0,1.667,1.0
11460.833,24446.333,14848.833,9129.0,6702.333,12849.5,790563.167,57374.833,70.0,2.333,3.0,1.667,1.0,1.667,1.0
13170.5,17833.5,11337.833,12158.5,4927.5,9694.333,88454.833,92206.167,75.0,2.333,3.0,1.667,1.0,1.667,1.0
4563.667,11798.167,12896.333,8050.333,2321.167,7776.5,118095.333,25841.5,80.0,2.333,3.0,1.667,1.0,1.667,1.0
19425.833,25163.667,13702.667,7750.833,5372.667,7056.667,486929.333,58520.833,85.0,2.333,3.0,2.0,1.0,1.667,1.0
15653.833,23831.667,12330.0,13823.5,8328.5,12548.667,322223.667,77392.333,90.0,2.333,3.333,1.667,1.0,1.667,1.0
20916.167,62840.833,20748.167,14372.167,18776.0,20174.5,494142.167,76830.833,95.0,2.333,3.0,1.667,1.0,1.667,1.0
9048.5,8248.5,7868.0,4920.5,4888.667,10789.833,119289.667,30138.0,100.0,2.333,3.0,1.667,1.0,1.667,1.0
9663.167,14968.0,19321.833,13095.667,10332.833,17383.667,141089.167,57473.667,105.0,2.333,3.0,1.667,1.0,1.667,1.0
17540.167,16645.5,17819.167,6536.5,7489.833,13418.667,399000.167,46263.333,110.0,2.333,3.0,1.667,1.0,1.667,1.0
29763.667,58979.667,34740.5,17231.5,14737.833,29926.333,442457.167,220189.0,115.0,2.333,3.0,1.667,1.0,1.667,1.0
35204.833,43658.5,31005.833,25544.0,13973.0,23915.833,752395.833,196969.167,120.0,2.333,3.0,1.667,1.0,1.667,1.0
23274.5,22776.167,26984.667,16247.667,17279.5,25977.333,915149.333,161750.0,125.0,2.667,3.0,2.0,1.0,1.667,1.0
23492.667,49034.833,30294.333,22209.167,16915.667,23088.167,849005.667,234183.833,130.0,2.667,3.0,2.0,1.0,1.667,1.0
18426.667,36124.0,25068.167,22024.167,16205.833,15112.333,850756.667,115677.5,135.0,3.667,3.333,2.333,1.0,2.333,1.0
21776.0,35011.0,25723.5,29827.167,15609.0,33284.667,644867.833,195502.167,140.0,3.667,3.667,2.333,1.0,2.333,1.0
51775.167,48998.667,56829.0,31403.167,18580.5,38994.333,1041147.667,306379.667,145.0,3.667,3.667,2.667,1.0,2.0,1.0
17165.333,47658.333,28083.167,18628.333,12633.833,31380.833,766350.167,143527.833,150.0,3.667,3.667,2.667,1.0,2.0,1.0
47356.833,82485.5,28000.0,43353.833,15883.5,31181.167,961771.167,175694.0,155.0,3.667,3.667,2.333,1.0,1.667,1.0
42981.0,61704.5,55878.667,55555.667,20304.167,46854.0,940014.0,338619.833,160.0,3.667,3.333,2.333,1.0,1.667,1.0
22437.833,31132.5,14238.167,17231.0,7753.833,16950.5,704344.5,114005.5,165.0,3.333,3.0,2.333,1.0,1.667,1.0
34975.333,55970.667,26681.667,24470.333,13552.0,23073.167,1154558.833,210230.5,170.0,3.333,3.0,2.0,1.0,1.667,1.0
30484.167,67924.333,23784.5,31369.0,12922.833,25012.833,992807.833,276811.833,175.0,3.333,3.0,2.333,1.0,1.667,1.0
44012.0,77540.333,32381.833,73353.0,36033.833,54090.333,966822.333,206006.333,180.0,3.333,3.0,2.333,1.0,1.333,1.0
31987.667,30517.667,24708.5,23485.167,19484.5,27846.167,738404.833,149885.0,185.0,3.333,3.0,2.333,1.0,1.333,1.0
23648.333,28688.333,21460.333,30656.0,14096.0,20745.0,1302852.333,227191.667,190.0,3.0,3.0,2.333,1.0,1.333,1.0
43141.833,50921.667,26580.833,20348.5,19892.833,24505.167,672871.5,130779.333,195.0,2.667,3.0,2.333,1.0,1.333,1.0
12457.571,38674.286,12473.0,14714.857,7762.0,16448.571,544366.857,82662.714,200.0,2.667,3.0,2.333,1.0,1.333,1.0
16669.0,34879.333,13840.0,18948.667,10333.167,22683.333,1007865.0,131487.167,205.0,2.667,3.0,2.333,1.0,1.333,1.0
19577.333,10844.167,13033.333,10977.667,9524.333,14232.667,633394.667,110359.5,210.0,2.667,3.0,2.333,1.0,1.333,1.0
109768.833,55712.667,47304.667,18364.333,25152.667,33362.833,1281483.167,220336.333,215.0,2.667,3.0,2.333,1.0,1.333,1.0
17091.167,15112.5,14957.167,8300.667,14462.167,16453.833,439783.167,78568.833,220.0,2.667,3.0,2.333,1.0,1.333,1.0
23055.833,28596.5,16998.0,21099.0,8014.5,7334.667,511275.0,108499.5,225.0,2.667,3.0,2.333,1.0,1.333,1.0
18841.333,38707.667,24179.0,26980.5,13730.667,31688.5,542616.833,90976.333,230.0,2.667,3.0,2.333,1.0,1.333,1.0
31014.667,38732.833,27927.333,19157.333,11204.833,21964.5,341362.333,206253.167,235.0,3.0,3.0,2.333,1.0,1.333,1.0
5533.833,5548.0,13448.667,8418.333,5943.667,9703.333,114059.333,56211.0,240.0,3.333,3.333,2.0,1.0,1.0,1.0
23443.5,78538.167,22301.0,29287.667,22021.333,24192.0,526338.5,243108.167,245.0,3.333,3.667,2.333,1.0,1.0,1.0
11717.833,13543.167,12556.333,11329.333,6174.5,11087.5,296689.333,76745.167,250.0,3.667,3.333,2.0,1.0,1.0,1.0
9727.167,11408.167,16081.333,9068.5,9002.333,8398.333,225805.5,23009.167,255.0,3.333,3.333,2.0,1.0,1.0,1.0
12937.167,10222.5,10614.0,14779.833,4418.833,6903.833,441747.333,27503.0,260.0,3.333,3.333,2.0,1.0,1.0,1.0
14788.333,21618.5,21523.833,26811.167,8491.167,11851.667,852381.5,102473.833,265.0,3.333,3.333,2.0,1.0,1.0,1.0
15091.833,21287.5,24345.167,16593.333,13293.333,16045.0,310725.167,89207.667,270.0,3.0,3.333,2.0,1.0,1.0,1.0
38712.667,60057.833,58851.667,27743.333,24817.667,47921.833,808052.333,395127.333,275.0,3.333,3.333,2.0,1.0,1.0,1.0
23125.5,43007.667,30061.5,20240.5,12159.333,28383.167,435508.667,77955.667,280.0,3.0,3.333,2.0,1.0,1.0,1.0
15527.833,24597.5,29696.833,39927.333,21801.833,26930.5,1051590.333,199643.5,285.0,3.333,3.333,2.333,1.0,1.0,1.0
13929.167,16739.333,18883.667,13010.0,7188.167,19738.167,80768.0,31395.0,290.0,3.0,3.0,2.333,1.0,1.0,1.0
5733.167,11146.333,7100.5,5293.5,3169.833,6512.667,286244.333,56937.833,295.0,3.0,3.0,2.333,1.0,1.0,1.0
15731.833,38746.5,35325.5,25788.5,17029.0,32322.333,943179.333,317922.667,300.0,3.0,3.0,2.0,1.0,1.0,1.0
31393.5,31820.0,25241.333,22164.0,8127.333,18673.167,328174.333,132194.333,305.0,3.0,3.0,2.0,1.0,1.0,1.0
10629.167,21296.167,12106.667,10822.0,7853.833,10160.833,649604.667,105462.833,310.0,3.0,3.0,2.0,1.0,1.0,1.0
10641.167,16926.667,18073.167,20723.667,11029.667,10517.667,1096246.333,86726.667,315.0,3.0,3.0,2.0,1.0,1.0,1.0
66400.167,72477.667,42254.833,33037.5,24865.0,33391.667,879657.167,267622.333,320.0,3.0,3.0,2.0,1.0,1.0,1.0
21501.0,79332.333,40724.5,20408.0,25781.0,32575.833,815879.0,184199.0,325.0,2.333,3.0,2.0,1.0,1.0,1.0
