delta,lowAlpha,highAlpha,lowBeta,highBeta,lowGamma,middleGamma,theta
7244.667,8311.5,9134.0,5595.167,3386.0,3543.667,171982.167,38793.0
9255.833,33030.833,12462.5,18475.833,4365.167,7118.0,328960.667,87179.167
9856.167,10178.167,7659.167,7182.833,4533.833,8460.5,270493.0,84165.167
6751.333,8311.167,4673.333,4472.0,1853.167,2822.333,86525.167,39021.333
12330.167,14045.833,10159.167,10189.5,3725.0,6161.5,504115.167,79155.667
42775.0,31361.0,21749.333,22090.667,10823.0,8806.5,727927.667,360971.833
22592.5,40770.333,35641.5,33916.167,9179.5,14980.333,667158.333,160494.167
42389.0,31230.5,24431.167,15593.833,9300.333,17041.833,864535.5,187134.667
67564.167,46864.5,36084.0,25024.833,16956.0,18225.167,1195973.833,295873.167
85837.0,23686.0,31301.333,44076.833,12384.5,16696.5,939428.333,325309.0
8461.333,7787.333,9040.5,4687.0,3652.167,6451.833,262417.0,48165.0
9433.333,13988.833,10343.333,9402.333,4690.5,12759.167,334776.333,57178.667
18997.833,14773.833,11086.667,9420.167,3314.167,5395.667,151774.167,42406.5
9397.667,11183.833,14062.167,8152.0,6611.667,8526.167,286868.0,42327.167
6984.0,9104.5,4662.333,4868.167,1730.667,3168.0,100291.0,43997.833
20849.5,14599.333,16607.333,15032.167,6913.333,9599.167,214365.5,31829.333
14784.0,10536.333,6399.5,8416.0,3065.833,5314.333,362839.833,54129.0
15392.333,22081.667,16072.833,19058.833,5669.0,6614.667,521816.5,106950.5
28464.667,9939.667,13243.667,18591.833,7072.667,5791.667,270768.833,61118.167
18476.0,13603.667,14274.667,14855.667,4742.167,5690.0,656219.5,129406.833
12434.167,31417.667,12100.167,11131.167,4674.5,3547.667,513924.333,68154.5
38057.167,23857.833,18747.167,28493.833,6246.667,12478.667,852954.5,220766.5
27333.333,60347.667,33023.333,25272.0,5531.0,9183.833,851544.667,149497.5
21305.833,11778.0,25009.667,16598.167,6424.167,11307.167,601195.667,95029.333
21838.333,25900.167,10414.833,14168.333,4736.667,7772.333,815237.0,84266.5
38222.667,77166.333,27214.0,49579.333,11454.167,27112.5,895000.167,303160.5
42144.333,47874.5,20625.5,20928.167,6521.667,10988.5,973919.0,50097.667
40311.833,49801.5,33365.667,24465.833,13365.167,16585.167,978997.167,369483.333
41737.667,145800.167,28599.833,30889.333,14067.0,25866.833,1237568.5,261822.0
34010.833,30389.667,20007.333,23829.833,9820.833,16777.333,1151362.833,180017.167
35299.667,32891.0,49909.667,34615.833,8720.167,14027.0,703928.667,162450.833
14029.0,27996.167,16862.167,14115.5,5092.167,8254.5,744862.667,129226.167
15784.333,10552.833,8782.833,10466.167,2871.333,4656.333,578627.333,52043.833
21931.167,38289.333,14245.0,15305.167,5728.667,6434.167,885195.167,121714.0
41791.833,22676.667,37309.5,21905.833,13159.167,16130.333,818428.667,175924.833
52061.5,37769.333,35559.333,28407.167,9234.833,15658.833,707848.833,328611.333
17919.667,16618.333,14845.5,15844.5,5591.667,9861.667,323452.333,44218.833
22194.0,12537.333,12773.0,14891.333,3725.0,6292.333,106909.333,43998.167
11582.167,7955.167,13457.667,9376.667,3228.167,5314.333,91062.667,28131.333
22239.833,26104.833,20040.0,22105.5,4357.333,8133.167,455007.167,99877.833
25657.333,23478.5,17768.833,39139.167,7299.0,13214.0,566891.333,81870.833
9355.5,10530.833,10506.833,8422.5,1846.833,5680.667,93942.5,23165.0
8179.833,8866.333,14877.667,8101.0,6938.667,6074.667,186021.5,31372.333
14468.667,20084.0,10829.5,8100.5,4846.833,4526.833,96364.167,61073.833
28225.667,32156.333,18052.833,14425.167,4663.5,8898.333,219154.667,72035.333
33706.167,24750.833,19275.167,16858.167,8536.667,11072.167,336007.0,101381.667
18904.0,22971.5,7948.667,11183.0,3273.0,8063.333,1108912.167,80302.5
19535.167,11979.833,11484.667,13636.0,4686.167,5741.333,491526.0,142737.667
18678.333,53766.0,17153.0,15818.167,6958.5,8621.167,447074.667,188906.333
21166.286,32704.571,13172.286,24727.571,6074.857,10656.857,842607.0,127863.0
32595.0,49612.6,29696.4,31341.2,5327.2,13250.0,963249.2,102345.6
24383.0,39213.429,14646.143,28567.143,7080.429,7337.429,878508.0,162066.714
20305.167,33275.5,14937.833,15638.833,5488.5,6970.167,773619.5,129219.5
24837.833,40273.5,16848.333,18090.0,4883.167,14864.0,891011.333,139727.167
67456.167,52132.5,27199.167,22805.833,11572.5,13583.667,723819.5,156500.833
16834.833,31012.0,30608.833,19808.833,12670.5,18092.5,1096380.667,233829.167
27706.0,38818.833,23470.167,22536.0,10265.333,10883.0,767496.333,197307.333
52286.667,103013.667,44367.167,93185.333,19535.0,30389.333,625950.833,335465.5
35854.4,26607.2,14357.8,15807.2,4892.4,10338.4,1168281.0,111461.4
84664.857,45122.714,34462.0,53198.714,9597.429,19691.857,1139299.0,330565.714
53567.5,21565.167,40026.667,29970.833,6093.667,20051.667,530350.667,71057.0
40952.833,44821.0,23293.833,30795.167,12114.167,16318.167,1102795.0,271209.0
48953.833,31801.167,26070.833,25990.0,6450.167,10975.0,372840.5,97435.5
25929.833,22772.167,22085.833,11289.333,8166.333,11471.167,358228.667,80740.833
26888.333,20365.833,12058.167,10909.667,3608.0,8087.167,57589.833,39542.5
16540.167,12101.833,25025.833,13381.667,6355.833,17616.667,219027.333,59341.5
32864.167,21996.833,16066.667,14581.333,6329.5,14762.0,335487.167,84518.167
31385.333,35764.167,29972.5,16478.667,11509.167,16638.833,791284.5,150793.667
20764.833,20851.5,19127.5,15217.833,5035.0,11882.833,226196.167,41443.333
28577.5,33057.0,15701.0,14840.333,9018.333,21224.667,917768.333,124528.0
36376.5,38584.667,25161.5,29714.333,7319.667,11333.333,663753.667,142322.333
17239.0,22585.333,12377.0,9289.833,3505.5,12068.5,219060.667,38334.333
14309.667,12870.5,6059.167,11870.333,2444.167,4313.167,287163.667,51053.667
15078.833,17513.833,9401.167,7422.5,6528.333,5574.333,187568.167,67171.667
10765.833,12274.333,10262.0,9970.333,2733.333,3893.167,195117.5,58862.333
8390.333,7644.0,9305.667,6113.333,2557.333,4683.667,276346.333,32987.667
19067.5,29634.667,15619.5,35010.333,6569.833,10378.167,571630.0,115925.0
25662.5,21912.333,19071.0,25804.667,10456.833,9196.833,587870.0,186104.5
15289.833,10940.0,12630.833,15750.0,4646.333,7576.667,423663.667,83005.667
11063.5,32836.0,20258.833,26895.667,13105.333,12433.5,451579.667,148191.5
29770.833,60240.5,35460.333,28213.5,11751.0,21962.0,1113967.667,292665.833
37913.833,52461.167,45457.833,34573.5,18630.333,27499.833,1154318.833,274315.167
19751.5,25847.0,15614.333,31768.167,4902.0,10596.833,800970.833,157973.833
101564.167,66818.5,61673.833,54262.167,14313.167,28400.0,1391895.5,302485.667
46783.0,37393.167,24043.167,38063.0,8974.333,12217.667,527334.0,172347.167
74946.167,66290.833,58945.833,66112.0,14573.5,27514.5,1316002.5,418074.833
36330.167,80297.333,38236.667,74174.333,12781.667,23080.0,969609.167,553412.333
45698.0,81527.333,55039.667,41673.833,29234.0,31789.667,1201708.833,347592.0
37037.833,33957.833,17206.5,20634.833,5647.5,9193.833,913593.167,239082.167
36706.667,46108.333,24207.167,22248.833,10393.0,27588.5,679525.0,111399.0
23067.5,40496.333,16109.167,21290.167,10567.333,15987.667,683693.333,66376.333
6211.167,10441.167,6714.5,6274.0,2660.167,5455.0,89187.0,41460.167
43536.5,42703.333,24788.333,25456.5,8248.0,12801.833,359450.833,43678.667
28203.0,23267.667,19268.333,16527.5,11081.5,14134.167,476871.167,116114.5
26894.833,25048.5,18609.5,19672.5,10400.333,13466.333,178870.833,91426.0
10653.5,19240.0,12119.5,13387.167,5362.167,9614.167,164377.833,62500.167
49527.333,48392.833,16103.0,14550.167,14220.167,15208.333,475168.833,135412.833
6572.429,15439.143,5433.714,7754.0,3102.714,5454.571,154606.714,21020.714
10522.4,9585.4,10166.8,10064.0,4770.8,6536.2,158292.8,88679.4
11344.0,23110.0,12982.143,10893.571,6501.429,8522.857,461775.0,72791.714
10603.5,20768.5,16031.167,8964.833,5603.667,13290.0,86170.5,35603.167
15175.667,8300.167,9385.333,8359.167,4174.833,4731.5,409368.667,32078.5
10112.0,12061.4,14356.4,11037.8,4880.6,9020.0,232237.6,91198.4
16585.429,13378.0,17839.714,24203.429,7944.857,10530.286,871815.429,98767.286
20199.5,12318.667,12762.5,18900.167,4791.333,5472.833,208383.667,96605.0
23276.833,48454.833,12365.833,18083.0,7146.5,13304.667,583781.5,145549.0
8713.667,38842.5,20597.5,17326.167,11128.833,12449.167,852679.0,220699.5
23267.0,53106.333,33679.333,38441.833,10317.0,15616.333,543365.5,147674.167
15472.667,22551.833,13808.667,10972.833,6926.833,7294.5,559850.667,59465.167
12473.167,21907.833,13507.5,18433.333,7736.667,13113.0,88136.167,53854.0
19301.333,18524.167,17919.833,14963.667,4185.333,5893.5,299636.167,141973.167
13578.833,17479.333,14100.167,7999.667,4306.167,6901.667,737602.167,165198.5
35018.333,24919.833,18105.333,9758.833,10451.667,8483.0,386442.333,140259.167
18647.333,6234.333,19072.167,11039.167,4789.5,9223.833,376311.667,41928.167
32079.833,48920.0,26219.5,13116.667,9453.0,18509.667,589600.833,235740.333
23920.333,17441.167,33389.167,30045.333,5071.0,8584.0,757366.333,148498.833
15242.167,20044.5,20313.0,11117.167,7093.0,19105.0,237704.167,64382.5
16312.167,11702.167,15859.167,9072.5,6630.0,6730.5,193548.167,38839.333
7227.0,7978.833,12659.167,10830.0,4906.5,5227.833,602080.667,88548.0
24223.667,24921.167,25328.0,15547.667,8461.5,10688.5,304289.833,115169.0
41893.0,37869.667,20509.0,22281.333,8540.833,15313.167,589608.5,110919.333
