delta,lowAlpha,highAlpha,lowBeta,highBeta,lowGamma,middleGamma,theta,seconds,arousal,valence,happy,angry,nervous,sad
10118.2,4945.0,5930.0,4252.6,2007.0,2271.2,199083.8,37335.0,5.0,4.333,2.333,1.333,1.0,2.333,1.0
14853.143,15084.714,7078.429,14612.429,5754.571,6988.857,255120.714,82079.143,10.0,4.333,2.333,1.333,1.0,2.333,1.0
6414.0,5101.167,5156.333,5613.667,2056.667,4265.167,464240.333,31804.5,15.0,4.0,2.333,1.333,1.0,2.667,1.0
22188.667,39006.167,13836.333,9329.333,9587.667,7512.333,788916.333,217914.5,20.0,4.0,2.333,1.333,1.0,2.667,1.0
2078.333,5202.833,2607.333,2083.0,1535.833,2130.667,99334.833,16954.333,25.0,4.333,2.333,1.333,1.0,2.667,1.0
5335.167,8202.5,4382.667,6600.0,1314.833,1820.0,50973.333,30862.0,30.0,4.0,2.333,1.333,1.0,3.0,1.0
3960.167,7358.333,4252.667,3060.833,2519.0,3958.167,199585.5,23920.5,35.0,4.333,2.0,1.333,1.0,3.0,1.0
16755.167,22705.5,11380.0,23155.833,5001.833,7866.167,386152.0,143579.0,40.0,4.0,2.667,1.333,1.0,2.667,1.0
20331.833,28408.667,8352.5,12262.0,6369.667,8921.667,619903.0,122798.833,45.0,4.0,2.667,1.333,1.0,2.667,1.0
10371.5,18365.833,5204.0,10484.167,5428.667,9504.167,379449.667,64449.833,50.0,4.333,2.667,1.333,1.0,2.0,1.0
25271.667,31918.333,20619.333,15129.167,8867.333,12465.667,668439.333,136803.5,55.0,3.667,2.333,1.333,1.0,2.667,1.0
19945.667,27310.167,8368.0,19539.5,7693.0,16680.5,464784.667,134026.667,60.0,4.333,2.667,1.333,1.0,2.0,1.0
61018.667,73760.333,64602.5,29286.833,19367.0,42616.333,609152.167,139111.167,65.0,3.667,2.667,1.333,1.0,2.0,1.0
202341.5,249098.667,229696.5,82605.5,19221.833,33249.5,740536.167,333264.0,70.0,4.333,3.0,1.333,1.0,2.0,1.0
40773.5,30862.167,36976.667,40594.833,12636.0,21993.167,1328145.167,291754.167,75.0,3.667,3.0,1.333,1.0,2.0,1.0
16618.5,35617.333,15622.833,25917.667,5103.833,6872.833,331379.333,141321.667,80.0,3.667,3.0,1.333,1.0,2.0,1.0
22219.5,20816.833,16843.333,13550.0,3911.5,9048.333,959098.833,87596.833,85.0,4.0,3.333,1.333,1.0,1.667,1.0
47832.333,25894.0,14168.0,31861.333,7485.833,22756.167,529643.833,192704.833,90.0,3.667,3.333,1.333,1.0,2.0,1.0
20141.0,16912.167,13695.667,18985.5,5052.667,8567.167,756381.833,104582.0,95.0,4.0,3.333,1.333,1.0,1.667,1.0
21995.167,20027.0,11867.0,15009.5,6696.333,8695.333,687878.167,94759.667,100.0,3.333,3.333,1.333,1.0,1.667,1.0
14177.167,20020.5,9409.667,14425.167,4932.167,7804.667,489618.833,125700.333,105.0,3.333,3.333,1.333,1.0,1.667,1.0
34274.167,28863.167,23999.0,33846.667,9972.0,12373.0,613998.0,173131.5,110.0,3.0,3.333,1.667,1.0,1.333,1.0
14779.5,17210.333,10871.667,9995.167,6527.5,8475.833,918700.667,88870.167,115.0,3.667,3.333,1.667,1.0,1.333,1.0
25346.167,38424.5,20247.0,20288.0,6877.833,15918.5,507574.667,148083.333,120.0,2.667,3.333,1.667,1.0,1.333,1.0
54712.167,38287.0,45321.833,40312.333,14507.333,26813.167,464741.833,159382.5,125.0,2.667,3.0,1.333,1.0,1.333,1.0
18276.667,54871.0,26107.0,28673.833,11617.833,17219.0,628475.833,87859.0,130.0,3.0,3.0,1.333,1.0,1.333,1.0
24285.833,39632.167,29163.0,33001.667,13194.333,16674.833,682473.0,168678.333,135.0,2.333,3.0,1.333,1.0,1.333,1.0
25221.0,63969.167,15805.667,31837.667,11248.167,10469.5,803305.167,224714.167,140.0,3.0,3.0,1.333,1.0,1.333,1.0
4803.0,8815.0,4255.833,3353.5,3127.667,3335.5,111326.167,20116.0,145.0,3.0,3.0,1.333,1.0,1.333,1.0
10249.0,11382.333,7060.0,8164.333,9631.833,9335.833,117297.333,32922.667,150.0,3.0,3.0,1.333,1.0,1.333,1.0
21260.167,50380.667,25751.167,19504.667,11888.833,14890.333,609284.667,162081.167,155.0,3.0,3.0,1.333,1.0,1.667,1.0
8064.167,19353.167,11777.833,8310.667,4664.167,6692.667,604907.667,61305.333,160.0,3.0,3.0,1.333,1.0,1.667,1.0
7002.0,19524.5,15045.167,12091.333,6221.167,8215.333,390351.833,58083.5,165.0,3.0,3.0,1.333,1.0,1.333,1.0
59997.5,45767.167,21601.333,34239.167,11766.0,16223.667,927031.0,277796.667,170.0,2.333,3.0,1.333,1.0,1.333,1.0
7656.5,16231.667,8722.833,6579.333,3060.333,4438.5,153040.667,108216.333,175.0,2.333,3.0,1.333,1.0,1.333,1.0
17031.333,19839.167,11588.5,12337.667,5751.5,4354.167,237616.833,84337.667,180.0,2.333,3.0,1.333,1.0,1.333,1.0
4458.0,2554.833,2718.833,4060.667,950.667,1099.5,80600.0,22856.833,185.0,2.333,3.0,1.333,1.0,1.333,1.0
7610.5,9398.0,5512.333,6646.333,2630.0,3425.167,301072.667,53653.167,190.0,2.667,3.0,1.333,1.0,1.333,1.0
6454.429,9917.857,7350.143,5002.0,2925.429,1999.429,138633.571,30005.0,195.0,2.667,3.0,1.333,1.0,1.333,1.0
2797.5,2846.5,2768.0,1968.333,1173.167,2180.0,45253.5,12504.0,200.0,2.667,3.0,1.333,1.0,1.333,1.0
1888.0,3334.167,1415.333,1828.667,835.333,825.833,50643.667,19880.333,205.0,2.667,3.0,1.333,1.0,1.333,1.0
6301.167,11342.667,3974.0,5838.833,1233.0,1984.333,313614.333,74188.333,210.0,2.333,3.0,1.333,1.0,1.333,1.0
2970.333,6044.167,4730.667,5721.167,1647.5,1976.667,141558.5,22588.333,215.0,2.333,3.0,1.333,1.0,1.333,1.0
19907.833,43586.667,13843.0,28463.0,12313.833,18897.667,416177.833,158980.333,220.0,2.333,3.0,1.333,1.0,1.333,1.0
8808.833,8124.5,4142.5,5714.167,3705.333,3281.667,173734.5,35823.667,225.0,2.667,3.0,1.333,1.0,1.333,1.0
5738.5,7580.667,5765.333,4341.333,2754.833,2977.667,81785.333,30047.0,230.0,2.667,3.0,1.333,1.0,1.333,1.0
4644.333,6749.333,3087.167,6037.167,2120.167,1989.167,133547.167,24789.667,235.0,3.0,2.667,1.333,1.0,2.0,1.0
10311.667,14558.333,8746.667,8442.5,3327.5,4549.0,291023.0,135037.833,240.0,3.0,2.667,1.333,1.0,2.0,1.0
3273.0,5686.5,3140.0,4948.333,3384.667,3411.167,44735.167,32164.0,245.0,3.0,2.667,1.333,1.0,2.0,1.0
8469.667,19026.667,4702.333,13155.333,3585.0,4763.833,262136.167,74564.667,250.0,3.0,2.667,1.333,1.0,2.0,1.0
6468.0,13242.0,3567.333,4345.333,1991.167,1999.5,125113.0,79239.333,255.0,3.0,2.667,1.0,1.0,1.667,1.0
8679.833,14374.833,5985.833,6215.167,3390.667,3265.5,88156.0,58794.5,260.0,2.667,2.667,1.0,1.0,1.667,1.0
8214.0,14233.833,7336.833,10325.833,6674.167,6988.0,265311.333,44682.833,265.0,2.667,2.667,1.0,1.0,1.667,1.0
8253.0,21040.667,6194.0,6626.833,3305.333,7449.0,115973.5,40674.667,270.0,2.667,2.667,1.0,1.0,1.667,1.0
8874.167,21990.333,10282.833,10337.667,6182.167,8844.167,201995.333,58150.333,275.0,3.0,2.667,1.0,1.0,2.0,1.0
91042.5,139589.333,90690.0,49305.667,71430.833,64937.0,1055762.167,383695.333,280.0,3.0,2.667,1.0,1.0,2.0,1.0
28646.0,24508.167,23360.5,17275.167,6711.0,14599.833,635980.167,89782.0,285.0,3.0,2.667,1.0,1.0,2.0,1.0
51574.333,75481.667,19932.833,18935.5,11316.833,13537.667,614116.333,230363.167,290.0,3.0,3.0,1.0,1.0,1.667,1.0
15915.5,18382.167,13055.0,13749.333,7310.333,12271.0,544796.167,123093.167,295.0,3.0,3.0,1.0,1.0,2.0,1.0
8382.0,11262.667,8721.667,5652.0,3206.0,4009.833,332332.667,43652.0,300.0,3.0,3.333,1.333,1.0,1.667,1.0
19880.0,22758.0,11443.833,21225.167,9253.0,10598.833,220824.833,98151.167,305.0,3.0,3.0,1.333,1.0,1.333,1.0
15325.0,26186.167,10128.833,10566.833,5251.5,7609.333,778171.167,143068.667,310.0,2.333,3.0,1.333,1.0,1.333,1.0
21418.333,22890.0,12393.5,14850.5,7163.5,12869.5,386034.167,88168.667,315.0,3.0,3.0,1.333,1.0,1.333,1.0
38303.167,59826.333,15219.667,12272.833,13246.333,11101.0,423847.0,43485.333,320.0,3.0,3.0,1.333,1.0,1.333,1.0
57418.167,71452.667,21252.333,25946.5,19396.5,16785.5,1099512.167,265285.5,325.0,2.333,3.0,1.333,1.0,1.333,1.0
8394.667,25393.0,9709.667,7791.667,3444.0,4785.833,296174.0,68665.667,330.0,3.0,2.667,1.333,1.0,1.333,1.0
7580.333,8015.333,3999.5,7986.0,2017.0,2918.167,217819.333,30040.5,335.0,3.0,3.0,1.333,1.0,1.333,1.0
12151.5,15666.167,6289.833,9384.333,3525.833,4400.833,165503.0,85847.167,340.0,2.333,3.0,1.333,1.0,1.333,1.0
2970.167,6966.0,3277.167,3220.5,1343.333,1888.167,47527.0,34037.667,345.0,3.0,3.0,1.333,1.0,1.333,1.0
3910.833,7608.0,2729.5,6032.0,1459.0,1322.667,60498.833,27097.667,350.0,2.667,3.0,1.333,1.0,1.333,1.0
5598.5,20808.333,5435.667,11213.5,2491.333,4293.5,464110.333,78310.833,355.0,2.667,3.0,1.333,1.0,1.333,1.0
4028.0,14067.667,5476.833,6507.5,2450.0,3279.0,152165.833,32831.0,360.0,2.333,3.0,1.333,1.0,1.333,1.0
6108.333,7113.167,2384.0,3739.667,1256.167,1851.667,104293.667,28400.333,365.0,2.333,3.0,1.333,1.0,1.333,1.0
4064.0,8388.333,5167.833,4726.833,2190.0,2677.667,152982.333,35040.0,370.0,2.333,3.0,1.333,1.0,1.333,1.0
4773.833,9480.833,5159.167,3995.667,3677.333,3233.0,71154.0,34232.0,375.0,2.333,3.0,1.333,1.0,1.333,1.0
