delta,lowAlpha,highAlpha,lowBeta,highBeta,lowGamma,middleGamma,theta,seconds,arousal,valence,happy,angry,nervous,sad
35934.167,26634.167,23862.5,38811.0,8103.0,10160.167,794266.167,226705.167,5.0,3.0,2.667,1.333,1.0,1.667,1.0
27557.0,56559.667,26493.667,36185.0,4490.167,7974.333,756130.833,141672.667,10.0,3.333,3.0,1.333,1.0,2.0,1.0
15085.0,16344.833,13483.333,11824.0,4303.333,6642.5,1037820.167,58142.333,15.0,3.333,2.667,1.333,1.0,2.333,1.0
26186.167,24033.333,9982.0,25059.333,4297.5,5354.167,1221189.167,155078.667,20.0,3.667,2.667,1.333,1.0,2.333,1.0
47241.5,57411.167,28599.167,40741.333,12758.833,18302.333,792032.833,178371.167,25.0,3.333,2.667,1.333,1.0,2.333,1.0
26194.667,43693.5,21643.667,21801.167,8338.0,11618.333,1053134.333,120436.667,30.0,3.333,2.667,1.333,1.0,2.333,1.0
25832.833,24615.833,13170.5,16666.5,8904.833,7350.833,740133.0,151663.333,35.0,3.333,3.0,1.333,1.0,2.333,1.0
26266.833,53021.5,22866.833,25758.833,12199.667,19177.5,897100.5,225255.167,40.0,4.0,3.333,1.333,1.0,1.667,1.0
85725.833,73733.833,54787.833,74107.333,18733.0,31423.833,1525726.833,525297.167,45.0,3.333,3.333,1.333,1.0,1.667,1.0
29359.833,20196.667,24586.167,34374.167,14378.5,91443.167,451147.333,220656.5,50.0,3.333,3.0,1.333,1.0,2.0,1.0
21485.167,53507.5,20793.167,16687.333,15217.667,21719.0,553720.5,91839.167,55.0,3.333,3.0,1.333,1.0,1.667,1.0
35934.333,66042.0,17398.5,18544.0,9278.5,12996.167,950772.333,217107.167,60.0,3.333,3.0,1.333,1.0,1.667,1.0
25565.5,29457.667,29864.667,44881.5,10901.167,21631.0,1622419.333,387785.167,65.0,3.333,3.0,1.333,1.0,2.0,1.0
11505.833,19995.833,14259.0,21141.5,6480.833,8288.667,546563.667,43121.5,70.0,3.333,3.0,1.333,1.0,1.667,1.0
16501.5,13962.667,20241.0,11411.167,7754.333,11726.333,530692.5,126163.5,75.0,3.333,3.0,1.333,1.0,1.667,1.0
35878.667,34544.167,39220.0,27753.833,11942.167,25210.333,712877.5,206244.0,80.0,3.667,3.0,1.333,1.0,1.667,1.0
16367.833,37404.333,17242.333,17012.333,7209.167,10924.833,601125.167,105769.0,85.0,3.333,3.0,1.333,1.0,2.0,1.0
35628.167,61551.167,45070.333,48878.833,17852.333,34159.167,1474247.5,204690.0,90.0,3.333,3.0,1.333,1.0,2.0,1.0
43179.167,49700.333,22005.333,35481.167,12175.833,22510.333,494616.667,131868.5,95.0,3.333,3.0,1.333,1.0,2.0,1.0
69011.333,56682.0,45552.5,55848.167,18523.0,26490.333,421964.833,273068.0,100.0,3.333,3.0,1.333,1.0,2.0,1.0
14789.167,27786.667,9531.0,13090.333,4704.667,6165.667,285891.0,106710.5,105.0,3.333,3.0,1.333,1.0,2.0,1.0
20457.667,19051.333,6220.667,14103.0,2989.5,3854.167,163782.333,40082.833,110.0,3.333,3.0,1.333,1.0,2.0,1.0
9260.833,12615.833,5216.5,12317.5,2097.5,3328.667,134291.5,59790.167,115.0,3.333,3.0,1.333,1.0,2.333,1.0
43087.833,13658.5,18396.167,22541.0,3368.667,6623.167,550054.667,87727.333,120.0,3.333,3.0,1.333,1.0,2.0,1.0
24400.5,28637.0,18343.5,23252.5,5442.833,10460.0,85673.167,117313.167,125.0,3.333,3.0,1.333,1.0,2.0,1.0
5282.0,5027.167,3270.167,5747.333,2458.667,2502.333,46278.667,27717.833,130.0,3.333,3.0,1.333,1.0,2.0,1.0
15343.667,8602.5,12678.333,8698.667,4495.333,8896.167,59554.333,17340.333,135.0,3.333,3.0,1.333,1.0,2.0,1.0
8163.333,9792.833,7740.833,5911.5,4004.833,3477.833,422709.833,79910.0,140.0,3.333,3.0,1.333,1.0,2.0,1.0
22464.0,14895.5,24702.667,21351.5,3551.0,16448.167,201794.0,49794.0,145.0,3.333,3.0,1.333,1.0,2.0,1.0
18386.5,13863.333,40242.833,16504.0,9840.5,11832.0,241264.667,143574.333,150.0,2.667,2.667,1.667,1.0,1.667,1.0
11448.167,14033.333,21854.667,13189.833,10163.667,11435.0,209810.667,39730.333,155.0,2.667,2.667,1.333,1.0,1.667,1.0
13311.5,19952.667,9907.833,22048.333,5166.833,6026.0,582312.167,74123.5,160.0,2.667,2.667,1.333,1.0,1.667,1.0
42764.0,39692.167,25949.0,41285.5,13798.333,14389.5,850090.667,190452.667,165.0,3.0,2.667,1.333,1.0,1.667,1.0
12070.667,10874.5,15477.0,17006.5,3201.833,4413.5,315270.333,51950.167,170.0,3.0,3.0,1.333,1.0,1.333,1.0
11163.5,19299.5,9002.667,33191.0,2233.167,4151.0,140067.167,42117.5,175.0,3.0,3.0,1.333,1.0,1.333,1.0
17003.167,21564.5,7844.833,11404.167,4945.833,6238.167,69360.833,35545.0,180.0,3.0,3.0,1.333,1.0,1.333,1.0
37606.833,9798.667,15315.0,28287.5,3688.667,7479.5,301966.167,112839.167,185.0,3.0,3.0,1.333,1.0,1.333,1.0
12461.333,35847.833,18424.667,22530.167,9851.5,9678.5,939273.333,111786.833,190.0,3.0,2.667,1.333,1.0,1.333,1.0
67907.286,64653.143,34920.143,61142.714,11299.857,15291.0,895005.571,229230.286,195.0,3.0,2.667,1.333,1.0,1.333,1.0
61259.333,46130.167,46628.0,35788.0,12503.333,12974.667,901336.333,209378.167,200.0,3.0,2.667,1.333,1.0,1.333,1.0
24323.167,27709.167,14170.833,13665.167,3424.5,6327.333,585747.667,90930.0,205.0,3.0,2.667,1.333,1.0,1.333,1.0
22005.333,44868.5,18226.667,21622.0,8273.0,16516.167,919788.5,195803.0,210.0,3.0,2.667,1.333,1.0,1.333,1.0
30012.5,26252.667,23078.333,25405.333,5770.667,13447.833,780607.167,86348.333,215.0,3.0,2.667,1.333,1.0,1.333,1.0
17142.833,29453.333,28243.667,43646.833,8025.0,17336.167,578824.0,131567.5,220.0,3.333,3.0,1.333,1.0,1.333,1.0
46953.5,56549.5,37584.0,48512.0,20905.833,28115.167,974220.167,154313.167,225.0,3.333,3.0,1.333,1.0,1.333,1.0
48843.667,47340.833,26966.5,29787.0,20759.667,22830.667,765652.667,141068.333,230.0,3.0,3.0,1.333,1.0,1.333,1.0
54665.167,71451.0,28467.833,29097.5,18717.333,27016.667,1185977.333,295540.833,235.0,3.0,2.667,1.333,1.0,1.333,1.0
16437.0,29513.167,16605.667,33834.333,12439.667,16284.667,899122.833,109307.0,240.0,3.0,2.667,1.333,1.0,1.333,1.0
39015.667,52779.0,27576.667,31415.833,11563.167,27936.667,1513398.833,342445.333,245.0,3.0,3.0,1.333,1.0,1.333,1.0
20334.833,15637.833,10760.5,14948.167,7586.833,11767.667,280401.167,45436.0,250.0,3.333,3.333,1.333,1.0,1.333,1.0
49741.167,26182.333,25919.0,22636.833,8064.333,10183.833,726605.667,108710.333,255.0,3.333,3.333,1.333,1.0,1.333,1.0
61119.333,38943.167,19580.667,50839.5,4820.5,13973.833,702843.333,238366.5,260.0,3.667,3.333,1.333,1.0,1.333,1.0
11707.5,17798.167,12024.5,25033.5,4820.5,9940.5,868731.5,97933.5,265.0,3.667,3.333,1.333,1.0,1.333,1.0
32959.167,93245.833,36150.167,50676.5,24472.333,20285.667,767150.0,149229.0,270.0,3.667,3.333,1.333,1.0,1.667,1.0
17587.5,56165.333,23040.5,31617.667,6115.667,11931.5,980234.333,129532.167,275.0,3.667,3.333,1.333,1.0,1.333,1.0
17029.167,33664.5,18312.167,32339.5,9317.667,18766.333,907549.667,172022.5,280.0,3.667,3.333,1.333,1.0,1.333,1.0
