delta,lowAlpha,highAlpha,lowBeta,highBeta,lowGamma,middleGamma,theta,seconds,arousal,valence,happy,angry,nervous,sad
13825.333,18548.667,9682.167,8307.833,2932.333,4745.833,578163.5,140002.833,5.0,2.0,2.667,1.0,1.333,2.0,1.0
30397.5,37587.167,21032.167,40265.5,6122.833,5775.0,603222.833,213034.5,10.0,2.667,2.667,1.0,1.333,2.0,1.0
57665.667,58617.667,18898.333,54537.0,10484.833,12600.167,928612.167,243920.0,15.0,2.667,2.667,1.0,1.333,2.0,1.0
17017.833,18694.0,9055.167,15965.5,4435.0,4177.167,625490.833,173521.333,20.0,2.333,2.667,1.0,1.333,2.0,1.0
16611.333,22433.333,7110.5,7530.333,2249.5,2596.167,573622.167,87002.667,25.0,2.667,2.667,1.0,1.333,2.0,1.0
51439.333,37394.333,15588.5,26204.0,4145.333,9232.833,305237.333,241201.667,30.0,2.333,2.667,1.0,1.333,2.0,1.0
30349.333,35237.5,12356.0,21352.167,4521.667,5335.667,762780.333,104716.667,35.0,2.667,2.667,1.0,1.333,2.0,1.0
42798.833,31919.667,28006.333,23921.333,9859.167,15295.667,930618.333,139267.5,40.0,3.667,2.667,1.0,1.333,2.667,1.0
42021.333,60664.667,24532.0,28599.667,10046.667,11326.167,1212673.833,328963.0,45.0,3.667,2.667,1.0,1.333,2.667,1.0
17280.833,16249.333,7921.167,12539.667,2842.5,5830.667,973712.167,82050.5,50.0,3.333,2.667,1.0,1.333,2.667,1.0
26414.0,53960.333,22291.0,24635.167,5234.0,9358.5,797651.5,287073.5,55.0,3.667,2.667,1.0,1.333,2.667,1.0
15024.333,59331.667,17309.667,24818.833,7410.667,9707.333,363850.167,108033.5,60.0,3.667,2.667,1.0,1.333,2.667,1.0
13272.0,21058.167,19205.833,32599.833,4209.5,6649.833,986842.5,147908.0,65.0,3.667,2.667,1.0,1.333,2.667,1.0
53728.0,56098.333,20701.667,30052.333,8070.5,12638.833,1050574.833,231982.667,70.0,3.333,3.0,1.0,1.333,2.333,1.0
14002.833,59367.167,9400.167,10577.0,7451.833,13907.333,330095.833,56190.5,75.0,3.0,3.0,1.0,1.333,2.333,1.0
25079.0,25902.833,15351.833,23937.667,7423.667,8148.5,886940.5,119488.833,80.0,3.333,3.0,1.0,1.333,2.333,1.0
12773.667,20904.167,7186.333,11904.5,3050.833,4142.167,443525.0,63507.0,85.0,3.0,3.0,1.0,1.333,2.333,1.0
28257.667,28317.5,17551.833,19198.833,3541.333,9009.667,690352.667,95878.333,90.0,2.333,3.0,1.0,1.333,2.333,1.0
47614.333,49937.0,14738.667,25406.333,6990.333,13927.333,638686.0,250705.667,95.0,3.0,3.333,1.0,1.333,2.333,1.0
31398.833,85611.833,21166.0,38703.667,3829.5,5195.833,1104322.0,96276.5,100.0,2.333,3.333,1.0,1.0,1.667,1.0
20196.833,51258.167,11430.0,6404.667,3620.167,3687.167,740973.167,103983.167,105.0,2.333,3.333,1.0,1.0,1.667,1.0
