delta,lowAlpha,highAlpha,lowBeta,highBeta,lowGamma,middleGamma,theta,seconds,arousal,valence,happy,angry,nervous,sad
18126.667,28290.5,15113.5,15975.667,8512.0,14864.333,351192.167,55303.833,5.0,2.667,3.333,1.333,1.0,1.333,1.0
16855.833,26858.0,19869.833,9843.0,6365.833,16472.0,598858.0,126011.0,10.0,2.667,3.333,1.333,1.0,1.333,1.0
64917.167,104979.667,52757.5,43468.5,31155.0,61852.833,638335.5,312170.833,15.0,2.667,3.333,1.333,1.0,1.333,1.0
28365.5,30396.833,16660.333,15078.167,7604.333,14745.667,478684.667,63841.333,20.0,2.667,3.333,1.333,1.0,1.333,1.0
42248.833,89667.833,28102.833,22777.667,26881.667,24697.833,1290269.333,244178.167,25.0,2.667,3.333,1.0,1.0,1.333,1.0
38607.333,28256.0,35223.167,31351.667,14572.833,23755.5,1095738.667,166837.333,30.0,2.0,3.333,1.0,1.0,1.333,1.0
20156.5,55706.333,17041.833,22198.167,14692.833,24576.167,664135.0,256535.5,35.0,2.0,3.333,1.0,1.0,1.333,1.0
36506.5,73983.167,33587.5,26776.167,37822.333,23935.833,705327.333,196093.333,40.0,2.333,3.333,1.0,1.0,1.667,1.0
30078.5,21311.667,31147.833,10715.333,12848.5,19423.5,1012767.833,137423.167,45.0,3.0,3.333,1.0,1.0,1.667,1.0
55776.667,134881.167,39472.0,19877.167,57809.5,47664.833,731082.667,162612.5,50.0,2.333,3.333,1.0,1.0,1.667,1.0
21001.167,40970.0,21667.5,21332.667,18089.667,21709.333,882141.667,138900.5,55.0,3.0,3.333,1.0,1.0,2.0,1.0
33891.333,61323.667,19257.167,23580.667,15756.333,21526.833,606521.5,83975.0,60.0,2.333,3.333,1.0,1.0,2.0,1.0
24556.5,34865.5,18545.667,10842.833,18794.667,34785.5,796271.167,92867.0,65.0,2.667,3.333,1.0,1.0,2.0,1.0
41402.333,132833.167,29034.167,26582.5,23615.333,28302.5,843714.167,303808.167,70.0,3.333,3.333,1.0,1.0,2.0,1.0
13452.667,36399.333,13892.5,23983.5,10689.833,18064.667,1207348.833,141898.833,75.0,2.667,3.333,1.0,1.0,1.667,1.0
53877.0,96460.0,48704.833,48753.333,25441.667,44361.833,1333527.333,312901.167,80.0,2.333,3.333,1.0,1.0,1.667,1.0
48567.333,41921.0,48423.333,17917.667,16629.333,30557.833,956567.667,238816.167,85.0,2.333,3.333,1.0,1.0,1.667,1.0
44288.333,55884.5,19472.667,23952.833,18318.0,20927.667,607707.667,146014.0,90.0,2.333,3.333,1.0,1.0,1.667,1.0
36217.667,40366.667,27869.167,24684.0,18697.167,24320.833,1074658.5,161727.833,95.0,2.333,3.333,1.0,1.0,1.667,1.0
26236.833,17479.0,12711.667,11095.0,11500.167,18629.167,1258921.167,107757.5,100.0,2.333,3.0,1.0,1.0,1.667,1.0
