delta,lowAlpha,highAlpha,lowBeta,highBeta,lowGamma,middleGamma,theta
96641.667,113421.0,130443.167,71392.5,59582.5,59173.167,867414.167,393935.667
25206.333,16633.5,17218.667,17690.667,14087.833,15016.0,866598.5,113721.333
11629.0,25016.167,13839.667,46351.333,9956.667,14998.5,223179.333,179104.5
54908.833,31469.333,27840.0,46002.167,10977.333,23534.0,1486645.5,233871.0
19615.333,16933.833,7968.833,13182.0,6718.167,7740.667,1356570.5,79509.833
9043.0,13630.667,6989.167,6846.5,4322.0,8782.667,624031.333,141275.5
19188.667,6783.167,9847.333,8762.5,2636.333,4448.5,322687.333,62675.167
25805.333,21985.667,38617.167,15003.5,10222.667,25888.167,974333.333,239035.5
18081.0,45001.667,26844.0,25015.833,13748.5,12930.5,1238450.167,181131.833
24494.667,38214.0,38095.5,21322.833,9861.0,20410.167,609684.167,121377.5
11519.167,29024.5,10578.5,11100.833,4225.667,6678.0,426537.833,69214.5
20883.5,40615.167,26819.167,16898.0,8267.333,10660.167,1254967.0,216592.333
24046.833,27134.167,32149.0,29321.5,13072.0,17043.5,547648.833,182329.0
39553.833,16227.167,17394.667,29186.167,5069.667,8012.167,650159.333,80747.5
25582.0,25797.167,31447.5,27299.0,9016.0,18169.167,943959.833,78869.833
44260.667,52357.833,25169.667,40628.167,12553.167,26521.167,1105040.5,233676.333
21676.833,39563.333,29959.5,22606.0,10937.833,11538.0,901214.833,261193.5
17653.833,35817.0,17942.833,21570.833,6560.167,13801.333,520651.5,129750.833
47290.667,23046.833,39557.333,35843.833,12030.333,17536.667,864211.0,166604.833
12821.167,22651.833,19502.0,15492.833,11224.667,12526.667,328159.833,102288.167
21112.667,15123.167,19764.5,24174.5,11198.0,11512.5,284185.5,65581.333
114567.667,99299.0,44646.667,37658.333,18440.333,33131.333,1041093.833,278419.667
14312.5,53970.0,7544.667,15754.5,16980.167,19597.833,579155.667,211605.5
13669.667,21333.5,26037.167,22612.333,10144.0,15665.833,705733.667,49551.667
