delta,lowAlpha,highAlpha,lowBeta,highBeta,lowGamma,middleGamma,theta
33928.5,55375.0,24839.167,33507.5,9338.0,25390.5,872068.833,141983.0
165372.333,126756.167,92672.167,102789.167,34402.0,72062.833,1155716.167,520281.0
43806.667,55340.833,40741.167,48248.167,14763.333,21922.333,683052.833,236414.833
89595.667,157056.0,56379.0,54091.0,23550.667,36671.0,701338.167,314290.333
72560.333,84027.833,45302.0,33177.333,11277.5,27762.5,658160.167,279896.333
37446.5,99691.333,48249.667,51450.167,10948.667,15453.0,763361.333,155842.333
39033.5,48634.0,15567.833,24324.167,4157.667,11404.333,877790.5,188092.833
13119.333,45592.167,15852.333,22370.333,4328.667,8260.667,576024.667,137808.333
57762.5,21743.0,29733.833,18384.167,3842.667,11238.5,707108.0,129811.0
41293.0,44430.833,24262.167,24571.167,5789.167,7329.5,573579.333,148352.333
48951.5,40377.333,19972.333,17767.167,2808.5,6422.0,670427.5,205220.667
53904.667,43780.5,40136.0,44209.0,7173.0,9003.833,669940.167,210459.333
102305.0,122169.5,66484.333,51161.667,34126.0,16019.167,886504.333,520337.833
58222.333,154939.667,74572.833,85285.833,24835.167,52179.167,1475269.167,328596.167
55656.333,168643.5,58999.833,79285.333,13857.167,21802.833,1204541.833,312791.833
31288.833,59209.333,13901.5,20593.333,5050.667,11734.167,693004.5,252701.5
112858.667,63058.833,37634.5,36378.333,8367.333,15875.5,506289.667,190120.833
58855.333,53071.333,25793.167,37793.167,10898.833,19978.0,1136658.833,144576.333
110435.333,205851.333,78077.333,70127.0,20804.833,40290.833,870686.0,416788.0
148343.333,118347.5,38331.0,76995.833,17269.0,19865.833,1024059.333,630106.5
89216.5,80128.667,67291.5,68490.5,33461.333,58232.333,918607.5,379375.167
118506.0,137259.333,66745.167,157273.5,42240.5,50272.0,846121.667,482038.333
349511.667,225814.667,96970.167,207900.0,37104.167,82580.833,812860.0,356081.0
65288.5,61731.167,78080.333,61431.167,23461.667,67787.167,876648.333,189359.667
124317.5,67621.833,99878.667,160666.667,42296.5,73823.167,974868.167,422624.5
63856.667,117793.333,81785.833,121835.0,34012.833,60303.0,865775.167,316736.333
57517.5,50953.667,21967.0,31403.0,4599.333,5387.333,983688.167,87152.5
108295.167,258326.167,179632.333,237347.333,49802.833,72171.5,797494.167,516792.333
109914.833,190764.0,148106.0,107413.5,32862.333,68470.667,1285963.5,312158.333
76680.5,213270.5,39308.5,141785.5,18525.833,36351.5,783398.0,448857.667
71759.333,213845.333,104111.0,238495.167,57015.667,88282.333,816437.667,336788.667
61643.167,75726.333,56621.833,62542.0,25999.167,37098.333,793821.667,329420.5
115004.667,102624.0,160088.833,124025.0,56276.167,59597.167,920048.167,585486.0
92641.667,112982.0,107686.333,187690.167,51096.0,108261.5,973493.5,610825.167
104182.667,83816.5,109168.833,106788.667,41357.5,65908.833,1533593.833,412842.833
68932.833,145427.667,74383.333,77983.667,38274.0,59353.0,597925.833,309629.333
137895.0,249021.5,129055.333,112540.5,31253.5,59707.5,736814.5,344469.667
113458.667,124769.167,95572.833,119324.167,28213.5,55866.333,981061.167,311917.0
200302.857,118777.143,332596.0,266119.714,67132.286,123694.0,892706.571,471355.143
103268.0,74062.5,84178.167,62050.0,30449.0,77785.333,777780.333,446748.667
28694.667,34855.667,28796.833,25361.5,9062.833,13582.5,559557.167,147667.5
186063.667,137037.833,90605.333,150531.667,44933.833,58325.833,905850.5,646463.167
50277.0,203703.333,91026.667,55602.0,16352.333,37369.167,961574.167,298113.833
108861.0,174402.333,93100.667,97663.833,22770.167,53774.5,1594099.333,432142.833
58855.667,165837.5,54329.333,35218.0,12533.333,29708.833,967766.0,313064.167
38436.167,54721.0,36895.333,52797.333,8029.0,13572.0,681299.333,131686.667
32709.5,215911.167,46604.0,38997.667,13626.167,12443.833,931534.667,284016.833
54986.5,35961.333,37251.667,35620.667,11718.167,18575.333,462986.0,330847.5
78872.167,209293.667,21013.167,60136.5,8759.333,19986.667,684220.333,416874.0
124300.833,105470.0,55359.833,64258.0,29079.333,39585.667,753850.333,407287.0
134002.0,155805.833,85565.833,107416.0,40732.0,52187.0,880762.167,570286.667
56306.833,78183.5,51354.5,21332.167,10129.0,31528.167,784269.167,377019.833
75992.167,113740.5,43955.167,51361.5,12797.667,50981.0,643468.5,538727.0
51731.167,62108.5,68027.667,32826.333,26892.167,30243.167,677966.167,206322.333
85909.0,35801.833,92073.833,96156.0,33105.0,42763.0,516173.833,257156.833
90019.167,348382.833,162803.333,267218.0,35218.5,84517.167,1211383.333,511341.333
124556.333,273919.167,122178.0,119908.167,62459.167,60862.333,1185717.667,523458.333
242648.833,182571.667,171539.5,85511.667,42642.333,69719.333,904289.0,733777.0
66965.0,85489.667,57138.0,59118.333,17859.167,32642.833,471858.0,88312.0
61772.333,126077.667,102337.5,84414.333,30473.167,27855.667,377754.167,144092.0
190015.5,221182.833,202723.167,168003.167,70112.167,143687.0,946210.0,575785.333
178600.833,279050.333,174053.333,151472.167,68912.5,63279.5,1366851.667,342499.667
199977.167,231191.833,263238.333,208256.333,67471.0,117474.5,1234915.333,686539.0
50560.0,124349.0,139757.0,139911.167,59242.333,79824.167,1622774.5,392559.333
111866.167,180202.833,122501.667,104582.5,44374.0,74565.833,997326.167,470989.5
183306.833,480257.0,230307.667,135115.333,76397.167,46660.167,665671.833,501926.333
66862.5,174503.167,95057.0,97130.0,54145.5,110122.0,843408.0,251893.833
146414.833,425018.0,274825.667,149039.5,52640.667,126412.167,1124076.833,415024.167
32309.167,98851.333,48718.667,37327.167,28180.0,26522.833,545320.0,134227.333
73915.333,56477.167,75544.833,48189.5,36319.0,40281.833,734374.5,186198.667
211666.0,259837.167,224103.667,171546.167,55324.333,108074.0,1128962.5,705262.167
49998.833,92650.833,52309.5,44162.5,26017.333,32414.5,583483.667,239951.667
108221.333,154149.0,114978.833,149095.667,38429.667,55373.667,1132604.833,288364.0
56041.667,153724.833,59206.833,66012.333,13295.5,31001.333,1430481.5,324292.0
114643.833,67402.5,96950.0,88590.167,40433.0,53574.333,798774.167,405980.833
46834.333,102170.5,36887.667,49964.833,15739.667,23836.833,736871.833,318174.0
61140.333,31817.333,38064.167,30545.5,15461.333,17270.833,775209.833,154035.5
72459.0,110481.5,76190.0,65158.5,28906.0,29165.667,762868.833,411055.667
39775.714,71666.857,79996.286,38516.0,17309.857,40545.286,1085846.571,138055.0
44233.5,54697.167,55543.5,80763.833,25726.167,33255.167,760390.667,227514.333
102806.667,168686.333,99846.167,108146.667,56969.333,51412.667,1020555.333,335965.0
100930.167,64785.833,46558.5,33605.667,15077.5,29684.667,651399.333,389288.0
95915.167,94970.833,100207.5,109758.833,28607.833,40335.667,1196737.167,512748.0
70883.0,61179.333,50284.167,54254.5,25837.667,40229.667,726672.833,404063.833
86256.833,57472.833,50696.0,45043.5,17437.833,35968.833,948465.0,274601.5
32900.167,67563.333,28729.167,48426.0,14423.333,17863.833,444112.0,214962.667
229500.833,245581.0,141678.333,196990.667,75870.333,121152.833,941378.333,283103.167
64999.167,46026.167,51842.333,49258.0,15098.333,28420.5,844977.0,141234.167
91523.167,126787.667,110820.167,215161.667,49748.667,66344.167,861800.167,484819.5
155746.667,161975.333,214245.667,116834.667,49233.333,105833.0,1258276.833,525803.833
170731.167,225287.5,317953.667,124716.167,56882.667,66761.333,1118631.5,587392.167
122244.667,149370.667,129868.0,60904.5,40394.167,57119.0,724342.833,431800.0
90224.5,154571.167,162771.667,98943.0,41126.167,70007.167,663843.167,529347.0
121518.167,126090.833,114507.667,153692.0,20714.0,31033.333,1334520.0,841796.333
