results/alternatives/0/confidence,results/alternatives/0/transcript,results/alternatives/0/words/0/confidence,reult/alternative/0/word/0/endTime,reult/alternative/0/word/0/tartTime,results/alternatives/0/words/0/word,results/channelTag,results/languageCode,reult/reultEndTime
0.77739894,the time will start now you can start,0.91283858,0.2,0.1,the,18,en-us,4.690612
0.77739894,,0.91283858,0.5,0.2,time,18,en-us,4.690612
0.77739894,,0.60059249,0.6,0.5,will,18,en-us,4.690612
0.77739894,,0.70133513,0.9,0.6,start,18,en-us,4.690612
0.77739894,,0.71768224,1.3,0.9,now,18,en-us,4.690612
0.77739894,,0.91283858,3.6,3.5,you,18,en-us,4.690612
0.77739894,,0.76598644,3.7,3.6,can,18,en-us,4.690612
0.77739894,,0.69507974,4.4,3.7,start,18,en-us,4.690612
0.7743454,the time will start now you can start,0.91283858,0.2,0.1,the,18,en-us,4.710657
0.7743454,,0.80238843,0.5,0.2,time,18,en-us,4.710657
0.7743454,,0.57535565,0.6,0.5,will,18,en-us,4.710657
0.7743454,,0.704539,0.9,0.6,start,18,en-us,4.710657
0.7743454,,0.70728332,1.3,0.9,now,18,en-us,4.710657
0.7743454,,0.91283858,3.6,3.5,you,18,en-us,4.710657
0.7743454,,0.91283858,3.7,3.6,can,18,en-us,4.710657
0.7743454,,0.66668129,4.4,3.7,start,18,en-us,4.710657
0.91283858, first,0.91283858,5.8,5.3,first,18,en-us,6.183991
0.80498117, these refuges came from your men right and they left because the their country had to Terrors and,0.8000567,8.9,8.6,these,18,en-us,16.547438
0.80498117,,0.88033223,9.5,8.9,refuges,18,en-us,16.547438
0.80498117,,0.75936073,10.1,9.5,came,18,en-us,16.547438
0.80498117,,0.91283858,10.7,10.5,from,18,en-us,16.547438
0.80498117,,0.8263368,10.8,10.7,your,18,en-us,16.547438
0.80498117,,0.90421331,11.1,10.8,men,18,en-us,16.547438
0.80498117,,0.72814161,11.6,11.1,right,18,en-us,16.547438
0.80498117,,0.91283858,11.9,11.7,and,18,en-us,16.547438
0.80498117,,0.74629384,12.0,11.9,they,18,en-us,16.547438
0.80498117,,0.81407034,12.3,12.0,left,18,en-us,16.547438
0.80498117,,0.71892744,13.0,12.3,because,18,en-us,16.547438
0.80498117,,0.72578782,13.4,13.0,the,18,en-us,16.547438
0.80498117,,0.91283858,13.7,13.5,their,18,en-us,16.547438
0.80498117,,0.84753454,14.3,13.7,country,18,en-us,16.547438
0.80498117,,0.84753472,14.8,14.6,had,18,en-us,16.547438
0.80498117,,0.59446299,14.9,14.8,to,18,en-us,16.547438
0.80498117,,0.91283858,15.3,14.9,Terrors,18,en-us,16.547438
0.80498117,,0.64525229,15.9,15.3,and,18,en-us,16.547438
0.91283864, regime was being,0.91283858,17.6,17.2,regime,18,en-us,18.69229
0.91283864,,0.91283858,17.8,17.6,was,18,en-us,18.69229
0.91283864,,0.91283858,18.3,17.8,being,18,en-us,18.69229
0.89519435, these refugees came from your men right and they left because the their country at the Terrors and regime was being,0.91283858,8.9,8.6,these,18,en-us,18.712336
0.89519435,,0.91283858,9.5,8.9,refugees,18,en-us,18.712336
0.89519435,,0.91283858,10.1,9.5,came,18,en-us,18.712336
0.89519435,,0.91283858,10.7,10.5,from,18,en-us,18.712336
0.89519435,,0.91283858,10.8,10.7,your,18,en-us,18.712336
0.89519435,,0.91283858,11.1,10.8,men,18,en-us,18.712336
0.89519435,,0.91283858,11.6,11.1,right,18,en-us,18.712336
0.89519435,,0.91283858,11.9,11.7,and,18,en-us,18.712336
0.89519435,,0.91283858,12.0,11.9,they,18,en-us,18.712336
0.89519435,,0.91283858,12.3,12.0,left,18,en-us,18.712336
0.89519435,,0.91283858,13.0,12.3,because,18,en-us,18.712336
0.89519435,,0.91283858,13.4,13.0,the,18,en-us,18.712336
0.89519435,,0.91283858,13.7,13.5,their,18,en-us,18.712336
0.89519435,,0.91283858,14.3,13.7,country,18,en-us,18.712336
0.89519435,,0.91283858,14.8,14.6,at,18,en-us,18.712336
0.89519435,,0.73234117,14.9,14.8,the,18,en-us,18.712336
0.89519435,,0.91283858,15.3,14.9,Terrors,18,en-us,18.712336
0.89519435,,0.76231909,15.9,15.3,and,18,en-us,18.712336
0.89519435,,0.91283858,17.6,17.2,regime,18,en-us,18.712336
0.89519435,,0.91283858,17.8,17.6,was,18,en-us,18.712336
0.89519435,,0.87332726,18.2,17.8,being,18,en-us,18.712336
0.9128384, because they thought the country was dangerous after all and they have nowhere to go and Korea is a developed Nation also part of the United Nations I think they have the responsibility to take in the refugees,0.91283858,21.2,21.0,because,18,en-us,33.445669
0.9128384,,0.91283858,21.3,21.2,they,18,en-us,33.445669
0.9128384,,0.91283858,21.6,21.3,thought,18,en-us,33.445669
0.9128384,,0.91283858,21.7,21.6,the,18,en-us,33.445669
0.9128384,,0.91283858,22.1,21.7,country,18,en-us,33.445669
0.9128384,,0.91283858,22.4,22.1,was,18,en-us,33.445669
0.9128384,,0.91283858,23.0,22.4,dangerous,18,en-us,33.445669
0.9128384,,0.91283858,23.5,23.2,after,18,en-us,33.445669
0.9128384,,0.91283858,23.7,23.5,all,18,en-us,33.445669
0.9128384,,0.91283858,23.9,23.7,and,18,en-us,33.445669
