,Unnamed: 0,results/alternatives/0/confidence,full_transcript,results/alternatives/0/words/0/confidence,reult/alternative/0/word/0/endTime,startTime,word,results/channelTag,results/languageCode,reult/reultEndTime,p21,seconds,arousal,valence,happy,angry,nervous,sad,p22,seconds2,arousal2,valence2,happy2,angry2,nervous2,sad2,new_words,p21_trans,seconds_trans,arousal_trans,valence_trans,happy_trans,angry_trans,nervous_trans,sad_trans,p22_trans,seconds2_trans,arousal2_trans,valence2_trans,happy2_trans,angry2_trans,nervous2_trans,sad2_trans
0,0,0.84438854,no and you may be good,0.84546191,1.0,0.6,no,22,en-us,2.275147,,5.0,2.333,3.333,1.333,1.0,1.0,1.0,,5.0,1.667,3.333,1.667,1.0,1.333,1.0,no and you may be good yeah,,5.0,2.333,3.333,1.333,1.0,1.0,1.0,,5.0,1.667,3.333,1.667,1.0,1.333,1.0
1,1,0.84438854,,0.91283858,1.2,1.0,and,22,en-us,2.275147,,5.0,2.333,3.333,1.333,1.0,1.0,1.0,,5.0,1.667,3.333,1.667,1.0,1.333,1.0,I think that Korea Government should be,,10.0,2.333,3.333,1.333,1.0,1.0,1.0,,10.0,2.0,3.333,1.667,1.0,1.333,1.0
2,2,0.84438854,,0.91283858,1.3,1.2,you,22,en-us,2.275147,,5.0,2.333,3.333,1.333,1.0,1.0,1.0,,5.0,1.667,3.333,1.667,1.0,1.333,1.0,Korean government should shoot like that,,15.0,1.667,3.333,1.333,1.0,1.0,1.0,,15.0,1.667,3.333,1.667,1.0,1.333,1.0
3,3,0.84438854,,0.91283858,1.4,1.3,may,22,en-us,2.275147,,5.0,2.333,3.333,1.333,1.0,1.0,1.0,,5.0,1.667,3.333,1.667,1.0,1.333,1.0,yeah minion people to come to Korea to get their Asylum status,,20.0,1.667,3.333,1.333,1.0,1.0,1.0,,20.0,1.667,3.333,1.667,1.0,1.333,1.0
4,4,0.84438854,,0.76392215,1.5,1.4,be,22,en-us,2.275147,,5.0,2.333,3.333,1.333,1.0,1.0,1.0,,5.0,1.667,3.333,1.667,1.0,1.333,1.0,and there is a reasons firstly,,25.0,1.667,3.333,1.333,1.0,1.0,1.0,,25.0,2.0,3.333,1.667,1.0,1.667,1.0
5,5,0.84438854,,0.71843147,1.8,1.5,good,22,en-us,2.275147,,5.0,2.333,3.333,1.333,1.0,1.0,1.0,,5.0,1.667,3.333,1.667,1.0,1.333,1.0,it's I think that it's time for Korea to break down the Monokuma no culturalism,,30.0,2.333,3.333,1.333,1.0,1.0,1.0,,30.0,3.0,3.333,1.333,1.0,2.0,1.0
6,6,0.91143477, yeah I think that Korea Government should be,0.91283858,5.4,5.0,yeah,22,en-us,9.5917,,5.0,2.333,3.333,1.333,1.0,1.0,1.0,,5.0,1.667,3.333,1.667,1.0,1.333,1.0,as you know Korea Korea has like consist creates consists of like only 12 people like which is,,35.0,2.333,3.333,1.333,1.0,1.0,1.0,,35.0,2.667,3.333,1.333,1.0,2.0,1.0
7,7,0.91143477,,0.91283858,6.0,5.9,I,22,en-us,9.5917,,10.0,2.333,3.333,1.333,1.0,1.0,1.0,,10.0,2.0,3.333,1.667,1.0,1.333,1.0,Asian so it's not really comfortable for Koreans to live with,,40.0,1.667,3.333,1.333,1.0,1.0,1.0,,40.0,3.0,3.333,1.333,1.0,2.0,1.0
8,8,0.91143477,,0.91283858,6.3,6.0,think,22,en-us,9.5917,,10.0,2.333,3.333,1.333,1.0,1.0,1.0,,10.0,2.0,3.333,1.667,1.0,1.333,1.0,people from other countries however as time passes many people,,45.0,1.667,3.333,1.333,1.0,1.0,1.0,,45.0,3.0,3.333,1.333,1.0,2.0,1.0
9,9,0.91143477,,0.91283858,6.7,6.3,that,22,en-us,9.5917,,10.0,2.333,3.333,1.333,1.0,1.0,1.0,,10.0,2.0,3.333,1.667,1.0,1.333,1.0,starts to come through yet and I think that,,50.0,2.0,3.333,1.333,1.0,1.0,1.0,,50.0,3.333,3.333,1.333,1.0,2.0,1.0
