,Unnamed: 0,results/alternatives/0/confidence,full_transcript,results/alternatives/0/words/0/confidence,reult/alternative/0/word/0/endTime,startTime,word,results/channelTag,results/languageCode,reult/reultEndTime,p17,seconds,arousal,valence,happy,angry,nervous,sad,p18,seconds2,arousal2,valence2,happy2,angry2,nervous2,sad2,new_words,p17_trans,seconds_trans,arousal_trans,valence_trans,happy_trans,angry_trans,nervous_trans,sad_trans,p18_trans,seconds2_trans,arousal2_trans,valence2_trans,happy2_trans,angry2_trans,nervous2_trans,sad2_trans
0,0,0.91283858, first,0.91283858,5.8,5.3,first,18,en-us,6.183991,,5.0,2.667,3.333,1.333,1.0,1.0,1.0,,5.0,1.667,2.667,1.0,1.0,1.333,1.0,first these refugees came,,5.0,2.667,3.333,1.333,1.0,1.0,1.0,,5.0,1.667,2.667,1.0,1.0,1.333,1.0
1,1,0.89519435, these refugees came from your men right and they left because the their country at the Terrors and regime was being,0.91283858,8.9,8.6,these,18,en-us,18.712336,,5.0,2.667,3.333,1.333,1.0,1.0,1.0,,5.0,1.667,2.667,1.0,1.0,1.333,1.0,from your men right and they left because the their country at the Terrors and regime was being,,10.0,2.667,3.333,1.333,1.0,1.0,1.0,,10.0,1.667,2.667,1.0,1.0,1.333,1.0
2,2,0.89519435,,0.91283858,9.5,8.9,refugees,18,en-us,18.712336,,5.0,2.667,3.333,1.333,1.0,1.0,1.0,,5.0,1.667,2.667,1.0,1.0,1.333,1.0,because they thought the country was dangerous after all and,,15.0,2.667,3.333,1.333,1.0,1.0,1.0,,15.0,1.667,2.333,1.0,1.0,1.667,1.0
3,3,0.89519435,,0.91283858,10.1,9.5,came,18,en-us,18.712336,,5.0,2.667,3.333,1.333,1.0,1.0,1.0,,5.0,1.667,2.667,1.0,1.0,1.333,1.0,they have nowhere to go and Korea is a developed Nation also part of the United Nations,,20.0,2.667,3.333,1.333,1.0,1.0,1.0,,20.0,2.333,3.0,1.0,1.0,1.333,1.0
4,4,0.89519435,,0.91283858,10.7,10.5,from,18,en-us,18.712336,,10.0,2.667,3.333,1.333,1.0,1.0,1.0,,10.0,1.667,2.667,1.0,1.0,1.333,1.0,I think they have the responsibility to take in the refugees SL pasta,,25.0,3.0,2.667,1.0,1.0,2.0,1.0,,25.0,2.333,3.333,1.0,1.0,1.0,1.0
5,5,0.89519435,,0.91283858,10.8,10.7,your,18,en-us,18.712336,,10.0,2.667,3.333,1.333,1.0,1.0,1.0,,10.0,1.667,2.667,1.0,1.0,1.333,1.0,okay so again is the refugee letting the refugee into,,30.0,3.0,2.667,1.0,1.0,2.0,1.0,,30.0,2.0,3.333,1.0,1.0,1.0,1.0
6,6,0.89519435,,0.91283858,11.1,10.8,men,18,en-us,18.712336,,10.0,2.667,3.333,1.333,1.0,1.0,1.0,,10.0,1.667,2.667,1.0,1.0,1.333,1.0,Jeju Island because first of all they are abusing The Immigrant love which is,,35.0,3.0,3.0,1.333,1.0,1.333,1.0,,35.0,2.333,3.0,1.0,1.0,1.333,1.333
7,7,0.89519435,,0.91283858,11.6,11.1,right,18,en-us,18.712336,,10.0,2.667,3.333,1.333,1.0,1.0,1.0,,10.0,1.667,2.667,1.0,1.0,1.333,1.0,well first of all judges like a visa-free island so they can stay for 30,,40.0,3.0,2.667,1.0,1.0,1.333,1.0,,40.0,2.333,4.0,1.0,1.0,1.0,1.0
8,8,0.89519435,,0.91283858,11.9,11.7,and,18,en-us,18.712336,,10.0,2.667,3.333,1.333,1.0,1.0,1.0,,10.0,1.667,2.667,1.0,1.0,1.333,1.0,days but after that they have to go out but if they challenge,,45.0,2.333,2.333,1.333,1.0,1.0,1.0,,45.0,2.333,3.667,1.0,1.0,1.0,1.0
9,9,0.89519435,,0.91283858,12.0,11.9,they,18,en-us,18.712336,,10.0,2.667,3.333,1.333,1.0,1.0,1.0,,10.0,1.667,2.667,1.0,1.0,1.333,1.0,for a trial at the court to let them into can stay for additional 90 days and,,50.0,2.667,2.333,1.333,1.0,1.0,1.0,,50.0,2.0,3.667,1.0,1.0,1.0,1.0
10,10,0.89519435,,0.91283858,12.3,12.0,left,18,en-us,18.712336,,10.0,2.667,3.333,1.333,1.0,1.0,1.0,,10.0,1.667,2.667,1.0,1.0,1.333,1.0,and of Korean government has to provide like food shelter and,,55.0,2.333,2.333,1.333,1.0,1.0,1.0,,55.0,2.0,3.667,1.0,1.0,1.0,1.0
11,11,0.89519435,,0.91283858,13.0,12.3,because,18,en-us,18.712336,,10.0,2.667,3.333,1.333,1.0,1.0,1.0,,10.0,1.667,2.667,1.0,1.0,1.333,1.0,even for kids they have to provide Public Health Care and education so,,60.0,2.333,2.333,1.333,1.0,1.0,1.0,,60.0,2.0,3.667,1.0,1.0,1.0,1.0
12,12,0.89519435,,0.91283858,13.4,13.0,the,18,en-us,18.712336,,10.0,2.667,3.333,1.333,1.0,1.0,1.0,,10.0,1.667,2.667,1.0,1.0,1.333,1.0,I think they're kind of abusing that system and second of all I think it's bit,,65.0,2.667,2.333,1.333,1.0,1.0,1.0,,65.0,2.667,4.0,1.0,1.0,1.0,1.0
13,13,0.89519435,,0.91283858,13.7,13.5,their,18,en-us,18.712336,,10.0,2.667,3.333,1.333,1.0,1.0,1.0,,10.0,1.667,2.667,1.0,1.0,1.333,1.0,premature for both the refugees and Korean people to accept,,70.0,2.667,2.333,1.333,1.0,1.0,1.0,,70.0,2.667,3.667,1.0,1.0,1.0,1.0
14,14,0.89519435,,0.91283858,14.3,13.7,country,18,en-us,18.712336,,10.0,2.667,3.333,1.333,1.0,1.0,1.0,,10.0,1.667,2.667,1.0,1.0,1.333,1.0,each other for example Yemen is in the Middle East so it's,,75.0,2.667,2.333,1.333,1.0,1.0,1.0,,75.0,2.667,3.667,1.0,1.0,1.333,1.0
15,15,0.89519435,,0.91283858,14.8,14.6,at,18,en-us,18.712336,,10.0,2.667,3.333,1.333,1.0,1.0,1.0,,10.0,1.667,2.667,1.0,1.0,1.333,1.0,to the culture and like the food in general is different from Korea so,,80.0,2.333,2.333,1.333,1.0,1.0,1.0,,80.0,2.0,3.667,1.0,1.0,1.0,1.0
16,16,0.89519435,,0.73234117,14.9,14.8,the,18,en-us,18.712336,,10.0,2.667,3.333,1.333,1.0,1.0,1.0,,10.0,1.667,2.667,1.0,1.0,1.333,1.0,for the Koreans it's hard to understand them and also,,85.0,2.333,2.333,1.333,1.0,1.0,1.0,,85.0,2.0,3.667,1.0,1.0,1.0,1.0
17,17,0.89519435,,0.91283858,15.3,14.9,Terrors,18,en-us,18.712336,,10.0,2.667,3.333,1.333,1.0,1.0,1.0,,10.0,1.667,2.667,1.0,1.0,1.333,1.0,for the young man is will be quite hard to settle down in Korea so yeah I didn't,,90.0,2.333,2.333,1.333,1.0,1.0,1.0,,90.0,2.333,4.0,1.0,1.0,1.0,1.0
18,18,0.89519435,,0.76231909,15.9,15.3,and,18,en-us,18.712336,,10.0,2.667,3.333,1.333,1.0,1.0,1.0,,10.0,1.667,2.667,1.0,1.0,1.333,1.0,think there is responsibility for Korea to Lieutenant,,95.0,3.0,3.0,1.0,1.0,1.333,1.0,,95.0,2.333,4.0,1.0,1.0,1.0,1.0
19,19,0.89519435,,0.91283858,17.6,17.2,regime,18,en-us,18.712336,,10.0,2.667,3.333,1.333,1.0,1.0,1.0,,10.0,1.667,2.667,1.0,1.0,1.333,1.0,okay Point she said that they are abusing the law but the question of the debate is whether Korea should,,100.0,3.0,3.0,1.0,1.0,1.333,1.0,,100.0,2.0,3.0,1.0,1.0,1.333,1.0
20,20,0.89519435,,0.91283858,17.8,17.6,was,18,en-us,18.712336,,10.0,2.667,3.333,1.333,1.0,1.0,1.0,,10.0,1.667,2.667,1.0,1.0,1.333,1.0,accept the refugees and therefore the law is not the issue if they're abusing the law we can change the law,,105.0,3.0,3.0,1.0,1.0,1.0,1.0,,105.0,2.0,3.0,1.0,1.0,1.333,1.0
21,21,0.89519435,,0.87332726,18.2,17.8,being,18,en-us,18.712336,,10.0,2.667,3.333,1.333,1.0,1.0,1.0,,10.0,1.667,2.667,1.0,1.0,1.333,1.0,so that they can stay in more legally without using the sides,,110.0,3.0,3.0,1.0,1.0,1.0,1.0,,110.0,2.333,3.333,1.333,1.0,1.667,1.0
22,22,0.9128384, because they thought the country was dangerous after all and they have nowhere to go and Korea is a developed Nation also part of the United Nations I think they have the responsibility to take in the refugees,0.91283858,21.2,21.0,because,18,en-us,33.445669,,15.0,2.667,3.333,1.333,1.0,1.0,1.0,,15.0,1.667,2.333,1.0,1.0,1.667,1.0,gates in the law and the second you said that Koreans and Muslims are so different that it's it's not realistic that they live together,,115.0,3.0,3.0,1.0,1.0,1.0,1.0,,115.0,2.333,3.333,1.0,1.0,1.667,1.0
23,23,0.9128384,,0.91283858,21.3,21.2,they,18,en-us,33.445669,,15.0,2.667,3.333,1.333,1.0,1.0,1.0,,15.0,1.667,2.333,1.0,1.0,1.667,1.0,but we have seen many cases in history like Germany and France everything,,120.0,3.333,3.667,1.333,1.0,1.0,1.0,,120.0,2.333,3.333,1.0,1.0,1.667,1.0
