,Unnamed: 0,results/alternatives/0/confidence,full_transcript,results/alternatives/0/words/0/confidence,reult/alternative/0/word/0/endTime,startTime,word,results/channelTag,results/languageCode,reult/reultEndTime,p5,seconds,arousal,valence,happy,angry,nervous,sad,p6,seconds2,arousal2,valence2,happy2,angry2,nervous2,sad2,new_words,p5_trans,seconds_trans,arousal_trans,valence_trans,happy_trans,angry_trans,nervous_trans,sad_trans,p6_trans,seconds2_trans,arousal2_trans,valence2_trans,happy2_trans,angry2_trans,nervous2_trans,sad2_trans
0,0,0.83538342,okay so which I'm trying to argue against the yemeni refugees coming hurry up and think the strongest point that I can make is practically speaking the resources high and South Korea is not big enough to take in any more foreigners and for labor force so if they're coming for a tourist purpose they're actually being Spenders their customers so they're actually increase,0.91283858,4.2,3.7,okay,6,en-us,30.298549,,5.0,3.0,3.0,1.667,1.0,1.667,1.0,,5.0,3.0,2.667,1.333,1.0,1.667,1.0,okay so which I'm trying to argue against the yemeni refugees,,5.0,3.0,3.0,1.667,1.0,1.667,1.0,,5.0,3.0,2.667,1.333,1.0,1.667,1.0
1,1,0.83538342,,0.91283858,6.0,5.4,so,6,en-us,30.298549,,5.0,3.0,3.0,1.667,1.0,1.667,1.0,,5.0,3.0,2.667,1.333,1.0,1.667,1.0,coming hurry up and think the strongest point that I can make is practically speaking the,,10.0,3.0,3.0,1.667,1.0,1.667,1.0,,10.0,3.333,2.667,1.333,1.0,1.333,1.0
2,2,0.83538342,,0.91283858,6.7,6.5,which,6,en-us,30.298549,,5.0,3.0,3.0,1.667,1.0,1.667,1.0,,5.0,3.0,2.667,1.333,1.0,1.667,1.0,resources high and South Korea is not big enough to take in any more foreigners and for labor force so,,15.0,3.333,3.0,1.667,1.0,1.667,1.0,,15.0,3.333,2.667,1.333,1.0,1.333,1.0
3,3,0.83538342,,0.91283858,6.8,6.7,I'm,6,en-us,30.298549,,5.0,3.0,3.0,1.667,1.0,1.667,1.0,,5.0,3.0,2.667,1.333,1.0,1.667,1.0,if they're coming for a tourist purpose they're actually being Spenders,,20.0,3.333,3.333,1.667,1.0,1.667,1.0,,20.0,3.333,2.667,1.333,1.0,1.333,1.0
4,4,0.83538342,,0.91283858,7.1,6.8,trying,6,en-us,30.298549,,5.0,3.0,3.0,1.667,1.0,1.667,1.0,,5.0,3.0,2.667,1.333,1.0,1.667,1.0,their customers so they're actually increase resource pie with Korea,,25.0,3.333,3.667,1.667,1.667,1.333,1.0,,25.0,2.667,2.667,1.333,1.0,1.333,1.0
5,5,0.83538342,,0.91283858,7.2,7.1,to,6,en-us,30.298549,,5.0,3.0,3.0,1.667,1.0,1.667,1.0,,5.0,3.0,2.667,1.333,1.0,1.667,1.0,but then the thing is these people are coming in as refugees he wants to be letting so labor,,30.0,3.0,3.667,1.667,1.667,1.333,1.0,,30.0,2.667,2.667,1.333,1.0,1.333,1.0
6,6,0.83538342,,0.91283858,7.4,7.2,argue,6,en-us,30.298549,,5.0,3.0,3.0,1.667,1.0,1.667,1.0,,5.0,3.0,2.667,1.333,1.0,1.667,1.0,force or thing is the unemployment rate in Korea is like,,35.0,3.0,3.667,1.667,1.0,1.333,1.0,,35.0,3.0,2.667,1.333,1.0,1.333,1.0
7,7,0.83538342,,0.91283858,8.1,7.4,against,6,en-us,30.298549,,5.0,3.0,3.0,1.667,1.0,1.667,1.0,,5.0,3.0,2.667,1.333,1.0,1.667,1.0,3% and then the young adult unemployment rate is shoots up,,40.0,3.0,3.667,1.667,1.0,1.333,1.0,,40.0,3.0,3.0,1.333,1.0,1.333,1.0
8,8,0.83538342,,0.91283858,8.2,8.1,the,6,en-us,30.298549,,5.0,3.0,3.0,1.667,1.0,1.667,1.0,,5.0,3.0,2.667,1.333,1.0,1.667,1.0,to an eight point eight percent so that really means that young people are having a hard time finding jobs,,45.0,3.0,4.0,1.667,1.0,1.333,1.0,,45.0,3.0,3.0,1.333,1.0,1.333,1.0
9,9,0.83538342,,0.91283858,8.6,8.2,yemeni,6,en-us,30.298549,,5.0,3.0,3.0,1.667,1.0,1.667,1.0,,5.0,3.0,2.667,1.333,1.0,1.667,1.0,in other words I keep on going back to the point saying we don't have a large in a resource,,50.0,3.0,3.333,1.333,1.0,1.0,1.0,,50.0,3.0,3.0,1.333,1.0,1.333,1.0
