,Unnamed: 0,results/alternatives/0/confidence,full_transcript,results/alternatives/0/words/0/confidence,reult/alternative/0/word/0/endTime,startTime,word,results/channelTag,results/languageCode,reult/reultEndTime,p11,seconds,arousal,valence,happy,angry,nervous,sad,p12,seconds2,arousal2,valence2,happy2,angry2,nervous2,sad2,new_words,p11_trans,seconds_trans,arousal_trans,valence_trans,happy_trans,angry_trans,nervous_trans,sad_trans,p12_trans,seconds2_trans,arousal2_trans,valence2_trans,happy2_trans,angry2_trans,nervous2_trans,sad2_trans
0,0,0.89039356, okay so I think one of the major cons of letting the enemies of Jesus Korea is this idea of Koreans come first so if you look at the statistics the majority of the people who are against the Emmys refugees were actually people in their twenties and thirties and middle-income individuals in the middle income class and this is although this,0.88288432,3.1,2.2,okay,11,en-us,32.273016,,5.0,2.333,3.0,1.0,1.0,1.333,1.0,,5.0,2.0,3.0,1.0,1.0,1.0,1.0,okay so I think one of the major cons of,,5.0,2.333,3.0,1.0,1.0,1.333,1.0,,5.0,2.0,3.0,1.0,1.0,1.0,1.0
1,1,0.89039356,,0.72424936,3.8,3.1,so,11,en-us,32.273016,,5.0,2.333,3.0,1.0,1.0,1.333,1.0,,5.0,2.0,3.0,1.0,1.0,1.0,1.0,letting the enemies of Jesus Korea is this idea of Koreans come first so if,,10.0,2.333,3.0,1.0,1.0,1.333,1.0,,10.0,2.0,3.0,1.0,1.0,1.0,1.0
2,2,0.89039356,,0.91283858,4.0,3.8,I,11,en-us,32.273016,,5.0,2.333,3.0,1.0,1.0,1.333,1.0,,5.0,2.0,3.0,1.0,1.0,1.0,1.0,you look at the statistics the majority of the people who are against the Emmys,,15.0,2.667,3.0,1.0,1.0,1.333,1.0,,15.0,3.0,3.333,1.667,1.0,1.0,1.0
3,3,0.89039356,,0.91283858,4.2,4.0,think,11,en-us,32.273016,,5.0,2.333,3.0,1.0,1.0,1.333,1.0,,5.0,2.0,3.0,1.0,1.0,1.0,1.0,refugees were actually people in their twenties and thirties and middle-income individuals,,20.0,2.667,3.0,1.0,1.0,1.333,1.0,,20.0,3.0,3.333,1.667,1.0,1.0,1.0
4,4,0.89039356,,0.91283858,6.1,4.2,one,11,en-us,32.273016,,5.0,2.333,3.0,1.0,1.0,1.333,1.0,,5.0,2.0,3.0,1.0,1.0,1.0,1.0,in the middle income class and,,25.0,2.667,3.0,1.0,1.0,1.333,1.0,,25.0,2.0,3.0,1.0,1.0,1.0,1.0
5,5,0.89039356,,0.91283858,6.1,6.1,of,11,en-us,32.273016,,5.0,2.333,3.0,1.0,1.0,1.333,1.0,,5.0,2.0,3.0,1.0,1.0,1.0,1.0,this is although this this is although this is a hypothesis this may stem from the fact that there's a,,30.0,2.667,3.0,1.0,1.0,1.333,1.0,,30.0,2.0,3.0,1.0,1.0,1.0,1.0
6,6,0.89039356,,0.91283858,6.2,6.1,the,11,en-us,32.273016,,5.0,2.333,3.0,1.0,1.0,1.333,1.0,,5.0,2.0,3.0,1.0,1.0,1.0,1.0,high levels of youth unemployment so there is this concept of this idea that,,35.0,3.0,2.667,1.0,1.0,1.667,1.333,,35.0,2.0,3.0,1.0,1.0,1.0,1.0
7,7,0.89039356,,0.91283858,6.4,6.2,major,11,en-us,32.273016,,5.0,2.333,3.0,1.0,1.0,1.333,1.0,,5.0,2.0,3.0,1.0,1.0,1.0,1.0,why are we letting these refugees come in and why are we spending taxpayers,,40.0,2.333,3.0,1.0,1.0,1.0,1.0,,40.0,2.0,3.0,1.0,1.0,1.0,1.0
8,8,0.89039356,,0.91283858,7.0,6.4,cons,11,en-us,32.273016,,5.0,2.333,3.0,1.0,1.0,1.333,1.0,,5.0,2.0,3.0,1.0,1.0,1.0,1.0,money on them when we should be focusing on other important issues that are more relevant to,,45.0,3.0,3.0,1.0,1.0,1.0,1.0,,45.0,2.0,3.0,1.0,1.0,1.0,1.0
9,9,0.89039356,,0.91283858,7.3,7.0,of,11,en-us,32.273016,,5.0,2.333,3.0,1.0,1.0,1.333,1.0,,5.0,2.0,3.0,1.0,1.0,1.0,1.0,current people such as this idea of youth unemployment yeah,,50.0,2.333,3.0,1.0,1.0,1.0,1.0,,50.0,2.0,3.0,1.0,1.0,1.0,1.0
10,10,0.89039356,,0.91283858,7.8,7.3,letting,11,en-us,32.273016,,10.0,2.333,3.0,1.0,1.0,1.333,1.0,,10.0,2.0,3.0,1.0,1.0,1.0,1.0,and also the second point is that because of the mass in flux,,55.0,3.0,3.0,1.0,1.0,1.0,1.0,,55.0,2.0,3.0,1.0,1.0,1.0,1.0
11,11,0.89039356,,0.91283858,7.9,7.8,the,11,en-us,32.273016,,10.0,2.333,3.0,1.0,1.0,1.333,1.0,,10.0,2.0,3.0,1.0,1.0,1.0,1.0,so in 2015 there said there were no in no refugees but number drastically,,60.0,2.333,3.0,1.0,1.0,1.0,1.0,,60.0,2.0,3.0,1.0,1.0,1.0,1.0
12,12,0.89039356,,0.91283858,8.1,7.9,enemies,11,en-us,32.273016,,10.0,2.333,3.0,1.0,1.0,1.333,1.0,,10.0,2.0,3.0,1.0,1.0,1.0,1.0,increased so it also seems like they could potentially be taking advantage of the system,,65.0,2.333,3.0,1.0,1.0,1.0,1.0,,65.0,2.0,3.0,1.0,1.0,1.0,1.0
13,13,0.89039356,,0.91283858,8.2,8.1,of,11,en-us,32.273016,,10.0,2.333,3.0,1.0,1.0,1.333,1.0,,10.0,2.0,3.0,1.0,1.0,1.0,1.0,or Korean Korean law,,70.0,2.667,3.0,1.0,1.0,1.0,1.0,,70.0,2.667,3.333,1.667,1.0,1.0,1.0
14,14,0.89039356,,0.91283858,8.4,8.2,Jesus,11,en-us,32.273016,,10.0,2.333,3.0,1.0,1.0,1.333,1.0,,10.0,2.0,3.0,1.0,1.0,1.0,1.0,so yeah I heard your points,,75.0,2.333,2.333,1.0,1.0,1.667,1.0,,75.0,2.667,3.0,1.0,1.0,1.0,1.0
15,15,0.89039356,,0.91283858,9.1,8.4,Korea,11,en-us,32.273016,,10.0,2.333,3.0,1.0,1.0,1.333,1.0,,10.0,2.0,3.0,1.0,1.0,1.0,1.0,for Mike those I'll start with my point of view first,,80.0,3.0,2.333,1.0,1.0,1.667,1.0,,80.0,2.667,3.0,1.0,1.0,1.0,1.0
16,16,0.89039356,,0.91283858,10.0,9.1,is,11,en-us,32.273016,,10.0,2.333,3.0,1.0,1.0,1.333,1.0,,10.0,2.0,3.0,1.0,1.0,1.0,1.0,off these people giving these who came to this country came here basically,,85.0,2.667,3.0,1.0,1.0,1.0,1.0,,85.0,2.667,3.0,1.0,1.0,1.0,1.0
17,17,0.89039356,,0.91283858,10.1,10.0,this,11,en-us,32.273016,,10.0,2.333,3.0,1.0,1.0,1.333,1.0,,10.0,2.0,3.0,1.0,1.0,1.0,1.0,to seek shelter from the war right the many wars I've been going on these people,,90.0,2.667,3.0,1.0,1.0,1.0,1.0,,90.0,3.667,2.667,1.0,1.0,1.333,1.0
18,18,0.89039356,,0.91283858,10.6,10.1,idea,11,en-us,32.273016,,10.0,2.333,3.0,1.0,1.0,1.333,1.0,,10.0,2.0,3.0,1.0,1.0,1.0,1.0,ran away from it they don't want to participate in the war and they were basically,,95.0,3.0,3.0,1.0,1.0,1.0,1.0,,95.0,3.667,2.667,1.0,1.0,1.333,1.0
19,19,0.89039356,,0.91283858,10.8,10.6,of,11,en-us,32.273016,,10.0,2.333,3.0,1.0,1.0,1.333,1.0,,10.0,2.0,3.0,1.0,1.0,1.0,1.0,you know stripping from their rights to be safe and be educated,,100.0,3.0,3.0,1.0,1.0,1.0,1.0,,100.0,2.667,3.0,1.0,1.0,1.0,1.0
20,20,0.89039356,,0.91283858,11.4,10.8,Koreans,11,en-us,32.273016,,10.0,2.333,3.0,1.0,1.0,1.333,1.0,,10.0,2.0,3.0,1.0,1.0,1.0,1.0,and those kind of stuff and that's why they came to this country and not allowing them to,,105.0,3.0,3.0,1.0,1.0,1.0,1.0,,105.0,2.667,3.0,1.0,1.0,1.0,1.0
21,21,0.89039356,,0.91283858,11.6,11.4,come,11,en-us,32.273016,,10.0,2.333,3.0,1.0,1.0,1.333,1.0,,10.0,2.0,3.0,1.0,1.0,1.0,1.0,stay in this country even though we actually made it into law that we could take them,,110.0,2.667,3.0,1.0,1.0,1.0,1.0,,110.0,2.667,3.0,1.0,1.0,1.0,1.0
22,22,0.89039356,,0.91283858,12.1,11.6,first,11,en-us,32.273016,,10.0,2.333,3.0,1.0,1.0,1.333,1.0,,10.0,2.0,3.0,1.0,1.0,1.0,1.0,in b.o.b.,,115.0,2.333,3.0,1.0,1.0,1.0,1.0,,115.0,2.667,3.0,1.0,1.333,1.0,1.333
23,23,0.89039356,,0.71485615,13.0,12.1,so,11,en-us,32.273016,,10.0,2.333,3.0,1.0,1.0,1.333,1.0,,10.0,2.0,3.0,1.0,1.0,1.0,1.0,it be what it called you know if he trying,,120.0,3.0,3.0,1.0,1.0,1.0,1.0,,120.0,2.667,3.0,1.0,1.333,1.0,1.333
24,24,0.89039356,,0.91283858,14.2,13.0,if,11,en-us,32.273016,,10.0,2.333,3.0,1.0,1.0,1.333,1.0,,10.0,2.0,3.0,1.0,1.0,1.0,1.0,to you know say that you're a nice person but only that be a facade right,,125.0,3.333,3.0,1.0,1.0,1.333,1.0,,125.0,3.333,2.333,1.0,1.333,2.0,1.333
25,25,0.89039356,,0.91283858,14.4,14.2,you,11,en-us,32.273016,,15.0,2.667,3.0,1.0,1.0,1.333,1.0,,15.0,3.0,3.333,1.667,1.0,1.0,1.0,you're actually a bad person but not lying not for not allowing them to be in here and,,130.0,3.333,3.0,1.0,1.0,1.333,1.0,,130.0,3.333,2.0,1.0,1.0,3.0,1.0
26,26,0.89039356,,0.91283858,14.5,14.4,look,11,en-us,32.273016,,15.0,2.667,3.0,1.0,1.0,1.333,1.0,,15.0,3.0,3.333,1.667,1.0,1.0,1.0,that was one of the basic human rights issues and the second point would be,,135.0,3.0,3.0,1.0,1.0,1.0,1.0,,135.0,3.667,2.0,1.0,1.0,2.333,1.0
27,27,0.89039356,,0.91283858,14.6,14.5,at,11,en-us,32.273016,,15.0,2.667,3.0,1.0,1.0,1.333,1.0,,15.0,3.0,3.333,1.667,1.0,1.0,1.0,Koreans are not letting them because they think they are racist and rapists and,,140.0,2.667,3.0,1.0,1.0,1.0,1.0,,140.0,3.667,2.0,1.0,1.0,2.333,1.0
28,28,0.89039356,,0.91283858,14.8,14.6,the,11,en-us,32.273016,,15.0,2.667,3.0,1.0,1.0,1.333,1.0,,15.0,3.0,3.333,1.667,1.0,1.0,1.0,terrorists right but those things are not TRUE since,,145.0,2.667,3.0,1.0,1.0,1.0,1.0,,145.0,3.667,2.333,1.0,1.0,3.0,1.0
29,29,0.89039356,,0.91283858,15.5,14.8,statistics,11,en-us,32.273016,,15.0,2.667,3.0,1.0,1.0,1.333,1.0,,15.0,3.0,3.333,1.667,1.0,1.0,1.0,they ran away from that were they are the people who don't do not like violence,,150.0,2.667,3.0,1.0,1.0,1.0,1.0,,150.0,3.667,3.0,1.333,1.0,1.333,1.0
30,30,0.89039356,,0.91283858,16.9,15.5,the,11,en-us,32.273016,,15.0,2.667,3.0,1.0,1.0,1.333,1.0,,15.0,3.0,3.333,1.667,1.0,1.0,1.0,so that's one of the main points that you could say that they don't do it like that,,155.0,2.667,3.0,1.0,1.0,1.0,1.0,,155.0,3.333,3.0,1.333,1.0,1.0,1.0
31,31,0.89039356,,0.91283858,17.2,16.9,majority,11,en-us,32.273016,,15.0,2.667,3.0,1.0,1.0,1.333,1.0,,15.0,3.0,3.333,1.667,1.0,1.0,1.0,okay so it's our your first point was that you can you tell me your first one again,,160.0,3.0,3.0,1.0,1.0,1.0,1.0,,160.0,3.333,3.0,1.333,1.0,1.0,1.0
32,32,0.89039356,,0.91283858,17.3,17.2,of,11,en-us,32.273016,,15.0,2.667,3.0,1.0,1.0,1.333,1.0,,15.0,3.0,3.333,1.667,1.0,1.0,1.0,so people get it's a basic human rights,,165.0,3.0,3.0,1.0,1.0,1.0,1.0,,165.0,3.333,3.0,1.333,1.0,1.0,1.0
33,33,0.89039356,,0.91283858,17.4,17.3,the,11,en-us,32.273016,,15.0,2.667,3.0,1.0,1.0,1.333,1.0,,15.0,3.0,3.333,1.667,1.0,1.0,1.0,issue Koreans made a law that would allow them to come,,170.0,3.333,3.0,1.0,1.0,1.0,1.0,,170.0,3.333,3.0,1.0,1.0,1.667,1.0
34,34,0.89039356,,0.91283858,17.5,17.4,people,11,en-us,32.273016,,15.0,2.667,3.0,1.0,1.0,1.333,1.0,,15.0,3.0,3.333,1.667,1.0,1.0,1.0,into the country to seek shelter although since they made the,,175.0,3.333,3.0,1.0,1.0,1.0,1.0,,175.0,3.0,3.0,1.0,1.0,1.667,1.0
35,35,0.89039356,,0.91283858,17.8,17.5,who,11,en-us,32.273016,,15.0,2.667,3.0,1.0,1.0,1.333,1.0,,15.0,3.0,3.333,1.667,1.0,1.0,1.0,system right it they are basically allowing it but once it happens,,180.0,3.333,3.0,1.0,1.0,1.0,1.0,,180.0,3.333,3.0,1.0,1.333,1.0,1.333
36,36,0.89039356,,0.91283858,17.8,17.8,are,11,en-us,32.273016,,15.0,2.667,3.0,1.0,1.0,1.333,1.0,,15.0,3.0,3.333,1.667,1.0,1.0,1.0,they're not allowing allowing it so it's basically going against what they originally,,185.0,3.333,3.0,1.0,1.0,1.0,1.0,,185.0,3.667,2.667,1.0,1.333,1.333,1.0
37,37,0.89039356,,0.91283858,18.4,17.8,against,11,en-us,32.273016,,15.0,2.667,3.0,1.0,1.0,1.333,1.0,,15.0,3.0,3.333,1.667,1.0,1.0,1.0,set their phones so you're saying you don't want to be like controversial,,190.0,3.0,3.0,1.0,1.0,1.0,1.0,,190.0,3.667,2.667,1.0,1.333,1.333,1.0
38,38,0.89039356,,0.54851437,18.6,18.4,the,11,en-us,32.273016,,15.0,2.667,3.0,1.0,1.0,1.333,1.0,,15.0,3.0,3.333,1.667,1.0,1.0,1.0,yeah basically what you're trying to say well I think,,195.0,3.0,3.0,1.0,1.0,1.0,1.0,,195.0,3.667,2.667,1.0,1.333,1.333,1.0
39,39,0.89039356,,0.45255107,19.6,18.6,Emmys,11,en-us,32.273016,,15.0,2.667,3.0,1.0,1.0,1.333,1.0,,15.0,3.0,3.333,1.667,1.0,1.0,1.0,the ideal is good the idea of letting refugees in Turkey a country is good but,,200.0,3.0,3.0,1.0,1.0,1.0,1.0,,200.0,3.667,2.667,1.0,1.333,1.333,1.0
40,40,0.89039356,,0.91283858,20.1,19.6,refugees,11,en-us,32.273016,,20.0,2.667,3.0,1.0,1.0,1.333,1.0,,20.0,3.0,3.333,1.667,1.0,1.0,1.0,for the case of the yemenis refugees seeing this Mass influx especially,,205.0,3.0,3.0,1.0,1.0,1.0,1.0,,205.0,3.667,2.667,1.0,1.333,1.333,1.0
41,41,0.89039356,,0.76240313,20.3,20.1,were,11,en-us,32.273016,,20.0,2.667,3.0,1.0,1.0,1.333,1.0,,20.0,3.0,3.333,1.667,1.0,1.0,1.0,in Korea which is a much other countries with much more limited resources that countries,,210.0,3.0,2.667,1.333,1.0,1.0,1.0,,210.0,4.0,3.333,2.0,1.0,1.0,1.0
42,42,0.89039356,,0.91283858,20.7,20.3,actually,11,en-us,32.273016,,20.0,2.667,3.0,1.0,1.0,1.333,1.0,,20.0,3.0,3.333,1.667,1.0,1.0,1.0,in like Europe or America could possibly be seen as threatening to the community,,215.0,3.333,2.667,1.333,1.0,1.0,1.0,,215.0,3.333,3.0,1.333,1.0,1.0,1.0
