,Unnamed: 0,results/alternatives/0/confidence,full_transcript,results/alternatives/0/words/0/confidence,reult/alternative/0/word/0/endTime,startTime,word,results/channelTag,results/languageCode,reult/reultEndTime,p7,seconds,arousal,valence,happy,angry,nervous,sad,p8,seconds2,arousal2,valence2,happy2,angry2,nervous2,sad2,new_words,p7_trans,seconds_trans,arousal_trans,valence_trans,happy_trans,angry_trans,nervous_trans,sad_trans,p8_trans,seconds2_trans,arousal2_trans,valence2_trans,happy2_trans,angry2_trans,nervous2_trans,sad2_trans
0,0,0.73325318,so I'm out of breath from the article reassigned it 0.15 the 21 convention direct with Russia act which basically stated that Korea will except for Fisheries unlike many of the other Asian countries that did not sign it and I think it's very important to create keeps up with this promise and that is becoming more and more International laws and there's a reason why I said they would,0.91283858,4.1,3.7,so,8,en-us,29.977823,,5.0,3.0,2.667,1.667,1.0,1.667,1.0,,5.0,3.0,3.0,1.667,1.0,1.667,1.0,so I'm out of breath from the article reassigned it 0.15 the,,5.0,3.0,2.667,1.667,1.0,1.667,1.0,,5.0,3.0,3.0,1.667,1.0,1.667,1.0
1,1,0.73325318,,0.91283858,5.1,5.0,I'm,8,en-us,29.977823,,5.0,3.0,2.667,1.667,1.0,1.667,1.0,,5.0,3.0,3.0,1.667,1.0,1.667,1.0,21 convention direct with Russia act which basically stated that Korea will except for Fisheries,,10.0,3.0,2.667,1.667,1.0,1.667,1.0,,10.0,3.0,3.0,1.667,1.0,1.667,1.0
2,2,0.73325318,,0.91283858,5.2,5.1,out,8,en-us,29.977823,,5.0,3.0,2.667,1.667,1.0,1.667,1.0,,5.0,3.0,3.0,1.667,1.0,1.667,1.0,unlike many of the other Asian countries that did not sign it and I think it's very important,,15.0,3.0,2.667,1.667,1.0,1.667,1.0,,15.0,3.0,3.0,1.667,1.0,1.667,1.0
3,3,0.73325318,,0.91283858,5.3,5.2,of,8,en-us,29.977823,,5.0,3.0,2.667,1.667,1.0,1.667,1.0,,5.0,3.0,3.0,1.667,1.0,1.667,1.0,to create keeps up with this promise and that is becoming more,,20.0,3.0,2.667,1.667,1.0,1.667,1.0,,20.0,3.0,3.0,1.667,1.0,1.667,1.0
4,4,0.73325318,,0.91283858,5.4,5.3,breath,8,en-us,29.977823,,5.0,3.0,2.667,1.667,1.0,1.667,1.0,,5.0,3.0,3.0,1.667,1.0,1.667,1.0,and more International laws and there's a reason why I said they would exhibitions,,25.0,3.0,2.667,1.667,1.0,1.667,1.0,,25.0,3.0,3.0,1.667,1.0,1.667,1.0
5,5,0.73325318,,0.91283858,5.6,5.4,from,8,en-us,29.977823,,5.0,3.0,2.667,1.667,1.0,1.667,1.0,,5.0,3.0,3.0,1.667,1.0,1.667,1.0,in which case I think signifies that we are ready for it first of all both financially,,30.0,3.0,2.667,1.667,1.0,1.667,1.0,,30.0,3.0,3.0,1.667,1.0,1.667,1.0
6,6,0.73325318,,0.72713214,5.7,5.6,the,8,en-us,29.977823,,5.0,3.0,2.667,1.667,1.0,1.667,1.0,,5.0,3.0,3.0,1.667,1.0,1.667,1.0,and culturally and to suddenly turn our backs on these refugees for in Desperate,,35.0,3.0,2.667,1.667,1.0,1.667,1.0,,35.0,3.333,2.667,1.333,1.333,1.667,1.333
7,7,0.73325318,,0.78431863,6.2,5.7,article,8,en-us,29.977823,,5.0,3.0,2.667,1.667,1.0,1.667,1.0,,5.0,3.0,3.0,1.667,1.0,1.667,1.0,situations when they're coming into our country to flee their Civil War,,40.0,3.0,2.667,1.667,1.0,1.667,1.0,,40.0,3.0,2.667,1.333,1.333,1.667,1.333
8,8,0.73325318,,0.84703392,7.3,6.6,reassigned,8,en-us,29.977823,,5.0,3.0,2.667,1.667,1.0,1.667,1.0,,5.0,3.0,3.0,1.667,1.0,1.667,1.0,is very hypocritical and against the words that Korea should be keeping it with International,,45.0,3.0,2.667,1.667,1.0,1.667,1.0,,45.0,3.0,2.667,1.333,1.333,1.667,1.333
9,9,0.73325318,,0.75494498,7.5,7.3,it,8,en-us,29.977823,,5.0,3.0,2.667,1.667,1.0,1.667,1.0,,5.0,3.0,3.0,1.667,1.0,1.667,1.0,Community and I think it's very important to emphasize that the number of bring you many refugees,,50.0,2.667,2.667,1.667,1.0,1.667,1.0,,50.0,2.667,3.0,1.667,1.0,1.333,1.0
