,Unnamed: 0,results/alternatives/0/confidence,full_transcript,results/alternatives/0/words/0/confidence,reult/alternative/0/word/0/endTime,startTime,word,results/channelTag,results/languageCode,reult/reultEndTime,p27,seconds,arousal,valence,happy,angry,nervous,sad,p28,seconds2,arousal2,valence2,happy2,angry2,nervous2,sad2,new_words,p27_trans,seconds_trans,arousal_trans,valence_trans,happy_trans,angry_trans,nervous_trans,sad_trans,p28_trans,seconds2_trans,arousal2_trans,valence2_trans,happy2_trans,angry2_trans,nervous2_trans,sad2_trans
0,0,0.80214989, taking refuses can occur the like like a jobs in Jeju Island that is not because some because Yemen refuse it can supply labor domestic interest in the streets like there is a lack of Labor in some industry in Jeju Island by for some dangerous job or some taking risk risk were at the concert,0.91283858,49.7,49.3,taking,27,en-us,76.202404,,5.0,4.333,2.333,1.333,1.0,2.333,1.0,,5.0,3.0,2.667,1.333,1.0,2.0,1.0,taking refuses can occur the like like a,,5.0,4.333,2.333,1.333,1.0,2.333,1.0,,5.0,3.0,2.667,1.333,1.0,2.0,1.0
1,1,,,0.91283858,50.3,49.7,refuses,27,en-us,76.202404,,5.0,4.333,2.333,1.333,1.0,2.333,1.0,,5.0,3.0,2.667,1.333,1.0,2.0,1.0,jobs in Jeju Island that is not because some because Yemen,,10.0,4.333,2.333,1.333,1.0,2.333,1.0,,10.0,3.0,2.667,1.333,1.0,2.0,1.0
2,2,,,0.91283858,50.8,50.3,can,27,en-us,76.202404,,5.0,4.333,2.333,1.333,1.0,2.333,1.0,,5.0,3.0,2.667,1.333,1.0,2.0,1.0,refuse it can supply labor domestic interest in the streets like,,15.0,4.0,2.333,1.333,1.0,2.667,1.0,,15.0,2.667,2.667,1.333,1.0,2.0,1.0
3,3,,,0.91283858,51.8,51.3,occur,27,en-us,76.202404,,5.0,4.333,2.333,1.333,1.0,2.333,1.0,,5.0,3.0,2.667,1.333,1.0,2.0,1.0,there is a lack of Labor in some industry in Jeju Island by for some dangerous,,20.0,4.0,2.333,1.333,1.0,2.667,1.0,,20.0,2.667,2.667,1.333,1.0,2.0,1.0
4,4,,,0.91283858,52.4,51.8,the,27,en-us,76.202404,,5.0,4.333,2.333,1.333,1.0,2.333,1.0,,5.0,3.0,2.667,1.333,1.0,2.0,1.0,job or some taking risk risk were at the concert,,25.0,4.333,2.333,1.333,1.0,2.667,1.0,,25.0,2.0,3.0,1.667,1.0,1.667,1.0
5,5,,,0.91283858,53.4,53.0,like,27,en-us,76.202404,,5.0,4.333,2.333,1.333,1.0,2.333,1.0,,5.0,3.0,2.667,1.333,1.0,2.0,1.0,Korean people Windows you have Tendencies to avoid dangerous stuff,,30.0,4.0,2.333,1.333,1.0,3.0,1.0,,30.0,3.0,3.0,1.667,1.0,1.667,1.0
6,6,,,0.91283858,53.8,53.4,like,27,en-us,76.202404,,5.0,4.333,2.333,1.333,1.0,2.333,1.0,,5.0,3.0,2.667,1.333,1.0,2.0,1.0,dangerous jobs so taking any revisions can can,,35.0,4.333,2.0,1.333,1.0,3.0,1.0,,35.0,3.0,3.0,1.667,1.0,1.667,1.0
7,7,,,0.91283858,54.3,53.8,a,27,en-us,76.202404,,5.0,4.333,2.333,1.333,1.0,2.333,1.0,,5.0,3.0,2.667,1.333,1.0,2.0,1.0,help to help to supply labor for that,,40.0,4.0,2.667,1.333,1.0,2.667,1.0,,40.0,2.333,3.0,1.667,1.0,1.667,1.0
8,8,,,0.91283858,54.9,54.3,jobs,27,en-us,76.202404,,10.0,4.333,2.333,1.333,1.0,2.333,1.0,,10.0,3.0,2.667,1.333,1.0,2.0,1.0,dangerous Industries and also Korean this is,,45.0,4.0,2.667,1.333,1.0,2.667,1.0,,45.0,3.0,3.0,1.667,1.0,1.667,1.0
9,9,,,0.91283858,55.4,55.1,in,27,en-us,76.202404,,10.0,4.333,2.333,1.333,1.0,2.333,1.0,,10.0,3.0,2.667,1.333,1.0,2.0,1.0,Korean people need for did you have humanitarian,,50.0,4.333,2.667,1.333,1.0,2.0,1.0,,50.0,2.333,3.0,1.667,1.0,1.667,1.0
10,10,,,0.63240832,55.7,55.4,Jeju,27,en-us,76.202404,,10.0,4.333,2.333,1.333,1.0,2.333,1.0,,10.0,3.0,2.667,1.333,1.0,2.0,1.0,attitude young too my reduces because yema refuses,,55.0,3.667,2.333,1.333,1.0,2.667,1.0,,55.0,2.333,3.0,1.667,1.0,1.667,1.0
11,11,,,0.63240838,56.1,55.7,Island,27,en-us,76.202404,,10.0,4.333,2.333,1.333,1.0,2.333,1.0,,10.0,3.0,2.667,1.333,1.0,2.0,1.0,surgeon into Korea Korea to Syria situation not for seeking a job but sticking,,60.0,4.333,2.667,1.333,1.0,2.0,1.0,,60.0,2.333,3.0,1.667,1.0,1.667,1.0
12,12,,,0.71170932,56.5,56.1,that,27,en-us,76.202404,,10.0,4.333,2.333,1.333,1.0,2.333,1.0,,10.0,3.0,2.667,1.333,1.0,2.0,1.0,for taking their life,,65.0,3.667,2.667,1.333,1.0,2.0,1.0,,65.0,3.0,3.0,1.667,1.0,1.667,1.0
13,13,,,0.72142464,56.7,56.5,is,27,en-us,76.202404,,10.0,4.333,2.333,1.333,1.0,2.333,1.0,,10.0,3.0,2.667,1.333,1.0,2.0,1.0,in history while Korea was under Japanese Rule and,,70.0,4.333,3.0,1.333,1.0,2.0,1.0,,70.0,2.333,3.0,1.667,1.0,1.667,1.0
