,Unnamed: 0,results/alternatives/0/confidence,full_transcript,results/alternatives/0/words/0/confidence,reult/alternative/0/word/0/endTime,startTime,word,results/channelTag,results/languageCode,reult/reultEndTime,p15,seconds,arousal,valence,happy,angry,nervous,sad,p16,seconds2,arousal2,valence2,happy2,angry2,nervous2,sad2,new_words,p15_trans,seconds_trans,arousal_trans,valence_trans,happy_trans,angry_trans,nervous_trans,sad_trans,p16_trans,seconds2_trans,arousal2_trans,valence2_trans,happy2_trans,angry2_trans,nervous2_trans,sad2_trans
0,0,0.84648097,the time I'll start okay so I'm against the integration of refugees to Korea so my main point is I 3 main points firstly I think it's important to take care of the Korean Nationals first and then look after the refugee refugees I know it's a great thing to help other people and the gospel,0.91283858,0.2,0.1,the,15,en-us,29.987846,,5.0,2.667,3.333,2.333,1.0,2.0,1.0,,5.0,3.0,3.333,2.333,1.0,2.0,1.0,the time I'll start okay so I'm against,,5.0,2.667,3.333,2.333,1.0,2.0,1.0,,5.0,3.0,3.333,2.333,1.0,2.0,1.0
1,1,0.84648097,,0.91283858,0.6,0.2,time,15,en-us,29.987846,,5.0,2.667,3.333,2.333,1.0,2.0,1.0,,5.0,3.0,3.333,2.333,1.0,2.0,1.0,the integration of refugees to Korea so,,10.0,2.667,3.667,2.333,1.0,2.0,1.0,,10.0,3.0,3.333,2.333,1.0,2.0,1.0
2,2,0.84648097,,0.91283858,0.7,0.6,I'll,15,en-us,29.987846,,5.0,2.667,3.333,2.333,1.0,2.0,1.0,,5.0,3.0,3.333,2.333,1.0,2.0,1.0,my main point is I 3 main points firstly,,15.0,3.0,3.667,2.333,1.0,2.0,1.0,,15.0,3.0,3.333,2.333,1.0,2.0,1.0
3,3,0.84648097,,0.91283858,1.2,0.7,start,15,en-us,29.987846,,5.0,2.667,3.333,2.333,1.0,2.0,1.0,,5.0,3.0,3.333,2.333,1.0,2.0,1.0,I think it's important to take care of the Korean Nationals first and,,20.0,2.667,3.333,2.333,1.0,2.0,1.0,,20.0,3.0,3.333,2.333,1.0,2.0,1.0
4,4,0.84648097,,0.91283858,3.2,2.9,okay,15,en-us,29.987846,,5.0,2.667,3.333,2.333,1.0,2.0,1.0,,5.0,3.0,3.333,2.333,1.0,2.0,1.0,then look after the refugee refugees I know it's a great thing to help other people,,25.0,2.333,3.0,2.333,1.0,2.0,1.0,,25.0,3.0,3.333,2.0,1.0,2.0,1.0
5,5,0.84648097,,0.91283858,4.0,3.2,so,15,en-us,29.987846,,5.0,2.667,3.333,2.333,1.0,2.0,1.0,,5.0,3.0,3.333,2.333,1.0,2.0,1.0,and the gospel others but I think it's more important to look after our,,30.0,2.333,3.0,2.333,1.0,2.0,1.0,,30.0,3.0,3.333,2.333,1.0,2.0,1.0
6,6,0.84648097,,0.91283858,5.0,4.7,I'm,15,en-us,29.987846,,5.0,2.667,3.333,2.333,1.0,2.0,1.0,,5.0,3.0,3.333,2.333,1.0,2.0,1.0,people first so if we look at an example of since breathtaking refugees is kind of a big,,35.0,2.333,3.0,2.333,1.0,1.667,1.0,,35.0,2.333,3.333,2.0,1.0,2.0,1.0
7,7,0.84648097,,0.91283858,5.5,5.0,against,15,en-us,29.987846,,5.0,2.667,3.333,2.333,1.0,2.0,1.0,,5.0,3.0,3.333,2.333,1.0,2.0,1.0,boundary if we look this into small boundary I think we can compare it with,,40.0,2.333,3.0,2.333,1.0,1.667,1.0,,40.0,3.0,3.333,2.333,1.0,1.667,1.0
8,8,0.84648097,,0.91283858,5.7,5.5,the,15,en-us,29.987846,,10.0,2.667,3.667,2.333,1.0,2.0,1.0,,10.0,3.0,3.333,2.333,1.0,2.0,1.0,a family so let's say the young family was ten,,45.0,2.0,3.0,2.333,1.0,1.667,1.0,,45.0,3.0,3.333,2.0,1.0,1.667,1.0
9,9,0.84648097,,0.91283858,6.6,5.7,integration,15,en-us,29.987846,,10.0,2.667,3.667,2.333,1.0,2.0,1.0,,10.0,3.0,3.333,2.333,1.0,2.0,1.0,children and I'm not that wealthy and some of the children are getting enough food and,,50.0,2.0,3.0,2.333,1.0,1.667,1.0,,50.0,3.0,3.333,2.0,1.0,1.667,1.0
10,10,0.84648097,,0.91283858,7.3,6.7,of,15,en-us,29.987846,,10.0,2.667,3.667,2.333,1.0,2.0,1.0,,10.0,3.0,3.333,2.333,1.0,2.0,1.0,some aren't some are getting a good education but some are we the education at have,,55.0,2.333,3.0,2.0,1.0,1.667,1.0,,55.0,3.0,3.333,2.0,1.0,1.667,1.0
11,11,0.84648097,,0.91283858,9.0,8.2,refugees,15,en-us,29.987846,,10.0,2.667,3.667,2.333,1.0,2.0,1.0,,10.0,3.0,3.333,2.333,1.0,2.0,1.0,a bad environment for upbringing but just because,,60.0,2.333,3.0,2.0,1.0,1.667,1.0,,60.0,2.333,3.0,1.667,1.0,1.667,1.0
12,12,0.84648097,,0.91283858,9.1,9.0,to,15,en-us,29.987846,,10.0,2.667,3.667,2.333,1.0,2.0,1.0,,10.0,3.0,3.333,2.333,1.0,2.0,1.0,other wealthy families are taking adopting children,,65.0,1.667,3.0,2.0,1.0,1.667,1.0,,65.0,2.333,3.0,1.667,1.0,1.667,1.0
13,13,0.84648097,,0.91283858,9.7,9.1,Korea,15,en-us,29.987846,,10.0,2.667,3.667,2.333,1.0,2.0,1.0,,10.0,3.0,3.333,2.333,1.0,2.0,1.0,adopting is a great thing to do on these things have children and it's great,,70.0,2.0,3.0,2.0,1.0,1.333,1.0,,70.0,2.333,3.0,1.667,1.0,1.667,1.0
14,14,0.84648097,,0.91283858,10.4,10.1,so,15,en-us,29.987846,,10.0,2.667,3.667,2.333,1.0,2.0,1.0,,10.0,3.0,3.333,2.333,1.0,2.0,1.0,but would it be good to take in children,,75.0,1.667,3.0,2.0,1.0,1.333,1.0,,75.0,2.333,3.0,1.667,1.0,1.667,1.0
