delta,lowAlpha,highAlpha,lowBeta,highBeta,lowGamma,middleGamma,theta,seconds,arousal,valence,happy,angry,nervous,sad
-0.822,-0.98,-1.293,-1.187,0.985,0.67,0.335,-1.093,5.0,2.0,3.0,1.0,1.0,1.333,1.0
-1.601,-1.346,-1.529,-1.313,-0.715,-0.924,-1.563,-1.673,10.0,2.333,3.0,1.0,1.0,1.333,1.0
-1.54,-1.16,-1.522,-1.372,-0.536,-1.045,-1.24,-1.235,15.0,2.333,3.0,1.0,1.0,1.333,1.0
-1.563,-1.361,-1.418,-1.313,-0.475,0.225,-1.908,-1.766,20.0,2.333,3.0,1.0,1.0,1.333,1.0
-1.643,-1.502,-1.552,-1.389,-0.801,-1.094,-1.956,-1.754,25.0,3.0,2.667,1.0,1.333,1.0,1.0
-1.316,-1.376,-1.223,-1.193,-0.267,-0.119,-1.397,-0.722,30.0,2.0,2.667,1.0,1.333,1.0,1.0
-1.248,-1.359,-1.345,-1.073,-0.015,-0.407,0.395,-1.0,35.0,2.0,2.667,1.0,1.333,1.0,1.0
-1.685,-1.462,-1.538,-1.452,-0.759,-1.229,-2.715,-1.961,40.0,2.667,2.667,1.0,1.333,1.0,1.0
-1.676,-1.561,-1.558,-1.325,-0.614,-1.041,-1.946,-1.754,45.0,2.667,2.667,1.0,1.333,1.0,1.0
-1.71,-1.625,-1.622,-1.468,-1.009,-1.311,-2.45,-2.032,50.0,2.333,2.667,1.0,1.0,1.0,1.0
-1.694,-1.598,-1.612,-1.452,-1.063,-1.274,-2.368,-2.074,55.0,2.333,2.667,1.0,1.0,1.0,1.0
-1.452,-1.452,-1.412,-1.312,-0.521,-0.063,-1.863,-0.928,60.0,2.0,2.667,1.0,1.0,1.0,1.0
-1.315,-1.46,-1.445,-1.303,0.325,-0.362,-2.434,-1.654,65.0,2.667,2.667,1.0,1.0,1.0,1.0
-1.412,-1.418,-1.418,-1.345,-0.162,-0.754,-1.633,-1.6,70.0,2.0,2.667,1.0,1.0,1.0,1.0
-1.649,-1.577,-1.555,-1.413,-0.981,-1.11,-1.658,-1.662,75.0,2.0,2.667,1.0,1.0,1.333,1.0
-1.466,-1.443,-1.555,-1.327,-0.761,-1.086,-2.845,-1.842,80.0,2.667,2.667,1.0,1.0,1.333,1.0
