delta,lowAlpha,highAlpha,lowBeta,highBeta,lowGamma,middleGamma,theta,seconds,arousal,valence,happy,angry,nervous,sad
-1.364,-0.882,-1.267,-1.094,1.446,0.18,0.305,-1.059,5.0,3.0,2.667,1.667,1.0,1.667,1.0
-1.329,-1.401,-1.33,-1.349,0.41,0.37,-1.618,-1.78,10.0,3.0,2.667,1.667,1.0,1.667,1.0
-1.232,-1.18,-1.406,-1.281,1.052,-0.001,-0.87,-1.876,15.0,3.0,2.667,1.667,1.0,1.667,1.0
-0.844,-1.253,-1.213,-1.173,0.314,-0.229,-0.818,-1.375,20.0,3.0,2.667,1.667,1.0,1.667,1.0
-1.478,-1.499,-1.517,-1.378,-0.636,-0.625,-1.87,-1.913,25.0,3.0,2.667,1.667,1.0,1.667,1.0
-0.855,-0.559,-1.033,-0.972,1.249,-0.471,-0.988,-1.351,30.0,3.0,2.667,1.667,1.0,1.667,1.0
-1.434,-1.304,-1.119,-1.206,0.563,0.389,-0.843,-1.612,35.0,3.0,2.667,1.667,1.0,1.667,1.0
-1.222,-1.198,-1.431,-1.298,-0.8,-0.702,-1.82,-1.79,40.0,3.0,2.667,1.667,1.0,1.667,1.0
-1.621,-1.618,-1.369,-1.435,-0.895,-0.948,-2.258,-2.03,45.0,3.0,2.667,1.667,1.0,1.667,1.0
-1.475,-1.373,-1.504,-1.374,-0.602,-0.821,-1.545,-1.899,50.0,2.667,2.667,1.667,1.0,1.667,1.0
-1.638,-1.468,-1.462,-1.382,-0.24,-0.454,-2.797,-2.009,55.0,2.667,2.667,1.667,1.0,1.667,1.0
-1.594,-1.382,-1.409,-1.333,-0.267,-0.49,-2.416,-2.008,60.0,2.667,2.667,1.667,1.0,1.667,1.0
-1.384,-0.873,-1.45,-1.329,-0.772,-1.108,-0.443,-1.606,65.0,2.667,2.667,1.667,1.0,1.667,1.0
-1.579,-1.416,-1.568,-1.383,-0.705,-0.974,-1.263,-1.889,70.0,2.667,2.667,1.667,1.0,1.667,1.0
-1.504,-1.218,-1.279,-1.125,0.061,-0.414,-1.208,-1.662,75.0,2.667,2.667,1.667,1.0,1.667,1.0
-1.422,-1.179,-1.37,-1.348,0.068,-0.711,-1.329,-1.589,80.0,3.0,2.667,1.667,1.0,1.667,1.0
-1.297,-1.285,-1.132,-1.26,-0.087,0.23,1.279,-1.443,85.0,2.667,2.667,1.667,1.0,1.667,1.0
-1.562,-1.532,-1.55,-1.336,-1.058,-1.18,-1.245,-1.985,90.0,3.0,2.667,1.667,1.0,1.667,1.0
