delta,lowAlpha,highAlpha,lowBeta,highBeta,lowGamma,middleGamma,theta,seconds,arousal,valence,happy,angry,nervous,sad
-0.827,-0.512,-0.622,-0.504,-0.128,-0.1,-0.678,0.019,5.0,1.333,2.667,1.667,1.0,1.333,1.0
-0.239,-0.388,-0.818,-0.559,-0.543,-0.595,-0.274,-1.254,10.0,1.667,2.667,1.667,1.0,1.333,1.0
-0.815,-0.863,-0.997,-0.761,-0.581,-0.428,0.334,-1.033,15.0,2.0,2.667,1.333,1.0,1.333,1.0
0.529,-0.416,-0.518,-0.344,-0.167,0.061,-0.092,0.368,20.0,2.0,3.0,1.333,1.0,1.333,1.0
-0.124,0.541,-0.794,-0.091,-0.079,0.292,-0.845,0.134,25.0,2.0,3.0,1.333,1.0,1.333,1.0
-1.011,-0.411,-0.562,-0.948,-0.572,-0.568,-0.83,0.395,30.0,2.667,3.333,1.333,1.0,1.333,1.0
-0.037,-0.911,-0.929,-0.817,-0.467,-0.689,0.71,-0.978,35.0,2.667,3.333,1.333,1.0,1.333,1.0
1.171,0.111,-0.531,-0.115,0.578,0.321,2.523,0.901,40.0,2.667,3.0,1.333,1.0,1.333,1.0
1.371,1.453,1.996,1.312,0.972,1.068,-0.1,0.183,45.0,2.333,2.667,1.333,1.0,1.667,1.0
-0.662,-0.715,-0.394,0.645,-0.168,0.165,0.596,0.201,50.0,3.0,2.333,1.333,1.0,2.0,1.0
0.216,0.17,0.408,-0.305,1.524,0.459,0.533,0.292,55.0,2.333,2.333,1.333,1.0,2.0,1.0
1.665,-1.036,-0.371,-0.154,0.316,-0.111,-0.941,0.512,60.0,2.333,2.333,1.333,1.0,2.0,1.0
1.346,1.782,-0.047,-0.361,-0.124,0.075,-0.35,-0.56,65.0,3.0,2.0,1.333,1.0,2.0,1.0
-0.233,1.192,0.9,-0.743,0.068,0.298,2.279,1.251,70.0,2.667,2.0,1.333,1.0,1.667,1.0
-0.987,-1.112,-1.155,-1.287,-0.903,-0.891,-1.147,-1.428,75.0,2.333,2.667,1.333,1.0,1.667,1.0
-0.663,0.315,-0.774,-1.19,-0.667,-0.482,-1.176,-0.198,80.0,2.333,2.667,1.333,1.0,1.667,1.0
2.141,-0.01,1.443,3.348,0.722,1.087,-0.281,0.348,85.0,3.0,2.667,1.667,1.0,1.667,1.0
-0.584,-0.233,-0.036,-0.599,-0.283,-0.608,-0.679,-0.837,90.0,3.333,2.667,1.333,1.0,1.667,1.0
-0.912,0.606,-0.242,-0.326,-0.355,-0.583,0.541,0.704,95.0,3.0,2.667,1.333,1.0,1.667,1.0
0.46,2.481,3.927,0.705,2.114,1.92,0.735,3.051,100.0,2.667,3.0,1.667,1.0,1.333,1.0
0.496,-0.49,0.896,0.025,1.308,0.788,0.646,-0.755,105.0,3.0,3.0,1.333,1.0,1.333,1.0
0.782,-0.199,-0.018,0.112,-0.008,-0.523,-0.184,-0.998,110.0,2.333,3.0,1.333,1.0,1.333,1.0
0.659,-0.938,-0.014,0.728,-0.173,-0.159,2.437,-0.661,115.0,2.667,3.333,1.333,1.0,1.333,1.0
-0.307,-0.288,0.014,-0.511,-0.406,0.018,-0.292,0.097,120.0,3.0,3.333,1.333,1.0,1.333,1.0
-0.308,-0.988,-0.424,0.381,-0.273,-0.417,-0.033,-0.565,125.0,3.0,3.333,1.333,1.0,1.333,1.0
-0.38,-0.795,-0.426,-0.212,-0.42,-0.199,-1.339,0.608,130.0,3.0,3.333,1.333,1.0,1.333,1.0
0.469,1.588,0.48,0.674,-0.414,0.374,0.665,-0.765,135.0,3.0,3.333,1.333,1.0,1.333,1.0
0.57,-0.157,0.628,0.835,-0.185,0.283,0.603,0.351,140.0,2.667,3.333,1.333,1.0,1.333,1.0
6.672,0.218,3.446,2.547,0.471,3.042,-0.975,-0.06,145.0,2.667,3.333,1.333,1.0,1.333,1.0
1.132,0.002,0.685,0.567,0.407,-0.191,-0.528,0.641,150.0,3.0,3.333,1.333,1.0,1.667,1.0
-0.097,-0.831,-0.743,-0.93,-0.428,-0.901,-1.395,-0.907,155.0,3.0,3.333,1.333,1.0,1.667,1.0
-0.863,-0.94,-0.549,0.066,-0.178,-0.472,0.397,0.351,160.0,3.333,3.0,1.333,1.0,1.667,1.0
-0.634,-0.893,0.464,0.144,-0.49,-0.1,-0.976,-1.127,165.0,2.667,3.333,1.333,1.0,1.667,1.0
