delta,lowAlpha,highAlpha,lowBeta,highBeta,lowGamma,middleGamma,theta,seconds,arousal,valence,happy,angry,nervous,sad
-1.447,-1.314,-1.352,-1.331,-0.069,-0.685,-2.535,-1.841,5.0,3.0,3.333,2.333,1.0,2.0,1.0
-1.263,-0.318,-1.229,-1.162,0.771,-0.137,-1.53,-0.644,10.0,3.0,3.0,2.333,1.0,2.0,1.0
-1.022,-1.302,-1.14,-0.894,0.598,0.097,-0.721,-0.545,15.0,3.0,3.0,2.0,1.0,2.0,1.0
-1.479,-1.488,-1.449,-1.335,-0.654,-0.963,-2.326,-1.899,20.0,3.0,3.0,2.0,1.0,2.0,1.0
-1.551,-1.485,-1.528,-1.359,-0.823,-0.911,-1.581,-1.743,25.0,3.0,3.0,2.0,1.0,2.0,1.0
-1.496,-1.072,-1.393,-1.316,0.494,-0.643,-1.814,-1.627,30.0,2.667,3.0,1.667,1.333,2.0,1.333
-1.275,-1.247,-1.073,-0.887,0.746,-0.123,-0.534,-0.67,35.0,2.667,3.0,1.667,1.333,2.0,1.333
-1.444,-0.858,-1.412,-1.266,0.245,-0.131,-1.308,-1.026,40.0,2.667,3.0,1.667,1.333,2.0,1.333
-1.55,-1.253,-1.4,-1.216,-0.235,-0.65,-2.121,-1.509,45.0,2.667,3.0,1.667,1.333,2.333,1.333
-1.569,-1.099,-1.469,-1.351,-0.57,-0.769,-1.539,-1.675,50.0,3.0,2.667,1.667,1.667,1.667,1.667
-1.452,-1.44,-1.402,-1.29,0.162,-0.432,-2.184,-1.877,55.0,2.667,2.667,1.667,1.667,1.667,1.667
-1.443,-1.275,-1.425,-1.333,-0.479,-0.471,-1.272,-1.792,60.0,2.667,2.667,1.667,1.667,1.667,1.667
-1.626,-1.403,-1.489,-1.38,-0.184,-0.707,-2.68,-1.925,65.0,2.667,2.667,1.667,1.667,1.667,1.667
-1.591,-1.509,-1.526,-1.342,-0.524,-0.959,-2.79,-1.913,70.0,2.667,2.667,1.667,1.667,1.667,1.667
-1.034,-0.99,-1.424,-1.138,-0.157,-0.903,-1.212,-1.239,75.0,2.667,2.667,1.667,1.667,1.667,1.667
-1.458,-1.271,-1.406,-1.24,-0.154,0.059,-1.489,-1.558,80.0,2.667,2.667,1.667,1.667,1.667,1.667
-1.215,-1.218,-1.399,-1.24,0.386,0.257,-1.004,-1.559,85.0,2.667,2.667,1.667,1.667,1.667,1.667
-1.564,-1.465,-1.417,-1.343,-0.316,-0.47,-0.761,-1.77,90.0,3.0,2.667,1.667,1.667,1.667,1.667
-1.442,-1.365,-1.36,-1.316,0.752,0.595,-1.271,-1.648,95.0,3.0,2.667,1.667,1.667,1.667,1.667
-1.056,-1.241,-1.259,-0.999,1.177,0.24,-1.585,-1.473,100.0,3.333,3.0,2.0,1.333,1.667,1.0
-1.328,-0.321,-1.357,-1.209,0.51,-0.079,-1.275,-0.897,105.0,3.0,3.0,2.333,1.333,1.667,1.0
-1.075,-0.355,-1.035,-0.603,1.976,1.858,1.826,-0.957,110.0,3.0,3.0,2.333,1.333,2.0,1.0
-1.273,-0.868,-1.252,-1.267,-0.03,0.275,-2.17,-1.507,115.0,3.0,3.0,2.333,1.333,2.0,1.0
-1.24,-1.048,-1.338,-1.093,0.119,0.687,0.102,-0.854,120.0,3.0,3.0,2.333,1.333,2.0,1.0
-1.52,-1.4,-1.242,-1.313,0.2,-0.295,-0.829,-1.84,125.0,3.0,3.0,2.333,1.333,2.0,1.0
-1.008,-0.516,-0.968,-1.077,0.977,-0.135,-0.717,-0.811,130.0,3.0,3.0,2.333,1.333,2.0,1.0
-1.158,-1.167,-1.181,-1.104,-0.522,-0.635,-0.249,-0.784,135.0,3.0,3.0,2.333,1.333,2.0,1.0
-1.444,-1.236,-1.264,-1.181,-0.309,-0.706,-2.254,-1.777,140.0,3.0,3.0,2.333,1.333,2.0,1.0
-1.527,-1.486,-1.466,-1.294,-0.49,-0.503,-1.611,-1.768,145.0,3.0,3.0,2.333,1.333,2.0,1.0
-1.509,-1.571,-1.322,-1.291,-0.415,-0.354,-2.324,-1.739,150.0,3.0,3.0,2.333,1.333,2.0,1.0
-1.624,-1.237,-1.417,-1.339,-0.41,-0.91,-2.927,-1.935,155.0,2.667,3.0,2.0,1.333,1.667,1.667
-1.463,-1.275,-1.358,-1.163,0.799,0.004,-2.635,-1.918,160.0,2.667,3.0,2.0,1.333,1.667,1.667
-1.302,-1.26,-1.269,-1.324,0.353,-0.746,-2.381,-1.726,165.0,3.0,3.0,2.667,1.333,1.333,1.667
-1.468,-1.523,-1.531,-1.379,-0.593,-0.971,-3.021,-2.004,170.0,3.333,3.333,2.667,1.333,1.333,1.667
-1.669,-1.416,-1.503,-1.395,-0.729,-1.102,-2.111,-1.638,175.0,3.0,3.333,2.667,1.333,1.333,1.667
-1.07,-0.806,-0.99,-1.085,1.606,0.692,1.103,-0.076,180.0,3.0,3.333,2.667,1.333,1.333,1.667
-1.016,-1.238,-1.195,-0.542,2.692,1.198,0.785,-1.006,185.0,3.333,3.667,3.0,1.333,1.333,1.667
-1.13,-0.236,-0.965,-0.921,1.756,2.432,-0.158,-0.449,190.0,3.667,3.667,3.0,1.333,1.333,1.667
-0.969,-0.238,-0.785,-1.065,2.56,1.968,0.913,-0.176,195.0,3.667,3.667,3.0,1.333,1.333,1.667
0.024,1.026,-0.92,-0.494,1.469,6.335,1.173,0.7,200.0,3.0,3.0,2.333,1.333,1.333,1.0
-0.084,1.038,-0.374,-0.857,2.88,4.188,0.619,1.696,205.0,3.0,3.0,2.0,1.333,1.333,1.0
-1.641,-1.31,-1.477,-1.353,-0.613,-0.809,-2.643,-0.988,210.0,2.667,2.667,2.0,1.333,1.333,1.0
-1.674,-1.414,-1.538,-1.415,-0.794,-1.143,-2.566,-1.411,215.0,2.667,2.667,2.0,1.333,1.333,1.0
-1.613,-1.505,-1.579,-1.395,-0.96,-1.095,-0.854,-1.375,220.0,2.667,2.667,2.0,1.333,1.333,1.0
-0.989,-1.098,-1.324,-0.532,0.906,0.17,-0.684,-0.741,225.0,2.667,3.0,2.0,1.333,1.333,1.0
-0.784,-0.565,-1.198,-0.981,3.065,1.136,0.123,-0.161,230.0,3.667,3.667,2.667,1.333,1.333,1.667
-1.042,-1.028,-0.512,-0.575,2.959,2.732,1.843,-0.875,235.0,3.333,3.667,2.667,1.333,2.0,1.0
-0.916,-0.981,-1.386,-1.222,0.414,0.563,-0.935,-1.527,240.0,3.0,3.333,2.333,1.333,2.0,1.0
-0.983,-1.132,-0.844,-0.43,1.323,1.732,-0.316,-0.131,245.0,3.333,3.0,2.333,1.333,2.0,1.0
-1.354,-0.837,-1.407,-1.261,0.05,-0.368,-0.987,-1.511,250.0,3.333,3.333,2.333,1.333,2.0,1.0
-1.087,-0.898,-1.221,-1.02,1.289,0.733,1.02,-1.361,255.0,3.0,3.0,2.333,1.333,2.0,1.0
-0.633,-0.441,-0.998,-0.905,1.783,1.401,1.355,-0.748,260.0,3.0,3.0,2.333,1.333,2.0,1.0
-1.046,-1.339,-1.151,-0.982,2.132,0.706,-0.664,-0.986,265.0,3.0,3.0,2.333,1.333,2.0,1.0
-0.872,-0.474,-1.081,-1.127,0.68,-0.272,-0.455,-0.756,270.0,3.0,3.0,2.333,1.333,2.0,1.0
-1.415,-1.362,-1.379,-1.197,0.112,0.209,-1.241,-1.814,275.0,3.0,3.0,2.333,1.333,2.0,1.0
-1.409,-1.388,-1.472,-1.375,-0.432,-0.584,-2.002,-1.774,280.0,3.0,3.0,2.333,1.333,2.0,1.0
-1.375,-1.35,-1.347,-1.287,-0.657,-0.698,-0.012,-1.624,285.0,3.0,3.0,2.333,1.333,2.0,1.0
-1.156,-1.082,-1.063,-0.804,1.731,1.751,-0.148,-0.113,290.0,3.0,3.0,2.333,1.333,2.0,1.0
-1.087,-0.49,-1.114,-1.15,2.093,2.065,-0.402,-0.663,295.0,3.333,3.0,2.333,1.333,2.0,1.0
-0.568,-0.898,-0.978,-0.592,2.051,1.221,0.383,-0.316,300.0,3.333,3.0,2.333,1.333,2.0,1.0
-0.731,0.255,-0.643,-0.883,3.492,1.98,0.226,-0.603,305.0,3.333,2.667,2.333,2.0,1.667,1.667
-1.351,-1.304,-0.878,-0.961,0.141,-0.398,-0.623,-1.472,310.0,3.0,3.0,2.333,2.0,1.667,1.667
-1.61,-1.633,-1.478,-1.443,-0.371,-0.73,-2.971,-2.013,315.0,3.0,3.0,2.333,2.0,1.667,1.667
-1.281,-1.085,-1.395,-1.252,-0.211,-0.455,0.182,-1.467,320.0,3.0,3.0,2.333,2.0,1.667,1.667
-1.508,-1.241,-1.464,-1.364,-0.506,-1.022,-1.527,-1.892,325.0,3.333,3.333,2.333,1.333,1.333,1.667
-1.499,-1.363,-1.426,-1.337,-0.543,-0.713,-2.638,-1.453,330.0,3.0,3.0,2.333,1.333,1.333,1.667
-1.481,-1.382,-1.263,-1.255,1.039,0.087,-2.303,-1.814,335.0,3.0,3.0,2.333,1.333,1.333,1.667
-1.478,-1.107,-1.44,-1.324,-0.195,-0.138,-1.318,-1.417,340.0,3.0,3.0,2.333,1.333,1.333,1.667
0.311,0.04,-0.495,-0.538,7.095,6.48,1.879,-0.151,345.0,3.333,3.0,2.333,1.333,1.333,1.667
-1.14,-0.396,-1.405,-1.336,0.707,0.463,-1.325,-1.323,350.0,3.0,2.667,2.0,1.667,1.667,2.0
-1.285,-1.106,-1.46,-1.318,-0.777,-0.978,-1.537,-1.549,355.0,3.0,3.0,2.333,1.667,1.667,2.0
-1.482,-1.113,-1.558,-1.369,-0.586,-1.08,-1.539,-0.37,360.0,3.0,3.0,2.333,1.667,1.667,2.0
-1.601,-1.482,-1.575,-1.398,-1.027,-1.095,-1.329,-1.724,365.0,4.0,4.0,3.0,1.333,1.333,1.0
-1.36,-0.907,-1.348,-1.129,0.287,0.242,0.488,-1.378,370.0,4.0,4.0,3.333,1.333,1.333,1.0
0.111,0.143,-0.095,-0.574,3.798,3.425,0.102,-0.769,375.0,3.667,3.333,3.0,1.0,1.333,1.0
-1.401,-1.157,-1.325,-1.143,0.601,0.386,0.048,-1.534,380.0,3.0,3.333,2.333,1.0,1.667,1.0
-0.542,-0.59,-1.054,-1.048,0.801,-0.038,-0.764,-1.503,385.0,2.667,2.667,2.0,1.0,1.667,1.667
0.482,0.535,-0.378,-0.288,1.683,1.512,0.691,-0.017,390.0,2.667,2.667,2.0,1.0,1.333,1.667
-0.873,-1.048,-1.234,-0.677,0.057,0.536,-0.959,-1.288,395.0,2.667,2.333,2.0,1.0,1.333,1.667
-1.384,-1.396,-1.372,-1.321,0.211,0.06,-0.82,-1.247,400.0,2.667,2.333,2.667,1.667,1.333,2.0
-0.644,-0.864,-0.466,-0.952,3.259,1.608,-0.189,0.358,405.0,2.667,2.667,2.667,1.667,1.333,2.0
-1.297,-0.925,-0.95,-1.125,1.368,1.493,0.368,-0.604,410.0,3.0,3.0,3.0,1.667,1.333,2.0
