delta,lowAlpha,highAlpha,lowBeta,highBeta,lowGamma,middleGamma,theta,seconds,arousal,valence,happy,angry,nervous,sad
-1.381,-1.461,-1.561,-1.379,-0.42,-1.04,-2.64,-1.855,5.0,1.667,3.0,1.333,1.667,2.0,1.0
-1.534,-1.404,-1.491,-1.382,-0.895,-1.148,-2.295,-1.951,10.0,1.667,3.0,1.333,1.667,2.0,1.0
-1.629,-1.619,-1.553,-1.439,-0.841,-1.221,-2.481,-1.958,15.0,1.667,3.0,1.333,1.667,2.0,1.0
-1.553,-1.405,-1.455,-1.246,-0.792,-0.979,-2.226,-1.504,20.0,1.667,3.0,1.333,1.667,2.0,1.0
-1.513,-1.411,-1.5,-1.324,-0.79,-1.119,-2.782,-2.025,25.0,1.667,2.667,1.333,1.667,2.0,1.0
-1.683,-1.488,-1.539,-1.439,-0.637,-1.094,-2.665,-1.972,30.0,2.0,2.333,1.0,1.333,2.0,1.0
-1.559,-1.024,-0.942,-1.258,-0.176,-0.543,-0.969,-1.527,35.0,2.333,2.333,1.0,1.333,2.0,1.0
-1.658,-1.47,-1.57,-1.371,-1.03,-1.283,-2.767,-2.009,40.0,2.0,2.333,1.0,1.333,2.0,1.0
-1.682,-1.308,-1.594,-1.404,-1.071,-1.257,-3.037,-2.067,45.0,2.0,2.333,1.0,1.333,2.0,1.0
-1.64,-1.549,-1.606,-1.382,-0.971,-1.276,-2.736,-2.039,50.0,2.667,2.0,1.0,1.667,2.0,1.0
-1.692,-1.514,-1.594,-1.413,-1.015,-1.222,-2.192,-1.832,55.0,2.667,2.0,1.0,1.667,2.0,1.0
-1.503,-0.88,-1.5,-1.326,-0.659,-0.872,-2.201,-1.155,60.0,2.333,2.0,1.0,1.667,2.0,1.0
-1.576,-1.327,-1.407,-1.287,-0.969,-1.146,-2.438,-1.58,65.0,2.667,2.0,1.0,1.667,2.0,1.0
-1.709,-1.455,-1.591,-1.399,-0.75,-1.113,-2.265,-1.853,70.0,2.333,2.0,1.0,1.667,2.0,1.0
-1.437,-1.327,-1.557,-1.275,-0.996,-1.073,-1.745,-1.667,75.0,2.333,2.0,1.0,1.667,2.0,1.0
-1.72,-1.36,-1.619,-1.452,-1.121,-1.333,-2.975,-2.066,80.0,2.667,2.0,1.667,1.667,1.667,1.0
-1.612,-1.373,-1.478,-1.343,-0.706,-1.107,-2.554,-1.786,85.0,2.667,2.0,1.667,1.667,1.667,1.0
-1.616,-1.267,-1.602,-1.385,-0.865,-1.118,-2.755,-2.004,90.0,2.667,2.0,1.667,1.667,1.667,1.0
-1.455,-1.539,-1.585,-1.369,-0.863,-1.186,-2.368,-1.879,95.0,2.667,2.0,1.667,1.667,1.667,1.0
-1.595,-1.136,-1.56,-1.415,-0.981,-1.168,-2.212,-1.657,100.0,2.667,2.0,1.667,1.667,1.667,1.0
-1.451,-1.396,-1.447,-1.344,-0.445,-0.678,-2.249,-1.671,105.0,3.0,2.0,1.667,1.667,1.667,1.0
-1.241,-0.66,-1.286,-0.596,-0.07,-0.619,-1.389,-1.727,110.0,3.0,3.333,1.667,2.0,2.0,1.0
-1.415,-0.409,-1.401,-1.281,0.37,-0.309,-1.319,-1.287,115.0,3.667,3.333,1.667,2.0,2.0,1.0
-1.419,0.221,-1.002,-1.114,0.534,-0.014,1.076,-1.423,120.0,3.0,3.333,1.667,2.0,2.0,1.0
-1.299,-1.304,-1.345,-1.216,0.536,0.103,-1.518,-1.198,125.0,3.667,3.333,1.667,2.0,2.0,1.0
-1.256,-0.492,-1.24,-1.119,0.074,-0.216,0.126,0.172,130.0,3.667,3.333,1.667,2.0,2.0,1.0
-1.47,-1.525,-1.439,-1.328,-0.357,-0.689,-1.028,-1.613,135.0,3.667,3.333,1.667,2.0,2.0,1.0
-1.35,-0.687,-1.244,-1.019,1.265,0.303,-2.203,-1.688,140.0,3.667,3.333,1.667,2.0,2.0,1.0
-1.515,-1.263,-1.391,-1.281,-0.077,-0.356,-1.535,-1.226,145.0,3.667,3.333,1.667,2.0,2.0,1.0
-1.404,-1.284,-1.416,-1.356,-0.287,-0.845,-1.854,-1.429,150.0,3.667,3.333,1.667,2.0,2.333,1.0
-1.524,-1.295,-1.337,-1.265,-0.017,-0.607,-2.304,-1.821,155.0,3.333,3.333,1.667,1.667,2.333,1.0
-0.98,-1.098,-1.219,-0.954,0.105,0.46,-0.942,-0.655,160.0,3.333,3.333,1.667,1.667,2.333,1.0
-1.12,-0.943,-0.955,-0.986,0.416,1.022,1.675,-0.17,165.0,3.0,3.333,1.667,1.667,2.333,1.0
-1.411,-1.312,-1.414,-1.343,-0.53,-0.731,-0.343,-1.773,170.0,3.0,3.333,1.667,1.667,2.333,1.0
-1.348,-1.197,-1.214,-0.949,0.545,0.405,-1.014,0.427,175.0,3.0,3.333,1.667,1.667,2.333,1.0
-1.562,-1.007,-1.46,-1.302,-0.287,-0.471,-1.316,-1.489,180.0,3.0,3.333,1.667,1.667,2.333,1.0
-1.424,-1.248,-1.223,-1.212,-0.018,-0.162,-1.266,-0.435,185.0,3.0,3.333,1.667,1.667,2.333,1.0
-1.428,-1.251,-1.466,-1.329,-0.453,-0.909,0.553,-1.655,190.0,3.0,3.333,1.667,1.667,2.333,1.0
-1.267,-1.243,-0.692,-0.898,3.391,4.815,-0.846,-1.073,195.0,3.0,3.333,1.667,1.667,2.333,1.0
-1.491,-1.45,-1.44,-1.255,-0.393,-0.837,-1.531,-1.56,200.0,2.333,3.333,1.667,1.667,2.333,1.0
-1.374,-1.253,-1.435,-1.285,-0.739,-0.763,-0.369,-1.609,205.0,3.333,3.667,1.667,1.667,2.0,1.0
-1.278,-0.634,-1.441,-1.247,0.009,-0.716,-0.708,-1.324,210.0,3.333,3.667,1.667,1.667,2.0,1.0
-1.412,-1.458,-1.537,-1.399,-0.487,-1.043,-2.327,-1.797,215.0,2.667,3.667,1.667,1.667,2.0,1.0
-1.642,-1.333,-1.491,-1.39,-0.803,-1.109,-2.923,-2.077,220.0,2.333,3.333,1.667,1.667,2.0,1.0
-1.281,-1.368,-1.441,-1.269,-0.228,-0.379,-2.715,-1.849,225.0,2.333,2.333,1.667,1.667,1.333,1.0
-1.516,-1.425,-1.381,-1.196,-0.542,-0.944,-1.721,-1.693,230.0,2.333,2.333,1.667,1.667,1.333,1.0
-1.12,-1.03,-1.417,-1.086,0.517,-0.422,-1.057,-1.234,235.0,2.333,2.333,1.667,1.667,1.333,1.0
-1.601,-1.48,-1.558,-1.37,-0.728,-1.114,-0.773,-1.712,240.0,2.333,2.333,1.667,1.667,1.333,1.0
-1.445,-1.125,-1.458,-1.31,-0.423,-0.712,-1.271,-1.206,245.0,2.333,2.333,1.667,1.667,1.333,1.0
-1.213,-1.195,-1.465,-1.234,-0.576,-0.99,-1.871,-1.845,250.0,2.667,2.0,1.667,1.667,1.333,1.0
-1.597,-1.387,-1.505,-1.324,-0.599,-1.053,-1.95,-1.559,255.0,2.667,2.0,1.667,1.667,1.333,1.0
-1.378,-0.783,-1.412,-1.186,-0.453,-0.99,-1.846,-1.58,260.0,2.667,2.0,1.667,1.667,1.333,1.0
-1.431,-1.296,-1.423,-1.327,-0.377,-1.023,-1.466,-1.614,265.0,2.667,2.0,1.667,1.667,1.333,1.0
-1.245,-0.98,-1.501,-1.331,-0.701,-1.019,-1.462,-1.565,270.0,2.667,2.0,1.667,1.667,1.333,1.0
-1.62,-1.217,-1.563,-1.347,-0.792,-0.99,-2.226,-1.574,275.0,2.667,2.0,1.667,1.667,1.333,1.0
-1.535,-1.516,-1.586,-1.327,-0.413,-1.045,-2.907,-1.876,280.0,2.333,2.0,1.667,1.667,1.333,1.0
-1.565,-0.913,-1.492,-1.167,-0.909,-1.016,-1.898,-1.225,285.0,2.333,2.0,1.667,1.667,1.333,1.0
-1.552,-1.291,-1.512,-1.382,-0.877,-1.174,-2.718,-1.732,290.0,2.667,2.0,1.667,1.667,1.333,1.0
-1.29,-0.892,-1.399,-1.152,-0.36,-0.789,-0.745,-1.431,295.0,2.0,2.0,1.667,1.667,1.333,1.0
-1.147,-1.486,-1.391,-1.243,0.146,-0.608,-0.969,-1.132,300.0,2.0,2.0,1.667,1.667,1.333,1.0
-1.485,-1.228,-1.408,-1.355,-0.69,0.276,-1.091,-1.776,305.0,2.0,2.0,1.667,1.667,1.333,1.0
-1.238,-0.514,-1.164,-1.073,-0.01,0.113,-1.926,-1.216,310.0,2.667,2.0,1.667,1.667,1.333,1.0
