delta,lowAlpha,highAlpha,lowBeta,highBeta,lowGamma,middleGamma,theta,seconds,arousal,valence,happy,angry,nervous,sad
-1.464,-1.293,-1.336,-1.3,0.775,-0.473,-2.569,-1.363,5.0,3.667,3.333,2.0,1.0,1.667,1.0
-1.549,-1.534,-1.425,-1.173,-0.037,-0.557,-2.632,-1.944,10.0,3.667,3.333,2.0,1.0,1.667,1.0
-1.543,-1.163,-1.403,-1.328,0.028,-0.288,-1.795,-1.41,15.0,4.0,4.0,2.0,1.0,1.333,1.0
-1.24,-0.636,-1.183,-1.204,1.657,0.089,-0.532,-1.445,20.0,4.0,4.0,2.0,1.0,1.333,1.0
-1.535,-1.463,-1.352,-1.185,0.184,-0.601,-2.764,-2.029,25.0,3.333,3.0,1.667,1.333,1.667,1.0
-1.518,-1.471,-1.501,-1.349,-0.194,-0.785,-2.568,-1.531,30.0,2.667,3.0,1.667,1.333,1.667,1.0
-1.277,-0.891,-1.139,-1.121,0.942,1.578,-0.095,-0.999,35.0,2.667,2.667,1.333,1.333,1.667,1.0
-0.945,-0.082,-1.211,-1.157,-0.007,0.186,-0.115,-1.471,40.0,2.667,2.667,1.333,1.333,1.667,1.0
-0.902,-1.069,-0.85,-0.792,0.958,0.408,-0.202,-1.086,45.0,2.667,2.667,1.333,1.333,1.667,1.0
-1.634,-1.55,-1.543,-1.402,-0.658,-0.827,-2.446,-1.793,50.0,3.333,2.667,1.333,1.333,1.667,1.0
-1.63,-1.408,-1.289,-1.359,-0.798,-1.116,-2.869,-1.846,55.0,2.667,2.667,1.333,1.333,1.333,1.0
-1.563,-1.43,-1.296,-1.361,-0.865,-1.087,-2.948,-1.924,60.0,2.667,3.333,1.333,1.333,1.333,1.0
-0.804,-1.094,-0.943,-1.17,1.475,1.185,-1.963,-0.837,65.0,2.667,3.333,1.333,1.333,1.333,1.0
-1.378,-1.474,-1.297,-1.279,-0.338,-0.738,-1.765,-1.728,70.0,2.333,3.333,1.333,1.333,1.333,1.0
-1.592,-1.572,-1.457,-1.379,-0.878,-1.13,-3.04,-2.075,75.0,2.333,3.333,1.333,1.333,1.333,1.0
-1.646,-1.43,-1.446,-1.371,-0.818,-1.021,-2.958,-2.064,80.0,2.333,3.333,1.333,1.333,1.333,1.0
-1.513,-1.492,-1.36,-1.321,-0.39,-1.031,-2.97,-1.981,85.0,2.333,3.333,1.333,1.333,1.333,1.0
-1.582,-1.462,-1.461,-1.318,-0.933,-1.081,-2.909,-1.95,90.0,2.667,3.333,1.333,1.333,1.333,1.0
-1.638,-1.509,-1.377,-1.411,-0.761,-0.947,-2.765,-1.988,95.0,2.667,2.667,1.333,1.333,1.333,1.0
-1.629,-1.612,-1.498,-1.385,-0.533,-1.117,-2.917,-2.036,100.0,2.667,2.667,1.333,1.333,1.333,1.0
-1.365,-1.409,-1.354,-1.138,-0.592,-0.462,-2.045,-1.892,105.0,2.667,2.667,1.333,1.333,1.333,1.0
-1.297,-1.347,-1.4,-1.342,-0.332,-0.829,-1.785,-1.906,110.0,2.667,2.667,1.333,1.333,1.333,1.0
-1.615,-1.463,-1.326,-1.363,-0.637,-0.785,-2.198,-1.786,115.0,2.667,2.667,1.333,1.667,1.333,1.0
-1.101,-1.298,-1.27,-1.175,0.117,0.367,-0.559,-0.765,120.0,3.333,3.0,1.333,1.0,1.333,1.0
-1.505,-1.517,-1.305,-1.337,0.116,0.287,-0.783,-1.84,125.0,4.0,2.667,1.333,1.0,2.333,1.0
-1.361,-1.358,-1.346,-1.294,0.344,-0.193,-0.221,-0.948,130.0,4.333,3.0,1.333,1.0,1.667,1.0
-0.997,-0.497,-0.905,-0.869,1.059,1.001,-0.651,-0.193,135.0,4.333,3.0,1.333,1.0,1.667,1.0
-1.394,-1.25,-1.273,-1.285,0.142,-0.152,-0.64,-1.435,140.0,3.667,3.0,1.333,1.0,1.667,1.0
-1.409,-1.341,-1.392,-1.263,-0.186,-0.513,-1.91,-1.434,145.0,3.667,3.0,1.333,1.0,1.667,1.0
-1.388,-1.34,-1.067,-1.183,0.729,0.262,-1.191,-1.423,150.0,3.667,3.0,1.333,1.0,1.667,1.0
