delta,lowAlpha,highAlpha,lowBeta,highBeta,lowGamma,middleGamma,theta,seconds,arousal,valence,happy,angry,nervous,sad
-1.545,-1.25,-1.431,-1.219,-0.151,0.144,-2.442,-1.726,5.0,3.0,3.333,2.333,1.333,1.667,1.0
-1.571,-1.477,-1.464,-1.381,-0.117,-0.414,-2.329,-1.834,10.0,3.0,3.333,2.333,1.333,1.667,1.0
-1.554,-1.535,-1.242,-1.275,0.439,0.285,-2.145,-1.978,15.0,3.333,3.0,2.333,1.333,1.667,1.0
-1.632,-1.502,-1.333,-1.304,1.532,0.425,-2.604,-1.683,20.0,3.333,3.0,2.333,1.667,1.667,1.0
-1.622,-1.521,-1.487,-1.405,-0.166,-0.528,-2.326,-1.794,25.0,3.0,3.0,2.333,1.667,1.667,1.0
-1.492,-0.755,-1.304,-1.293,0.615,-0.188,-1.145,-0.969,30.0,3.0,3.0,2.333,1.667,1.667,1.0
-1.393,-1.432,-1.21,-1.255,1.76,0.815,-1.043,-1.818,35.0,3.0,3.0,2.333,1.667,1.667,1.0
-1.618,-1.504,-1.549,-1.391,-0.618,-0.748,-2.4,-1.952,40.0,3.333,3.333,2.667,1.333,2.0,1.0
-1.623,-1.19,-1.409,-1.218,0.101,-0.103,-1.076,-0.683,45.0,3.0,3.333,2.667,1.333,2.333,1.0
-1.022,-0.42,-1.004,-0.963,0.408,0.499,0.865,-0.955,50.0,3.0,3.333,2.667,1.333,2.333,1.0
-1.425,-1.319,-1.518,-1.343,-0.096,-0.649,0.614,-1.246,55.0,2.667,3.0,2.0,1.0,2.333,1.0
-1.04,-1.11,-1.354,-0.751,2.817,0.453,-0.131,-1.493,60.0,2.667,3.0,2.0,1.0,2.333,1.0
-1.316,-0.685,-1.169,-1.146,0.229,-0.29,-0.404,-1.136,65.0,2.667,3.0,2.0,1.0,2.333,1.0
-1.047,-0.763,-1.128,-1.19,0.804,0.559,-0.005,-1.086,70.0,2.667,3.0,2.0,1.0,2.333,1.0
-1.381,-1.225,-1.407,-1.28,1.207,-0.397,-0.938,-1.655,75.0,2.667,3.0,2.0,1.0,2.667,1.0
-1.362,-0.899,-1.443,-1.247,1.046,-0.171,-0.738,-0.094,80.0,2.667,3.0,2.0,1.0,2.333,1.0
-1.738,-1.564,-1.369,-1.337,-0.128,-0.28,-2.305,-2.015,85.0,2.667,3.0,2.0,1.0,2.333,1.0
-1.4,-1.21,-1.296,-1.15,-0.458,-0.231,-0.412,-0.946,90.0,2.667,3.0,2.0,1.0,2.333,1.0
-1.498,-1.407,-1.452,-1.367,0.23,-0.809,-1.922,-1.512,95.0,2.667,3.0,2.0,1.0,2.333,1.0
-1.597,-1.44,-1.463,-1.371,1.252,-0.112,-1.337,-1.875,100.0,2.667,3.0,2.0,1.0,2.333,1.0
-1.65,-1.547,-1.463,-1.406,-0.059,-0.565,-1.823,-1.863,105.0,2.667,3.0,2.0,1.0,2.333,1.0
-1.625,-1.413,-1.489,-1.381,-0.196,-0.845,-2.083,-1.75,110.0,3.333,3.0,2.333,1.333,2.333,1.0
-1.652,-1.517,-1.507,-1.407,-0.062,-1.056,-2.572,-1.973,115.0,2.667,3.0,2.333,1.333,2.333,1.0
-1.372,-1.176,-1.342,-1.216,0.369,-0.555,-1.893,-0.538,120.0,3.333,3.0,2.333,1.333,2.333,1.0
-1.434,-1.235,-1.461,-1.339,0.138,0.155,-0.054,-1.574,125.0,3.333,3.0,2.333,1.333,2.333,1.0
-1.11,-1.237,-1.255,-1.11,1.106,1.794,-0.344,-0.398,130.0,3.333,3.0,2.333,1.333,2.333,1.0
-1.489,-1.165,-1.368,-1.255,0.321,-0.324,0.548,-1.009,135.0,3.333,3.0,2.333,1.333,2.333,1.0
-1.014,-0.758,-1.279,-1.137,1.075,1.279,0.377,-1.135,140.0,2.667,3.0,2.333,1.333,2.333,1.0
-1.528,-1.358,-1.299,-1.191,2.187,0.558,-0.511,-1.47,145.0,2.667,3.0,2.333,1.333,2.333,1.0
-1.194,-1.041,-1.255,-1.317,0.871,1.717,0.637,0.053,150.0,2.667,3.0,2.333,1.333,2.333,1.0
-1.605,-1.429,-1.454,-1.324,-0.267,-0.677,-0.834,-1.87,155.0,3.0,3.0,2.333,1.333,2.333,1.0
-1.178,-1.162,-1.459,-1.339,0.168,0.079,-0.463,-1.24,160.0,3.0,3.0,2.333,1.333,2.333,1.0
-1.523,-1.21,-1.306,-1.261,0.396,-0.407,1.354,-0.485,165.0,3.0,3.0,2.333,1.333,2.333,1.0
-0.727,-1.185,-1.245,-1.266,1.045,0.647,-0.49,-0.834,170.0,3.0,3.0,2.333,1.333,2.333,1.0
-1.308,-0.901,-1.318,-1.242,0.812,0.064,-1.616,-1.342,175.0,3.0,3.0,2.333,1.333,2.333,1.0
-1.534,-1.219,-1.268,-1.414,1.212,0.694,0.381,-1.793,180.0,3.0,3.0,2.333,1.333,2.333,1.0
-1.559,-1.497,-1.468,-1.384,0.063,0.013,-2.05,-1.713,185.0,3.333,3.333,2.667,1.333,2.333,1.0
-1.638,-1.321,-1.382,-1.256,0.713,0.061,-1.975,-1.876,190.0,3.667,3.667,3.0,1.667,2.333,1.0
-0.379,0.973,-0.989,-0.878,4.17,3.303,-0.427,-0.29,195.0,3.333,3.333,3.0,1.667,2.333,1.0
-0.528,-0.824,-1.317,-1.205,1.907,1.041,-1.093,-1.135,200.0,3.333,3.333,3.0,1.667,2.333,1.0
-1.143,-0.722,-1.024,-1.285,1.575,1.084,-0.712,-1.273,205.0,3.333,3.0,2.667,2.0,2.0,1.333
-1.451,-1.386,-1.412,-1.269,0.186,-0.482,-0.736,-1.662,210.0,3.333,3.0,2.667,2.0,2.0,1.333
-1.108,-0.833,-1.3,-1.284,1.592,0.081,-0.393,-1.623,215.0,3.0,3.0,2.667,2.0,2.0,1.333
-1.306,-0.808,-1.326,-1.239,0.493,0.589,-0.85,-1.204,220.0,3.0,3.0,2.667,2.0,2.0,1.333
-1.481,-1.378,-1.414,-1.297,0.122,-0.141,-0.274,-1.684,225.0,3.333,3.333,2.667,2.0,2.0,1.333
-1.383,-0.689,-1.369,-1.296,1.1,0.023,-1.845,-0.958,230.0,3.667,3.667,2.667,2.0,2.0,1.333
-1.165,-1.189,-1.209,-1.126,1.848,1.868,-0.169,0.41,235.0,3.333,3.333,3.0,1.333,2.0,1.0
-1.491,-1.203,-1.3,-1.272,0.738,0.234,-0.261,-1.388,240.0,2.667,3.0,2.333,1.333,2.0,1.0
-1.682,-1.567,-1.518,-1.389,-0.493,-0.902,-2.658,-1.895,245.0,3.333,3.0,2.333,1.333,2.0,1.0
-1.478,-1.501,-1.364,-1.291,0.281,-0.015,-2.285,-1.765,250.0,2.667,3.0,2.333,1.333,2.0,1.0
-1.488,-1.333,-1.375,-1.272,-0.066,-0.275,-1.629,-1.184,255.0,2.667,3.0,2.333,1.333,2.0,1.0
-1.445,-1.662,-1.512,-1.429,-0.758,-1.026,-2.184,-1.95,260.0,2.667,3.0,2.0,1.333,1.667,1.0
-1.629,-1.441,-1.405,-1.327,-0.329,-0.834,-2.084,-1.75,265.0,2.667,3.0,2.0,1.333,1.667,1.0
-1.578,-1.451,-1.469,-1.397,-0.64,-0.841,-2.231,-1.778,270.0,2.667,3.0,2.0,1.333,1.667,1.0
-1.639,-1.542,-1.586,-1.408,-0.827,-1.072,-1.773,-1.874,275.0,2.667,3.0,2.0,1.333,1.667,1.0
-1.42,-1.468,-1.433,-1.345,0.31,-0.404,-2.104,-1.774,280.0,2.667,3.0,2.0,1.333,1.667,1.0
-1.126,-1.386,-1.246,-1.24,0.202,-0.198,-2.017,-1.471,285.0,2.667,3.0,2.0,1.333,1.667,1.0
-0.997,-1.387,-1.198,-1.258,0.177,0.172,-1.614,-1.432,290.0,2.667,3.0,2.0,1.333,1.667,1.0
-1.43,-1.424,-1.339,-1.319,-0.122,-0.464,-1.513,-1.828,295.0,2.667,3.0,2.0,1.333,1.667,1.0
-1.538,-1.361,-1.436,-1.359,-0.294,-0.407,-2.39,-1.813,300.0,2.667,3.0,2.0,1.333,1.667,1.0
-1.54,-0.985,-1.365,-1.255,0.824,0.206,-0.477,-1.532,305.0,2.667,3.0,2.333,1.333,1.667,1.0
-1.407,-1.051,-1.436,-1.303,-0.209,-0.342,-0.827,-1.455,310.0,2.667,3.0,2.333,1.333,1.667,1.0
-1.319,-0.974,-1.178,-1.247,0.8,0.505,-0.603,-1.463,315.0,3.0,3.0,2.333,1.333,1.667,1.0
-1.562,-1.434,-1.268,-1.281,0.07,-0.328,0.921,-1.453,320.0,3.0,3.0,2.333,1.333,1.667,1.0
