delta,lowAlpha,highAlpha,lowBeta,highBeta,lowGamma,middleGamma,theta,seconds,arousal,valence,happy,angry,nervous,sad
-1.308,-1.15,-1.47,-1.368,-0.96,-1.084,-1.532,-1.616,5.0,2.667,3.667,1.333,1.333,2.333,1.0
-1.148,-1.288,-1.486,-1.275,-0.633,-0.648,-1.953,-1.287,10.0,2.667,3.667,1.333,1.333,2.667,1.0
-1.557,-1.315,-1.55,-1.325,-0.691,-0.938,-2.436,-1.759,15.0,3.0,4.0,1.667,1.333,2.333,1.0
-1.543,-0.938,-1.465,-1.193,-0.678,-0.601,-1.779,-1.522,20.0,3.0,4.0,1.333,1.333,2.667,1.0
-1.186,-0.992,-1.346,-1.215,-0.813,-0.655,-0.216,-1.44,25.0,3.0,3.667,1.333,1.333,2.667,1.0
-0.678,-1.038,-1.092,-0.806,-0.111,-0.603,0.283,-0.854,30.0,2.667,3.667,1.333,1.333,2.667,1.0
-1.118,-1.405,-1.304,-0.83,0.225,-0.609,0.308,-1.571,35.0,3.0,3.667,1.333,1.333,2.667,1.0
-1.09,-0.957,-1.346,-1.075,0.415,-0.264,-0.425,0.473,40.0,3.0,3.667,1.333,1.333,2.667,1.0
-0.932,-1.282,-1.366,-1.221,-0.536,-0.938,-0.749,-1.041,45.0,2.667,3.333,1.333,1.333,2.667,1.333
-1.303,-1.038,-1.266,-1.249,-0.541,-0.692,-0.115,-1.535,50.0,2.667,3.333,1.333,1.333,2.667,1.333
-1.52,-1.279,-1.428,-1.299,-0.861,-1.043,1.069,-1.79,55.0,2.667,3.333,1.333,1.333,2.667,1.333
-1.285,-1.556,-1.511,-1.334,-0.84,-0.998,-0.714,-1.854,60.0,3.0,3.0,1.333,1.333,2.667,1.333
-1.246,-1.386,-1.201,-1.264,-0.044,-0.75,-0.881,-1.44,65.0,3.0,2.667,1.333,1.0,2.667,1.333
-1.115,-1.073,-1.456,-1.235,-0.569,-1.072,0.01,-1.162,70.0,2.667,2.667,1.333,1.0,2.667,1.333
-1.479,-1.276,-1.473,-1.359,-1.034,-1.104,-1.921,-1.42,75.0,3.0,2.667,1.333,1.0,2.667,1.333
-1.424,-1.151,-1.35,-1.237,-0.172,-0.672,-1.067,-1.199,80.0,3.0,2.667,1.333,1.0,2.667,1.333
-1.31,-1.066,-1.078,-0.602,-0.247,-0.437,-0.611,-1.024,85.0,3.0,3.0,1.667,1.0,2.667,1.0
-1.228,-0.881,-1.319,-1.181,-0.338,-0.452,0.201,-0.694,90.0,3.333,2.667,1.333,1.0,2.667,1.333
-1.626,-1.537,-1.52,-1.417,-0.712,-0.889,-1.466,-1.939,95.0,3.0,2.667,1.333,1.0,2.667,1.333
-1.405,-1.434,-1.484,-1.29,-0.697,-0.961,-1.735,-1.784,100.0,3.0,2.667,1.333,1.0,2.667,1.333
-1.117,-1.253,-1.399,-1.371,-0.382,-0.607,-0.104,-1.322,105.0,3.0,2.667,1.333,1.0,2.667,1.333
-1.292,-1.154,-1.462,-0.968,-0.46,-1.027,-0.817,-0.898,110.0,2.0,3.333,2.0,1.0,1.333,1.0
-1.484,-1.524,-1.443,-1.376,-0.547,-0.975,-0.861,-1.7,115.0,2.333,3.333,2.0,1.0,1.333,1.0
-1.085,-0.688,-1.367,-1.134,0.305,-0.541,-1.05,-0.987,120.0,2.333,3.333,2.0,1.0,1.667,1.0
-1.567,-1.562,-1.615,-1.382,-1.041,-1.212,-2.478,-1.826,125.0,2.333,3.333,2.0,1.0,1.333,1.0
-1.436,-1.282,-1.481,-1.34,-0.678,-1.037,-0.735,-1.66,130.0,2.333,3.333,2.0,1.0,1.333,1.0
-1.18,-1.169,-1.439,-1.317,-0.648,-1.097,-0.099,-1.337,135.0,2.333,3.333,2.0,1.0,1.333,1.0
-1.199,-1.144,-1.05,-1.028,-0.644,-0.939,0.501,-1.099,140.0,2.333,3.333,2.0,1.0,1.333,1.0
-1.338,-1.426,-1.392,-1.268,-0.516,-0.675,-2.438,-1.318,145.0,2.333,3.333,2.0,1.0,1.333,1.0
-1.624,-1.507,-1.615,-1.395,-0.96,-1.233,-2.658,-1.876,150.0,2.333,3.333,2.0,1.0,1.333,1.0
-0.98,-0.626,-1.427,-1.185,-0.015,-0.342,-1.673,0.139,155.0,2.333,3.333,2.0,1.0,1.333,1.0
-1.51,-1.262,-1.539,-1.35,-1.048,-1.124,-2.204,-1.758,160.0,2.0,3.333,2.0,1.0,1.333,1.0
-1.498,-1.553,-1.578,-1.382,-0.945,-1.21,-2.144,-1.892,165.0,2.0,3.333,2.333,1.0,1.333,1.0
-0.874,-1.128,-1.397,-1.103,-0.164,-0.791,-1.488,-1.463,170.0,1.667,3.0,2.0,1.0,1.667,1.0
-1.408,-1.096,-1.49,-1.28,-0.918,-1.061,-1.612,-1.35,175.0,1.667,3.0,2.0,1.0,1.667,1.0
-1.476,-0.856,-1.46,-1.273,-0.885,-1.048,-1.679,-1.634,180.0,1.667,3.0,2.0,1.0,1.667,1.0
-1.501,-1.398,-1.6,-1.412,-1.027,-1.219,-0.998,-1.717,185.0,1.667,3.0,2.0,1.0,1.667,1.0
-1.078,-0.923,-1.439,-1.256,-0.507,-0.656,-1.973,-1.413,190.0,1.667,3.0,2.0,1.0,1.667,1.0
-1.246,-0.226,-1.276,-1.247,0.805,-0.163,-0.711,-0.818,195.0,1.667,3.0,2.0,1.0,1.667,1.0
-1.467,-1.337,-1.568,-1.299,-0.876,-0.984,-2.125,-1.543,200.0,1.667,3.0,2.0,1.0,1.667,1.0
