delta,lowAlpha,highAlpha,lowBeta,highBeta,lowGamma,middleGamma,theta,seconds,arousal,valence,happy,angry,nervous,sad
-1.032,-1.239,-1.182,-0.924,0.012,-0.479,-0.453,-0.837,5.0,3.0,2.667,1.333,1.0,1.667,1.0
-1.208,-0.706,-1.127,-0.963,-0.575,-0.686,-0.58,-1.333,10.0,3.333,3.0,1.333,1.0,2.0,1.0
-1.468,-1.423,-1.399,-1.324,-0.606,-0.812,0.359,-1.819,15.0,3.333,2.667,1.333,1.0,2.333,1.0
-1.236,-1.286,-1.473,-1.128,-0.607,-0.933,0.97,-1.255,20.0,3.667,2.667,1.333,1.0,2.333,1.0
-0.796,-0.69,-1.083,-0.896,0.769,0.29,-0.46,-1.119,25.0,3.333,2.667,1.333,1.0,2.333,1.0
-1.236,-0.935,-1.228,-1.176,0.05,-0.342,0.41,-1.456,30.0,3.333,2.667,1.333,1.0,2.333,1.0
-1.244,-1.275,-1.406,-1.252,0.143,-0.745,-0.633,-1.274,35.0,3.333,3.0,1.333,1.0,2.333,1.0
-1.235,-0.769,-1.203,-1.118,0.678,0.372,-0.11,-0.846,40.0,4.0,3.333,1.333,1.0,1.667,1.0
0.009,-0.399,-0.534,-0.401,1.741,1.529,1.985,0.902,45.0,3.333,3.333,1.333,1.0,1.667,1.0
-1.17,-1.354,-1.167,-0.99,1.033,7.198,-1.596,-0.873,50.0,3.333,3.0,1.333,1.0,2.0,1.0
-1.335,-0.76,-1.246,-1.252,1.169,0.612,-1.254,-1.623,55.0,3.333,3.0,1.333,1.0,1.667,1.0
-1.032,-0.537,-1.317,-1.224,0.203,-0.212,0.069,-0.893,60.0,3.333,3.0,1.333,1.0,1.667,1.0
-1.249,-1.189,-1.056,-0.834,0.467,0.604,2.307,0.101,65.0,3.333,3.0,1.333,1.0,2.0,1.0
-1.543,-1.358,-1.383,-1.186,-0.252,-0.656,-1.278,-1.907,70.0,3.333,3.0,1.333,1.0,1.667,1.0
-1.439,-1.465,-1.258,-1.33,-0.045,-0.331,-1.331,-1.423,75.0,3.333,3.0,1.333,1.0,1.667,1.0
-1.034,-1.098,-0.86,-1.088,0.637,0.942,-0.724,-0.957,80.0,3.667,3.0,1.333,1.0,1.667,1.0
-1.442,-1.047,-1.321,-1.247,-0.133,-0.407,-1.096,-1.542,85.0,3.333,3.0,1.333,1.0,2.0,1.0
-1.039,-0.617,-0.738,-0.775,1.598,1.787,1.813,-0.966,90.0,3.333,3.0,1.333,1.0,2.0,1.0
-0.881,-0.828,-1.221,-0.973,0.675,0.687,-1.451,-1.39,95.0,3.333,3.0,1.333,1.0,2.0,1.0
-0.341,-0.703,-0.728,-0.672,1.707,1.063,-1.693,-0.567,100.0,3.333,3.0,1.333,1.0,2.0,1.0
-1.475,-1.219,-1.482,-1.305,-0.541,-0.857,-2.146,-1.536,105.0,3.333,3.0,1.333,1.0,2.0,1.0
-1.356,-1.375,-1.552,-1.29,-0.819,-1.075,-2.553,-1.924,110.0,3.333,3.0,1.333,1.0,2.0,1.0
-1.59,-1.489,-1.573,-1.317,-0.965,-1.125,-2.651,-1.809,115.0,3.333,3.0,1.333,1.0,2.333,1.0
-0.883,-1.471,-1.297,-1.165,-0.758,-0.814,-1.266,-1.647,120.0,3.333,3.0,1.333,1.0,2.0,1.0
-1.274,-1.204,-1.298,-1.155,-0.42,-0.451,-2.813,-1.474,125.0,3.333,3.0,1.333,1.0,2.0,1.0
-1.674,-1.625,-1.613,-1.414,-0.906,-1.203,-2.945,-1.996,130.0,3.333,3.0,1.333,1.0,2.0,1.0
-1.463,-1.561,-1.416,-1.37,-0.575,-0.599,-2.901,-2.057,135.0,3.333,3.0,1.333,1.0,2.0,1.0
-1.613,-1.54,-1.52,-1.412,-0.654,-1.111,-1.691,-1.692,140.0,3.333,3.0,1.333,1.0,2.0,1.0
-1.314,-1.449,-1.164,-1.183,-0.728,0.115,-2.427,-1.868,145.0,3.333,3.0,1.333,1.0,2.0,1.0
-1.399,-1.467,-0.839,-1.255,0.295,-0.321,-2.295,-1.322,150.0,2.667,2.667,1.667,1.0,1.667,1.0
-1.545,-1.464,-1.224,-1.304,0.347,-0.359,-2.4,-1.926,155.0,2.667,2.667,1.333,1.0,1.667,1.0
-1.506,-1.359,-1.474,-1.173,-0.465,-0.87,-1.159,-1.726,160.0,2.667,2.667,1.333,1.0,1.667,1.0
-0.89,-1.006,-1.138,-0.887,0.938,-0.08,-0.267,-1.049,165.0,3.0,2.667,1.333,1.0,1.667,1.0
-1.532,-1.52,-1.358,-1.247,-0.785,-1.022,-2.048,-1.855,170.0,3.0,3.0,1.333,1.0,1.333,1.0
-1.551,-1.37,-1.493,-1.007,-0.942,-1.047,-2.632,-1.912,175.0,3.0,3.0,1.333,1.0,1.333,1.0
-1.428,-1.33,-1.518,-1.33,-0.501,-0.85,-2.868,-1.951,180.0,3.0,3.0,1.333,1.0,1.333,1.0
-0.997,-1.54,-1.361,-1.08,-0.706,-0.733,-2.093,-1.501,185.0,3.0,3.0,1.333,1.0,1.333,1.0
-1.523,-1.075,-1.296,-1.165,0.296,-0.525,0.031,-1.507,190.0,3.0,2.667,1.333,1.0,1.333,1.0
-0.364,-0.561,-0.95,-0.593,0.532,0.005,-0.117,-0.823,195.0,3.0,2.667,1.333,1.0,1.333,1.0
-0.503,-0.892,-0.705,-0.969,0.728,-0.214,-0.096,-0.938,200.0,3.0,2.667,1.333,1.0,1.333,1.0
-1.275,-1.22,-1.385,-1.297,-0.749,-0.841,-1.147,-1.628,205.0,3.0,2.667,1.333,1.0,1.333,1.0
-1.324,-0.914,-1.3,-1.179,0.04,0.121,-0.034,-1.017,210.0,3.0,2.667,1.333,1.0,1.333,1.0
-1.156,-1.246,-1.198,-1.123,-0.367,-0.169,-0.498,-1.655,215.0,3.0,2.667,1.333,1.0,1.333,1.0
-1.425,-1.189,-1.09,-0.852,-0.001,0.198,-1.17,-1.391,220.0,3.333,3.0,1.333,1.0,1.333,1.0
-0.802,-0.706,-0.895,-0.78,2.094,1.217,0.147,-1.259,225.0,3.333,3.0,1.333,1.0,1.333,1.0
-0.762,-0.87,-1.117,-1.058,2.071,0.717,-0.548,-1.336,230.0,3.0,3.0,1.333,1.0,1.333,1.0
-0.641,-0.44,-1.086,-1.068,1.738,1.113,0.853,-0.436,235.0,3.0,2.667,1.333,1.0,1.333,1.0
-1.44,-1.188,-1.334,-0.998,0.717,0.099,-0.103,-1.521,240.0,3.0,2.667,1.333,1.0,1.333,1.0
-0.968,-0.773,-1.104,-1.034,0.575,1.2,1.943,-0.163,245.0,3.0,3.0,1.333,1.0,1.333,1.0
-1.359,-1.435,-1.456,-1.278,-0.072,-0.328,-2.165,-1.893,250.0,3.333,3.333,1.333,1.0,1.333,1.0
-0.744,-1.247,-1.139,-1.164,0.006,-0.477,-0.678,-1.525,255.0,3.333,3.333,1.333,1.0,1.333,1.0
-0.506,-1.02,-1.272,-0.746,-0.522,-0.119,-0.757,-0.769,260.0,3.667,3.333,1.333,1.0,1.333,1.0
-1.539,-1.397,-1.43,-1.128,-0.522,-0.5,-0.204,-1.587,265.0,3.667,3.333,1.333,1.0,1.333,1.0
-1.095,-0.051,-0.925,-0.748,2.674,0.477,-0.543,-1.289,270.0,3.667,3.333,1.333,1.0,1.667,1.0
-1.416,-0.713,-1.199,-1.031,-0.311,-0.312,0.167,-1.403,275.0,3.667,3.333,1.333,1.0,1.333,1.0
