delta,lowAlpha,highAlpha,lowBeta,highBeta,lowGamma,middleGamma,theta,seconds,arousal,valence,happy,angry,nervous,sad
-0.389,-0.192,0.353,-0.706,3.001,6.011,-0.386,-0.545,5.0,3.0,2.667,1.333,1.0,2.0,1.0
0.209,-0.114,0.276,-0.657,4.558,4.038,-0.935,-0.785,10.0,3.0,2.667,1.333,1.0,2.0,1.0
-0.704,-0.153,0.586,0.235,2.749,1.819,1.356,-0.338,15.0,2.667,2.667,1.333,1.0,2.0,1.0
-1.503,-1.58,-1.519,-1.379,-1.137,-1.231,0.54,-1.956,20.0,2.667,2.667,1.333,1.0,2.0,1.0
-0.806,-0.98,-1.176,-0.902,-0.059,-0.104,-0.651,-1.529,25.0,2.0,3.0,1.667,1.0,1.667,1.0
-1.484,-1.411,-0.501,-1.175,0.379,0.701,-0.053,-1.184,30.0,3.0,3.0,1.667,1.0,1.667,1.0
1.179,0.911,-0.03,-0.164,3.196,2.678,-0.655,0.425,35.0,3.0,3.0,1.667,1.0,1.667,1.0
-1.523,-1.482,-1.421,-1.294,-1.125,-1.008,-0.91,-1.891,40.0,2.333,3.0,1.667,1.0,1.667,1.0
-1.405,-1.339,-1.315,-1.118,-0.414,-0.773,-1.628,-1.554,45.0,3.0,3.0,1.667,1.0,1.667,1.0
-0.172,-0.353,-0.369,-0.821,-0.894,-0.641,-0.069,-1.156,50.0,2.333,3.0,1.667,1.0,1.667,1.0
-0.652,-0.735,-0.571,-0.704,0.472,1.555,1.643,-1.243,55.0,2.333,3.0,1.667,1.0,1.667,1.0
-0.805,-1.017,-0.774,-0.984,1.662,2.193,0.319,-1.033,60.0,2.333,3.0,1.667,1.0,1.667,1.0
-1.259,-1.231,-1.25,-1.117,-0.214,-0.577,-1.099,-1.805,65.0,3.0,3.0,1.667,1.0,1.667,1.0
-1.277,-1.108,-0.959,-0.923,0.349,2.454,-2.176,-1.695,70.0,2.333,3.0,1.667,1.0,1.667,1.0
1.091,2.212,0.449,-0.559,14.368,6.87,0.268,-0.857,75.0,2.333,3.0,1.667,1.0,1.667,1.0
-1.278,-1.175,-1.227,-0.684,-0.423,-0.348,-0.769,-1.837,80.0,2.333,3.0,1.667,1.0,1.667,1.0
-0.983,-1.151,-1.116,-0.994,-0.675,-0.345,-0.518,-1.45,85.0,3.0,3.0,1.667,1.0,1.667,1.0
-0.883,-0.547,-1.104,-0.867,-0.481,-0.277,0.911,-1.231,90.0,2.333,3.0,1.667,1.0,1.667,1.0
2.887,2.792,0.779,1.68,1.374,0.434,-1.149,-1.259,95.0,2.333,3.0,1.667,1.0,1.667,1.0
-1.752,-1.642,-1.585,-1.464,-1.138,-1.328,-2.71,-2.104,100.0,2.333,3.0,1.667,1.0,1.333,1.0
-1.304,-1.132,-1.26,-1.307,-0.304,-0.744,-2.287,-1.745,105.0,3.0,3.0,1.667,1.0,1.333,1.0
-1.414,-1.375,-1.205,-1.347,-0.587,-0.861,-1.929,-1.523,110.0,2.333,3.333,1.667,1.0,1.333,1.0
-1.494,-1.459,-1.34,-1.4,-0.612,-0.555,-2.838,-1.991,115.0,2.333,3.333,1.667,1.0,1.333,1.0
-1.5,-1.336,-1.346,-1.359,-0.674,-0.777,-2.437,-1.79,120.0,3.333,3.0,1.667,1.0,2.0,1.0
-1.322,-0.819,-1.221,-1.227,0.751,-0.847,-1.282,-1.072,125.0,3.667,3.0,1.667,1.0,2.667,1.0
-1.697,-1.562,-1.261,-1.414,-0.571,-1.011,-2.538,-1.969,130.0,3.667,3.0,1.667,1.0,2.667,1.0
-1.498,-1.435,-1.302,-1.386,-0.529,-0.979,-2.979,-2.06,135.0,3.667,3.0,1.667,1.0,2.667,1.0
-0.814,-0.615,-0.986,-1.158,1.49,-0.003,-0.918,-1.23,140.0,3.0,2.667,1.667,1.0,2.667,1.0
1.293,0.251,0.451,1.493,6.011,4.134,-0.578,0.125,145.0,3.667,2.667,1.667,1.0,2.667,1.0
-0.41,-0.102,-0.554,-0.595,0.185,2.529,0.91,-0.02,150.0,3.667,3.333,2.0,1.0,2.667,1.0
-0.493,-0.052,-0.456,-0.432,2.078,4.172,-0.216,-0.575,155.0,3.0,3.333,2.0,1.0,2.667,1.0
-0.475,0.612,-0.559,-0.975,1.797,0.917,-1.553,-0.45,160.0,3.0,2.667,1.667,1.0,2.667,1.0
0.404,-0.67,-0.842,-0.276,9.317,5.057,1.133,-1.525,165.0,3.333,2.333,1.333,1.0,2.667,1.0
-1.319,-1.408,0.221,-0.017,0.859,0.458,-2.263,-1.544,170.0,3.333,2.333,1.333,1.0,2.667,1.0
-0.748,0.472,-0.335,-0.93,-0.056,0.56,0.889,-1.097,175.0,3.0,2.333,1.333,1.0,3.0,1.0
2.875,-0.126,0.432,-0.13,4.404,5.617,0.694,-0.118,180.0,3.333,2.333,1.333,1.0,3.0,1.0
-1.326,-0.84,-1.184,-1.241,-0.003,-0.175,-1.359,-1.467,185.0,3.333,2.333,1.333,1.0,3.0,1.0
-1.212,-0.9,-0.833,-1.141,-0.105,0.382,-1.186,-1.537,190.0,3.333,2.333,1.333,1.0,3.0,1.0
1.169,-0.073,0.686,0.984,5.141,4.563,-0.445,-1.027,195.0,3.333,3.0,1.333,1.0,3.0,1.0
-1.728,-1.644,-1.641,-1.475,-1.199,-1.343,-2.171,-2.054,200.0,3.333,3.0,1.333,1.0,3.0,1.0
-1.605,-1.533,-1.512,-1.32,-0.922,-0.882,-2.295,-1.962,205.0,3.333,3.0,1.333,1.0,3.0,1.0
-1.269,-1.252,-0.877,-1.2,0.007,-0.329,-0.518,-1.182,210.0,3.0,2.333,1.333,1.0,3.0,1.0
-0.545,-0.206,-0.466,-0.777,7.047,0.202,-0.542,-0.695,215.0,3.0,2.333,1.333,1.0,3.0,1.0
-1.506,-1.581,-1.394,-1.28,-0.532,-0.724,-2.094,-1.73,220.0,3.0,2.333,1.333,1.0,3.0,1.0
-0.834,-0.974,-0.471,-0.767,2.094,0.398,-0.698,-0.247,225.0,3.0,3.0,1.333,1.0,2.667,1.0
-1.154,-0.876,-0.669,-0.983,1.007,-0.402,0.712,-0.677,230.0,3.0,3.0,1.333,1.0,2.667,1.0
-1.218,-1.24,-0.793,-1.126,0.02,-0.651,-0.577,-1.393,235.0,2.333,3.333,1.667,1.0,2.0,1.0
-1.295,-1.224,-0.506,-0.454,-0.365,0.12,-1.295,-1.525,240.0,2.333,3.333,1.667,1.0,2.0,1.0
-1.038,-1.141,-1.105,-0.786,-0.611,-0.407,-0.521,-0.927,245.0,2.333,3.0,1.667,1.0,2.0,1.0
-1.267,-0.943,-1.155,-0.887,-0.033,-0.442,0.154,-1.102,250.0,2.333,3.0,1.667,1.0,2.0,1.0
-1.162,-1.189,-0.732,-1.285,2.837,-0.263,-0.318,-1.045,255.0,2.333,3.0,1.667,1.0,2.0,1.0
-1.529,-1.513,-1.007,-1.345,-0.604,-0.054,-2.767,-1.778,260.0,2.333,3.0,1.667,1.0,2.0,1.0
-1.267,-1.066,-1.206,-1.268,-0.475,-0.65,-1.391,-1.567,265.0,2.333,3.0,1.667,1.0,2.0,1.0
-1.394,-1.424,-1.402,-1.262,-0.676,-0.788,-2.341,-1.8,270.0,2.667,3.667,2.0,1.0,1.667,1.0
-1.399,-1.217,-1.08,-1.241,-0.547,-0.672,-1.909,-1.426,275.0,2.667,3.333,1.667,1.0,1.667,1.0
-1.108,-0.901,-1.128,-1.259,-0.321,-0.756,-0.783,-1.761,280.0,2.333,3.0,1.667,1.0,1.667,1.0
-1.513,-1.46,-1.032,-1.367,-0.677,-1.013,-2.055,-1.863,285.0,1.667,3.0,1.667,1.0,1.667,1.0
-1.409,-1.494,-1.19,-1.287,-0.39,-0.704,-2.137,-1.655,290.0,1.667,3.0,1.667,1.0,1.667,1.0
-1.412,-0.905,-1.206,-1.23,-0.297,-0.793,-1.29,-0.819,295.0,1.667,3.0,1.667,1.0,1.667,1.0
-1.557,-1.481,-1.059,-1.327,-0.256,-0.856,-1.353,-1.838,300.0,2.0,3.0,1.667,1.0,1.667,1.0
-1.534,-1.036,-1.083,-1.388,-0.842,-1.01,-1.822,-1.891,305.0,3.0,2.667,1.333,1.0,2.0,1.0
-1.496,-1.427,-1.278,-1.364,-0.597,-0.69,-2.509,-1.734,310.0,3.0,2.333,1.333,1.0,2.0,1.0
-1.539,-1.257,-1.051,-1.304,-0.046,-0.707,-2.478,-1.828,315.0,2.667,2.333,1.333,1.0,2.0,1.0
0.14,0.512,-0.937,-0.822,1.98,-0.556,-1.948,-1.624,320.0,3.0,2.333,1.0,1.0,2.333,1.0
-1.332,-0.909,-1.273,-1.219,0.162,-0.826,-1.569,-1.364,325.0,3.0,2.333,1.0,1.0,2.333,1.0
