delta,lowAlpha,highAlpha,lowBeta,highBeta,lowGamma,middleGamma,theta,seconds,arousal,valence,happy,angry,nervous,sad
-1.66,-1.6,-1.534,-1.375,0.162,-0.933,-2.704,-2.031,5.0,3.0,3.0,1.667,1.0,1.667,1.0
-1.555,-1.385,-1.509,-1.302,-0.302,-0.759,-1.407,-1.799,10.0,3.0,3.0,1.667,1.0,1.667,1.0
-1.602,-1.17,-1.433,-1.221,-0.199,-0.641,-1.519,-1.508,15.0,3.333,3.0,1.667,1.0,1.667,1.0
-1.55,-1.523,-1.434,-1.342,-0.402,-0.427,-2.699,-1.964,20.0,3.333,3.333,1.667,1.0,1.667,1.0
-1.098,-1.347,-1.405,-1.188,-0.673,-0.982,-1.676,-1.404,25.0,3.333,3.667,1.667,1.667,1.333,1.0
-1.507,-1.559,-1.55,-1.4,-0.785,-1.009,-2.471,-1.915,30.0,3.0,3.667,1.667,1.667,1.333,1.0
-1.431,-1.182,-1.411,-1.233,-0.267,-0.734,-1.564,-0.928,35.0,3.0,3.667,1.667,1.0,1.333,1.0
-1.613,-1.54,-1.478,-1.347,-0.55,-0.834,-2.684,-1.958,40.0,3.0,3.667,1.667,1.0,1.333,1.0
-1.329,-0.854,-1.386,-1.125,-0.48,-0.507,-0.954,-1.047,45.0,3.0,4.0,1.667,1.0,1.333,1.0
-1.36,-1.298,-1.514,-1.387,-0.85,-1.003,-2.076,-1.98,50.0,3.0,3.333,1.333,1.0,1.0,1.0
-1.674,-1.617,-1.517,-1.402,-0.812,-0.979,-2.87,-2.074,55.0,3.0,3.333,1.333,1.0,1.0,1.0
-1.563,-1.411,-1.451,-1.324,-0.587,-0.857,-1.719,-1.831,60.0,3.0,3.333,1.333,1.0,1.0,1.0
-1.54,-1.181,-1.511,-1.266,-0.685,-0.837,-2.071,-1.754,65.0,3.0,3.667,1.333,1.333,1.0,1.0
-1.7,-1.617,-1.576,-1.376,-0.753,-1.008,-2.908,-2.065,70.0,3.0,3.667,1.333,1.333,1.0,1.0
-1.548,-1.427,-1.405,-1.259,-0.237,-0.527,-2.491,-1.775,75.0,2.667,3.667,1.0,1.667,1.0,1.0
-1.519,-1.295,-1.304,-1.321,-0.774,-0.056,-1.17,-1.451,80.0,2.667,3.667,1.0,1.667,1.0,1.0
-1.47,-1.531,-1.436,-1.313,-0.596,-0.899,-1.671,-1.992,85.0,3.0,3.333,1.0,1.333,1.0,1.0
-1.624,-1.501,-1.531,-1.376,-0.308,-0.792,-2.652,-1.949,90.0,3.0,3.333,1.0,1.667,1.0,1.0
-1.387,-1.015,-1.477,-1.212,-0.631,-1.023,-0.62,-1.595,95.0,3.0,3.333,1.0,1.667,1.0,1.0
-1.574,-1.446,-1.527,-1.335,-0.552,-0.962,-2.439,-1.873,100.0,3.0,2.667,1.0,1.667,1.0,1.0
-1.577,-1.509,-1.52,-1.36,-0.429,-0.743,-2.444,-1.71,105.0,3.0,2.667,1.0,1.667,1.0,1.0
-1.462,-1.268,-1.415,-1.339,-0.43,-0.408,-2.58,-1.449,110.0,3.0,2.667,1.0,1.667,1.0,1.0
-1.316,-1.31,-1.283,-1.265,1.221,0.344,-1.475,-1.619,115.0,3.667,3.667,1.667,1.333,2.0,1.0
-1.28,-1.058,-1.288,-1.137,0.847,-0.395,-0.783,-0.822,120.0,3.667,3.667,1.667,1.333,2.0,1.0
-1.299,-1.034,-1.411,-1.342,-0.228,-0.269,-0.379,-1.826,125.0,3.333,3.667,1.667,1.333,2.0,1.0
-1.513,-1.142,-1.487,-1.323,0.45,-0.864,-0.214,-1.601,130.0,3.333,3.667,2.0,1.333,1.667,1.0
-1.339,-1.434,-1.498,-1.347,-0.652,-0.684,-1.28,-1.694,135.0,3.0,3.667,2.0,1.0,1.667,1.0
-1.462,-1.214,-1.233,-1.272,0.029,0.008,-1.182,-1.524,140.0,3.667,3.667,2.0,1.0,1.667,1.0
-1.46,-1.294,-1.5,-1.375,-0.153,-0.699,-2.444,-1.644,145.0,3.0,3.333,2.0,1.0,2.333,1.0
-1.402,-1.089,-1.385,-1.072,1.839,0.164,-0.26,-1.042,150.0,3.0,3.333,2.0,1.0,2.333,1.0
-1.502,-1.357,-1.498,-1.354,-0.389,-0.953,-2.013,-1.819,155.0,3.0,3.333,2.0,1.0,2.333,1.0
-1.483,-1.488,-1.562,-1.338,-0.53,-0.894,-2.275,-0.985,160.0,3.667,3.667,2.0,1.333,2.0,1.0
-1.338,-1.338,-1.362,-1.224,-0.167,-0.395,-1.283,-1.501,165.0,3.333,3.667,2.0,1.0,1.667,1.0
-1.098,-1.09,-1.288,-1.245,0.886,0.703,-1.159,-1.174,170.0,3.667,3.667,2.0,1.0,1.667,1.0
-1.663,-1.583,-1.565,-1.415,-0.791,-1.015,-2.417,-1.865,175.0,3.333,3.667,2.0,1.0,2.0,1.0
-1.483,-1.271,-1.406,-1.161,0.328,-0.151,-0.902,-0.336,180.0,3.333,3.667,2.0,1.0,2.0,1.0
-1.398,-1.339,-1.397,-1.214,-0.058,-0.356,-0.028,-1.531,185.0,3.667,3.667,2.0,1.0,2.333,1.0
-1.107,-1.036,-1.312,-1.075,1.721,-0.09,-0.055,-1.259,190.0,3.667,3.667,2.0,1.0,2.0,1.0
-1.43,-1.148,-1.369,-1.311,0.095,-0.228,-1.147,-1.173,195.0,3.667,3.667,2.0,1.0,2.0,1.0
-1.385,-1.422,-1.455,-1.273,-0.119,-0.504,-0.031,-1.509,200.0,3.0,3.667,2.0,1.0,2.0,1.0
-1.632,-1.291,-1.492,-1.297,-0.274,-0.422,-2.293,-1.87,205.0,3.667,3.667,2.0,1.0,2.0,1.0
-1.557,-1.382,-1.421,-1.311,-0.281,-0.415,-0.379,-1.407,210.0,3.667,3.667,1.667,1.0,2.333,1.0
-1.322,-1.405,-1.484,-1.387,-0.202,-0.351,-1.061,-1.458,215.0,3.667,3.667,1.667,1.0,2.333,1.0
-1.333,-0.815,-1.457,-1.151,0.04,-0.54,-2.707,-1.269,220.0,3.0,3.667,1.667,1.0,2.667,1.0
-1.599,-1.579,-1.463,-1.28,0.04,-0.479,-3.059,-2.107,225.0,2.667,3.333,1.333,1.0,1.667,1.0
-1.501,-1.255,-1.399,-1.329,0.302,-0.309,-0.387,-1.795,230.0,3.0,3.0,1.333,1.0,1.667,1.0
-1.244,-1.459,-1.345,-1.028,0.403,-0.339,-1.816,-0.736,235.0,2.667,3.0,1.333,1.0,1.667,1.0
