delta,lowAlpha,highAlpha,lowBeta,highBeta,lowGamma,middleGamma,theta,seconds,arousal,valence,happy,angry,nervous,sad
-1.074,-0.727,-1.162,-1.003,0.213,0.959,-0.193,-1.331,5.0,2.0,2.667,1.0,1.0,1.0,1.0
1.675,0.546,0.259,0.024,4.289,5.368,0.752,0.872,10.0,2.0,2.667,1.0,1.0,1.0,1.0
-0.868,-0.727,-0.828,-0.784,1.095,0.632,-0.823,-0.781,15.0,2.333,2.667,1.0,1.0,1.0,1.0
0.09,1.087,-0.501,-0.698,2.524,2.025,-0.762,-0.327,20.0,2.333,2.667,1.0,1.0,1.0,1.0
-0.266,-0.216,-0.733,-1.008,0.528,1.183,-0.906,-0.528,25.0,2.0,2.667,1.0,1.0,1.0,1.0
-1.001,0.064,-0.671,-0.737,0.475,0.021,-0.556,-1.25,30.0,2.333,2.667,1.0,1.0,1.0,1.0
-0.968,-0.847,-1.356,-1.139,-0.629,-0.362,-0.174,-1.062,35.0,2.0,2.667,1.0,1.0,1.0,1.0
-1.51,-0.901,-1.35,-1.168,-0.602,-0.659,-1.18,-1.355,40.0,2.0,2.667,1.0,1.0,1.0,1.0
-0.576,-1.327,-1.059,-1.227,-0.681,-0.378,-0.743,-1.402,45.0,2.0,2.667,1.0,1.0,1.0,1.0
-0.92,-0.922,-1.174,-1.135,-0.364,-0.747,-1.188,-1.294,50.0,2.0,2.667,1.0,1.0,1.0,1.0
-0.76,-0.994,-1.263,-1.236,-0.849,-0.833,-0.865,-0.963,55.0,2.333,2.667,1.0,1.0,1.0,1.0
-0.657,-0.934,-0.841,-0.844,-0.139,-0.589,-0.867,-0.932,60.0,2.333,2.667,1.0,1.0,1.0,1.0
0.356,0.464,-0.289,-0.741,4.244,0.074,-0.145,0.873,65.0,2.333,2.667,1.333,1.0,1.0,1.0
-0.566,1.049,-0.12,-0.235,2.733,3.49,1.816,-0.244,70.0,2.333,2.667,1.333,1.0,1.0,1.0
-0.62,1.293,-0.446,-0.324,0.948,0.62,0.914,-0.336,75.0,2.0,2.667,1.333,1.0,1.0,1.0
-1.13,-0.658,-1.391,-1.194,-0.484,-0.331,-0.79,-0.686,80.0,2.0,2.667,1.333,1.0,1.0,1.0
0.576,-0.59,-0.893,-0.96,0.055,0.06,-1.412,-1.05,85.0,2.0,2.667,1.333,1.0,1.0,1.0
-0.553,-0.768,-1.142,-0.939,0.467,0.448,0.688,-1.316,90.0,2.0,2.667,1.333,1.0,1.333,1.0
0.526,1.957,-0.046,-0.46,2.078,2.367,-0.198,0.27,95.0,2.333,2.667,1.333,1.0,1.333,1.0
1.319,0.396,-0.879,-0.358,1.503,0.437,0.313,1.512,100.0,2.333,2.667,1.333,1.333,1.667,1.0
0.082,-0.285,-0.272,-0.484,4.136,4.061,-0.038,0.052,105.0,2.333,2.667,1.333,1.333,1.667,1.0
0.694,0.734,-0.284,0.831,5.564,3.309,-0.28,0.65,110.0,2.333,2.667,1.333,1.333,1.667,1.0
5.526,2.313,0.35,1.581,4.729,6.361,-0.391,-0.084,115.0,2.0,2.667,1.333,1.333,1.667,1.0
-0.419,-0.613,-0.046,-0.589,2.51,4.964,-0.178,-1.055,120.0,2.0,2.667,1.333,1.333,1.667,1.0
0.816,-0.508,0.41,0.882,5.573,5.534,0.149,0.304,125.0,3.0,2.333,1.333,1.333,1.667,1.0
-0.448,0.386,0.031,0.306,4.226,4.257,-0.214,-0.313,130.0,2.667,2.333,1.333,1.333,1.667,1.0
