delta,lowAlpha,highAlpha,lowBeta,highBeta,lowGamma,middleGamma,theta,seconds,arousal,valence,happy,angry,nervous,sad
-1.597,-1.546,-1.425,-1.359,-0.633,-0.289,-2.704,-1.974,5.0,3.0,3.333,2.333,1.0,2.0,1.0
-1.038,-0.431,-0.657,-1.164,1.644,1.79,1.062,-0.557,10.0,3.0,3.333,2.333,1.0,2.0,1.0
-0.193,-0.938,-0.842,-1.134,2.044,0.364,1.278,-0.921,15.0,3.0,3.333,2.333,1.0,2.0,1.0
-0.768,-1.388,-0.962,-1.067,2.242,2.604,-0.459,0.294,20.0,3.0,3.333,2.333,1.0,2.0,1.0
-1.516,-1.344,-1.138,-1.293,0.527,0.001,-1.809,-1.504,25.0,3.0,3.333,2.0,1.0,2.0,1.0
-1.542,-1.413,-0.88,-1.205,0.03,-0.046,-2.753,-1.88,30.0,3.0,3.333,2.333,1.0,2.0,1.0
-1.636,-1.525,-1.484,-1.306,-0.517,-0.202,-1.455,-1.683,35.0,2.333,3.333,2.0,1.0,2.0,1.0
-1.097,-1.306,-1.178,-0.976,0.673,2.217,0.995,-1.148,40.0,3.0,3.333,2.333,1.0,1.667,1.0
-1.089,-0.958,-0.854,-1.207,1.843,1.997,1.105,-0.911,45.0,3.0,3.333,2.0,1.0,1.667,1.0
-0.637,-0.677,-0.41,-1.013,4.459,4.137,-0.0,-1.408,50.0,3.0,3.333,2.0,1.0,1.667,1.0
-1.242,-1.376,-1.087,-1.159,-0.148,0.368,-1.841,-1.418,55.0,3.0,3.333,2.0,1.0,1.667,1.0
-1.422,-1.047,-1.242,-1.253,0.78,0.439,-1.248,-1.61,60.0,2.333,3.0,1.667,1.0,1.667,1.0
-1.41,-1.449,-0.978,-1.2,0.268,0.294,-2.374,-1.484,65.0,2.333,3.0,1.667,1.0,1.667,1.0
-1.544,-1.278,-1.371,-1.364,-0.216,-0.225,-0.465,-1.824,70.0,2.333,3.0,1.667,1.0,1.667,1.0
-1.509,-1.396,-1.444,-1.319,-0.504,-0.523,-2.804,-1.621,75.0,2.333,3.0,1.667,1.0,1.667,1.0
-1.689,-1.504,-1.412,-1.38,-0.928,-0.705,-2.705,-2.007,80.0,2.333,3.0,1.667,1.0,1.667,1.0
-1.378,-1.266,-1.395,-1.384,-0.432,-0.773,-1.477,-1.817,85.0,2.333,3.0,2.0,1.0,1.667,1.0
-1.457,-1.289,-1.424,-1.294,0.049,-0.254,-2.025,-1.707,90.0,2.333,3.333,1.667,1.0,1.667,1.0
-1.347,-0.594,-1.247,-1.286,1.748,0.467,-1.453,-1.71,95.0,2.333,3.0,1.667,1.0,1.667,1.0
-1.595,-1.567,-1.517,-1.426,-0.511,-0.42,-2.701,-1.982,100.0,2.333,3.0,1.667,1.0,1.667,1.0
-1.582,-1.447,-1.277,-1.305,0.375,0.203,-2.629,-1.823,105.0,2.333,3.0,1.667,1.0,1.667,1.0
-1.417,-1.418,-1.309,-1.402,-0.088,-0.172,-1.77,-1.888,110.0,2.333,3.0,1.667,1.0,1.667,1.0
-1.161,-0.663,-0.954,-1.244,1.091,1.388,-1.625,-0.875,115.0,2.333,3.0,1.667,1.0,1.667,1.0
-1.048,-0.936,-1.032,-1.121,0.967,0.82,-0.592,-1.011,120.0,2.333,3.0,1.667,1.0,1.667,1.0
-1.297,-1.308,-1.117,-1.258,1.505,1.015,-0.05,-1.216,125.0,2.667,3.0,2.0,1.0,1.667,1.0
-1.293,-0.84,-1.047,-1.17,1.445,0.742,-0.27,-0.794,130.0,2.667,3.0,2.0,1.0,1.667,1.0
-1.399,-1.07,-1.157,-1.173,1.33,-0.012,-0.264,-1.484,135.0,3.667,3.333,2.333,1.0,2.333,1.0
-1.329,-1.09,-1.143,-1.057,1.233,1.705,-0.95,-1.019,140.0,3.667,3.667,2.333,1.0,2.333,1.0
-0.701,-0.841,-0.491,-1.034,1.716,2.244,0.37,-0.373,145.0,3.667,3.667,2.667,1.0,2.0,1.0
-1.425,-0.864,-1.094,-1.223,0.749,1.525,-0.546,-1.322,150.0,3.667,3.667,2.667,1.0,2.0,1.0
-0.794,-0.243,-1.095,-0.857,1.277,1.506,0.106,-1.134,155.0,3.667,3.667,2.333,1.0,1.667,1.0
-0.885,-0.614,-0.511,-0.676,1.996,2.987,0.033,-0.186,160.0,3.667,3.333,2.333,1.0,1.667,1.0
-1.315,-1.159,-1.384,-1.244,-0.045,0.162,-0.752,-1.494,165.0,3.333,3.0,2.333,1.0,1.667,1.0
-1.052,-0.716,-1.123,-1.137,0.898,0.74,0.748,-0.933,170.0,3.333,3.0,2.0,1.0,1.667,1.0
-1.146,-0.503,-1.184,-1.034,0.796,0.924,0.209,-0.546,175.0,3.333,3.0,2.333,1.0,1.667,1.0
-0.864,-0.332,-1.004,-0.412,4.555,3.67,0.122,-0.958,180.0,3.333,3.0,2.333,1.0,1.333,1.0
-1.115,-1.17,-1.164,-1.151,1.863,1.191,-0.639,-1.285,185.0,3.333,3.0,2.333,1.0,1.333,1.0
-1.289,-1.203,-1.232,-1.045,0.987,0.52,1.242,-0.835,190.0,3.0,3.0,2.333,1.0,1.333,1.0
-0.882,-0.806,-1.125,-1.198,1.93,0.876,-0.857,-1.396,195.0,2.667,3.0,2.333,1.0,1.333,1.0
-1.523,-1.025,-1.421,-1.281,-0.043,0.115,-1.285,-1.676,200.0,2.667,3.0,2.333,1.0,1.333,1.0
-1.435,-1.092,-1.392,-1.218,0.375,0.703,0.259,-1.392,205.0,2.667,3.0,2.333,1.0,1.333,1.0
-1.375,-1.521,-1.409,-1.337,0.243,-0.095,-0.989,-1.515,210.0,2.667,3.0,2.333,1.0,1.333,1.0
0.512,-0.721,-0.691,-1.227,2.785,1.712,1.171,-0.874,215.0,2.667,3.0,2.333,1.0,1.333,1.0
-1.427,-1.445,-1.369,-1.376,1.046,0.115,-1.634,-1.7,220.0,2.667,3.0,2.333,1.0,1.333,1.0
-1.302,-1.204,-1.326,-1.187,-0.002,-0.746,-1.395,-1.526,225.0,2.667,3.0,2.333,1.0,1.333,1.0
-1.39,-1.024,-1.175,-1.099,0.927,1.554,-1.291,-1.628,230.0,2.667,3.0,2.333,1.0,1.333,1.0
-1.135,-1.024,-1.097,-1.215,0.517,0.636,-1.962,-0.956,235.0,3.0,3.0,2.333,1.0,1.333,1.0
-1.668,-1.615,-1.4,-1.374,-0.339,-0.523,-2.719,-1.83,240.0,3.333,3.333,2.0,1.0,1.0,1.0
-1.294,-0.314,-1.215,-1.065,2.276,0.846,-1.345,-0.742,245.0,3.333,3.667,2.333,1.0,1.0,1.0
-1.539,-1.473,-1.419,-1.331,-0.301,-0.392,-2.11,-1.711,250.0,3.667,3.333,2.0,1.0,1.0,1.0
