delta,lowAlpha,highAlpha,lowBeta,highBeta,lowGamma,middleGamma,theta,seconds,arousal,valence,happy,angry,nervous,sad
-1.495,-1.384,-1.479,-1.376,-0.829,-0.991,-1.173,-1.342,5.0,2.0,2.667,1.0,1.333,2.0,1.0
-1.148,-1.044,-1.241,-0.903,-0.31,-0.894,-1.089,-0.917,10.0,2.667,2.667,1.0,1.333,2.0,1.0
-0.578,-0.669,-1.286,-0.691,0.399,-0.249,-0.005,-0.737,15.0,2.667,2.667,1.0,1.333,2.0,1.0
-1.428,-1.381,-1.492,-1.263,-0.584,-1.045,-1.015,-1.147,20.0,2.333,2.667,1.0,1.333,2.0,1.0
-1.437,-1.314,-1.533,-1.388,-0.94,-1.194,-1.188,-1.651,25.0,2.667,2.667,1.0,1.333,2.0,1.0
-0.708,-1.047,-1.355,-1.111,-0.631,-0.567,-2.082,-0.753,30.0,2.333,2.667,1.0,1.333,2.0,1.0
-1.149,-1.086,-1.423,-1.183,-0.57,-0.935,-0.557,-1.548,35.0,2.667,2.667,1.0,1.333,2.0,1.0
-0.889,-1.145,-1.095,-1.145,0.298,0.006,0.002,-1.347,40.0,3.667,2.667,1.0,1.333,2.667,1.0
-0.905,-0.632,-1.168,-1.075,0.328,-0.369,0.942,-0.242,45.0,3.667,2.667,1.0,1.333,2.667,1.0
-1.423,-1.425,-1.516,-1.313,-0.843,-0.888,0.145,-1.68,50.0,3.333,2.667,1.0,1.333,2.667,1.0
-1.232,-0.752,-1.215,-1.134,-0.454,-0.555,-0.441,-0.486,55.0,3.667,2.667,1.0,1.333,2.667,1.0
-1.47,-0.656,-1.319,-1.131,-0.1,-0.522,-1.887,-1.529,60.0,3.667,2.667,1.0,1.333,2.667,1.0
-1.506,-1.339,-1.28,-1.016,-0.621,-0.811,0.189,-1.296,65.0,3.667,2.667,1.0,1.333,2.667,1.0
-0.66,-0.714,-1.248,-1.054,0.007,-0.245,0.401,-0.807,70.0,3.333,3.0,1.0,1.333,2.333,1.0
-1.491,-0.656,-1.485,-1.342,-0.094,-0.125,-1.999,-1.83,75.0,3.0,3.0,1.0,1.333,2.333,1.0
-1.259,-1.252,-1.36,-1.145,-0.098,-0.669,-0.144,-1.462,80.0,3.333,3.0,1.0,1.333,2.333,1.0
-1.517,-1.342,-1.531,-1.323,-0.809,-1.048,-1.621,-1.788,85.0,3.0,3.0,1.0,1.333,2.333,1.0
-1.193,-1.209,-1.314,-1.215,-0.73,-0.588,-0.799,-1.599,90.0,2.333,3.0,1.0,1.333,2.333,1.0
-0.788,-0.824,-1.373,-1.123,-0.169,-0.124,-0.971,-0.698,95.0,3.0,3.333,1.0,1.333,2.333,1.0
-1.127,-0.188,-1.238,-0.926,-0.683,-0.948,0.581,-1.597,100.0,2.333,3.333,1.0,1.0,1.667,1.0
-1.362,-0.8,-1.442,-1.404,-0.717,-1.091,-0.63,-1.552,105.0,2.333,3.333,1.0,1.0,1.667,1.0
-1.241,-0.863,-1.437,-1.252,-0.742,-1.099,0.447,-0.833,110.0,2.333,3.333,1.0,1.0,1.667,1.0
-1.421,-0.821,-1.49,-1.361,-1.177,-1.204,-1.475,-1.761,115.0,2.333,3.0,1.0,1.0,1.333,1.0
-1.452,-1.08,-1.469,-1.312,-0.59,-0.917,-1.524,-1.739,120.0,2.333,3.0,1.0,1.0,1.333,1.0
-1.624,-1.452,-1.534,-1.419,-0.699,-1.138,-2.555,-1.916,125.0,2.333,3.0,1.0,1.0,1.333,1.0
-1.049,-1.36,-1.444,-1.212,0.122,-0.48,-1.159,-1.034,130.0,2.333,3.0,1.0,1.0,1.333,1.0
-1.476,-1.066,-1.455,-1.304,-0.946,-1.238,-1.683,-1.894,135.0,2.333,3.0,1.0,1.0,1.333,1.0
-1.558,-1.386,-1.589,-1.416,-1.021,-1.208,-1.753,-1.883,140.0,2.333,3.0,1.0,1.0,1.333,1.0
