delta,lowAlpha,highAlpha,lowBeta,highBeta,lowGamma,middleGamma,theta,seconds,arousal,valence,happy,angry,nervous,sad
0.207,-1.197,-0.108,-0.816,0.608,0.826,-0.651,0.869,5.0,2.0,2.333,1.0,1.0,2.333,1.0
-0.342,-0.542,-0.865,-0.781,2.124,0.07,0.244,-0.68,10.0,2.0,2.333,1.0,1.0,2.333,1.0
-0.411,-0.429,-0.931,-1.133,2.679,0.934,-1.371,-1.17,15.0,2.0,2.333,1.0,1.0,3.333,1.0
-1.48,-1.323,-1.334,-1.287,-0.743,-0.266,-0.7,-1.287,20.0,2.0,2.333,1.0,1.0,3.333,1.0
-1.582,-1.548,-1.476,-1.403,-0.583,-0.585,-1.153,-1.72,25.0,2.0,2.333,1.0,1.0,2.333,1.0
-1.123,-0.969,-1.281,-1.001,0.546,-0.101,0.748,-1.038,30.0,2.0,2.333,1.0,1.0,2.333,1.0
-1.377,-1.34,-1.156,-1.136,0.101,-0.319,-0.784,-1.381,35.0,2.0,2.333,1.0,1.0,2.333,1.0
-0.916,-0.834,-1.298,-1.05,0.492,0.681,1.905,-1.322,40.0,2.0,2.333,1.0,1.0,2.333,1.0
-1.594,-1.451,-1.439,-1.296,-0.73,-0.815,-0.816,-1.521,45.0,2.0,2.333,1.0,1.0,2.333,1.0
-1.195,-1.167,-1.374,-1.046,-0.03,0.128,-0.736,-1.236,50.0,2.0,2.333,1.0,1.0,2.333,1.0
-1.363,-1.367,-1.356,-1.261,-0.535,-0.643,0.301,-1.654,55.0,2.0,2.333,1.0,1.0,2.333,1.0
-0.673,-1.161,-1.213,-0.98,0.971,0.397,0.637,-0.786,60.0,2.0,2.333,1.0,1.0,2.333,1.0
-0.846,-1.457,-1.395,-1.145,0.117,-0.615,-1.152,-1.46,65.0,2.0,2.333,1.0,1.0,2.333,1.0
-1.485,-1.249,-1.421,-1.36,-0.439,-0.586,-0.571,-1.325,70.0,1.667,2.333,1.0,1.0,2.333,1.0
-0.446,-1.012,-0.513,-0.734,2.363,-0.174,-0.249,-0.274,75.0,1.667,2.333,1.0,1.0,2.333,1.0
-1.235,-0.863,-1.306,-1.189,-0.129,-0.325,0.477,-1.567,80.0,1.667,2.333,1.0,1.0,2.333,1.0
-0.817,-0.499,-1.119,-0.784,1.246,0.857,0.114,0.789,85.0,1.667,2.0,1.0,1.0,2.667,1.0
-0.944,-0.899,-1.165,-1.022,0.453,-0.027,2.128,-0.562,90.0,2.333,2.0,1.0,1.0,2.667,1.0
-1.114,-1.235,-1.372,-1.33,-0.43,-0.239,-0.367,-1.56,95.0,2.333,2.333,1.0,1.0,2.333,1.0
-0.106,-0.52,-0.926,0.016,2.788,1.515,1.314,-0.568,100.0,3.0,2.667,1.0,1.0,2.667,1.0
-1.056,-0.804,-1.034,-1.062,2.044,1.482,1.306,-0.354,105.0,3.0,2.667,1.0,1.0,2.667,1.0
-1.508,-1.299,-1.303,-1.316,-0.303,0.013,-0.961,-1.741,110.0,3.667,2.667,1.0,1.0,2.333,1.0
-1.421,-0.648,-0.968,-1.34,1.614,0.399,-0.716,-1.084,115.0,3.667,2.333,1.0,1.0,2.333,1.0
