delta,lowAlpha,highAlpha,lowBeta,highBeta,lowGamma,middleGamma,theta,seconds,arousal,valence,happy,angry,nervous,sad
0.237,0.308,1.051,-0.441,8.384,4.15,-0.209,0.137,5.0,2.333,4.0,1.667,1.0,1.667,1.0
-1.257,-1.418,-1.321,-1.237,0.985,-0.021,-0.212,-1.495,10.0,2.333,3.667,1.667,1.0,1.667,1.0
-1.541,-1.268,-1.392,-0.812,0.314,-0.022,-2.355,-1.115,15.0,2.333,3.667,1.667,1.0,1.667,1.0
-0.636,-1.153,-1.099,-0.818,0.48,0.784,1.854,-0.796,20.0,2.333,3.667,1.333,1.0,1.667,1.0
-1.374,-1.412,-1.515,-1.304,-0.213,-0.708,1.421,-1.695,25.0,2.333,3.667,1.333,1.0,1.667,1.0
-1.595,-1.471,-1.535,-1.398,-0.603,-0.61,-1.02,-1.335,30.0,2.333,3.667,1.333,1.0,1.667,1.0
-1.383,-1.593,-1.476,-1.369,-0.877,-1.019,-2.024,-1.793,35.0,2.333,3.667,1.333,1.0,1.667,1.0
-1.244,-1.322,-0.873,-1.277,0.357,1.006,0.147,-0.766,40.0,2.333,3.667,1.333,1.0,1.667,1.0
-1.406,-0.912,-1.12,-1.129,0.93,-0.218,1.027,-1.103,45.0,2.333,3.667,1.333,1.0,1.667,1.0
-1.272,-1.033,-0.884,-1.183,0.298,0.489,-1.068,-1.451,50.0,2.667,3.667,1.333,1.0,1.667,1.0
-1.543,-1.197,-1.46,-1.335,-0.618,-0.808,-1.678,-1.755,55.0,2.333,4.0,1.333,1.0,1.333,1.0
-1.347,-0.99,-1.12,-1.249,0.039,-0.432,1.082,-0.896,60.0,2.333,4.0,1.333,1.0,1.333,1.0
-1.281,-1.23,-1.008,-1.065,0.82,0.171,-1.274,-1.096,65.0,2.333,4.0,1.333,1.0,1.333,1.0
-0.957,-1.425,-1.317,-1.067,-0.481,-0.682,-0.933,-1.687,70.0,2.667,4.0,1.333,1.0,1.667,1.0
-1.249,-1.254,-1.023,-1.095,0.161,0.277,0.046,-1.698,75.0,2.667,4.0,1.667,1.0,1.667,1.0
-0.858,-0.781,-1.155,-0.897,0.736,1.066,0.583,-0.797,80.0,2.667,4.333,2.0,1.0,1.0,1.0
-1.331,-1.009,-1.054,-1.164,0.473,-0.349,-0.096,-0.637,85.0,2.667,4.333,2.0,1.0,1.0,1.0
-1.415,-1.076,-1.306,-1.18,-0.239,-0.135,-1.364,-1.402,90.0,2.667,4.667,2.333,1.0,1.0,1.0
-0.795,-1.303,-0.853,-0.968,0.651,0.217,-0.22,-1.187,95.0,3.0,4.667,2.0,1.0,1.0,1.0
-1.516,-1.31,-1.273,-1.27,0.52,-0.256,-2.006,-1.562,100.0,3.0,4.667,1.667,1.0,1.0,1.0
-1.342,-1.445,-1.268,-1.141,0.515,-0.352,-2.152,-1.776,105.0,3.0,4.667,1.667,1.0,1.0,1.0
0.612,0.057,-0.747,-0.941,1.693,1.69,0.37,-0.536,110.0,3.0,4.667,2.0,1.0,1.0,1.0
-1.485,-0.752,-1.524,-1.266,1.456,0.412,-1.169,-0.925,115.0,3.0,4.667,2.333,1.0,1.0,1.0
-1.498,-1.334,-1.136,-1.164,0.344,0.041,-0.748,-1.869,120.0,3.667,4.333,2.0,1.0,1.333,1.0
-1.42,-1.468,-1.303,-1.285,1.788,0.26,-0.915,-1.502,125.0,3.667,4.333,2.0,1.0,2.333,1.0
-1.261,-1.456,-1.296,-1.223,0.711,0.024,0.132,-1.552,130.0,3.667,4.333,1.667,1.0,2.333,1.0
-0.373,-1.35,-0.133,-0.552,1.498,1.129,0.167,-1.139,135.0,3.667,4.333,2.0,1.0,2.333,1.0
-1.082,-0.998,-1.216,-1.145,0.143,-0.223,-1.714,-1.612,140.0,3.667,4.333,2.0,1.0,2.333,1.0
-1.396,-1.135,-1.382,-1.264,-0.528,-0.74,-2.372,-1.616,145.0,3.0,3.333,1.333,1.0,2.333,1.0
-1.173,-1.204,-1.087,-1.064,1.33,0.173,0.387,-1.552,150.0,3.0,3.333,1.333,1.0,2.333,1.0
-1.603,-1.392,-1.484,-1.254,1.017,-0.442,-1.957,-1.554,155.0,3.0,3.333,1.333,1.0,2.333,1.0
-1.328,-1.523,-1.424,-1.193,-0.508,-0.164,-1.188,-1.572,160.0,3.0,3.333,1.667,1.0,2.333,1.0
-1.521,-0.914,-1.394,-1.367,0.364,-0.204,-1.462,-1.094,165.0,3.0,3.333,1.667,1.0,2.333,1.0
-1.4,-1.145,-1.104,-1.232,1.231,0.36,-1.114,-1.567,170.0,2.667,3.0,1.333,1.0,2.333,1.0
