delta,lowAlpha,highAlpha,lowBeta,highBeta,lowGamma,middleGamma,theta,seconds,arousal,valence,happy,angry,nervous,sad
-1.383,-1.192,-1.19,-1.198,1.146,0.302,-1.799,-1.308,5.0,2.667,3.0,1.0,1.0,1.0,1.0
-0.776,-1.24,-0.234,-0.844,3.349,3.595,-1.207,-0.571,10.0,2.667,3.0,1.0,1.0,1.0,1.0
-1.001,-0.976,-1.12,-1.179,1.318,0.669,-0.078,-1.644,15.0,2.667,3.0,1.0,1.0,1.0,1.0
-0.083,-0.924,-1.05,-0.922,2.365,0.612,1.193,-1.101,20.0,2.667,3.0,1.0,1.0,1.0,1.0
-1.365,-1.222,-1.149,-1.332,-0.359,-0.798,-2.225,-1.722,25.0,2.667,3.0,1.0,1.0,1.0,1.0
-1.522,-1.554,-1.281,-1.405,-0.582,-0.544,-2.046,-1.944,30.0,2.667,3.0,1.0,1.0,1.0,1.0
-1.295,-0.746,-1.222,-1.013,1.702,0.738,0.313,-1.109,35.0,2.667,3.0,1.0,1.0,1.0,1.0
-1.347,-1.47,-1.406,-1.196,-0.681,-0.543,-2.499,-1.85,40.0,3.0,2.667,1.0,1.333,1.0,1.0
-0.032,0.075,-0.219,-0.81,2.349,8.598,0.722,0.278,45.0,3.0,2.667,1.0,1.333,1.0,1.0
-1.556,-1.274,-1.437,-1.243,-0.514,-0.829,-2.507,-1.998,50.0,3.0,2.667,1.0,1.333,1.0,1.0
-1.066,-1.249,-1.164,-1.291,0.277,0.611,0.039,-1.615,55.0,3.0,2.667,1.0,1.333,1.0,1.0
-1.347,-1.132,-0.432,-1.341,1.369,0.294,1.049,-0.743,60.0,3.0,2.667,1.0,1.333,1.0,1.0
-1.622,-1.485,-1.556,-1.424,-0.504,-0.563,-2.821,-1.846,65.0,3.0,2.667,1.0,1.333,1.0,1.0
-0.034,0.507,-1.082,-0.436,7.336,2.017,-1.245,-1.324,70.0,3.0,2.667,1.0,1.333,1.0,1.0
-1.114,-1.153,-1.102,-1.265,1.654,0.914,-1.137,-1.421,75.0,3.0,2.667,1.0,1.333,1.0,1.0
