delta,lowAlpha,highAlpha,lowBeta,highBeta,lowGamma,middleGamma,theta,seconds,arousal,valence,happy,angry,nervous,sad
-1.474,-1.309,-1.47,-1.267,0.943,-0.375,-1.931,-1.539,5.0,2.667,3.333,2.333,1.0,2.0,1.0
-1.255,-1.092,-1.111,-1.154,1.68,0.775,-0.719,-1.456,10.0,2.667,3.667,2.333,1.0,2.0,1.0
-0.654,-0.314,-0.971,-1.041,1.303,2.335,-0.339,-0.692,15.0,3.0,3.667,2.333,1.0,2.0,1.0
-1.212,-0.686,-1.034,-1.233,0.827,-0.257,-0.346,-0.874,20.0,2.667,3.333,2.333,1.0,2.0,1.0
-0.878,-0.642,-1.2,-1.135,1.209,0.032,0.374,-1.419,25.0,2.333,3.0,2.333,1.0,2.0,1.0
0.662,1.079,-0.573,-0.936,1.763,-0.045,-0.229,-0.892,30.0,2.333,3.0,2.333,1.0,2.0,1.0
-1.284,-0.706,-1.398,-0.949,1.249,-0.297,-0.375,-1.096,35.0,2.333,3.0,2.333,1.0,1.667,1.0
-1.129,-1.463,-1.278,-1.168,0.252,-0.46,-0.403,-1.836,40.0,2.333,3.0,2.333,1.0,1.667,1.0
-1.507,-1.257,-1.441,-1.253,-0.615,-0.691,-0.457,-1.507,45.0,2.0,3.0,2.333,1.0,1.667,1.0
-0.518,-0.736,-0.223,-1.027,1.146,0.818,0.326,-1.23,50.0,2.0,3.0,2.333,1.0,1.667,1.0
0.439,1.938,-0.187,-0.677,8.559,6.232,1.137,0.366,55.0,2.333,3.0,2.0,1.0,1.667,1.0
-1.015,-0.84,-1.186,-1.038,1.529,-0.099,-0.931,-1.194,60.0,2.333,3.0,2.0,1.0,1.667,1.0
0.061,-0.274,-1.312,-0.77,0.932,0.013,1.811,-1.278,65.0,1.667,3.0,2.0,1.0,1.667,1.0
-1.313,-1.399,-0.958,-0.696,2.397,1.894,-2.028,-0.722,70.0,2.0,3.0,2.0,1.0,1.333,1.0
-0.231,-0.618,-0.872,-0.776,4.558,1.637,0.477,0.037,75.0,1.667,3.0,2.0,1.0,1.333,1.0
-1.043,-0.853,-1.05,-0.629,0.299,-0.093,0.011,-1.418,80.0,1.667,3.0,2.0,1.0,1.667,1.0
-1.428,-1.237,-1.305,-1.33,-0.211,-0.248,-0.916,-1.652,85.0,2.0,3.0,2.0,1.0,1.667,1.0
-0.961,-1.198,-1.134,-1.142,0.395,-0.136,-0.265,-0.629,90.0,1.667,3.0,2.0,1.0,1.667,1.0
-1.01,-0.551,-1.284,-1.134,1.255,-0.017,0.772,-1.531,95.0,1.667,3.0,2.0,1.0,1.667,1.0
-1.434,-1.544,-1.51,-1.298,-0.846,-0.651,-1.602,-1.698,100.0,1.667,3.0,2.0,1.0,1.667,1.0
0.255,0.072,-0.781,-0.798,2.631,1.265,-0.162,-1.057,105.0,2.333,3.0,2.0,1.0,2.333,1.0
-1.511,-1.251,-1.294,-1.326,1.807,0.115,-1.077,-1.674,110.0,2.333,3.0,2.0,1.0,2.333,1.0
-0.579,1.437,0.507,1.154,12.748,15.116,-0.885,1.057,115.0,2.333,3.0,2.0,1.0,2.333,1.0
-1.536,-1.035,-1.458,-1.302,-0.39,-0.932,-1.65,-1.618,120.0,2.667,3.0,2.0,1.0,2.333,1.0
-1.473,-1.175,-1.397,-1.296,-0.103,-0.288,-1.575,-1.745,125.0,2.667,3.0,2.0,1.0,2.0,1.0
-1.575,-1.344,-1.446,-1.316,-0.254,-0.64,-1.51,-1.833,130.0,2.667,3.0,2.0,1.0,2.0,1.0
-1.622,-1.428,-1.381,-1.443,-0.256,-0.959,-2.352,-1.945,135.0,3.333,3.0,1.667,1.0,1.667,1.0
-1.0,-1.393,-1.458,-1.302,-0.216,-0.778,-0.806,-1.388,140.0,3.0,3.0,1.667,1.0,1.667,1.0
-1.542,-1.363,-1.489,-1.349,-0.635,-0.46,-1.464,-1.735,145.0,2.333,3.0,1.667,1.0,1.333,1.0
