delta,lowAlpha,highAlpha,lowBeta,highBeta,lowGamma,middleGamma,theta,seconds,arousal,valence,happy,angry,nervous,sad
-1.632,-1.566,-1.491,-1.416,-0.755,-1.104,-2.526,-1.932,5.0,1.667,2.667,1.0,1.0,1.333,1.0
-1.59,-1.125,-1.421,-1.225,-0.596,-0.767,-2.003,-1.65,10.0,1.667,2.667,1.0,1.0,1.333,1.0
-1.578,-1.533,-1.521,-1.393,-0.568,-0.64,-2.198,-1.668,15.0,1.667,2.333,1.0,1.0,1.667,1.0
-1.643,-1.566,-1.584,-1.433,-1.004,-1.173,-2.811,-1.93,20.0,2.333,3.0,1.0,1.0,1.333,1.0
-1.526,-1.464,-1.469,-1.348,-0.7,-0.857,-1.419,-1.697,25.0,2.333,3.333,1.0,1.0,1.0,1.0
-0.889,-1.155,-1.226,-1.172,0.454,-0.607,-0.674,-0.055,30.0,2.0,3.333,1.0,1.0,1.0,1.0
-1.311,-0.987,-0.935,-0.997,0.187,-0.024,-0.876,-1.223,35.0,2.333,3.0,1.0,1.0,1.333,1.333
-0.897,-1.157,-1.17,-1.268,0.207,0.171,-0.218,-1.068,40.0,2.333,4.0,1.0,1.0,1.0,1.0
-0.371,-0.879,-0.926,-1.128,1.452,0.282,0.886,-0.435,45.0,2.333,3.667,1.0,1.0,1.0,1.0
0.011,-1.292,-1.026,-0.846,0.708,0.138,0.031,-0.263,50.0,2.0,3.667,1.0,1.0,1.0,1.0
-1.607,-1.575,-1.492,-1.43,-0.712,-0.83,-2.225,-1.877,55.0,2.0,3.667,1.0,1.0,1.0,1.0
-1.587,-1.465,-1.465,-1.36,-0.543,-0.234,-1.984,-1.825,60.0,2.0,3.667,1.0,1.0,1.0,1.0
-1.387,-1.451,-1.45,-1.36,-0.767,-0.929,-2.593,-1.911,65.0,2.667,4.0,1.0,1.0,1.0,1.0
-1.587,-1.515,-1.387,-1.378,-0.23,-0.634,-2.143,-1.911,70.0,2.667,3.667,1.0,1.0,1.0,1.0
-1.638,-1.552,-1.584,-1.427,-1.024,-1.14,-2.765,-1.901,75.0,2.667,3.667,1.0,1.0,1.333,1.0
-1.348,-1.454,-1.334,-1.276,-0.181,-0.532,-2.385,-1.972,80.0,2.0,3.667,1.0,1.0,1.0,1.0
-1.475,-1.526,-1.548,-1.375,-0.807,-0.937,-1.89,-1.842,85.0,2.0,3.667,1.0,1.0,1.0,1.0
-1.462,-1.321,-1.345,-1.217,-0.384,-0.814,-1.36,-1.535,90.0,2.333,4.0,1.0,1.0,1.0,1.0
-1.189,-1.537,-1.404,-1.224,-0.155,-0.892,-2.197,-1.802,95.0,2.333,4.0,1.0,1.0,1.0,1.0
-1.398,-1.472,-1.383,-1.279,-0.534,-0.902,-0.913,-1.404,100.0,2.0,3.0,1.0,1.0,1.333,1.0
-1.524,-1.154,-1.428,-1.334,-0.545,-1.104,-1.387,-1.761,105.0,2.0,3.0,1.0,1.0,1.333,1.0
-0.988,-1.289,-1.289,-1.077,-0.29,-0.26,-0.257,-0.872,110.0,2.333,3.333,1.333,1.0,1.667,1.0
-1.212,-0.638,-0.99,-1.125,-0.406,-0.572,-0.262,-1.287,115.0,2.333,3.333,1.0,1.0,1.667,1.0
-1.338,-1.504,-1.158,-1.253,-0.261,-0.371,-1.096,-1.604,120.0,2.333,3.333,1.0,1.0,1.667,1.0
-1.327,-1.252,-1.464,-1.289,-0.535,-0.705,-0.383,-1.667,125.0,2.333,3.333,1.0,1.0,1.667,1.0
-0.985,-0.338,-1.112,-0.765,0.557,1.122,-0.117,-0.392,130.0,2.333,2.667,1.0,1.0,2.0,1.0
-0.903,-0.861,-1.25,-1.189,-0.245,-0.401,0.146,-1.866,135.0,3.0,3.0,1.333,1.333,1.333,1.0
-0.941,-0.826,-0.983,-1.137,0.868,0.127,0.163,-0.006,140.0,3.0,3.0,1.333,1.333,1.333,1.0
-0.911,0.886,-1.083,-1.041,0.982,1.004,1.024,-0.633,145.0,3.0,3.0,1.333,1.333,1.333,1.0
-1.073,-1.172,-1.263,-1.146,0.292,0.146,0.737,-1.109,150.0,3.0,3.0,1.333,1.333,1.333,1.0
-1.046,-1.128,-0.636,-0.986,0.113,-0.114,-0.754,-1.212,155.0,3.0,3.0,1.333,1.333,1.333,1.0
-1.491,-1.215,-1.329,-1.29,-0.478,-0.659,-0.617,-1.405,160.0,3.0,3.0,1.0,1.333,1.333,1.0
-1.454,-1.526,-1.498,-1.344,-0.839,-0.999,-1.171,-1.855,165.0,2.667,3.0,1.0,1.0,1.333,1.0
-1.325,-1.032,-1.383,-1.272,-0.374,-0.831,-0.15,-1.449,170.0,2.667,3.0,1.0,1.0,1.333,1.0
-0.91,-1.31,-0.9,-1.175,0.834,0.085,-0.372,-1.133,175.0,2.667,3.333,1.0,1.0,1.333,1.0
-0.695,-1.041,-0.937,-1.078,0.196,0.04,-0.74,-0.244,180.0,2.667,3.333,1.0,1.0,1.333,1.0
-1.409,-1.418,-1.371,-1.264,-0.396,-0.508,-2.021,-1.9,185.0,2.667,3.333,1.333,1.0,1.333,1.0
-1.32,-1.491,-1.414,-1.279,-0.7,-0.845,-2.743,-1.901,190.0,2.667,3.333,1.0,1.0,1.333,1.0
-1.542,-1.572,-1.4,-1.36,-0.781,-0.937,-2.796,-1.994,195.0,2.667,3.333,1.0,1.0,1.333,1.0
-1.319,-1.249,-1.262,-1.172,-0.597,-0.671,-1.583,-1.576,200.0,2.667,3.333,1.0,1.0,1.333,1.0
-1.247,-1.296,-1.31,-0.919,-0.119,-0.191,-1.21,-1.681,205.0,2.333,3.0,1.0,1.0,1.0,1.0
-1.588,-1.527,-1.462,-1.374,-1.005,-0.903,-2.786,-2.023,210.0,3.0,3.333,1.333,1.0,1.0,1.0
-1.613,-1.556,-1.37,-1.379,-0.177,-0.865,-2.479,-1.975,215.0,2.667,3.0,1.333,1.0,1.0,1.0
-1.481,-1.356,-1.455,-1.379,-0.517,-1.012,-2.778,-1.802,220.0,3.0,3.667,1.333,1.0,1.0,1.0
-1.194,-1.141,-1.304,-1.285,-0.547,-0.599,-2.369,-1.738,225.0,3.0,3.667,1.0,1.0,1.0,1.0
-1.079,-1.273,-1.278,-1.249,0.083,-0.393,-1.979,-1.567,230.0,2.667,3.667,1.0,1.0,1.0,1.0
-1.389,-1.305,-1.515,-1.334,-0.773,-0.677,0.596,-1.69,235.0,3.0,3.667,1.0,1.0,1.0,1.0
-1.375,-1.501,-1.441,-1.297,-0.544,-0.897,-1.461,-1.326,240.0,2.667,4.0,1.0,1.0,1.0,1.0
-1.393,-0.756,-1.323,-1.265,-0.174,-0.625,-1.609,-1.058,245.0,3.0,4.0,1.0,1.0,1.0,1.0
-1.341,-1.131,-1.406,-1.133,-0.318,-0.432,-0.291,-1.413,250.0,3.333,4.0,1.0,1.0,1.0,1.0
-1.102,-0.83,-1.06,-1.035,-0.439,-0.188,0.11,-1.562,255.0,3.0,4.0,1.0,1.0,1.0,1.0
-1.274,-1.015,-1.375,-1.076,-0.154,-0.746,-0.172,-1.214,260.0,3.0,3.333,1.0,1.0,1.333,1.0
-1.359,-1.121,-1.369,-1.267,-0.413,-0.781,-0.521,-1.405,265.0,2.667,3.333,1.0,1.0,1.333,1.0
-1.265,-0.996,-1.329,-1.231,-0.512,-0.035,-0.13,-1.344,270.0,3.0,3.333,1.0,1.0,1.333,1.0
-0.373,-0.785,-1.112,-1.161,0.576,-0.156,-0.687,-1.246,275.0,2.667,3.333,1.0,1.0,1.333,1.0
-1.432,-1.161,-1.041,-1.206,0.755,0.27,0.554,-0.796,280.0,3.0,3.333,1.0,1.0,1.333,1.0
-1.205,-1.022,-1.19,-1.165,0.364,-0.411,-0.542,-1.009,285.0,3.0,3.333,1.333,1.0,1.333,1.0
-0.69,0.123,-0.752,-0.118,1.871,1.431,-1.013,-0.204,290.0,2.667,3.0,1.0,1.0,1.333,1.0
-1.034,-1.24,-1.381,-1.265,-0.51,-0.463,0.794,-1.509,295.0,3.0,3.0,1.0,1.0,1.333,1.0
-0.013,-0.91,-0.96,-0.711,0.255,0.421,0.697,-0.232,300.0,2.667,3.0,1.0,1.0,1.333,1.0
-0.664,-1.33,-0.843,-1.055,-0.315,0.455,-1.332,-1.744,305.0,2.667,3.0,1.0,1.0,1.333,1.0
-0.927,-0.915,-1.194,-1.043,0.664,0.102,0.575,-0.578,310.0,3.0,3.333,1.0,1.0,1.333,1.0
-0.76,-1.147,-1.136,-1.114,-0.257,-0.402,-1.857,-1.59,315.0,3.0,3.333,1.0,1.0,1.333,1.0
-1.242,-1.308,-1.219,-1.332,0.022,-0.356,-1.905,-1.687,320.0,2.667,3.333,1.0,1.0,1.333,1.0
-1.222,-1.351,-1.429,-1.338,-0.719,-0.675,-2.907,-1.927,325.0,2.667,3.333,1.0,1.0,1.333,1.0
-1.438,-1.499,-1.158,-1.301,-0.272,0.225,-2.369,-1.812,330.0,3.0,3.333,1.0,1.0,1.333,1.0
-1.097,-1.322,-1.345,-1.283,-0.276,-0.045,-1.981,-1.665,335.0,3.0,3.333,1.0,1.0,1.333,1.0
-1.128,-1.077,-1.054,-1.255,0.566,0.133,-0.462,-1.279,340.0,3.0,3.333,1.0,1.0,1.333,1.0
-1.35,-1.342,-1.281,-1.274,-0.487,-0.317,-2.345,-1.916,345.0,3.667,3.0,1.0,1.0,1.667,1.0
-1.186,-1.125,-1.353,-1.279,0.161,0.566,-0.041,-1.432,350.0,3.667,3.0,1.0,1.0,1.667,1.0
-1.023,-1.026,-1.155,-1.059,-0.115,-0.369,-0.887,-1.329,355.0,3.0,3.333,1.0,1.0,1.0,1.0
-1.423,-1.312,-1.423,-1.362,-0.736,-0.299,-2.369,-1.934,360.0,2.667,3.333,1.0,1.0,1.0,1.0
-1.485,-1.485,-1.555,-1.323,-0.908,-1.032,-2.142,-1.86,365.0,2.667,3.333,1.0,1.0,1.333,1.0
-1.469,-1.402,-1.485,-1.389,-0.244,-0.913,-2.474,-1.767,370.0,3.0,3.333,1.0,1.0,1.333,1.0
-1.559,-1.495,-1.467,-1.351,-0.861,-1.071,-2.449,-1.815,375.0,2.667,3.333,1.0,1.0,1.0,1.0
-1.609,-1.578,-1.487,-1.409,-0.89,-0.997,-2.178,-1.966,380.0,3.0,3.333,1.0,1.0,1.0,1.0
-1.385,-1.186,-1.355,-0.98,-0.237,-0.459,-1.194,-1.483,385.0,3.0,3.333,1.0,1.0,1.0,1.0
-1.247,-1.324,-1.282,-1.117,0.395,-0.57,-1.14,-1.074,390.0,2.667,3.333,1.0,1.0,1.0,1.0
-1.464,-1.519,-1.417,-1.266,-0.55,-0.723,-1.687,-1.674,395.0,2.667,3.667,1.0,1.0,1.0,1.0
-1.553,-1.129,-1.257,-1.101,0.826,-0.265,-1.594,-1.295,400.0,2.667,3.667,1.333,1.0,1.0,1.0
-1.161,-0.64,-0.939,-1.081,0.605,0.635,0.613,-0.453,405.0,3.0,3.667,1.0,1.0,1.0,1.0
-0.991,-0.779,-0.73,-0.987,1.724,1.158,0.747,-0.56,410.0,2.667,3.667,1.0,1.0,1.0,1.0
-1.371,-1.253,-1.355,-1.028,-0.508,-0.438,-0.43,-1.238,415.0,2.667,3.667,1.0,1.0,1.0,1.0
0.34,-0.523,-0.39,-0.695,1.022,1.243,1.539,-0.396,420.0,2.667,3.667,1.0,1.0,1.0,1.0
-0.806,-1.047,-1.178,-0.935,0.154,-0.285,-1.342,-1.154,425.0,2.667,3.667,1.0,1.0,1.0,1.0
-0.217,-0.532,-0.447,-0.52,1.064,1.16,1.286,0.277,430.0,3.333,3.0,1.0,1.0,1.667,1.0
-1.024,-0.282,-0.881,-0.4,0.773,0.741,0.132,1.065,435.0,3.0,3.0,1.0,1.0,1.667,1.0
-0.828,-0.26,-0.529,-0.882,3.449,1.564,0.905,-0.133,440.0,3.0,3.333,1.333,1.0,1.667,1.0
-1.009,-1.109,-1.321,-1.193,-0.387,-0.571,-0.055,-0.765,445.0,3.333,3.333,1.333,1.0,1.667,1.0
-1.016,-0.892,-1.175,-1.17,0.385,1.167,-0.835,-1.509,450.0,3.333,3.333,1.333,1.0,1.667,1.0
-1.302,-0.992,-1.344,-1.184,0.413,0.071,-0.821,-1.771,455.0,3.333,3.333,1.333,1.0,1.667,1.0
-1.654,-1.528,-1.541,-1.406,-0.873,-0.924,-2.802,-1.916,460.0,3.333,3.333,1.333,1.0,2.0,1.0
-0.873,-0.953,-1.163,-1.122,0.036,-0.23,-1.901,-1.903,465.0,3.333,3.333,1.333,1.0,2.0,1.0
-1.194,-1.299,-1.278,-1.254,0.497,-0.104,-1.51,-1.481,470.0,3.333,3.333,1.333,1.0,2.0,1.0
-1.221,-1.268,-1.292,-1.208,0.386,-0.167,-2.503,-1.625,475.0,3.333,3.333,1.333,1.0,2.0,1.0
-1.561,-1.371,-1.428,-1.301,-0.434,-0.531,-2.551,-1.794,480.0,3.333,3.333,1.333,1.0,2.0,1.0
-0.748,-0.851,-1.345,-1.284,1.007,-0.003,-1.516,-1.369,485.0,3.333,3.333,1.333,1.0,2.0,1.0
-1.647,-1.439,-1.568,-1.384,-0.801,-0.924,-2.584,-2.035,490.0,3.0,2.667,1.333,1.0,1.333,1.0
-1.564,-1.543,-1.469,-1.35,-0.53,-0.822,-2.572,-1.641,495.0,3.0,2.667,1.333,1.0,1.333,1.0
-1.547,-1.302,-1.41,-1.338,-0.248,-0.634,-1.56,-1.734,500.0,3.0,2.667,1.333,1.0,1.333,1.0
-1.562,-1.344,-1.346,-1.366,-0.394,-0.184,-2.812,-1.95,505.0,3.0,2.667,1.333,1.0,1.333,1.0
-1.467,-1.566,-1.485,-1.375,-0.627,-0.992,-1.735,-1.971,510.0,3.0,2.667,1.333,1.0,1.333,1.0
