timestamp,delta,lowAlpha,highAlpha,lowBeta,highBeta,lowGamma,middleGamma,theta,isValid,pid
1552894985007,1,2,1,1,0,0,9,11,1,27
1552894985999,1,2,0,1,0,0,15,9,1,27
1552894987000,2325,18143,6086,8225,5955,1497,121060,47236,1,27
1552894987985,3302,4405,4797,4671,1786,3405,153003,21387,1,27
1552894989061,1664,1399,1985,1678,2215,1784,255901,21283,1,27
1552894989972,1988,6282,4688,8491,3214,4780,126422,18242,1,27
1552894990969,1551,1778,1137,1244,698,984,18824,12022,1,27
1552894991982,4880,14891,3343,3333,7846,5032,110081,27941,1,27
1552894992958,29965,22155,7140,11929,3652,4599,61119,88846,1,27
1552894993966,11057,3308,7390,9068,5820,3374,224442,121997,1,27
1552894994975,11375,32938,7629,14028,7762,7487,188173,49118,1,27
1552894995960,16209,63112,33170,10939,10175,7494,2058764,309441,1,27
1552894997052,7616,4077,2445,1789,1749,1801,88138,5499,1,27
1552894997959,1177,3628,1701,2180,1775,1358,99522,9405,1,27
1552894998951,3730,7252,1789,1881,1031,1520,85494,28092,1,27
1552894999934,455,2490,1214,4029,906,1168,59668,14260,1,27
1552895000947,1248,6946,1574,2272,1145,1017,140362,37109,1,27
1552895001931,3518,7049,3533,4157,2628,3396,32285,39752,1,27
1552895002916,4656,1028,3444,7459,3584,2558,20925,21540,1,27
1552895003989,7007,4128,4216,4187,1875,2486,13618,15808,1,27
1552895005043,8298,3541,4226,6566,5061,2548,7330,21266,1,27
1552895005901,1786,970,1596,2553,1337,1342,65849,8784,1,27
1552895006904,13601,6089,4213,4141,4553,4402,48734,28665,1,27
1552895007889,1627,3475,1366,2165,726,1119,208590,6299,1,27
1552895008892,14327,6306,7985,7568,3607,4502,10511,6650,1,27
1552895009872,3447,8464,5291,4207,2655,2279,18071,18373,1,27
1552895010888,3691,10242,6154,3071,3081,2932,20995,10701,1,27
1552895011868,1012,6969,2546,2312,796,1727,357680,14028,1,27
1552895012957,21611,37949,5813,6902,2929,5279,1144067,149254,1,27
1552895013854,1410,1580,955,910,568,1030,64507,2084,1,27
1552895014864,2756,1108,2754,5089,3740,4779,21961,13702,1,27
1552895015843,1716,2051,3708,1657,3203,5145,11422,7964,1,27
1552895016857,7993,4446,4576,6439,2766,2336,13868,18126,1,27
1552895017858,7619,6672,2241,7436,2626,1739,155170,3080,1,27
1552895018828,8883,8476,7526,8018,4007,3324,10522,14646,1,27
1552895019841,5252,6093,7814,7749,2676,4262,24506,11799,1,27
1552895020838,3164,1067,9299,12571,3985,2184,37468,24469,1,27
1552895021815,9068,9804,7231,8838,2527,4814,27163,12805,1,27
1552895022813,16922,18258,10500,11294,5528,3442,18733,5043,1,27
1552895023821,1117,2081,496,1883,1379,869,68359,17470,1,27
1552895024795,4811,5711,10211,7890,2308,4785,55034,15579,1,27
1552895025820,5540,18723,7377,3237,2509,4348,5836,30046,1,27
1552895026783,1693,8278,2331,1191,919,1185,42159,16055,1,27
1552895027799,17324,10477,7131,11889,2242,5218,19646,47933,1,27
1552895028927,34451,5516,4973,2931,3064,4106,11722,16376,1,27
1552895029772,3861,1813,7371,4414,2309,6828,12553,15381,1,27
1552895030776,2682,4090,4834,7060,3932,3354,23132,17520,1,27
1552895031769,1959,1294,1389,1362,785,935,64037,15070,1,27
1552895032778,3443,21142,6862,3771,3401,3100,27052,19621,1,27
1552895033760,3225,13099,3542,2170,3665,4331,20218,9311,1,27
1552895034772,1621,7360,7977,2027,3250,2189,7251,5342,1,27
1552895035756,8431,5220,17260,4682,2090,4190,26916,11120,1,27
1552895036834,6314,17836,3552,2252,6398,1792,9053,9734,1,27
1552895037759,2334,7537,3386,2897,791,733,26705,2771,1,27
1552895038741,4313,2012,2864,7186,6705,20514,27274,6566,1,27
1552895039738,4320,7701,2059,2327,1115,1097,47821,53227,1,27
1552895040732,5051,10866,2522,4321,1584,1476,140825,47816,1,27
1552895041718,38420,77118,9902,12323,15425,14851,493913,123788,1,27
1552895042713,17569,87258,6740,32231,6380,26831,1291295,205521,1,27
1552895043695,6824,33668,7435,19542,5821,8739,241499,176070,1,27
1552895044722,2219,3899,3006,2766,1035,1050,45996,17547,1,27
1552895045702,2965,3992,940,524,628,2834,69360,25162,1,27
1552895046700,3361,15103,2941,1547,2530,713,83157,42263,1,27
1552895047701,15389,38140,4690,8062,2853,5816,104008,50581,1,27
1552895048698,4171,2212,1131,1364,756,1264,60706,27686,1,27
1552895049688,2017,2620,1318,1577,1599,926,79877,48751,1,27
1552895050666,2091,1180,950,946,1446,771,28010,24962,1,27
1552895051668,776,2329,2345,2824,818,1118,28018,23914,1,27
1552895052822,1867,739,1069,450,446,1048,113805,3686,1,27
1552895053653,1264,4059,5985,7831,12457,3719,5951,6672,1,27
1552895054677,399,1604,1948,2561,1799,1658,52854,17117,1,27
1552895055662,1895,5498,2091,1459,2810,1080,32781,30027,1,27
1552895056663,7298,2991,2422,5535,2801,6531,16239,12675,1,27
1552895057678,1449,807,1526,773,665,962,88230,35043,1,27
1552895058644,2275,6212,9899,3208,4246,3488,16035,10814,1,27
1552895059641,5325,11587,2431,3994,1671,1383,139713,18384,1,27
1552895060685,7210,58667,4168,6280,3563,8085,291473,48749,1,27
1552895061614,496,660,449,1297,745,263,175600,1612,1,27
1552895062614,10328,2901,4862,8818,5530,10037,14864,4939,1,27
1552895063609,6383,20174,10876,4373,2734,6855,126143,12134,1,27
1552895064594,1864,2394,1044,3463,2456,1578,69873,25142,1,27
1552895065641,4110,4775,1058,2616,1371,3710,50002,9880,1,27
1552895066586,10088,5521,5043,8119,4417,5045,6616,22428,1,27
1552895067597,10150,1758,8425,6438,6040,7007,16846,23555,1,27
1552895068588,903,5338,1732,765,1502,1339,50204,52419,1,27
1552895069603,10241,9749,11134,6226,2662,3008,69050,16421,1,27
1552895070588,3257,1567,1353,834,2055,1932,30161,18879,1,27
1552895071570,6180,4460,11354,15751,7025,9169,16382,7745,1,27
1552895072567,1752,950,1733,1102,1078,1410,184658,9610,1,27
1552895073625,5334,7007,5221,4753,4319,7096,20580,25023,1,27
1552895074569,2313,8106,736,1884,1311,1038,74177,50129,1,27
1552895075538,7480,354,2355,2722,1359,1809,54230,25907,1,27
1552895076554,14293,6926,5681,6172,2961,5171,231035,59732,1,27
1552895077558,3332,10241,2056,3651,657,1014,271657,17512,1,27
1552895078525,7164,1318,4475,4777,4731,4084,25920,8971,1,27
1552895079528,5682,5103,3246,3064,2172,1033,329399,24191,1,27
1552895080522,3515,2134,1783,2890,3133,5663,19411,17948,1,27
1552895081634,2762,5533,1804,2118,847,1282,53898,17787,1,27
1552895082508,3279,10344,1717,3446,1760,3479,159192,23683,1,27
1552895083493,2854,58430,9034,9598,5596,5155,995788,370264,1,27
1552895084496,2882,11393,1954,642,1909,2042,48051,9227,1,27
1552895085511,17708,18370,33340,12637,9008,12873,686366,98223,1,27
1552895086487,2284,3389,2960,1454,2024,2311,32732,34622,1,27
1552895087501,4468,11110,2664,4498,2114,729,109863,10218,1,27
1552895088488,34310,45424,16764,24469,10549,28332,636792,176449,1,27
1552895089520,1611,9063,4662,2565,1564,2011,345132,68855,1,27
1552895090468,1350,4109,9156,5280,1376,3110,474925,35865,1,27
1552895091475,3551,8747,8874,4360,3858,3804,739499,35539,1,27
1552895092450,8605,7861,13936,7653,7127,10015,174473,59732,1,27
1552895093461,19045,19726,21899,23494,7313,42635,1007519,123590,1,27
1552895094453,11417,36672,35694,49072,16768,21351,902073,186785,1,27
