timestamp,value,pid
1548137664487,0E-10,4
1548137664986,0E-10,4
1548137665983,0E-10,4
1548137666979,0E-10,4
1548137668979,0E-10,4
1548137669974,0E-10,4
1548137670970,0E-10,4
1548137671969,0E-10,4
1548137672965,0E-10,4
1548137673962,0E-10,4
1548137674961,0E-10,4
1548137675956,0E-10,4
1548137676956,0E-10,4
1548137677953,0E-10,4
1548137679450,0E-10,4
1548137679948,75.0000000000,4
1548137680944,75.0000000000,4
1548137681942,75.0000000000,4
1548137682940,75.0000000000,4
1548137683937,75.0000000000,4
1548137684935,75.0000000000,4
1548137685933,75.0000000000,4
1548137686929,75.0000000000,4
1548137687927,75.0000000000,4
1548137688925,75.0000000000,4
1548137689923,75.0000000000,4
1548137690919,75.0000000000,4
1548137691918,75.0000000000,4
1548137692914,75.0000000000,4
1548137693913,75.0000000000,4
1548137694909,75.0000000000,4
1548137695908,75.0000000000,4
1548137696906,75.0000000000,4
1548137697903,75.0000000000,4
1548137698900,75.0000000000,4
1548137699898,75.0000000000,4
1548137700895,75.0000000000,4
1548137701892,75.0000000000,4
1548137702889,75.0000000000,4
1548137703887,75.0000000000,4
1548137704884,75.0000000000,4
1548137705883,75.0000000000,4
1548137707878,75.0000000000,4
1548137708876,75.0000000000,4
1548137709873,37.0000000000,4
1548137710870,37.0000000000,4
1548137711868,40.0000000000,4
1548137712864,40.0000000000,4
1548137713862,40.0000000000,4
1548137715358,40.0000000000,4
1548137715858,34.0000000000,4
1548137716855,38.0000000000,4
1548137717853,38.0000000000,4
1548137718850,38.0000000000,4
1548137719848,38.0000000000,4
1548137721343,38.0000000000,4
1548137721843,0E-10,4
1548137722841,0E-10,4
1548137723838,0E-10,4
1548137724834,0E-10,4
1548137725833,0E-10,4
1548137726830,0E-10,4
1548137727827,78.0000000000,4
1548137728824,80.0000000000,4
1548137730321,80.0000000000,4
1548137730821,80.0000000000,4
1548137731818,80.0000000000,4
1548137732815,80.0000000000,4
1548137733813,80.0000000000,4
1548137734809,80.0000000000,4
1548137735808,80.0000000000,4
1548137736805,74.0000000000,4
1548137737803,73.0000000000,4
1548137738800,73.0000000000,4
1548137739797,74.0000000000,4
1548137740797,74.0000000000,4
1548137741793,75.0000000000,4
1548137742791,75.0000000000,4
1548137743788,75.0000000000,4
1548137744785,81.0000000000,4
1548137747778,81.0000000000,4
1548137748775,80.0000000000,4
1548137749773,80.0000000000,4
1548137750772,80.0000000000,4
1548137751767,84.0000000000,4
1548137752764,84.0000000000,4
1548137753762,86.0000000000,4
1548137754760,89.0000000000,4
1548137755757,91.0000000000,4
1548137756754,91.0000000000,4
1548137757753,91.0000000000,4
1548137758751,91.0000000000,4
1548137759748,91.0000000000,4
1548137760744,88.0000000000,4
1548137761743,88.0000000000,4
1548137762740,88.0000000000,4
1548137763738,88.0000000000,4
1548137764736,88.0000000000,4
1548137765733,88.0000000000,4
1548137766730,88.0000000000,4
1548137767727,88.0000000000,4
1548137768725,88.0000000000,4
1548137769721,88.0000000000,4
1548137770721,88.0000000000,4
1548137771718,88.0000000000,4
1548137772716,88.0000000000,4
1548137773712,88.0000000000,4
1548137774709,88.0000000000,4
1548137775708,88.0000000000,4
1548137776705,88.0000000000,4
1548137777703,88.0000000000,4
1548137778701,88.0000000000,4
1548137779697,88.0000000000,4
1548137780695,88.0000000000,4
1548137781692,0E-10,4
1548137782691,0E-10,4
1548137783687,0E-10,4
1548137784685,18.0000000000,4
1548137785683,18.0000000000,4
1548137786680,18.0000000000,4
1548137787677,18.0000000000,4
1548137788675,18.0000000000,4
1548137789673,18.0000000000,4
1548137790671,18.0000000000,4
1548137791668,18.0000000000,4
1548137792666,18.0000000000,4
1548137793663,18.0000000000,4
1548137794661,0E-10,4
1548137795658,0E-10,4
1548137796655,0E-10,4
1548137797653,0E-10,4
1548137798650,0E-10,4
1548137799648,0E-10,4
1548137800645,0E-10,4
1548137802641,0E-10,4
1548137803637,0E-10,4
1548137804635,0E-10,4
1548137805633,0E-10,4
1548137806631,0E-10,4
1548137807627,0E-10,4
1548137808626,0E-10,4
1548137809623,0E-10,4
1548137810621,0E-10,4
1548137811616,0E-10,4
1548137812615,0E-10,4
1548137813612,0E-10,4
1548137814609,0E-10,4
1548137815608,0E-10,4
1548137816605,0E-10,4
1548137817603,0E-10,4
1548137818601,0E-10,4
1548137819598,0E-10,4
1548137820594,0E-10,4
1548137822092,0E-10,4
1548137822591,0E-10,4
1548137823588,0E-10,4
1548137824585,0E-10,4
1548137825583,0E-10,4
1548137826579,0E-10,4
1548137827576,0E-10,4
1548137828574,0E-10,4
1548137829573,0E-10,4
1548137830570,0E-10,4
1548137831568,0E-10,4
1548137832566,0E-10,4
1548137833563,0E-10,4
1548137834559,0E-10,4
1548137835557,0E-10,4
1548137836555,0E-10,4
1548137837553,0E-10,4
1548137838550,0E-10,4
1548137839548,0E-10,4
1548137840546,0E-10,4
1548137841543,0E-10,4
1548137842541,0E-10,4
1548137843538,0E-10,4
1548137844535,0E-10,4
1548137845533,0E-10,4
1548137846530,0E-10,4
1548137847527,0E-10,4
1548137849024,0E-10,4
1548137850022,0E-10,4
1548137851019,0E-10,4
1548137852017,0E-10,4
1548137853014,0E-10,4
1548137854011,0E-10,4
1548137855008,0E-10,4
1548137856007,0E-10,4
1548137857004,0E-10,4
1548137858001,0E-10,4
1548137858999,0E-10,4
1548137859997,0E-10,4
1548137860995,0E-10,4
1548137861992,0E-10,4
1548137862988,0E-10,4
1548137863986,0E-10,4
1548137864983,0E-10,4
1548137865982,0E-10,4
1548137866980,0E-10,4
1548137867976,0E-10,4
1548137868975,0E-10,4
1548137869972,0E-10,4
1548137870970,0E-10,4
1548137871966,0E-10,4
1548137872964,0E-10,4
1548137873962,0E-10,4
1548137874959,0E-10,4
1548137875956,0E-10,4
1548137876954,0E-10,4
1548137877951,0E-10,4
1548137878949,0E-10,4
1548137879947,0E-10,4
1548137880944,0E-10,4
1548137881941,0E-10,4
1548137882939,0E-10,4
1548137883937,0E-10,4
1548137884935,0E-10,4
1548137885932,0E-10,4
1548137886929,0E-10,4
1548137887926,0E-10,4
1548137888923,0E-10,4
1548137889921,0E-10,4
1548137890918,0E-10,4
1548137891917,0E-10,4
1548137892914,0E-10,4
1548137893911,0E-10,4
1548137894908,0E-10,4
1548137895906,0E-10,4
1548137896904,0E-10,4
1548137897901,0E-10,4
1548137898898,0E-10,4
1548137899896,0E-10,4
1548137900893,0E-10,4
1548137901891,0E-10,4
1548137902888,0E-10,4
1548137903886,0E-10,4
1548137904883,0E-10,4
1548137905881,0E-10,4
1548137906878,0E-10,4
1548137907877,0E-10,4
1548137908874,0E-10,4
1548137909871,0E-10,4
1548137910869,0E-10,4
1548137911865,0E-10,4
1548137912864,0E-10,4
1548137913861,0E-10,4
1548137935930,0E-10,4
1548137936953,0E-10,4
1548137937927,0E-10,4
1548137938952,101.0000000000,4
1548137939936,95.0000000000,4
1548137940951,86.0000000000,4
1548137941974,84.0000000000,4
1548137942949,83.0000000000,4
1548137943973,81.0000000000,4
1548137944947,81.0000000000,4
1548137945971,81.0000000000,4
1548137946947,81.0000000000,4
1548137947969,81.0000000000,4
1548137948944,81.0000000000,4
1548137949969,81.0000000000,4
1548137950944,82.0000000000,4
1548137951967,83.0000000000,4
1548137952943,83.0000000000,4
1548137953967,83.0000000000,4
1548137954941,83.0000000000,4
1548137955964,83.0000000000,4
1548137956940,83.0000000000,4
1548137957964,83.0000000000,4
1548137958939,83.0000000000,4
1548137959963,83.0000000000,4
1548137960938,83.0000000000,4
1548137961961,84.0000000000,4
1548137962937,84.0000000000,4
1548137963960,84.0000000000,4
1548137964936,84.0000000000,4
1548137966047,84.0000000000,4
1548137967044,76.0000000000,4
1548137968042,76.0000000000,4
1548137969039,76.0000000000,4
1548137970037,76.0000000000,4
1548137971035,69.0000000000,4
1548137972031,69.0000000000,4
1548137973029,69.0000000000,4
1548137974027,69.0000000000,4
1548137975024,69.0000000000,4
1548137976022,62.0000000000,4
1548137977020,62.0000000000,4
1548137978016,62.0000000000,4
1548137979013,62.0000000000,4
1548137980011,62.0000000000,4
1548137981009,56.0000000000,4
1548137982007,55.0000000000,4
1548137983004,55.0000000000,4
1548137984002,55.0000000000,4
1548137984999,55.0000000000,4
1548137985997,55.0000000000,4
1548137986994,0E-10,4
1548137987991,0E-10,4
1548137988990,0E-10,4
1548137989986,0E-10,4
1548137990984,0E-10,4
1548137991981,0E-10,4
1548137992979,0E-10,4
1548137993977,0E-10,4
1548137994975,0E-10,4
1548137995971,0E-10,4
1548137996968,0E-10,4
1548137997967,0E-10,4
1548137998965,0E-10,4
1548137999962,0E-10,4
1548138000959,0E-10,4
1548138001956,0E-10,4
1548138002954,0E-10,4
1548138003951,0E-10,4
1548138004950,0E-10,4
1548138005947,0E-10,4
1548138006944,0E-10,4
1548138007943,0E-10,4
1548138008940,0E-10,4
1548138009938,0E-10,4
1548138010934,104.0000000000,4
1548138011931,104.0000000000,4
1548138012929,104.0000000000,4
1548138013928,104.0000000000,4
1548138015423,104.0000000000,4
1548138016421,0E-10,4
1548138017418,0E-10,4
1548138018415,0E-10,4
1548138019413,0E-10,4
1548138020411,0E-10,4
1548138021409,0E-10,4
1548138022406,0E-10,4
1548138023404,0E-10,4
1548138024402,0E-10,4
1548138025399,0E-10,4
1548138026895,0E-10,4
1548138027393,0E-10,4
1548138028391,0E-10,4
1548138029388,0E-10,4
1548138030386,0E-10,4
1548138031383,0E-10,4
1548138032383,19.0000000000,4
1548138033378,144.0000000000,4
1548138034375,144.0000000000,4
1548138035374,144.0000000000,4
1548138036371,144.0000000000,4
1548138037368,144.0000000000,4
1548138038865,0E-10,4
1548138039363,0E-10,4
1548138040360,0E-10,4
1548138041359,0E-10,4
1548138042356,0E-10,4
1548138043353,0E-10,4
1548138044351,0E-10,4
1548138045348,0E-10,4
1548138046347,0E-10,4
1548138047344,0E-10,4
1548138048342,0E-10,4
