seconds,arousal,valence,cheerful,happy,angry,nervous,sad,boredom,confusion,delight,concentration,frustration,surprise,none_1,confrustion,contempt,dejection,disgust,eureka,pride,sorrow,none_2
5,2,3,2,1,1,2,1,,,,,,,x,,,,,,,,x
10,2,3,2,1,1,2,1,,,,x,,,,,,,,,,,x
15,2,3,2,1,1,2,1,,,,x,,,,,,,,,,,x
20,2,3,2,1,1,2,1,,,,x,,,,,,,,,,,x
25,2,3,2,1,1,2,1,,,,x,,,,,,,,,,,x
30,2,3,2,1,1,2,1,,,,x,,,,,,,,,,,x
35,2,3,2,1,1,2,1,,,,x,,,,,,,,,,,x
40,2,3,2,1,1,2,1,,,,x,,,,,,,,,,,x
45,2,3,2,1,1,2,1,,,,x,,,,,,,,,,,x
50,2,3,2,1,1,2,1,,,,x,,,,,,,,,,,x
55,2,3,2,1,1,3,1,,,,x,,,,,,,,,,,x
60,2,3,2,1,1,3,1,,,,x,,,,,,,,,,,x
65,3,3,2,1,1,3,1,,,,x,,,,,,,,,,,x
70,3,3,2,1,1,3,1,,,,x,,,,,,,,,,,x
75,3,3,2,1,1,2,1,,,,x,,,,,,,,,,,x
80,2,3,2,1,1,2,1,,,,x,,,,,,,,,,,x
85,2,3,2,1,1,2,1,,,,x,,,,,,,,,,,x
90,2,3,2,1,1,2,1,,,,x,,,,,,,,,,,x
95,2,3,2,1,1,2,1,,,,x,,,,,,,,,,,x
100,2,3,2,1,1,2,1,,,,x,,,,,,,,,,,x
105,2,3,2,1,1,2,1,,,,x,,,,,,,,,,,x
110,3,2,1,1,1,3,1,,,,x,,,,,,,,,,,x
115,3,2,1,1,1,3,1,,,,x,,,,,,,,,,,x
120,3,2,1,1,1,3,1,,,,x,,,,,,,,,,,x
125,3,2,1,1,1,3,1,,,,x,,,,,,,,,,,x
130,3,2,1,1,1,3,1,,,,x,,,,,,,,,,,x
135,3,2,1,1,1,2,1,,,,x,,,,,,,,,,,x
140,3,2,1,1,1,2,1,,,,x,,,,,,,,,,,x
145,3,2,1,1,1,2,1,,,,x,,,,,,,,,,,x
150,3,2,1,1,1,2,1,,,,x,,,,,,,,,,,x
155,3,3,1,1,1,2,1,,,,x,,,,,,,,,,,x
160,3,3,1,1,1,2,1,,,,x,,,,,,,,,,,x
165,3,3,1,1,1,2,1,,,,x,,,,,,,,,,,x
170,3,3,1,1,1,2,1,,,,x,,,,,,,,,,,x
