timestamp,delta,lowAlpha,highAlpha,lowBeta,highBeta,lowGamma,middleGamma,theta,isValid,pid
1552378494461,1,0,0,0,1,0,5,4,1,21
1552378495463,1,0,1,1,0,1,6,1,1,21
1552378496437,13255,20026,16519,5238,3251,7788,369752,99120,1,21
1552378497448,75807,48550,16007,10614,9270,9542,29224,50290,1,21
1552378498446,12944,2519,5016,9565,3495,6558,71980,29261,1,21
1552378499413,6310,13061,2318,6623,3167,1836,277439,28557,1,21
1552378500574,9667,12226,2985,3285,1860,1957,322690,76077,1,21
1552378501438,6137,19483,11772,5528,8064,3264,6954,15864,1,21
1552378502402,4105,8949,2213,1899,2239,1116,39130,20099,1,21
1552378503399,17812,16645,6085,6808,7468,7394,91511,122539,1,21
1552378504419,3377,3373,3041,3036,1582,1031,10025,9340,1,21
1552378505410,10116,23851,4127,10832,2287,4057,35557,69647,1,21
1552378506403,10414,3917,11251,12490,1231,5244,8149,8107,1,21
1552378507406,690,4082,3118,3913,906,1377,41365,16992,1,21
1552378508475,9386,7957,10474,3757,3459,4908,25834,16511,1,21
1552378509395,11152,6123,9101,5308,3781,2711,14349,7688,1,21
1552378510374,8294,5112,8765,6706,3169,4010,17216,6756,1,21
1552378511376,8807,5154,4832,11538,2765,4606,8785,15141,1,21
1552378512358,3512,2612,1207,7428,958,1240,249559,24020,1,21
1552378513391,11409,9633,16173,8572,720,6183,9830,38085,1,21
1552378514358,23387,7434,10386,12276,5034,4081,14485,19613,1,21
1552378515361,11884,24226,10068,6400,1759,1830,4284,11579,1,21
1552378516385,5785,43216,10394,10910,7190,6231,146028,83563,1,21
1552378517327,10323,14143,4844,1805,666,961,200746,58511,1,21
1552378518452,5735,4731,6511,11099,1269,1879,18444,23799,1,21
1552378519330,3940,23191,3733,13097,1950,2017,19575,23173,1,21
1552378520332,43196,834,6823,7804,2004,1999,5868,16362,1,21
1552378521370,6922,22239,5814,9443,2378,3422,11141,6629,1,21
1552378522321,24288,9510,3380,16636,3312,3345,39303,21908,1,21
1552378523314,29881,16351,11394,8485,1591,2973,2562,8210,1,21
1552378524300,15672,30045,5769,6973,5083,3297,10715,6552,1,21
1552378525289,7762,4574,4227,2010,2570,2246,12189,7380,1,21
