seconds,arousal,valence,happy,angry,nervous,sad
5.0,2.0,3.0,1.0,1.0,1.333,1.0
10.0,2.333,3.0,1.0,1.0,1.333,1.0
15.0,2.333,3.0,1.0,1.0,1.333,1.0
20.0,2.333,3.0,1.0,1.0,1.333,1.0
25.0,3.0,2.667,1.0,1.333,1.0,1.0
30.0,2.0,2.667,1.0,1.333,1.0,1.0
35.0,2.0,2.667,1.0,1.333,1.0,1.0
40.0,2.667,2.667,1.0,1.333,1.0,1.0
45.0,2.667,2.667,1.0,1.333,1.0,1.0
50.0,2.333,2.667,1.0,1.0,1.0,1.0
55.0,2.333,2.667,1.0,1.0,1.0,1.0
60.0,2.0,2.667,1.0,1.0,1.0,1.0
65.0,2.667,2.667,1.0,1.0,1.0,1.0
70.0,2.0,2.667,1.0,1.0,1.0,1.0
75.0,2.0,2.667,1.0,1.0,1.333,1.0
80.0,2.667,2.667,1.0,1.0,1.333,1.0
85.0,2.0,2.667,1.0,1.0,1.333,1.0
90.0,2.667,2.667,1.0,1.0,1.0,1.0
95.0,3.0,2.667,1.0,1.0,1.333,1.0
100.0,2.667,2.333,1.0,1.0,1.333,1.0
105.0,2.667,3.0,1.0,1.0,1.333,1.0
110.0,2.667,2.333,1.0,1.0,1.333,1.0
115.0,2.667,3.0,1.0,1.0,1.333,1.0
120.0,2.667,2.333,1.0,1.333,1.333,1.0
125.0,2.667,2.0,1.0,1.667,1.333,1.0
130.0,2.667,2.333,1.0,1.667,1.333,1.0
135.0,2.667,2.333,1.0,1.667,1.333,1.0
140.0,2.667,2.333,1.0,1.667,1.333,1.0
145.0,2.667,2.667,1.0,1.333,1.667,1.0
150.0,2.667,2.667,1.0,1.333,1.667,1.0
155.0,2.667,2.333,1.0,1.0,1.333,1.0
160.0,2.667,2.667,1.0,1.0,1.333,1.0
165.0,2.667,2.667,1.0,1.0,1.333,1.0
170.0,3.0,2.333,1.0,1.0,1.667,1.0
175.0,2.667,2.667,1.0,1.0,1.667,1.0
180.0,2.333,3.333,1.0,1.0,1.333,1.0
185.0,2.333,3.0,1.0,1.0,1.0,1.0
190.0,2.333,3.0,1.0,1.0,1.0,1.0
195.0,3.0,2.667,1.0,1.333,1.0,1.0
200.0,3.0,2.667,1.0,1.333,1.0,1.0
205.0,2.667,2.667,1.0,1.0,1.0,1.0
210.0,2.333,2.667,1.0,1.0,1.0,1.0
215.0,2.667,2.667,1.0,1.0,1.0,1.0
220.0,2.333,2.667,1.0,1.0,1.0,1.0
225.0,2.333,2.667,1.0,1.0,1.0,1.0
230.0,2.333,2.667,1.0,1.0,1.0,1.0
235.0,2.667,2.667,1.0,1.0,1.333,1.0
240.0,3.333,2.667,1.0,1.0,1.333,1.0
245.0,3.0,3.0,1.0,1.0,1.667,1.0
250.0,3.667,2.667,1.0,1.0,1.333,1.0
255.0,3.0,2.667,1.0,1.0,1.333,1.0
260.0,3.667,2.667,1.0,1.0,1.333,1.0
265.0,3.667,3.0,1.0,1.0,1.333,1.0
270.0,3.667,2.667,1.0,1.0,1.333,1.0
275.0,3.667,3.0,1.0,1.0,1.333,1.0
280.0,3.667,3.0,1.0,1.0,1.333,1.0
285.0,3.0,2.667,1.0,1.0,1.333,1.0
290.0,3.333,3.0,1.0,1.0,1.333,1.0
295.0,3.333,3.0,1.0,1.0,1.333,1.0
300.0,3.333,3.0,1.0,1.333,1.333,1.0
305.0,3.0,3.0,1.0,1.333,1.333,1.0
310.0,3.0,3.0,1.333,1.333,1.333,1.0
315.0,2.667,3.0,1.333,1.333,1.333,1.0
320.0,3.0,3.0,1.333,1.333,1.333,1.0
325.0,2.667,3.0,1.0,1.333,1.0,1.0
330.0,2.667,3.333,1.0,1.333,1.0,1.0
335.0,3.0,3.333,1.0,1.0,1.0,1.0
340.0,2.667,3.333,1.0,1.0,1.0,1.0
345.0,2.667,3.0,1.0,1.0,1.333,1.0
350.0,2.0,3.0,1.0,1.0,1.0,1.0
355.0,2.0,3.0,1.0,1.0,1.0,1.0
360.0,2.0,3.0,1.0,1.0,1.0,1.0
365.0,2.0,3.0,1.0,1.0,1.0,1.0
370.0,2.0,3.0,1.0,1.0,1.0,1.0
375.0,2.0,3.0,1.0,1.0,1.0,1.0
380.0,2.667,2.667,1.0,1.0,1.333,1.0
385.0,2.0,3.0,1.0,1.0,1.0,1.0
390.0,2.0,2.667,1.0,1.0,1.0,1.0
395.0,2.0,3.0,1.0,1.0,1.0,1.0
400.0,2.0,2.667,1.0,1.0,1.0,1.0
405.0,2.0,2.667,1.0,1.0,1.0,1.0
410.0,2.0,2.667,1.0,1.0,1.0,1.0
415.0,2.0,2.667,1.0,1.0,1.0,1.0
420.0,2.333,2.333,1.0,1.0,1.333,1.0
425.0,2.333,2.0,1.0,1.0,1.667,1.0
430.0,2.667,2.333,1.0,1.0,1.333,1.0
435.0,2.667,2.667,1.0,1.0,2.0,1.0
440.0,2.667,2.667,1.0,1.0,2.0,1.0
445.0,2.667,2.667,1.0,1.0,1.667,1.0
450.0,2.667,2.667,1.0,1.0,2.0,1.0
455.0,2.667,2.667,1.0,1.0,1.667,1.0
460.0,2.667,2.667,1.0,1.0,1.667,1.0
465.0,2.667,2.667,1.0,1.0,2.0,1.0
470.0,2.667,2.667,1.0,1.0,2.0,1.0
475.0,2.667,2.667,1.0,1.0,1.667,1.0
480.0,2.667,2.667,1.0,1.0,1.667,1.0
485.0,3.0,2.667,1.0,1.0,2.0,1.0
490.0,3.0,3.0,1.0,1.0,1.667,1.0
495.0,3.333,3.333,1.333,1.0,1.333,1.0
500.0,3.333,3.333,1.0,1.0,1.333,1.0
505.0,2.667,3.0,1.0,1.0,1.333,1.0
510.0,2.667,3.0,1.0,1.0,1.333,1.0
515.0,2.667,3.0,1.0,1.0,1.333,1.0
520.0,2.667,3.0,1.0,1.0,1.333,1.0
525.0,2.667,3.0,1.0,1.0,1.333,1.0
530.0,2.333,3.0,1.0,1.0,1.333,1.0
535.0,2.333,3.0,1.0,1.0,1.0,1.0
540.0,2.333,3.0,1.0,1.0,1.0,1.0
545.0,2.333,3.0,1.0,1.0,1.0,1.0
550.0,2.333,3.333,1.0,1.0,1.0,1.0
555.0,2.667,3.0,1.0,1.0,1.333,1.0
560.0,2.667,3.0,1.0,1.0,1.333,1.0
565.0,2.333,3.0,1.0,1.0,1.0,1.0
570.0,2.333,3.0,1.0,1.0,1.0,1.0
575.0,2.333,3.0,1.0,1.0,1.0,1.0
580.0,2.333,3.0,1.0,1.0,1.0,1.0
585.0,2.333,3.0,1.0,1.0,1.0,1.0
590.0,2.333,3.0,1.0,1.0,1.0,1.0
595.0,2.0,3.0,1.0,1.0,1.0,1.0
600.0,2.0,3.0,1.0,1.0,1.0,1.0
605.0,1.0,3.0,1.0,1.0,1.0,1.0
610.0,2.0,3.0,1.0,1.0,1.0,1.0
615.0,2.0,3.0,1.0,1.0,1.0,1.0
620.0,3.0,3.0,1.0,1.0,1.0,1.0
