results/alternatives/0/confidence,results/alternatives/0/transcript,results/alternatives/0/words/0/confidence,reult/alternative/0/word/0/endTime,startTime,results/alternatives/0/words/0/word,results/channelTag,results/languageCode,reult/reultEndTime,p21,seconds,arousal,valence,p22,seconds2,arousal2,valence2
0.84438854,no and you may be good,0.84546191,1.0,0.6,no,22,en-us,2.275147,,5.0,2.333,3.333,,5.0,1.667,3.333
0.84438854,,0.91283858,1.2,1.0,and,22,en-us,2.275147,,5.0,2.333,3.333,,5.0,1.667,3.333
0.84438854,,0.91283858,1.3,1.2,you,22,en-us,2.275147,,5.0,2.333,3.333,,5.0,1.667,3.333
0.84438854,,0.91283858,1.4,1.3,may,22,en-us,2.275147,,5.0,2.333,3.333,,5.0,1.667,3.333
0.84438854,,0.76392215,1.5,1.4,be,22,en-us,2.275147,,5.0,2.333,3.333,,5.0,1.667,3.333
0.84438854,,0.71843147,1.8,1.5,good,22,en-us,2.275147,,5.0,2.333,3.333,,5.0,1.667,3.333
0.91143477, yeah I think that Korea Government should be,0.91283858,5.4,5.0,yeah,22,en-us,9.5917,,5.0,2.333,3.333,,5.0,1.667,3.333
0.91143477,,0.91283858,6.0,5.9,I,22,en-us,9.5917,,10.0,2.333,3.333,,10.0,2.0,3.333
0.91143477,,0.91283858,6.3,6.0,think,22,en-us,9.5917,,10.0,2.333,3.333,,10.0,2.0,3.333
0.91143477,,0.91283858,6.7,6.3,that,22,en-us,9.5917,,10.0,2.333,3.333,,10.0,2.0,3.333
0.91143477,,0.91053116,7.5,7.0,Korea,22,en-us,9.5917,,10.0,2.333,3.333,,10.0,2.0,3.333
0.91143477,,0.91283858,8.1,7.5,Government,22,en-us,9.5917,,10.0,2.333,3.333,,10.0,2.0,3.333
0.91143477,,0.91283858,8.3,8.1,should,22,en-us,9.5917,,10.0,2.333,3.333,,10.0,2.0,3.333
0.91143477,,0.90391582,8.7,8.3,be,22,en-us,9.5917,,10.0,2.333,3.333,,10.0,2.0,3.333
0.8110007, Korean government should shoot like that yeah minion people to come to Korea to get their Asylum status and there is a reasons firstly it's I think that it's time for Korea to break down the Monokuma no culturalism,0.91283858,12.8,12.6,Korean,22,en-us,31.932245,,15.0,1.667,3.333,,15.0,1.667,3.333
0.8110007,,0.91283858,13.4,12.8,government,22,en-us,31.932245,,15.0,1.667,3.333,,15.0,1.667,3.333
0.8110007,,0.91283858,13.8,13.4,should,22,en-us,31.932245,,15.0,1.667,3.333,,15.0,1.667,3.333
0.8110007,,0.91283858,14.1,13.8,shoot,22,en-us,31.932245,,15.0,1.667,3.333,,15.0,1.667,3.333
0.8110007,,0.91283858,14.5,14.1,like,22,en-us,31.932245,,15.0,1.667,3.333,,15.0,1.667,3.333
0.8110007,,0.91283858,15.0,14.5,that,22,en-us,31.932245,,15.0,1.667,3.333,,15.0,1.667,3.333
0.8110007,,0.77191412,16.9,16.7,yeah,22,en-us,31.932245,,20.0,1.667,3.333,,20.0,1.667,3.333
0.8110007,,0.67052877,17.5,16.9,minion,22,en-us,31.932245,,20.0,1.667,3.333,,20.0,1.667,3.333
0.8110007,,0.91283858,18.0,17.5,people,22,en-us,31.932245,,20.0,1.667,3.333,,20.0,1.667,3.333
0.8110007,,0.91283858,18.2,18.0,to,22,en-us,31.932245,,20.0,1.667,3.333,,20.0,1.667,3.333
0.8110007,,0.90751439,18.5,18.2,come,22,en-us,31.932245,,20.0,1.667,3.333,,20.0,1.667,3.333
0.8110007,,0.86608392,18.8,18.5,to,22,en-us,31.932245,,20.0,1.667,3.333,,20.0,1.667,3.333
0.8110007,,0.71134478,19.4,18.8,Korea,22,en-us,31.932245,,20.0,1.667,3.333,,20.0,1.667,3.333
0.8110007,,0.91283858,20.2,20.0,to,22,en-us,31.932245,,20.0,1.667,3.333,,20.0,1.667,3.333
0.8110007,,0.7934193,20.5,20.2,get,22,en-us,31.932245,,20.0,1.667,3.333,,20.0,1.667,3.333
0.8110007,,0.82044464,20.7,20.5,their,22,en-us,31.932245,,20.0,1.667,3.333,,20.0,1.667,3.333
0.8110007,,0.91283858,21.2,20.7,Asylum,22,en-us,31.932245,,20.0,1.667,3.333,,20.0,1.667,3.333
0.8110007,,0.70617682,21.8,21.2,status,22,en-us,31.932245,,20.0,1.667,3.333,,20.0,1.667,3.333
0.8110007,,0.91283858,22.6,22.5,and,22,en-us,31.932245,,25.0,1.667,3.333,,25.0,2.0,3.333
0.8110007,,0.86608392,22.8,22.6,there,22,en-us,31.932245,,25.0,1.667,3.333,,25.0,2.0,3.333
0.8110007,,0.91283858,22.9,22.8,is,22,en-us,31.932245,,25.0,1.667,3.333,,25.0,2.0,3.333
0.8110007,,0.72631711,23.0,22.9,a,22,en-us,31.932245,,25.0,1.667,3.333,,25.0,2.0,3.333
0.8110007,,0.84785509,23.7,23.0,reasons,22,en-us,31.932245,,25.0,1.667,3.333,,25.0,2.0,3.333
0.8110007,,0.76518625,24.7,24.0,firstly,22,en-us,31.932245,,25.0,1.667,3.333,,25.0,2.0,3.333
0.8110007,,0.69606698,26.9,26.5,it's,22,en-us,31.932245,,30.0,2.333,3.333,,30.0,3.0,3.333
0.8110007,,0.75146824,27.1,27.0,I,22,en-us,31.932245,,30.0,2.333,3.333,,30.0,3.0,3.333
0.8110007,,0.72423619,27.4,27.1,think,22,en-us,31.932245,,30.0,2.333,3.333,,30.0,3.0,3.333
0.8110007,,0.81957096,27.5,27.4,that,22,en-us,31.932245,,30.0,2.333,3.333,,30.0,3.0,3.333
0.8110007,,0.90839452,27.7,27.5,it's,22,en-us,31.932245,,30.0,2.333,3.333,,30.0,3.0,3.333
0.8110007,,0.72741705,28.0,27.7,time,22,en-us,31.932245,,30.0,2.333,3.333,,30.0,3.0,3.333
0.8110007,,0.66841781,28.3,28.0,for,22,en-us,31.932245,,30.0,2.333,3.333,,30.0,3.0,3.333
0.8110007,,0.76398754,28.7,28.3,Korea,22,en-us,31.932245,,30.0,2.333,3.333,,30.0,3.0,3.333
0.8110007,,0.65393692,29.1,28.7,to,22,en-us,31.932245,,30.0,2.333,3.333,,30.0,3.0,3.333
0.8110007,,0.91283858,29.4,29.1,break,22,en-us,31.932245,,30.0,2.333,3.333,,30.0,3.0,3.333
0.8110007,,0.75146824,29.7,29.4,down,22,en-us,31.932245,,30.0,2.333,3.333,,30.0,3.0,3.333
0.8110007,,0.91283858,29.8,29.7,the,22,en-us,31.932245,,30.0,2.333,3.333,,30.0,3.0,3.333
0.8110007,,0.58701396,30.5,29.8,Monokuma,22,en-us,31.932245,,30.0,2.333,3.333,,30.0,3.0,3.333
0.8110007,,0.63693261,30.6,30.5,no,22,en-us,31.932245,,30.0,2.333,3.333,,30.0,3.0,3.333
0.8110007,,0.70751113,31.5,30.6,culturalism,22,en-us,31.932245,,30.0,2.333,3.333,,30.0,3.0,3.333
