results/alternatives/0/confidence,results/alternatives/0/transcript,results/alternatives/0/words/0/confidence,reult/alternative/0/word/0/endTime,startTime,results/alternatives/0/words/0/word,results/channelTag,results/languageCode,reult/reultEndTime,p15,seconds,arousal,valence,p16,seconds2,arousal2,valence2
0.84648097,the time I'll start okay so I'm against the integration of refugees to Korea so my main point is I 3 main points firstly I think it's important to take care of the Korean Nationals first and then look after the refugee refugees I know it's a great thing to help other people and the gospel,0.91283858,0.2,0.1,the,15,en-us,29.987846,,5.0,2.667,3.333,,5.0,3.0,3.333
0.84648097,,0.91283858,0.6,0.2,time,15,en-us,29.987846,,5.0,2.667,3.333,,5.0,3.0,3.333
0.84648097,,0.91283858,0.7,0.6,I'll,15,en-us,29.987846,,5.0,2.667,3.333,,5.0,3.0,3.333
0.84648097,,0.91283858,1.2,0.7,start,15,en-us,29.987846,,5.0,2.667,3.333,,5.0,3.0,3.333
0.84648097,,0.91283858,3.2,2.9,okay,15,en-us,29.987846,,5.0,2.667,3.333,,5.0,3.0,3.333
0.84648097,,0.91283858,4.0,3.2,so,15,en-us,29.987846,,5.0,2.667,3.333,,5.0,3.0,3.333
0.84648097,,0.91283858,5.0,4.7,I'm,15,en-us,29.987846,,5.0,2.667,3.333,,5.0,3.0,3.333
0.84648097,,0.91283858,5.5,5.0,against,15,en-us,29.987846,,5.0,2.667,3.333,,5.0,3.0,3.333
0.84648097,,0.91283858,5.7,5.5,the,15,en-us,29.987846,,10.0,2.667,3.667,,10.0,3.0,3.333
0.84648097,,0.91283858,6.6,5.7,integration,15,en-us,29.987846,,10.0,2.667,3.667,,10.0,3.0,3.333
0.84648097,,0.91283858,7.3,6.7,of,15,en-us,29.987846,,10.0,2.667,3.667,,10.0,3.0,3.333
0.84648097,,0.91283858,9.0,8.2,refugees,15,en-us,29.987846,,10.0,2.667,3.667,,10.0,3.0,3.333
0.84648097,,0.91283858,9.1,9.0,to,15,en-us,29.987846,,10.0,2.667,3.667,,10.0,3.0,3.333
0.84648097,,0.91283858,9.7,9.1,Korea,15,en-us,29.987846,,10.0,2.667,3.667,,10.0,3.0,3.333
0.84648097,,0.91283858,10.4,10.1,so,15,en-us,29.987846,,10.0,2.667,3.667,,10.0,3.0,3.333
0.84648097,,0.91283858,11.2,10.4,my,15,en-us,29.987846,,15.0,3.0,3.667,,15.0,3.0,3.333
0.84648097,,0.91283858,11.7,11.3,main,15,en-us,29.987846,,15.0,3.0,3.667,,15.0,3.0,3.333
0.84648097,,0.91283858,12.1,11.7,point,15,en-us,29.987846,,15.0,3.0,3.667,,15.0,3.0,3.333
0.84648097,,0.91283858,12.3,12.1,is,15,en-us,29.987846,,15.0,3.0,3.667,,15.0,3.0,3.333
0.84648097,,0.91283858,12.4,12.3,I,15,en-us,29.987846,,15.0,3.0,3.667,,15.0,3.0,3.333
0.84648097,,0.75938201,12.7,12.4,3,15,en-us,29.987846,,15.0,3.0,3.667,,15.0,3.0,3.333
0.84648097,,0.91283858,13.1,12.7,main,15,en-us,29.987846,,15.0,3.0,3.667,,15.0,3.0,3.333
0.84648097,,0.76839375,13.6,13.1,points,15,en-us,29.987846,,15.0,3.0,3.667,,15.0,3.0,3.333
0.84648097,,0.91283858,15.6,15.0,firstly,15,en-us,29.987846,,15.0,3.0,3.667,,15.0,3.0,3.333
0.84648097,,0.90265578,15.7,15.6,I,15,en-us,29.987846,,20.0,2.667,3.333,,20.0,3.0,3.333
0.84648097,,0.76211232,16.1,15.7,think,15,en-us,29.987846,,20.0,2.667,3.333,,20.0,3.0,3.333
0.84648097,,0.7191034,16.2,16.1,it's,15,en-us,29.987846,,20.0,2.667,3.333,,20.0,3.0,3.333
0.84648097,,0.71552163,16.9,16.2,important,15,en-us,29.987846,,20.0,2.667,3.333,,20.0,3.0,3.333
0.84648097,,0.71340239,17.1,16.9,to,15,en-us,29.987846,,20.0,2.667,3.333,,20.0,3.0,3.333
0.84648097,,0.77135354,17.5,17.1,take,15,en-us,29.987846,,20.0,2.667,3.333,,20.0,3.0,3.333
0.84648097,,0.69674712,18.0,17.5,care,15,en-us,29.987846,,20.0,2.667,3.333,,20.0,3.0,3.333
0.84648097,,0.69473886,18.5,18.0,of,15,en-us,29.987846,,20.0,2.667,3.333,,20.0,3.0,3.333
0.84648097,,0.71340245,19.3,18.7,the,15,en-us,29.987846,,20.0,2.667,3.333,,20.0,3.0,3.333
0.84648097,,0.91283858,19.8,19.3,Korean,15,en-us,29.987846,,20.0,2.667,3.333,,20.0,3.0,3.333
0.84648097,,0.91283858,20.3,19.8,Nationals,15,en-us,29.987846,,20.0,2.667,3.333,,20.0,3.0,3.333
0.84648097,,0.91283858,20.6,20.3,first,15,en-us,29.987846,,20.0,2.667,3.333,,20.0,3.0,3.333
0.84648097,,0.83663672,20.8,20.6,and,15,en-us,29.987846,,20.0,2.667,3.333,,20.0,3.0,3.333
0.84648097,,0.86365771,21.0,20.8,then,15,en-us,29.987846,,25.0,2.333,3.0,,25.0,3.0,3.333
0.84648097,,0.73218054,21.2,21.0,look,15,en-us,29.987846,,25.0,2.333,3.0,,25.0,3.0,3.333
