seconds,arousal,valence,cheerful,happy,angry,nervous,sad,boredom,confusion,delight,concentration,frustration,surprise,none_1,confrustion,contempt,dejection,disgust,eureka,pride,sorrow,none_2
5,3,3,1,2,1,1,1,,,,x,,,,,,,,,,,x
10,3,3,1,2,1,1,1,,,,x,,,,,,,,,,,x
15,3,3,1,2,1,1,1,,,,x,,,,,,,,,,,x
20,3,3,1,2,1,1,1,,,,x,,,,,,,,,,,x
25,3,3,1,2,1,1,1,,,,x,,,,,,,,,,,x
30,3,3,1,2,1,1,1,,,,x,,,,,,,,,,,x
35,3,3,1,2,1,1,1,,,,x,,,,,,,,,,,x
40,3,3,1,2,1,1,1,,,,x,,,,,,,,,,,x
45,3,3,1,2,1,1,1,,,,x,,,,,,,,,,,x
50,3,3,1,2,1,1,1,,,,x,,,,,,,,,,,x
55,3,3,1,2,1,1,1,,,,x,,,,,,,,,,,x
60,3,3,1,2,1,1,1,,,,x,,,,,,,,,,,x
65,3,3,1,2,1,1,1,,,,x,,,,,,,,,,,x
70,5,3,1,2,1,1,1,,,,x,,,,,,,,,,,x
75,5,3,1,2,1,1,1,,,,x,,,,,,,,,,,x
80,5,3,1,2,1,1,1,,,,x,,,,,,,,,,,x
85,5,3,1,2,1,1,1,,,,x,,,,,,,,,,,x
90,5,4,1,2,1,1,1,,,,,,x,,,,,,,,,x
95,5,3,1,2,1,1,1,,,,x,,,,,,,,,,,x
100,5,3,1,2,1,1,1,,,,x,,,,,,,,,,,x
105,5,3,2,2,1,1,1,,,,x,,,,,,,,,,,x
110,5,3,2,2,1,1,1,,,,x,,,,,,,,,,,x
115,5,3,2,2,1,1,1,,,,x,,,,,,,,,,,x
120,5,3,2,2,1,1,1,,,,x,,,,,,,,,,,x
125,5,3,2,2,1,1,1,,,,x,,,,,,,,,,,x
130,5,3,2,2,1,1,1,,,,x,,,,,,,,,,,x
135,5,3,2,2,1,1,1,,,,x,,,,,,,,,,,x
140,5,2,1,2,1,2,1,,,,x,,,,,,,,,,,x
145,5,2,1,2,1,2,1,,,,x,,,,,,,,,,,x
150,5,2,1,2,1,2,1,,,,x,,,,,,,,,,,x
155,5,3,1,3,1,2,1,,,,x,,,,,,,,,,,x
160,5,3,1,3,1,2,1,,,,x,,,,,,,,,,,x
165,5,3,1,3,1,2,1,,,,x,,,,,,,,,,,x
170,5,3,1,3,1,2,1,,,,x,,,,,,,,,,,x
175,5,3,1,3,1,2,1,,,,x,,,,,,,,,,,x
180,5,3,1,3,1,2,1,,,,x,,,,,,,,,,,x
185,5,3,1,3,1,2,1,,,,x,,,,,,,,,,,x
190,5,3,1,3,1,2,1,,,,x,,,,,,,,,,,x
195,5,3,1,3,1,2,1,,,,x,,,,,,,,,,,x
200,5,4,3,3,1,3,1,,,,x,,,,,,,,,,,x
205,5,4,3,3,1,3,1,,,,x,,,,,,,,,,,x
210,5,4,3,3,1,3,1,,,,x,,,,,,,,,,,x
215,5,4,3,3,1,3,1,,,,x,,,,,,,,,,,x
220,5,4,3,3,1,3,1,,,,x,,,,,,,,,x,,
225,5,4,3,3,1,3,1,,,,x,,,,,,,,,x,,
230,5,4,3,3,1,3,1,,,,x,,,,,,,,,x,,
235,5,4,3,3,1,3,1,,,,x,,,,,,,,,x,,
240,5,4,3,3,1,3,1,,,,x,,,,,,,,,x,,
245,5,3,2,3,1,2,1,,,,x,,,,,,,,,x,,
250,5,3,2,3,1,2,1,,,,x,,,,,,,,,x,,
255,5,4,2,3,1,1,1,,,,x,,,,,,,,,x,,
260,5,4,2,3,1,1,1,,,,x,,,,,,,,,x,,
265,5,3,2,3,1,1,1,,,,x,,,,,,,,,x,,
270,5,3,2,3,1,1,1,,,,x,,,,,,,,,x,,
275,3,4,1,2,1,1,1,,,,x,,,,,,,,,,,x
280,3,4,1,2,1,1,1,,,,x,,,,,,,,,,,x
285,3,4,1,2,1,1,1,,,,x,,,,,,,,,,,x
290,3,4,1,2,1,1,1,,,,x,,,,,,,,,,,x
295,3,4,1,2,1,1,1,,,,x,,,,,,,,,,,x
300,3,4,1,2,1,1,1,,,,x,,,,,,,,,,,x
305,3,4,1,2,1,1,1,,,,x,,,,,,,,,,,x
310,5,4,1,1,1,2,1,,,,x,,,,,,,,,,,x
315,5,4,1,1,1,2,1,,,,x,,,,,,,,,,,x
320,5,4,1,1,1,2,1,,,,x,,,,,,,,,,,x
325,5,4,1,1,1,2,1,,,,x,,,,,,,,,,,x
330,5,4,1,1,1,2,1,,,,x,,,,,,,,,,,x
335,5,4,1,1,1,2,1,,,,x,,,,,,,,,,,x
340,5,4,1,1,1,2,1,,,,x,,,,,,,,,,,x
345,5,4,1,1,1,2,1,,,,x,,,,,,,,,,,x
350,5,5,2,2,1,2,1,,,,x,,,,,,,,,,,x
355,5,5,2,2,1,2,1,,,,x,,,,,,,,,,,x
360,5,5,2,2,1,2,1,,,,x,,,,,,,,,,,x
365,5,2,2,1,2,1,1,,,,x,,,,,,,,,,,x
370,5,2,2,1,2,1,1,,,,x,,,,,,,,,,,x
375,5,2,2,1,2,1,1,,,,x,,,,,,,,,,,x
380,5,2,2,1,2,1,1,,,,x,,,,,,,,,,,x
385,5,2,2,1,2,1,1,,,,x,,,,,,,,,,,x
390,5,2,2,1,2,1,1,,,,x,,,,,,,,,,,x
395,5,2,2,1,2,1,1,,,,x,,,,,,,,,,,x
400,5,2,2,1,2,1,1,,,,x,,,,,,,,,,,x
405,5,2,2,1,2,1,1,,,,x,,,,,,,,,,,x
410,5,2,2,1,2,1,1,,,,x,,,,,,,,,,,x
415,5,2,2,1,2,1,1,,,,x,,,,,,,,,,,x
420,5,2,2,1,2,1,1,,,,x,,,,,,,,,,,x
425,5,3,2,2,1,1,1,,,,x,,,,,,,,,,,x
430,5,3,2,2,1,1,1,,,,x,,,,,,,,,,,x
435,5,3,2,2,1,1,1,,,,x,,,,,,,,,,,x
440,5,2,2,2,1,1,1,,,,,x,,,,,,,,,,x
445,5,2,2,2,1,1,1,,,,,x,,,,,,,,,,x
450,5,3,2,2,1,1,1,,,,x,,,,,,,,,,,x
455,5,2,1,1,2,1,1,,,,x,,,,,,,,,,,x
460,5,2,1,1,2,1,1,,,,x,,,,,,,,,,,x
465,5,2,1,1,2,1,1,,,,x,,,,,,,,,,,x
470,5,2,1,1,2,1,1,,,,x,,,,,,,,,,,x
475,5,2,1,1,2,1,1,,,,x,,,,,,,,,,,x
480,5,2,1,1,2,1,1,,,,x,,,,,,,,,,,x
485,5,2,1,1,2,1,1,,,,x,,,,,,,,,,,x
490,5,2,1,1,2,1,1,,,,x,,,,,,,,,,,x
495,5,2,1,1,2,1,1,,,,x,,,,,,,,,,,x
500,5,2,1,1,2,1,1,,,,x,,,,,,,,,,,x
505,5,3,1,1,1,1,1,,,,x,,,,,,,,,,,x
510,5,3,1,1,1,1,1,,,,x,,,,,,,,,,,x
515,5,3,1,1,1,1,1,,,,x,,,,,,,,,,,x
520,5,3,1,1,1,1,1,,,,x,,,,,,,,,,,x
525,5,3,1,1,1,1,1,,,,x,,,,,,,,,,,x
530,5,3,1,1,1,1,1,,,,,,x,,,,,,,,,x
535,5,3,1,1,1,1,1,,,,,,x,,,,,,,,,x
540,5,3,1,1,1,1,1,,,,x,,,,,,,,,,,x
545,5,3,1,1,1,1,1,,,,x,,,,,,,,,,,x
550,5,4,2,1,1,2,1,,,,x,,,,,,,,,,,x
555,5,4,2,1,1,2,1,,,,x,,,,,,,,,,,x
560,5,4,2,1,1,2,1,,,,x,,,,,,,,,,,x
565,5,4,2,1,1,2,1,,,,x,,,,,,,,,,,x
570,5,2,1,1,2,2,1,,,,x,,,,,,,,,,,x
575,5,2,1,1,2,2,1,,,,x,,,,,,,,,,,x
580,5,2,1,1,2,2,1,,,,x,,,,,,,,,,,x
585,5,2,1,1,2,2,1,,,,x,,,,,,,,,,,x
590,5,2,1,1,2,2,1,,,,x,,,,,,,,,,,x
595,5,3,3,2,1,1,1,,,,x,,,,,,,,,,,x
600,5,3,3,2,1,1,1,,,,x,,,,,,,,,,,x
605,5,3,3,2,1,1,1,,,,x,,,,,,,,,,,x
610,5,3,3,2,1,1,1,,,,x,,,,,,,,,,,x
615,5,3,3,2,1,1,1,,,,x,,,,,,,,,,,x
620,5,3,3,2,1,1,1,,,,x,,,,,,,,,,,x
625,5,3,3,2,1,1,1,,,,x,,,,,,,,,,,x
630,5,4,3,2,1,1,1,,,,x,,,,,,,,,,,x
635,5,4,3,2,1,1,1,,,,x,,,,,,,,,,,x
640,5,3,2,1,1,1,1,,,,x,,,,,,,,,,,x
645,5,3,2,1,1,1,1,,,,x,,,,,,,,,,,x
650,5,3,2,1,1,1,1,,,,x,,,,,,,,,,,x
655,5,3,2,1,1,1,1,,,,x,,,,,,,,,,,x
660,5,3,2,1,1,1,1,,,,x,,,,,,,,,,,x
665,5,4,2,2,1,1,1,,,,x,,,,,,,,,,,x
670,5,4,2,2,1,1,1,,,,x,,,,,,,,,,,x
675,5,4,2,2,1,1,1,,,,x,,,,,,,,,,,x
680,5,3,2,1,1,1,1,,,,x,,,,,,,,,,,x
685,5,3,2,1,1,1,1,,,,x,,,,,,,,,,,x
690,5,3,2,1,1,1,1,,,,x,,,,,,,,,,,x
695,5,3,2,1,1,1,1,,,,x,,,,,,,,,,,x
700,5,3,2,1,1,1,1,,,,x,,,,,,,,,,,x
