seconds,arousal,valence,cheerful,happy,angry,nervous,sad,boredom,confusion,delight,concentration,frustration,surprise,none_1,confrustion,contempt,dejection,disgust,eureka,pride,sorrow,none_2
5,3,3,2,2,1,1,1,,,,x,,,,,,,,,,,x
10,3,3,2,2,1,1,1,,,,x,,,,,,,,,,,x
15,3,3,2,2,1,1,1,,,,x,,,,,,,,,,,x
20,3,3,2,2,1,1,1,,,,x,,,,,,,,,,,x
25,3,3,2,2,1,1,1,,,,x,,,,,,,,,,,x
30,3,3,2,2,1,1,1,,,,x,,,,,,,,,,,x
35,3,3,2,2,1,1,1,,,,x,,,,,,,,,,,x
40,3,3,2,2,1,1,1,,,,x,,,,,,,,,,,x
45,3,3,2,2,1,1,1,,,,x,,,,,,,,,,,x
50,3,3,2,2,1,1,1,,,,x,,,,,,,,,,,x
55,3,3,2,2,1,1,1,,,,x,,,,,,,,,,,x
60,3,3,2,2,1,1,1,,,,x,,,,,,,,,,,x
65,3,3,2,2,1,1,1,,,,x,,,,,,,,,,,x
70,3,3,2,2,1,1,1,,,,x,,,,,,,,,,,x
75,3,3,2,2,1,1,1,,,,x,,,,,,,,,,,x
80,3,3,2,2,1,1,1,,,,x,,,,,,,,,,,x
85,3,3,2,2,1,1,1,,,,x,,,,,,,,,,,x
90,3,3,2,2,1,1,1,,,,x,,,,,,,,,,,x
95,4,4,4,4,1,1,1,,,x,,,,,,,,,,x,,
100,4,4,4,4,1,1,1,,,x,,,,,,,,,,x,,
105,3,4,3,3,1,1,1,,,x,,,,,,,,,,x,,
110,3,4,3,3,1,1,1,,,x,,,,,,,,,,,,x
115,3,4,3,3,1,1,1,,,x,,,,,,,,,,,,x
120,3,4,3,3,1,1,1,,,x,,,,,,,,,,,,x
125,3,4,3,3,1,1,1,,,x,,,,,,,,,,,,x
130,3,4,3,3,1,1,1,,,x,,,,,,,,,,,,x
135,3,4,3,3,1,1,1,,,x,,,,,,,,,,,,x
140,3,4,3,3,1,1,1,,,x,,,,,,,,,,,,x
145,3,4,3,3,1,1,1,,,x,,,,,,,,,,,,x
150,3,4,3,3,1,1,1,,,,x,,,,,,,,,,,x
155,3,4,3,3,1,1,1,,,,x,,,,,,,,,,,x
160,3,4,3,3,1,1,1,,,,x,,,,,,,,,,,x
165,3,4,3,3,1,1,1,,,,x,,,,,,,,,,,x
170,3,4,3,3,1,1,1,,,,x,,,,,,,,,,,x
175,3,4,3,3,1,1,1,,,,x,,,,,,,,,,,x
180,3,4,3,3,1,1,1,,,,x,,,,,,,,,,,x
185,3,3,2,2,1,1,1,,,,,,,x,,,,,,,,x
190,3,3,2,2,1,1,1,,,,,,,x,,,,,,,,x
195,3,3,2,2,1,1,1,,,,,,,x,,,,,,,,x
200,3,3,2,2,1,1,1,,,,,,,x,,,,,,,,x
205,3,3,2,2,1,1,1,,,,,,,x,,,,,,,,x
210,3,3,2,2,1,1,1,,,,,,,x,,,,,,,,x
215,4,2,2,2,1,1,1,,,,x,,,,,,,,,,,x
220,4,2,2,2,1,1,1,,,,x,,,,,,,,,,,x
225,4,2,2,2,1,1,1,,,,x,,,,,,,,,,,x
230,4,2,2,2,1,1,1,,,,x,,,,,,,,,,,x
235,4,2,2,2,1,1,1,,,,x,,,,,,,,,,,x
240,4,2,2,2,1,1,1,,,,x,,,,,,,,,,,x
245,4,2,2,2,1,1,1,,,,x,,,,,,,,,,,x
250,4,2,2,2,1,1,1,,,,x,,,,,,,,,,,x
255,4,2,2,2,1,1,1,,,,x,,,,,,,,,,,x
260,4,2,3,3,1,1,1,,,,x,,,,,,,,,,,x
265,4,2,3,3,1,1,1,,,,x,,,,,,,,,,,x
270,4,2,3,3,1,1,1,,,,x,,,,,,,,,,,x
275,4,2,3,3,1,1,1,,,,x,,,,,,,,,,,x
280,4,2,3,3,1,1,1,,,,x,,,,,,,,,,,x
285,4,2,3,3,1,1,1,,,,x,,,,,,,,,,,x
290,4,2,3,3,1,1,1,,,,x,,,,,,,,,,,x
295,4,2,3,3,1,1,1,,,,x,,,,,,,,,,,x
300,4,2,3,3,1,1,1,,,,x,,,,,,x,,,,,
305,4,2,3,3,1,1,1,,,,x,,,,,,,,,,,x
310,4,2,3,3,1,1,1,,,,x,,,,,,,,,,,x
315,3,2,3,3,1,1,1,,,,x,,,,,,,,,,,x
320,3,2,3,3,1,1,1,,,,x,,,,,,,,,,,x
325,3,2,3,3,1,1,1,,,,x,,,,,,,,,,,x
330,3,2,3,3,1,1,1,,,,x,,,,,,,,,,,x
335,3,2,3,3,1,1,1,,,,,,,x,,,,,,,,x
340,2,2,3,3,1,1,1,,,,,,,x,,,,,,,,x
345,2,2,3,3,1,1,1,,,,,,,x,,,,,,,,x
350,3,2,3,3,1,1,1,,,,,,,x,,,,,,,,x
355,3,2,3,3,1,1,1,,,,,,,x,,,,,,,,x
360,3,2,3,3,1,1,1,,,,,,,x,,,,,,,,x
365,3,2,3,3,1,1,1,,,,,,,x,,,,,,,,x
370,3,2,3,3,1,1,1,,,,,,,x,,,,,,,,x
375,3,2,3,3,1,1,1,,,,,,,x,,,,,,,,x
380,3,2,3,3,1,1,1,,,,,,,x,,,,,,,,x
385,3,2,3,3,1,1,1,,,,,,,x,,,,,,,,x
390,3,2,3,3,1,1,1,,,,,,,x,,,,,,,,x
395,3,2,3,3,1,1,1,,,,,,,x,,,,,,,,x
400,3,2,3,3,1,1,1,,,,,,,x,,,,,,,,x
405,3,2,3,3,1,1,1,,,,,,,x,,,,,,,,x
410,3,2,3,3,1,1,1,,,,,,,x,,,,,,,,x
415,3,2,3,3,1,1,1,,,,,,,x,,,,,,,,x
420,3,2,3,3,1,1,1,,,,,,,x,,,,,,,,x
425,3,2,3,3,1,1,1,,,,,,,x,,,,,,,,x
430,3,2,3,3,1,1,1,,,,,,,x,,,,,,,,x
435,4,2,2,2,1,1,1,,,,,,,x,,,,,,,,x
440,4,2,2,2,1,1,1,,,,,,,x,,,,,,,,x
445,4,2,2,2,1,1,1,,,,,,,x,,,,,,,,x
450,4,2,2,2,1,1,1,,,,,,,x,,,,,,,,x
455,4,2,2,2,1,1,1,,,,,,,x,,,,,,,,x
460,4,2,2,2,1,1,1,,,,,,,x,,,,,,,,x
465,4,2,2,2,1,1,1,,,,,,,x,,,,,,,,x
470,4,2,2,2,1,1,1,,,,,,,x,,,,,,,,x
475,4,2,2,2,1,1,1,,,,,,,x,,,,,,,,x
480,4,2,2,2,1,1,1,,,,,,,x,,,,,,,,x
485,4,2,2,2,1,1,1,,,,,,,x,,,,,,,,x
490,4,2,2,2,1,1,1,,,,,,,x,,,,,,,,x
495,4,2,2,2,1,1,1,,,,,,,x,,,,,,,,x
500,4,2,2,2,1,1,1,,,,,,,x,,,,,,,,x
505,4,2,2,2,1,1,1,,,,,,,x,,,,,,,,x
510,4,2,2,2,1,1,1,,,,,,,x,,,,,,,,x
515,4,2,2,2,1,1,1,,,,,,,x,,,,,,,,x
520,4,2,2,2,1,1,1,,,,,,,x,,,,,,,,x
525,4,2,2,2,1,1,1,,,,,,,x,,,,,,,,x
530,4,2,2,2,1,1,1,,,,x,,,,,,,,,,,x
535,4,2,2,2,1,1,1,,,,x,,,,,,,,,,,x
540,4,2,2,2,1,1,1,,,,x,,,,,,,,,,,x
545,4,2,2,2,1,1,1,,,,x,,,,,,,,,,,x
550,4,2,2,2,1,1,1,,,,x,,,,,,,,,,,x
555,4,2,2,2,1,1,1,,,,x,,,,,,,,,,,x
560,4,2,2,2,1,1,1,,,,x,,,,,,,,,,,x
565,4,2,2,2,1,1,1,,,,x,,,,,,,,,,,x
570,4,2,2,2,1,1,1,,,,x,,,,,,,,,,,x
575,4,2,2,2,1,1,1,,,,x,,,,,,,,,,,x
