results/alternatives/0/confidence,results/alternatives/0/transcript,results/alternatives/0/words/0/confidence,results/alternatives/0/words/0/endTime,results/alternatives/0/words/0/startTime,results/alternatives/0/words/0/word,results/alternatives/0/words/1/confidence,results/alternatives/0/words/1/endTime,results/alternatives/0/words/1/startTime,results/alternatives/0/words/1/word,results/alternatives/0/words/2/confidence,results/alternatives/0/words/2/endTime,results/alternatives/0/words/2/startTime,results/alternatives/0/words/2/word,results/alternatives/0/words/3/confidence,results/alternatives/0/words/3/endTime,results/alternatives/0/words/3/startTime,results/alternatives/0/words/3/word,results/alternatives/0/words/4/confidence,results/alternatives/0/words/4/endTime,results/alternatives/0/words/4/startTime,results/alternatives/0/words/4/word,results/alternatives/0/words/5/confidence,results/alternatives/0/words/5/endTime,results/alternatives/0/words/5/startTime,results/alternatives/0/words/5/word,results/alternatives/0/words/6/confidence,results/alternatives/0/words/6/endTime,results/alternatives/0/words/6/startTime,results/alternatives/0/words/6/word,results/alternatives/0/words/7/confidence,results/alternatives/0/words/7/endTime,results/alternatives/0/words/7/startTime,results/alternatives/0/words/7/word,results/alternatives/0/words/8/confidence,results/alternatives/0/words/8/endTime,results/alternatives/0/words/8/startTime,results/alternatives/0/words/8/word,results/alternatives/0/words/9/confidence,results/alternatives/0/words/9/endTime,results/alternatives/0/words/9/startTime,results/alternatives/0/words/9/word,results/alternatives/0/words/10/confidence,results/alternatives/0/words/10/endTime,results/alternatives/0/words/10/startTime,results/alternatives/0/words/10/word,results/alternatives/0/words/11/confidence,results/alternatives/0/words/11/endTime,results/alternatives/0/words/11/startTime,results/alternatives/0/words/11/word,results/alternatives/0/words/12/confidence,results/alternatives/0/words/12/endTime,results/alternatives/0/words/12/startTime,results/alternatives/0/words/12/word,results/alternatives/0/words/13/confidence,results/alternatives/0/words/13/endTime,results/alternatives/0/words/13/startTime,results/alternatives/0/words/13/word,results/alternatives/0/words/14/confidence,results/alternatives/0/words/14/endTime,results/alternatives/0/words/14/startTime,results/alternatives/0/words/14/word,results/alternatives/0/words/15/confidence,results/alternatives/0/words/15/endTime,results/alternatives/0/words/15/startTime,results/alternatives/0/words/15/word,results/alternatives/0/words/16/confidence,results/alternatives/0/words/16/endTime,results/alternatives/0/words/16/startTime,results/alternatives/0/words/16/word,results/alternatives/0/words/17/confidence,results/alternatives/0/words/17/endTime,results/alternatives/0/words/17/startTime,results/alternatives/0/words/17/word,results/alternatives/0/words/18/confidence,results/alternatives/0/words/18/endTime,results/alternatives/0/words/18/startTime,results/alternatives/0/words/18/word,results/alternatives/0/words/19/confidence,results/alternatives/0/words/19/endTime,results/alternatives/0/words/19/startTime,results/alternatives/0/words/19/word,results/alternatives/0/words/20/confidence,results/alternatives/0/words/20/endTime,results/alternatives/0/words/20/startTime,results/alternatives/0/words/20/word,results/alternatives/0/words/21/confidence,results/alternatives/0/words/21/endTime,results/alternatives/0/words/21/startTime,results/alternatives/0/words/21/word,results/alternatives/0/words/22/confidence,results/alternatives/0/words/22/endTime,results/alternatives/0/words/22/startTime,results/alternatives/0/words/22/word,results/alternatives/0/words/23/confidence,results/alternatives/0/words/23/endTime,results/alternatives/0/words/23/startTime,results/alternatives/0/words/23/word,results/alternatives/0/words/24/confidence,results/alternatives/0/words/24/endTime,results/alternatives/0/words/24/startTime,results/alternatives/0/words/24/word,results/alternatives/0/words/25/confidence,results/alternatives/0/words/25/endTime,results/alternatives/0/words/25/startTime,results/alternatives/0/words/25/word,results/alternatives/0/words/26/confidence,results/alternatives/0/words/26/endTime,results/alternatives/0/words/26/startTime,results/alternatives/0/words/26/word,results/alternatives/0/words/27/confidence,results/alternatives/0/words/27/endTime,results/alternatives/0/words/27/startTime,results/alternatives/0/words/27/word,results/alternatives/0/words/28/confidence,results/alternatives/0/words/28/endTime,results/alternatives/0/words/28/startTime,results/alternatives/0/words/28/word,results/alternatives/0/words/29/confidence,results/alternatives/0/words/29/endTime,results/alternatives/0/words/29/startTime,results/alternatives/0/words/29/word,results/alternatives/0/words/30/confidence,results/alternatives/0/words/30/endTime,results/alternatives/0/words/30/startTime,results/alternatives/0/words/30/word,results/alternatives/0/words/31/confidence,results/alternatives/0/words/31/endTime,results/alternatives/0/words/31/startTime,results/alternatives/0/words/31/word,results/alternatives/0/words/32/confidence,results/alternatives/0/words/32/endTime,results/alternatives/0/words/32/startTime,results/alternatives/0/words/32/word,results/alternatives/0/words/33/confidence,results/alternatives/0/words/33/endTime,results/alternatives/0/words/33/startTime,results/alternatives/0/words/33/word,results/alternatives/0/words/34/confidence,results/alternatives/0/words/34/endTime,results/alternatives/0/words/34/startTime,results/alternatives/0/words/34/word,results/alternatives/0/words/35/confidence,results/alternatives/0/words/35/endTime,results/alternatives/0/words/35/startTime,results/alternatives/0/words/35/word,results/alternatives/0/words/36/confidence,results/alternatives/0/words/36/endTime,results/alternatives/0/words/36/startTime,results/alternatives/0/words/36/word,results/alternatives/0/words/37/confidence,results/alternatives/0/words/37/endTime,results/alternatives/0/words/37/startTime,results/alternatives/0/words/37/word,results/alternatives/0/words/38/confidence,results/alternatives/0/words/38/endTime,results/alternatives/0/words/38/startTime,results/alternatives/0/words/38/word,results/alternatives/0/words/39/confidence,results/alternatives/0/words/39/endTime,results/alternatives/0/words/39/startTime,results/alternatives/0/words/39/word,results/alternatives/0/words/40/confidence,results/alternatives/0/words/40/endTime,results/alternatives/0/words/40/startTime,results/alternatives/0/words/40/word,results/alternatives/0/words/41/confidence,results/alternatives/0/words/41/endTime,results/alternatives/0/words/41/startTime,results/alternatives/0/words/41/word,results/alternatives/0/words/42/confidence,results/alternatives/0/words/42/endTime,results/alternatives/0/words/42/startTime,results/alternatives/0/words/42/word,results/alternatives/0/words/43/confidence,results/alternatives/0/words/43/endTime,results/alternatives/0/words/43/startTime,results/alternatives/0/words/43/word,results/alternatives/0/words/44/confidence,results/alternatives/0/words/44/endTime,results/alternatives/0/words/44/startTime,results/alternatives/0/words/44/word,results/alternatives/0/words/45/confidence,results/alternatives/0/words/45/endTime,results/alternatives/0/words/45/startTime,results/alternatives/0/words/45/word,results/alternatives/0/words/46/confidence,results/alternatives/0/words/46/endTime,results/alternatives/0/words/46/startTime,results/alternatives/0/words/46/word,results/alternatives/0/words/47/confidence,results/alternatives/0/words/47/endTime,results/alternatives/0/words/47/startTime,results/alternatives/0/words/47/word,results/channelTag,results/languageCode,results/resultEndTime,results/alternatives/0/words/48/confidence,results/alternatives/0/words/48/endTime,results/alternatives/0/words/48/startTime,results/alternatives/0/words/48/word,results/alternatives/0/words/49/confidence,results/alternatives/0/words/49/endTime,results/alternatives/0/words/49/startTime,results/alternatives/0/words/49/word,results/alternatives/0/words/50/confidence,results/alternatives/0/words/50/endTime,results/alternatives/0/words/50/startTime,results/alternatives/0/words/50/word,results/alternatives/0/words/51/confidence,results/alternatives/0/words/51/endTime,results/alternatives/0/words/51/startTime,results/alternatives/0/words/51/word,results/alternatives/0/words/52/confidence,results/alternatives/0/words/52/endTime,results/alternatives/0/words/52/startTime,results/alternatives/0/words/52/word,results/alternatives/0/words/53/confidence,results/alternatives/0/words/53/endTime,results/alternatives/0/words/53/startTime,results/alternatives/0/words/53/word,results/alternatives/0/words/54/confidence,results/alternatives/0/words/54/endTime,results/alternatives/0/words/54/startTime,results/alternatives/0/words/54/word,results/alternatives/0/words/55/confidence,results/alternatives/0/words/55/endTime,results/alternatives/0/words/55/startTime,results/alternatives/0/words/55/word,results/alternatives/0/words/56/confidence,results/alternatives/0/words/56/endTime,results/alternatives/0/words/56/startTime,results/alternatives/0/words/56/word,results/alternatives/0/words/57/confidence,results/alternatives/0/words/57/endTime,results/alternatives/0/words/57/startTime,results/alternatives/0/words/57/word,results/alternatives/0/words/58/confidence,results/alternatives/0/words/58/endTime,results/alternatives/0/words/58/startTime,results/alternatives/0/words/58/word,results/alternatives/0/words/59/confidence,results/alternatives/0/words/59/endTime,results/alternatives/0/words/59/startTime,results/alternatives/0/words/59/word,results/alternatives/0/words/60/confidence,results/alternatives/0/words/60/endTime,results/alternatives/0/words/60/startTime,results/alternatives/0/words/60/word,results/alternatives/0/words/61/confidence,results/alternatives/0/words/61/endTime,results/alternatives/0/words/61/startTime,results/alternatives/0/words/61/word,results/alternatives/0/words/62/confidence,results/alternatives/0/words/62/endTime,results/alternatives/0/words/62/startTime,results/alternatives/0/words/62/word,results/alternatives/0/words/63/confidence,results/alternatives/0/words/63/endTime,results/alternatives/0/words/63/startTime,results/alternatives/0/words/63/word,results/alternatives/0/words/64/confidence,results/alternatives/0/words/64/endTime,results/alternatives/0/words/64/startTime,results/alternatives/0/words/64/word,results/alternatives/0/words/65/confidence,results/alternatives/0/words/65/endTime,results/alternatives/0/words/65/startTime,results/alternatives/0/words/65/word,results/alternatives/0/words/66/confidence,results/alternatives/0/words/66/endTime,results/alternatives/0/words/66/startTime,results/alternatives/0/words/66/word,results/alternatives/0/words/67/confidence,results/alternatives/0/words/67/endTime,results/alternatives/0/words/67/startTime,results/alternatives/0/words/67/word,results/alternatives/0/words/68/confidence,results/alternatives/0/words/68/endTime,results/alternatives/0/words/68/startTime,results/alternatives/0/words/68/word,results/alternatives/0/words/69/confidence,results/alternatives/0/words/69/endTime,results/alternatives/0/words/69/startTime,results/alternatives/0/words/69/word,results/alternatives/0/words/70/confidence,results/alternatives/0/words/70/endTime,results/alternatives/0/words/70/startTime,results/alternatives/0/words/70/word,results/alternatives/0/words/71/confidence,results/alternatives/0/words/71/endTime,results/alternatives/0/words/71/startTime,results/alternatives/0/words/71/word,results/alternatives/0/words/72/confidence,results/alternatives/0/words/72/endTime,results/alternatives/0/words/72/startTime,results/alternatives/0/words/72/word,results/alternatives/0/words/73/confidence,results/alternatives/0/words/73/endTime,results/alternatives/0/words/73/startTime,results/alternatives/0/words/73/word,results/alternatives/0/words/74/confidence,results/alternatives/0/words/74/endTime,results/alternatives/0/words/74/startTime,results/alternatives/0/words/74/word,results/alternatives/0/words/75/confidence,results/alternatives/0/words/75/endTime,results/alternatives/0/words/75/startTime,results/alternatives/0/words/75/word,results/alternatives/0/words/76/confidence,results/alternatives/0/words/76/endTime,results/alternatives/0/words/76/startTime,results/alternatives/0/words/76/word
0.83487064,okay let's turn before start maybe you can understand my sentence or statement because and maybe in my slot I'm not very good at English and I'm that blunt so if we can understand that as me yes master I agree with the issue of Germany's Refugee acceptance,0.91283858,3s,2.500s,okay,0.91283858,3.400s,3.100s,let's,0.91283858,3.700s,3.400s,turn,0.91283858,4.600s,4.300s,before,0.91283858,5.300s,4.600s,start,0.91283858,6.800s,6.500s,maybe,0.91283858,6.900s,6.800s,you,0.91283858,7.300s,6.900s,can,0.91283858,8s,7.300s,understand,0.91283858,8.600s,8s,my,0.91283858,9.800s,9.400s,sentence,0.91283858,10.500s,9.800s,or,0.91283858,11.200s,10.500s,statement,0.91283858,12s,11.300s,because,0.91283858,13.200s,12.700s,and,0.91283858,14.100s,13.600s,maybe,0.91283858,14.200s,14.100s,in,0.91283858,14.400s,14.200s,my,0.91283858,14.900s,14.400s,slot,0.91283858,15.200s,15s,I'm,0.91283858,15.700s,15.200s,not,0.91283858,16.100s,15.800s,very,0.91283858,16.400s,16.100s,good,0.91283858,16.700s,16.400s,at,0.91283858,17.600s,16.900s,English,0.91283858,17.800s,17.700s,and,0.91283858,18s,17.800s,I'm,0.65572071,18.300s,18s,that,0.65577841,18.800s,18.300s,blunt,0.72410357,19.300s,18.900s,so,0.91283858,20.100s,20s,if,0.69488728,20.200s,20.100s,we,0.70849752,20.600s,20.200s,can,0.90333015,21.400s,20.600s,understand,0.68734175,22s,21.400s,that,0.64186954,22.600s,22.400s,as,0.70578825,22.900s,22.600s,me,0.72877079,24s,23.600s,yes,0.60545689,25s,24.500s,master,0.7079376,26s,25.900s,I,0.86613506,26.400s,26s,agree,0.71975291,26.800s,26.400s,with,0.83694953,27.300s,27.100s,the,0.88997126,27.800s,27.300s,issue,0.60371131,28.100s,27.800s,of,0.73985779,28.700s,28.100s,Germany's,0.7220245,29.600s,28.700s,Refugee,0.71643168,30.600s,29.700s,acceptance,1,en-us,30.970068s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.88496077,okay the first are maybe you cannot understand my sentence or statement because and maybe it myself I'm not very good at English and I'm the president so if we can understand that ask me yes I agree with the issue of Germany's Refugee acceptance,0.91283858,3.100s,2.500s,okay,0.91283858,4.400s,4.300s,the,0.91283858,4.800s,4.400s,first,0.91283858,5.100s,4.800s,are,0.91283858,6.800s,6.500s,maybe,0.91283858,7s,6.800s,you,0.89508325,7.300s,7s,cannot,0.91283858,8s,7.300s,understand,0.91283858,8.600s,8s,my,0.91283858,9.800s,9.400s,sentence,0.91283858,10.500s,9.800s,or,0.91081238,11.200s,10.500s,statement,0.91283858,12s,11.300s,because,0.91283858,13.100s,12.700s,and,0.91283858,14s,13.600s,maybe,0.91283858,14.200s,14s,it,0.91283858,14.900s,14.200s,myself,0.91283858,15.200s,14.900s,I'm,0.91283858,15.700s,15.200s,not,0.91283858,16.100s,15.800s,very,0.90550131,16.400s,16.100s,good,0.89832622,16.700s,16.400s,at,0.90305805,17.600s,16.900s,English,0.89144355,17.800s,17.600s,and,0.91283858,18s,17.800s,I'm,0.91283858,18.100s,18s,the,0.91283858,18.800s,18.100s,president,0.91283858,19.300s,18.900s,so,0.91283858,20.200s,20s,if,0.91283858,20.200s,20.200s,we,0.91283858,20.600s,20.200s,can,0.91283858,21.400s,20.600s,understand,0.88908195,22s,21.400s,that,0.91283858,22.600s,22.400s,ask,0.91283858,22.900s,22.600s,me,0.91283858,23.900s,23.600s,yes,0.6973787,25s,24.700s,I,0.88198286,26.400s,26s,agree,0.72883976,26.800s,26.400s,with,0.8828795,27.400s,27.100s,the,0.91193438,27.800s,27.400s,issue,0.68412274,28.100s,27.800s,of,0.7733987,28.700s,28.100s,Germany's,0.73845452,29.600s,28.700s,Refugee,0.75861889,30.500s,29.700s,acceptance,,,,,,,,,,,,,2,en-us,30.980091s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.77785546,with main three regions at the fir first I think there's no reason why we have to designate specific country people why a man is how about others or Chinese or Japanese or other East Asian Europeans Americans,0.91283858,32.400s,31.800s,with,0.91283858,33.100s,32.700s,main,0.91283858,33.300s,33.100s,three,0.91283858,33.900s,33.300s,regions,0.72826105,34.300s,34.200s,at,0.90093523,34.400s,34.300s,the,0.69287699,34.800s,34.400s,fir,0.74522901,35.600s,34.900s,first,0.72414887,37.900s,37.700s,I,0.71923214,38.600s,37.900s,think,0.75222921,39.200s,38.600s,there's,0.76094639,39.700s,39.400s,no,0.69636559,40.100s,39.700s,reason,0.7226364,40.700s,40.100s,why,0.71959615,41.200s,40.900s,we,0.70601946,41.500s,41.200s,have,0.69205016,42s,41.500s,to,0.70972496,42.700s,42s,designate,0.70257455,43.500s,42.700s,specific,0.91283858,43.900s,43.500s,country,0.72202992,44.300s,43.900s,people,0.76094639,45s,44.700s,why,0.91283858,45.100s,45s,a,0.85171026,45.300s,45.100s,man,0.71959615,45.500s,45.300s,is,0.91283858,46.900s,46.700s,how,0.74103689,47.200s,46.900s,about,0.77392572,47.600s,47.200s,others,0.75895357,48.100s,47.700s,or,0.91283858,49.100s,48.400s,Chinese,0.69205016,49.600s,49.100s,or,0.67230541,50.400s,49.600s,Japanese,0.69205016,50.900s,50.400s,or,0.74103689,51.700s,51.200s,other,0.90357876,52.100s,51.800s,East,0.6701293,52.500s,52.100s,Asian,0.88793296,53.200s,52.500s,Europeans,0.69568855,54.300s,53.500s,Americans,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,en-us,54.663674s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.85477328,with main three regions the fir first I think there's no reason why we have to designate specific country people why Yemen is how about others or Chinese or Japanese or other East Asian Europeans Americans,0.91283858,32.300s,31.800s,with,0.91283858,33.100s,32.700s,main,0.91283858,33.300s,33.100s,three,0.91283858,33.900s,33.300s,regions,0.91283858,34.400s,34.300s,the,0.80154186,34.800s,34.400s,fir,0.91283858,35.600s,35s,first,0.90918922,37.900s,37.700s,I,0.87953216,38.600s,37.900s,think,0.91283858,39.200s,38.600s,there's,0.91283858,39.700s,39.400s,no,0.84815192,40.100s,39.700s,reason,0.88538003,40.700s,40.100s,why,0.88538045,41.100s,40.900s,we,0.85919303,41.500s,41.100s,have,0.84063542,42s,41.500s,to,0.867625,42.800s,42s,designate,0.86051834,43.500s,42.800s,specific,0.91283858,43.900s,43.500s,country,0.88091981,44.300s,43.900s,people,0.91283858,45s,44.700s,why,0.72346354,45.200s,45s,Yemen,0.74077064,45.500s,45.200s,is,0.91283858,46.900s,46.700s,how,0.7651121,47.200s,46.900s,about,0.90230787,47.600s,47.200s,others,0.86457622,48s,47.600s,or,0.91283858,49.100s,48.400s,Chinese,0.72915196,49.600s,49.100s,or,0.72595209,50.400s,49.600s,Japanese,0.7277683,50.900s,50.400s,or,0.83521062,51.700s,51.200s,other,0.91283858,52.100s,51.800s,East,0.72548658,52.500s,52.100s,Asian,0.91283858,53.300s,52.500s,Europeans,0.7342332,54.200s,53.600s,Americans,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,en-us,54.673697s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.83229351, so I think there's no proper reason in that issue and second although public opinion is also important but yemenis Refugee Heaven cause critical issues people in Korea in myself,0.91283858,55.800s,55.300s,so,0.91283858,56.500s,56.400s,I,0.91283858,56.800s,56.500s,think,0.91283858,57.100s,56.800s,there's,0.91283858,57.400s,57.100s,no,0.91283858,57.800s,57.400s,proper,0.91283858,58.300s,57.800s,reason,0.91283858,59.500s,59.400s,in,0.91283858,59.700s,59.500s,that,0.91283858,60.200s,59.700s,issue,0.91283858,60.700s,60.500s,and,0.91283858,61.300s,60.700s,second,0.91283858,63.100s,62.600s,although,0.91283858,63.600s,63.100s,public,0.91283858,64.100s,63.600s,opinion,0.91283858,64.300s,64.100s,is,0.91283858,64.600s,64.300s,also,0.91283858,65.300s,64.600s,important,0.91283858,67s,66.500s,but,0.41705531,69s,68.200s,yemenis,0.72585559,69.800s,69s,Refugee,0.63872325,70.500s,70.100s,Heaven,0.72429943,70.900s,70.500s,cause,0.91283858,71.400s,70.900s,critical,0.7556352,71.900s,71.400s,issues,0.56247348,72.500s,71.900s,people,0.69462371,72.700s,72.500s,in,0.71350759,73.300s,72.700s,Korea,0.91283858,74.200s,74s,in,0.56702167,74.800s,74.200s,myself,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,en-us,75.210160s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.86344826, so I think there's no proper reason in that issue and second although public opinion is also important but Yemen is Refugee Heaven cause critical issues before you in Korea in myself,0.91283858,55.800s,55.300s,so,0.91283858,56.500s,56.400s,I,0.91283858,56.800s,56.500s,think,0.91283858,57.100s,56.800s,there's,0.91283858,57.400s,57.100s,no,0.91283858,57.800s,57.400s,proper,0.91283858,58.300s,57.800s,reason,0.91283858,59.500s,59.400s,in,0.91283858,59.700s,59.500s,that,0.91283858,60.200s,59.700s,issue,0.91283858,60.700s,60.500s,and,0.91283858,61.300s,60.700s,second,0.91283858,63s,62.600s,although,0.91283858,63.600s,63s,public,0.91283858,64.100s,63.600s,opinion,0.91283858,64.300s,64.100s,is,0.91283858,64.600s,64.300s,also,0.91283858,65.500s,64.600s,important,0.91283858,67s,66.500s,but,0.82993776,68.700s,68.200s,Yemen,0.82993776,69s,68.700s,is,0.91283858,69.800s,69s,Refugee,0.58881658,70.500s,70.100s,Heaven,0.690624,70.900s,70.500s,cause,0.91283858,71.400s,70.900s,critical,0.8993836,71.900s,71.400s,issues,0.72733659,72.500s,71.900s,before,0.71286404,72.600s,72.500s,you,0.91283858,72.800s,72.600s,in,0.71215552,73.400s,72.800s,Korea,0.91283858,74.100s,74s,in,0.64400244,74.800s,74.100s,myself,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,en-us,75.250250s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.86401707, yeah and finally from a legal point of view Korea is not traditional and classic our nation our nation in Korean I mean joke,0.91283858,77s,76.600s,yeah,0.91283858,78.300s,77.800s,and,0.91283858,79.500s,78.900s,finally,0.91283858,80.600s,80.300s,from,0.91283858,80.900s,80.600s,a,0.91283858,81.300s,80.900s,legal,0.91283858,81.600s,81.300s,point,0.91283858,81.600s,81.600s,of,0.91283858,82.100s,81.600s,view,0.91283858,83.100s,82.600s,Korea,0.91283858,83.400s,83.100s,is,0.91283858,83.800s,83.400s,not,0.91283858,84.700s,83.800s,traditional,0.91283858,85.100s,84.800s,and,0.91283858,85.700s,85.100s,classic,0.91283858,86.100s,85.700s,our,0.91283858,87s,86.600s,nation,0.91283858,87.100s,87s,our,0.91283858,87.700s,87.100s,nation,0.91283858,88.100s,87.900s,in,0.91283858,88.700s,88.100s,Korean,0.43292084,88.900s,88.800s,I,0.43292087,89.200s,88.900s,mean,0.70095897,89.700s,89.200s,joke,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,en-us,90.244173s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.88002777, yeah and finally from a legal point of view Korea is not traditional and classic our nation our nation in Korean I mean joke,0.91283858,77s,76.600s,yeah,0.91283858,78.300s,77.800s,and,0.91283858,79.500s,78.900s,finally,0.91283858,80.600s,80.300s,from,0.91283858,80.900s,80.600s,a,0.91283858,81.300s,80.900s,legal,0.91283858,81.500s,81.300s,point,0.91283858,81.700s,81.500s,of,0.91283858,82.100s,81.700s,view,0.91283858,83.100s,82.600s,Korea,0.91283858,83.400s,83.100s,is,0.91283858,83.800s,83.400s,not,0.91283858,84.700s,83.800s,traditional,0.91283858,85.100s,84.800s,and,0.91283858,85.700s,85.100s,classic,0.91283858,86.100s,85.700s,our,0.91283858,87s,86.600s,nation,0.91283858,87.100s,87s,our,0.91283858,87.700s,87.100s,nation,0.91283858,88.100s,87.900s,in,0.91283858,88.700s,88.100s,Korean,0.61434913,88.900s,88.700s,I,0.61434913,89.200s,88.900s,mean,0.72235715,89.700s,89.200s,joke,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,en-us,90.374468s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.84241742, our country defined in the constitution is a multicultural country if we prohibit them then it is against the Constitution,0.91283858,91.900s,91.600s,our,0.91283858,92.300s,91.900s,country,0.91283858,92.700s,92.300s,defined,0.91283858,93.200s,92.700s,in,0.91283858,93.500s,93.200s,the,0.91283858,94.400s,93.500s,constitution,0.91283858,94.700s,94.400s,is,0.65590727,95s,95s,a,0.75226903,96.500s,95.200s,multicultural,0.70781255,97.100s,96.500s,country,0.91283858,98.500s,98.300s,if,0.7220453,98.900s,98.500s,we,0.72703505,99.600s,98.900s,prohibit,0.8672207,100s,99.600s,them,0.8672207,100.900s,100.500s,then,0.91283858,101.500s,101.400s,it,0.91283858,101.700s,101.500s,is,0.79582733,102.500s,101.700s,against,0.74108303,103s,102.700s,the,0.88354117,104.100s,103s,Constitution,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,en-us,104.446305s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.82283676, our country defined in the constitution is a multicultural country if we prohibit them then it is against the Constitution,0.91283858,91.900s,91.600s,our,0.91283858,92.300s,91.900s,country,0.91283858,92.700s,92.300s,defined,0.91283858,93.200s,92.700s,in,0.91283858,93.500s,93.200s,the,0.91283858,94.400s,93.500s,constitution,0.91283858,94.700s,94.400s,is,0.57365376,95s,95s,a,0.72677994,96.500s,95.200s,multicultural,0.66664118,97.100s,96.500s,country,0.91283858,98.500s,98.300s,if,0.70150506,98.900s,98.500s,we,0.71035612,99.600s,99s,prohibit,0.81387234,100s,99.600s,them,0.81387234,100.900s,100.500s,then,0.91283858,101.500s,101.400s,it,0.91283858,101.700s,101.500s,is,0.74139154,102.500s,101.700s,against,0.72284633,103s,102.700s,the,0.85743219,104.100s,103s,Constitution,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,en-us,104.506441s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
