results/alternatives/0/confidence,results/alternatives/0/transcript,results/alternatives/0/words/0/confidence,reult/alternative/0/word/0/endTime,reult/alternative/0/word/0/tartTime,results/alternatives/0/words/0/word,results/channelTag,results/languageCode,reult/reultEndTime
0.91196966,now you may begin okay so I think I will start with the fact that Korea is a developed country and the members of you and community members of United Nations and it's also one of the countries who which signed Refugee studies International Convention I think Korea has a duty to take part in the global effort to deal with this yam and civil Civil War which has been saved as a one of the most,0.91283858,0.6,0.2,now,23,en-us,29.977823
0.91196966,,0.91283858,1.5,1.4,you,23,en-us,29.977823
0.91196966,,0.91283858,1.7,1.5,may,23,en-us,29.977823
0.91196966,,0.91283858,2.2,1.7,begin,23,en-us,29.977823
0.91196966,,0.91283858,3.4,3.1,okay,23,en-us,29.977823
0.91196966,,0.91283858,3.9,3.4,so,23,en-us,29.977823
0.91196966,,0.91283858,4.0,3.9,I,23,en-us,29.977823
0.91196966,,0.91283858,4.4,4.0,think,23,en-us,29.977823
0.91196966,,0.91283858,4.6,4.5,I,23,en-us,29.977823
0.91196966,,0.91283858,4.8,4.6,will,23,en-us,29.977823
0.91196966,,0.91283858,5.1,4.8,start,23,en-us,29.977823
0.91196966,,0.91283858,5.3,5.1,with,23,en-us,29.977823
0.91196966,,0.91283858,5.4,5.3,the,23,en-us,29.977823
0.91196966,,0.91283858,5.7,5.4,fact,23,en-us,29.977823
0.91196966,,0.91283858,5.9,5.7,that,23,en-us,29.977823
0.91196966,,0.91283858,6.4,5.9,Korea,23,en-us,29.977823
0.91196966,,0.91283858,6.7,6.4,is,23,en-us,29.977823
0.91196966,,0.91283858,6.8,6.7,a,23,en-us,29.977823
0.91196966,,0.91283858,7.6,7.2,developed,23,en-us,29.977823
0.91196966,,0.91283858,8.0,7.6,country,23,en-us,29.977823
0.91196966,,0.91283858,8.2,8.0,and,23,en-us,29.977823
0.91196966,,0.91283858,8.3,8.2,the,23,en-us,29.977823
0.91196966,,0.91283858,8.8,8.3,members,23,en-us,29.977823
0.91196966,,0.91283858,8.9,8.8,of,23,en-us,29.977823
0.91196966,,0.91283858,9.0,8.9,you,23,en-us,29.977823
0.91196966,,0.91283858,9.2,9.0,and,23,en-us,29.977823
0.91196966,,0.91283858,9.8,9.2,community,23,en-us,29.977823
0.91196966,,0.91283858,11.1,10.7,members,23,en-us,29.977823
0.91196966,,0.91283858,11.3,11.1,of,23,en-us,29.977823
0.91196966,,0.91283858,11.6,11.3,United,23,en-us,29.977823
0.91196966,,0.91283858,12.2,11.6,Nations,23,en-us,29.977823
0.91196966,,0.91283858,13.2,12.6,and,23,en-us,29.977823
0.91196966,,0.91283858,13.8,13.6,it's,23,en-us,29.977823
0.91196966,,0.91283858,14.4,13.8,also,23,en-us,29.977823
0.91196966,,0.91283858,14.7,14.5,one,23,en-us,29.977823
0.91196966,,0.91283858,14.8,14.7,of,23,en-us,29.977823
0.91196966,,0.91283858,14.9,14.8,the,23,en-us,29.977823
0.91196966,,0.91283858,15.2,14.9,countries,23,en-us,29.977823
0.91196966,,0.91283858,15.7,15.2,who,23,en-us,29.977823
0.91196966,,0.91283858,16.2,15.8,which,23,en-us,29.977823
0.91196966,,0.91283858,16.6,16.2,signed,23,en-us,29.977823
0.91196966,,0.91283858,16.9,16.6,Refugee,23,en-us,29.977823
0.91196966,,0.91283858,17.3,16.9,studies,23,en-us,29.977823
0.91196966,,0.91283858,18.0,17.3,International,23,en-us,29.977823
0.91196966,,0.91283858,18.7,18.0,Convention,23,en-us,29.977823
0.91196966,,0.91283858,19.1,19.1,I,23,en-us,29.977823
0.91196966,,0.91283858,19.3,19.1,think,23,en-us,29.977823
0.91196966,,0.91283858,19.6,19.3,Korea,23,en-us,29.977823
0.91196966,,0.91283858,19.8,19.6,has,23,en-us,29.977823
